,dates,nzd0393-0000,nzd0393-0001,nzd0393-0002,nzd0393-0003,nzd0393-0004,nzd0393-0005,nzd0393-0006,nzd0393-0007,nzd0393-0008,nzd0393-0009,nzd0393-0010,nzd0393-0011,nzd0393-0012,nzd0393-0013,nzd0393-0014,nzd0393-0015,nzd0393-0016,nzd0393-0017,nzd0393-0018,nzd0393-0019,nzd0393-0020,nzd0393-0021,nzd0393-0022,nzd0393-0023,nzd0393-0024,nzd0393-0025,nzd0393-0026,nzd0393-0027,nzd0393-0028,nzd0393-0029,nzd0393-0030,nzd0393-0031,nzd0393-0032,nzd0393-0033,nzd0393-0034,nzd0393-0035,nzd0393-0036,nzd0393-0037,nzd0393-0038,nzd0393-0039,nzd0393-0040,nzd0393-0041,nzd0393-0042,nzd0393-0043,nzd0393-0044,nzd0393-0045,nzd0393-0046,nzd0393-0047,nzd0393-0048,nzd0393-0049,nzd0393-0050,nzd0393-0051,nzd0393-0052,nzd0393-0053,nzd0393-0054,nzd0393-0055,nzd0393-0056,nzd0393-0057,nzd0393-0058,nzd0393-0059,nzd0393-0060,nzd0393-0061,nzd0393-0062,nzd0393-0063,nzd0393-0064,nzd0393-0065,nzd0393-0066,nzd0393-0067,nzd0393-0068,nzd0393-0069,nzd0393-0070,nzd0393-0071,nzd0393-0072,nzd0393-0073,nzd0393-0074,nzd0393-0075,nzd0393-0076,nzd0393-0077,nzd0393-0078,nzd0393-0079,nzd0393-0080,nzd0393-0081,nzd0393-0082,nzd0393-0083,nzd0393-0084,nzd0393-0085,nzd0393-0086,nzd0393-0087,nzd0393-0088,nzd0393-0089,nzd0393-0090,nzd0393-0091,nzd0393-0092,nzd0393-0093,nzd0393-0094,nzd0393-0095,nzd0393-0096,nzd0393-0097,nzd0393-0098,nzd0393-0099,nzd0393-0100,nzd0393-0101,nzd0393-0102
0,1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.12340395585076,,,200.32802851239043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-07-18 22:00:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.43307456807104,105.92693802665619,,,,,,,,,,,,,,,,,,,,,,,,,,,162.160409402425,,,,,,74.80299209958619,,,,,,,,,,,,,,,,,,,,,,,126.48357454693718,,
2,1999-09-04 22:00:09+00:00,138.62567547182354,119.57875070222926,108.29312242161785,108.93333743126874,125.76574071511617,121.93831883964246,113.16552396191598,117.31307506867306,128.3064879051011,149.09036358177224,161.64796817609144,156.20114127545298,147.2787600389726,152.18056623262763,145.51024536651803,158.38417302562712,153.29086593544582,154.54372900203904,149.7868617405533,158.28936242451996,156.04566868216327,155.42082474936157,139.3367564701934,146.82935746981227,138.25072844665178,136.90259320480118,126.39498683241212,125.60195479553127,115.86030054720536,122.7360379346942,124.49169907572644,128.32203986647022,128.41938499475512,135.7948450150523,136.54595894622636,132.86609104547148,126.87256300574423,127.94283844216174,124.2049809219755,126.293862183726,126.09306505126928,124.59442925491564,124.53988394061454,123.73152686594472,128.43614570921,134.53386934215447,134.9341936560583,135.95901258432258,137.23087911457338,133.850695974519,132.8149292502015,143.7051607246208,143.81013310471383,141.8630076623034,137.64228167697271,138.45069820276922,136.41307908198868,132.00437672906412,132.6049396618136,138.18858235577804,130.11462882264203,134.4816438359235,138.1851596991737,139.5787290946929,141.18470583765657,137.97823379469912,138.9440963556647,140.3135215248759,143.07331770902707,144.5182612594906,141.25995413924386,140.34940104668834,141.27042613169658,144.97787634915568,153.47563645588656,156.12416196624957,155.68092439782066,154.06563459515763,150.27101171075225,152.30102010108448,152.69892526693408,151.37003529155805,150.986707065931,140.0511940047242,139.65342079977952,143.94638846618295,144.67325780650543,146.18624927396615,145.540837790497,139.98505642618727,139.3344382954929,145.93510285076832,143.8552120588397,143.25786968428739,143.71863941382497,141.0627612991806,136.74132640014898,134.0341240258395,140.37830290687717,134.42268386390091,129.39914738953365,132.63279675089296,132.49040271844802
3,1999-10-22 22:00:04+00:00,154.78140118198388,130.43238550069012,120.47541455661458,130.88273313090914,135.10837564021915,135.98616987180594,124.69798121385627,130.34460868277733,147.66942940098662,164.1106394702279,178.19804356518563,174.4624074242138,159.71231003829553,170.91667035485906,170.24657818351798,171.9034955521321,175.37749711473276,176.02495016161117,180.32654780075939,170.35421206292523,164.15157701181448,163.671231528302,167.08323171070538,161.93951531971965,163.43872669790622,167.51957769799796,166.30809296049688,155.40457065478387,143.21389153187866,147.67948092744712,151.08968271416643,153.8843437978353,154.72175836046313,156.9610395000587,165.6119226725816,157.5498631388433,153.20301243919778,147.5832884459872,149.643574025234,149.25645343774823,144.78924954960917,149.45494871768543,153.29363215670145,150.06943784629055,153.54480793692744,155.20817080283553,156.25255920570817,150.9873192997144,149.8831440911696,153.26945048806346,157.66578499713887,158.16484448589944,158.17916115162996,161.17033393753348,162.8472685531155,161.94239041865177,158.67562787358446,154.701310318504,155.44609178371218,155.71049055970423,159.511049125154,160.90003579563523,162.08177518272603,161.22624508224106,163.5561705778368,165.6484652786871,164.18406987240655,168.18041105450504,158.82152612850203,164.60263142604342,166.9504365039166,168.22760721813614,166.28698500960547,162.52055173403767,165.5127041829124,170.15227958251592,174.24643399116022,174.0833750257673,170.2994925507945,167.9983447845812,165.93011673184023,167.03510766075743,169.93251905264933,167.47647593136918,169.53770167265623,168.9946567314687,165.95418197769814,168.3786467884919,167.12557654303316,165.8975183020654,157.30516688046907,156.69887100696442,158.88743194590378,158.8806293421198,160.0145989951231,164.02596699423447,154.92940962421392,152.4254312120737,154.33974975282757,149.62408268665288,150.27149465363766,154.79758484084886,148.85009837344853
4,1999-12-09 22:00:09+00:00,153.54603899143854,137.43100793029726,126.91542320398082,129.49117306250244,143.47959196319036,142.91141256009712,131.51238468689618,126.62665832487934,149.73974796717619,162.8084459868693,182.36829898405432,178.59113442509235,165.0383983738013,170.57882465306406,172.28936843258793,174.71394154376145,171.0705620870728,166.61441599371074,169.91880579459865,174.8521163743073,168.60605891032964,164.36952027151142,162.4845757002712,154.7409504699374,154.54255050100593,161.90466852782512,146.01809915162815,135.24764106468825,129.44646856035652,131.97088315950188,134.61303766386192,141.79153371422294,144.23309442385903,152.27741561740652,154.6316586965188,148.50986217308636,140.28177888872432,139.74524116283231,136.50621704292993,134.18718308781038,135.3665258021416,136.46748453488607,136.14124000525823,135.9561030758287,140.02264609038997,143.83181565358447,145.31784654762595,150.3606477761703,154.70531155359708,148.1606942786566,158.45746087287694,159.52036746660593,156.9951696559616,153.9846478170606,149.81410546338338,148.28314321157626,147.04113411245385,143.03966932196954,142.3808546423062,142.39085178902246,144.3371540615331,144.9493342379175,147.67330057235733,150.1817446624739,145.60674498828786,145.72463918087226,144.43731495304553,148.24644356466646,145.4964455518509,147.86017395262922,143.71668120337745,146.55072259646906,148.37642719909013,156.61462184943144,159.8984040413364,158.2552323848003,159.6001822196626,158.04085645194445,158.7533328781838,155.20628138028175,152.08249726200387,150.15322340435466,145.8367374340981,146.42022787441823,147.88451871129325,145.9726467789277,147.8205279882091,147.42113791519654,145.37929349076612,148.32763147962265,143.1484316242215,141.6059010688264,145.4142323851662,146.6402325030403,147.803683125082,148.30526401117476,145.31473244159957,142.92613193419936,145.0679942168553,138.20403474892598,139.95461845769583,155.64296663314246,161.50788775309468
5,1999-12-25 22:00:04+00:00,139.7570462557211,127.04768325855659,115.72378502860428,119.1072639388516,124.11726255823409,130.09591157722244,113.27040260375661,116.85911563356217,132.9369816933354,152.6931059059804,165.90000504090202,163.87766929021979,151.12966812320184,153.3374448515588,146.54781111558364,154.03164672532537,145.17409863421454,150.6689768389703,150.93962177540968,150.64453199562604,142.8625635254333,148.95809604790503,144.03769662308224,140.56746269771435,144.2933174478619,143.30216014084186,133.16560328061956,125.51030954286954,120.5526846702897,121.8930539914579,122.0703701964176,126.31798118531714,133.58851997710212,136.30534744845534,138.70527805878393,132.3082500526043,128.16460507297802,128.42320490714712,121.27070896326788,124.37206570482323,122.22481419303017,121.81681121577016,119.90521457739816,127.72347349253126,130.08354525830782,127.70692952669523,129.33121062836247,133.88626023228554,136.57428632906053,,112.64104627215903,122.75116576079127,146.93932724825504,140.0350373231828,139.42931752657555,136.9609445984819,131.6569042050811,133.22456343294434,129.20464437562197,129.85612695967262,129.4206230502776,132.46101878256687,130.71037946432153,133.83108995768112,133.5510466585307,129.9181731742093,132.29200474429095,136.57864903620964,134.47097328771238,135.60380366266307,137.21649109838052,136.03937925679742,136.58564835632563,138.52873028317677,147.01645385186748,142.38967838467812,149.1956810633479,147.34767739607668,146.1077155847084,145.63077934043747,135.91577058738886,132.0761532746098,134.0821986951949,132.00947106733892,132.39975244275794,126.66483598131484,129.51073253367346,127.22422403320545,129.89860462377558,135.0498447531401,130.01325321021443,134.6639202530624,132.07878806530738,132.94409965891333,131.74566055579731,136.64431819573704,127.79091790690268,131.9348990433653,131.72918979091887,134.52699315730177,140.2268275981185,144.16091388341482,137.8129692771778
6,2000-01-26 22:00:26+00:00,146.2916409880965,125.92756116211737,118.53308610072905,114.10458421623692,128.09564799697117,130.5772030024899,122.31295098389397,119.14470281069956,135.54193334261143,152.96127902348445,167.9104445623642,169.34514086174613,155.37579686326853,147.91105669949593,156.32387843486697,149.98958607870358,150.25148092409876,150.89360214627075,158.49073821836254,152.31576996018015,150.6807441889304,145.27074524340154,136.29910895856798,130.12516740993232,139.03645973425037,141.87928599796103,138.55822024235243,130.55080664072355,119.30294610208153,123.41582331694012,123.58520759075103,128.6257203012433,130.97553142308715,136.89089801073152,136.35276995649625,132.09414262992306,123.69779989428534,127.75893412661668,124.70835846659082,117.7951335926719,117.85657017001334,127.81967773879025,124.29377913777147,125.85376370386369,125.12474824336198,124.95545721687799,122.39951554251171,129.54405625593114,137.27671783688052,126.22853162388975,122.81781473933104,134.6793415349885,136.34092986014662,132.0252631527104,137.993024159708,139.98447732488953,140.49499001952,135.66962799203407,133.87132807185316,129.1207702923396,130.5411945670444,130.61166358126417,134.21723993032384,132.03585211721185,135.11460016243518,134.52618041348325,135.51902940970928,134.73089719313114,132.19012329216122,125.7026499112059,133.82995742578777,138.5637284259825,136.39678050337488,142.2711046102545,143.31931575001306,143.26750658056622,139.6278761067739,144.39942703025918,146.18940607637452,143.43445815519482,141.95037697001817,138.11751745794908,141.8164136764039,136.64940566905065,134.16195765502914,138.47234575226992,134.88388209488335,140.9148008529603,139.48842242667337,135.9255553409999,133.18861731517842,127.74261458140269,134.85133458062165,126.23682131721614,132.2242430720047,132.067068124012,130.9113188721718,124.11098119243265,132.02899542564217,135.67828190702247,141.11907775093792,148.19248350607987,136.64052288663527
7,2000-02-11 21:59:57+00:00,149.1088271496286,136.05658709719586,123.38021122348654,131.27076976567702,140.06544754595555,141.51159312054153,128.2706922401946,126.37108605419026,142.83172259800818,159.96939382895255,175.63314990301072,169.5605513669586,159.46211704642053,161.44256527537385,162.12291388338025,163.32328919440113,159.5774544479308,155.25635505923367,154.66213849917756,152.4887791236509,150.4325856788501,148.11095566472224,145.08765298938584,133.5889346921471,136.79296923962303,142.42371877425774,138.2697033785315,133.18119865163442,128.36558430888934,128.09685352009012,130.4736219493526,135.85644835867214,136.65625723852636,137.55490929943002,145.16479041980128,133.97459516983594,136.17522417414892,135.6594733960733,133.13756428974818,128.5393610148192,128.74947717192424,128.45459472105063,128.20267066451626,125.94400713782301,129.97946717082397,132.63890364270338,136.87626794236542,140.90266748986184,142.31164510481238,134.40478065964336,143.04623315462038,142.93471395157772,143.5250374604698,144.64444126859985,143.39008896835892,142.6405838487097,141.81460195526518,141.0368176903999,138.82240434811803,141.56091931830974,138.7988357572563,135.84657496503678,138.85994711017497,138.92943968561858,137.5524609358718,135.74312511224005,137.81094625803087,143.8832870818618,139.72850559438322,141.1575388474252,137.02425584583546,141.07916593555697,141.24350843113808,146.7229224942882,147.68806965284415,148.18355826538,149.47677431200057,145.74715903071572,144.91491441069576,145.0939810315255,144.5242684702131,141.58133128346353,140.46492371331937,141.66874924809989,137.25230580494372,138.65138548767726,141.0077244330621,144.39739982869938,145.4294512685941,141.3933363186787,138.67307775669752,136.75651381811497,134.10133413290197,135.28159282806587,136.94851768202753,141.42211263659752,134.8155977925286,130.4054927568952,135.4984564986763,131.3530364429397,140.04279501417776,143.80324661354052,136.95436257327054
8,2000-02-27 21:59:52+00:00,140.8680943133799,125.76248228618407,115.49724399455359,123.20606060653671,135.4920915883272,136.4545207139922,120.36573640712703,120.37580405251572,135.89679716104285,156.44057896473078,169.11312653693673,165.39648708910096,151.88298295411806,155.54588203992222,157.8525696981001,162.47840676630258,156.0031154405049,154.8215542405146,156.92049503007178,156.9365250514054,156.45145488382147,151.52972979882384,140.5133505610682,139.33515335877743,147.78645606757664,147.5178891031536,141.78845330615255,131.69809443861237,122.63368741237423,126.77285892225541,131.7313521904797,137.90974309244302,137.60968729805327,133.77226978599472,139.78601258099673,136.21924937038492,130.51579124899953,131.47229879394078,130.78952282213686,127.39593817869522,128.97351671661812,127.13288024743119,126.4266204776223,128.0914075199342,128.27793180818324,127.563736265892,129.57682832329633,137.51526012711156,139.5483750319932,138.34137653769176,148.90337180775782,145.30628489751638,149.11843489785204,152.76846763624965,145.05065456610885,138.1560226476859,136.41937809222352,134.30075938460357,135.808950097908,130.82869120632583,130.9373113919032,134.95018979339687,131.06816837337198,133.81412819599785,135.7842744600921,137.13643536458486,135.7796278093061,140.84604470083352,139.21495669552286,137.10350374008036,134.13126940377214,136.45760679731583,138.43397708840058,143.4405043005529,149.10626701925648,153.67584430805,150.7135746222525,150.26472833638385,146.08834150739972,146.38085032119912,145.37481577775907,143.06745899416194,139.9734374996554,136.79555008741664,138.28480667393575,142.55445649099403,146.06843902985273,145.87643226128006,141.40589194714627,135.38174543615438,132.51000402341995,137.3044363208505,136.629690271209,136.52515274556455,135.20793514055993,138.09909436622547,128.79233785523246,128.69510900761256,134.99773904800338,137.92968508476065,143.59453756027136,153.85342620203105,146.81853810744582
9,2000-03-30 22:00:09+00:00,145.85725415840088,126.87190400392309,117.08807813145815,118.79377887160199,131.9267265433606,136.18673238800713,124.04627976048648,124.52277006237516,138.89382618629244,161.28581805808614,173.92135813864599,172.71375689696396,165.31012037906493,167.22783227146877,168.1152060826547,173.55914715737018,170.9847937873296,165.66718502106838,172.00276040267454,169.15044774092942,164.35901336106664,158.97691738923086,148.72904760826066,150.20263546962846,153.05523307740742,155.17233996595294,149.86673008510104,145.38535696141082,137.16516640944113,134.87114971776654,133.30672715652452,138.69030858238142,137.6151919920414,146.31393153900675,150.14841485061285,148.24078905045644,139.27119633598983,136.92662219140948,137.71234525416156,138.59138277886188,138.17125978441803,142.21458860903905,142.616848483296,138.8713902575816,145.293777262289,155.3449132260424,155.15605246458296,162.1696405332665,160.79708330152098,154.42819540277605,161.27879219080393,163.86158736670356,162.70145907502467,157.15671290290663,158.7130257415409,156.50284769119767,154.57729502664526,152.18741847971881,150.05030418661966,145.28795235188826,147.1098669262926,148.1928169857131,146.18580611378684,148.87988897861766,148.59596576349048,144.8908318207724,147.46047313695772,148.6431724315088,149.1820344848708,153.78734339505112,152.2448389118457,150.6699443635167,151.99432564087095,153.78758993318706,156.0591326409562,154.3260301274024,158.85436705636926,164.0489368637641,164.01572037150126,159.56319973964588,159.84923919115676,159.44721741435336,155.50173354418484,159.34232505908625,159.52418515169944,159.12709553108192,158.7207174831932,158.03359908951774,157.50693131876682,154.43104570024616,153.6037794571884,150.3744893776686,147.8655811749146,150.4401396782927,148.75592583726836,149.78623739336018,143.81682110542005,143.370352389473,145.02278258147257,147.6852516882575,151.56529139446488,167.01498832414455,162.61427665299988
