,dates,chi0470-0000,chi0470-0001,chi0470-0002,chi0470-0003,chi0470-0004,chi0470-0005,chi0470-0006,chi0470-0007,chi0470-0008,chi0470-0009,chi0470-0010,chi0470-0011,chi0470-0012,chi0470-0013,chi0470-0014,chi0470-0015,chi0470-0016,chi0470-0017,chi0470-0018,chi0470-0019,chi0470-0020,chi0470-0021,chi0470-0022,chi0470-0023,chi0470-0024
0,1986-08-15 14:03:05+00:00,273.7136450068706,284.58724659867937,293.9201126322314,297.4439550275232,290.47601078563287,283.46616271284734,287.2851447697965,272.66230474588326,275.4868102973296,277.17782580623975,296.5471776728184,290.11072166133215,,305.0719611774915,317.3379901194719,316.3326781841141,322.7567061373518,328.38393684739407,333.1983794909613,341.9242660881711,332.77714137409436,353.6413618515872,380.865922246756,385.7323659285729,
1,1986-09-25 13:55:30+00:00,274.7153822154898,269.1516874743719,288.71794722441604,282.1080510518507,279.5282723744454,295.71847583594206,304.28764761263994,274.60759748945975,271.70279314667135,274.96317188254994,295.43767723805945,294.4828515925261,,330.54205219890906,333.21881758560085,317.52715421272535,319.67001686535303,315.60165032713684,317.62621760653445,326.58370086059296,318.46286511197843,331.05405866987996,348.57393451778637,367.0524155532811,
2,1986-10-18 14:00:56+00:00,266.29350551289025,271.337559991303,284.86935351886444,289.2354875339945,282.4194219565568,277.20480712268204,278.08864948843194,272.1628098434916,274.00220400013865,273.24279459094623,284.9502298248245,280.246500999036,293.3456348230017,291.0669545776673,287.26687346168126,,,,,,308.61851660182464,345.5423821293406,356.24027344662557,385.4774650906882,416.07788152808484
3,1986-10-27 13:54:26+00:00,,,277.17754567359543,285.320518578211,282.4465963531552,277.94552514024446,272.3179922728789,265.5066759035446,268.6598829334335,278.37417476411775,280.41137114872885,270.4344106434976,282.0838830108554,295.87033165095164,303.3536273296281,288.50338971264904,,,,,308.0796973620537,333.97392500980663,349.0675957208868,,
4,1986-11-03 14:00:21+00:00,,,268.84489583954957,281.01718303362145,274.72738948973137,268.8678753506122,259.40254922146624,258.88131193373283,259.8162940045329,255.05449342200288,270.3969054989757,266.882171819823,264.0464645959352,266.43427953777825,280.44912803707336,,,,,,309.49119436219576,316.8326219868024,340.2973510263149,,
5,1986-11-12 13:53:50+00:00,280.1981393103589,276.16385776341144,284.77907111194276,295.0257262781008,292.7513633711016,280.9471084553428,283.8848968248501,288.9538096045774,286.4502819988337,282.56527348843406,290.94965200338356,302.43049443003076,297.90417970019945,311.93652295495326,322.16366441908144,321.37696801664697,328.56799958661117,330.0089360580517,347.5860900991447,354.2552500248446,358.60170292553704,365.206165178506,374.4093790493913,393.2260657164721,
6,1986-12-30 13:54:30+00:00,298.4405904336019,293.5172213652902,295.3335732182713,304.98305250747745,305.88959825105496,307.44487519736225,288.9038978761955,278.4377026811213,281.9333961467786,292.76472445368654,288.83518930535513,297.9837945486917,310.70702852984505,323.4243425749375,335.05194739844126,342.11968304783215,335.02193589148766,345.6278741585588,344.48873929933916,355.10451467562876,342.83383355980163,356.4475784287463,367.5513753426908,403.90690200443106,
7,1987-01-22 14:01:21+00:00,,258.4283725091835,266.95279988039493,268.6576858362445,260.84983920379,263.45364013605206,263.23473976962043,258.98252341111413,266.0894207706547,268.23268645165496,263.2078991691718,260.552592901399,268.8460786271303,279.24432990408053,290.0072150370527,,,,,,286.2907210136035,308.89912202456605,332.0504663243327,,
8,1987-01-31 13:55:29+00:00,,261.20714439868607,270.11107615298016,286.7594930727907,303.95811046748304,288.8859720740869,289.37651329144853,276.796833146835,280.48800922919554,262.48715543219106,277.8412341963855,267.4955800763779,302.6425351876892,291.0817512161463,277.18458886055026,,,,,308.8455867225932,311.3524715511881,319.62433941891095,335.90346752601465,358.6148754474956,407.67095803805535
9,1987-02-07 14:01:56+00:00,277.740256713689,272.4268750425275,276.1085115196302,289.7782013261676,309.07184193433966,298.6569912442533,287.67326829929846,289.13634066705947,272.0332451655081,278.5818236031147,301.3026559449693,,327.5602385333337,,328.9929467483104,330.1777263189439,337.5895677012896,353.572273528842,356.0552154122506,,346.70086736553293,346.5216976443395,359.13963546530834,367.42392260930626,
