,dates,chi0470-0000,chi0470-0001,chi0470-0002,chi0470-0003,chi0470-0004,chi0470-0005,chi0470-0006,chi0470-0007,chi0470-0008,chi0470-0009,chi0470-0010,chi0470-0011,chi0470-0012,chi0470-0013,chi0470-0014,chi0470-0015,chi0470-0016,chi0470-0017,chi0470-0018,chi0470-0019,chi0470-0020,chi0470-0021,chi0470-0022,chi0470-0023,chi0470-0024
0,1986-08-15 14:03:05+00:00,271.01867208614533,281.477662459381,290.5513964813248,294.33437088822484,287.94947367245294,280.7711897921221,284.5901718490712,269.7748337593919,272.79183737660435,274.6512886930598,293.85220475209314,287.2232506748408,,301.96237703819315,313.6630270457556,311.2796039577542,318.2650846028097,323.89231531285196,328.7067579564192,336.8711918618112,327.0021994011116,348.5882876252273,375.8128480203961,377.6474471663971,
1,1986-09-25 13:55:30+00:00,277.2653205180802,272.0939239773609,291.9053701026541,285.05028755483966,281.91883953312396,298.2684141385325,306.83758591523036,277.3396742422352,274.2527314492618,277.3537390412285,297.98761554064987,297.2149283453016,,333.48428870189804,336.69600618004233,322.30828853008245,323.9199140363371,319.8515474981209,321.8761147775185,331.36483517795006,323.92701861752937,335.83519298723706,353.35506883514347,374.7022304610524,
2,1986-10-18 14:00:56+00:00,260.6267686431306,264.7990174492727,277.78593243166495,282.6969449919642,277.10685614115715,271.5380702529224,272.4219126186723,266.0913060544634,268.335467130379,267.9302287755466,279.28349295506484,274.17499721000786,287.6788979532421,284.52841203563696,279.53950500291813,,,,,,296.4755090237683,334.9172504985413,345.6151418158263,368.4772544814094,403.93487395002853
3,1986-10-27 13:54:26+00:00,,,276.59863189586434,284.7861366295362,282.01241101985687,277.4823941180596,271.854861250694,265.0104640940608,268.1967519112486,277.9399894308194,279.94824012654396,269.9381988340138,281.6207519886705,295.3359497022768,302.72208502664876,287.63501904605243,,,,,307.08727374308614,333.10555434321003,348.1992250542902,,
4,1986-11-03 14:00:21+00:00,,,263.8458828967298,276.40270954794164,270.9781297826165,264.86866499635636,255.4033388672104,254.59644369703014,255.81708365027706,251.30523371488803,266.3976951447198,262.5973035831203,260.04725424167935,261.81980605209844,274.99565937217903,,,,,,300.92145788879037,309.3341025725727,332.7988316120852,,
5,1986-11-12 13:53:50+00:00,275.4432134105033,270.67740480203963,278.83541373712325,289.539273316729,288.293620339987,276.1921825554872,279.1299709249945,283.8592461404464,281.6953560989781,278.10753045731946,286.19472610352796,297.33593096589976,293.14925380034384,306.45006999358145,315.679674555642,312.46148195441776,320.64312308685186,322.0840595582924,339.6612135993854,345.3397639626154,348.4125759972751,356.2906791162768,365.4938929871621,378.9612880169053,
6,1986-12-30 13:54:30+00:00,294.77307327287787,289.285470795224,290.74917676736624,300.75130193741126,302.45130091287615,303.7773580366382,285.23638071547146,274.50822000891696,278.26587898605453,289.3264271155077,285.16767214463107,294.05431187648736,307.039511369121,319.1925920048713,330.05078763381755,335.2430883714745,328.9094072902809,339.5153455573521,338.3762106981324,348.22791999927114,334.9748682153929,349.57098375238866,360.67478066633316,392.9043505222589,
7,1987-01-22 14:01:21+00:00,,264.62575795236296,273.66663411050604,274.855071279424,265.8852148763733,268.8247075201409,268.6058071537093,264.73723846549507,271.4604881547436,273.26806212423827,268.57896655326067,266.30730795577995,274.21714601121914,285.44171534726,297.3313978335375,,,,,,297.8001511223654,318.96987336973274,342.1212176694994,,
8,1987-01-31 13:55:29+00:00,,262.9034416866734,271.94873154829975,288.455790360778,305.33635201397277,290.3560963903426,290.8466376077042,278.37196634282327,281.95813354545123,263.8653969786808,279.3113585126412,269.07071327236616,304.1126595039449,292.7780485041336,279.18930383726257,,,,,311.60206981557263,314.50273794316456,322.38082251189036,338.65995061899406,363.02524839626267,410.8212244300318
9,1987-02-07 14:01:56+00:00,279.13249758674067,274.03330681912564,277.84881261094483,291.38463310276575,310.3770677528256,300.04923211730494,289.0655091723501,290.6280273167577,273.42548603855977,279.88704942160064,302.69489681802094,,328.95247940638535,,330.8914570297445,332.7881779559158,339.9099691563757,355.89267498392815,358.37561686733676,,349.6842406649294,349.1321492813114,361.75008710228025,371.6006452284613,
10,1998-03-09 14:17:57+00:00,,257.0505108845741,277.1029584338646,283.6699098907991,279.6998331354701,271.7229282729486,270.9713349412574,263.71617342680224,265.07064592438746,263.48407217849217,269.0705068782655,274.129164783202,286.079931606933,294.89814680777556,295.4344386969326,296.8350530587587,293.57024194925486,298.09367678956494,289.8684217748951,280.37854169184317,286.58992057080144,288.41255448365087,286.39426714935246,296.52991164892296,
11,1998-03-25 14:18:11+00:00,283.53911187184286,275.403745400077,282.59250732361653,294.43590745933335,296.0696974304658,289.56829866994644,287.1534952792965,281.0049063832018,281.0314687638139,289.2730593126451,293.0947263488264,296.3025165160376,312.35845564487045,313.6076986362625,316.71518074930805,322.2978132302416,322.2398154030196,314.79641222140776,307.8358540280542,306.1576687872686,303.2425934292903,313.797665809953,325.8504990815077,333.0068998315662,354.66956822051355
12,1998-05-05 14:12:33+00:00,,239.46127497801086,262.10302817482193,266.33669726642256,264.8311954223007,260.8003720110465,263.7076218398539,259.8651575959599,255.2811704276046,252.8326635376339,257.38706446019506,263.9611051382452,,,,283.1670249035769,284.4206633316393,283.10158676424106,281.3320136025818,,,,,,286.3375887090564
13,1998-06-13 14:19:18+00:00,245.34428698074808,264.177716403957,271.35582661932256,277.86230054092107,282.8347431435573,280.1261737844061,271.51984066412876,268.6871272778075,268.49900380571063,277.57282921332273,278.1371465902564,280.60093199676777,286.00642177858896,295.53597007493283,296.3069888990617,299.44622505857365,296.3914090244121,303.3164475858916,297.20957904505644,290.14933604925466,286.52817480238497,284.48942280184804,292.20729150879686,302.846642662876,307.03504845694175
14,1998-09-17 14:20:13+00:00,265.0715641276171,267.4630687228619,273.3536598136027,277.3057027869671,283.5135155878664,279.89015236752846,285.8005977056856,277.7551828471066,272.94069704427653,282.20103915200207,284.5019826489859,297.18853730884416,304.5088185661282,305.23750677503995,307.0459133005469,304.0424619396149,305.18272127123953,305.44816597638567,303.8396918131044,300.106906650117,287.8271480354638,288.3066147483349,275.6598511616224,286.9646976988521,306.24617854124597
15,1998-12-22 14:20:29+00:00,245.23919056959392,259.3357954486659,275.4392156754127,290.1792116932578,287.8008768755361,285.2335227424828,284.553093058409,278.5676284554298,275.5045364182407,281.5284786973827,282.7623146220815,287.9683832657208,294.33605387201067,297.740657941819,296.49466012557036,304.730870549969,308.6527950730916,305.0799709701448,302.3473331592256,302.8529478341352,295.2030177505799,288.1692328591039,290.4915462971096,300.3102167653197,310.4374480243836
16,1998-12-31 14:14:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,
17,1999-05-24 14:13:29+00:00,212.06271514575843,249.78993728543145,256.71532048775464,271.96936817581934,274.72925410980184,271.10094481431787,262.64229410607123,261.535538337364,265.5259214083703,262.4270613690655,268.93447492447467,272.9029054817164,,,,289.6346937291813,290.3105694480408,293.69439262199694,,,,,258.84618501643126,,284.80493383375403
18,1999-06-16 14:19:24+00:00,228.69385443356788,238.95159695695327,259.03199870766844,269.27633004779904,280.2259178517588,275.5083491284472,271.2353057872946,269.27331368597663,268.19739452748956,273.83397124486214,275.60891123446413,,,,306.1856816292925,297.5036434974044,300.08882599979984,295.5572263476747,291.28751462490675,297.94141779457385,293.2695389236393,272.46584873649743,263.41612317574703,,
19,1999-07-18 14:19:11+00:00,224.06427492467816,,294.00029221097907,,,271.47699423501024,272.09805257759825,268.4088763987241,268.76875557080336,259.2412214526982,263.8823638339783,274.4098527959384,273.10434029470116,272.32307260939035,278.25315836611725,292.9069563679421,295.70605750976364,295.9981540320076,,,,,,,
20,1999-08-12 14:12:54+00:00,,245.24202639844896,254.17288137034222,263.06172890519554,271.50442175754205,264.41268238584115,261.48348280443156,256.711680681201,249.73863749218518,252.1300565725141,,,,,,,285.9074410585001,286.62987379669136,282.1470122663892,272.0155728918708,,,,,281.86233305274527
21,1999-08-19 14:18:58+00:00,,242.26586302612003,261.4613676268696,264.0255234730133,266.33174416006733,259.10744786825444,260.3706207798604,257.5999525605388,248.92736595050098,247.59887821555884,255.56258140391571,265.7554287547913,277.23066421012237,280.03364617953673,284.73397211294684,287.9725859215966,285.7113041176616,287.16927610767164,281.95174818136354,275.3196737138716,262.97499652414496,266.1119166408054,263.6322657806138,,263.87106698048353
22,1999-08-28 14:12:35+00:00,,216.40029748574625,258.35937478646815,259.50597771750716,260.9905336306221,259.77107655390205,254.0114407888126,258.25106218366545,255.07563360256813,249.7694603564759,254.5581404775034,,,,,,,,,,,,,,
23,1999-09-20 14:18:01+00:00,,248.6254173313635,264.1009333367575,269.24018991503453,267.1034315359856,267.16351450524235,261.2740993709674,267.1300569341945,266.8346639357778,268.0871803577213,269.8167257281294,273.6683925155629,283.6808734989695,287.8678794580228,290.01884458164375,288.95230441423894,291.73988251726894,290.7810152265094,284.2069819727891,278.6855394898848,263.01918069356225,263.7321604240492,258.4581878902912,278.31093109060487,296.38904597457025
24,1999-10-07 14:28:18+00:00,251.24272434077548,259.3005867246572,272.0562236372336,280.5647395517915,280.75876230853777,277.17919233685757,271.736589664838,,,,273.48429232183867,281.5208914276335,291.8054799940288,294.9764911226707,,300.2225121531469,292.0511576753056,297.1156366410255,293.7192230110294,281.3411516517678,263.7114150166417,269.79650692426657,275.5713356818376,297.80310014094664,323.7979640371571
25,1999-10-14 14:34:26+00:00,254.7360806065557,274.6697264549182,280.1495704626973,287.6632257575677,293.16390814758813,285.71352754859055,280.8293773765786,276.03070772939924,276.4839478199234,285.66488929631663,284.1895401386298,282.51679580345484,291.3982961231999,304.7979643381831,304.8353385796967,309.5573227500994,310.197753585799,308.0486962547832,302.4189586528945,289.21962422798754,277.49699811352616,275.4253674343232,281.4204330961094,308.1019570252701,331.003085426559
26,1999-10-30 14:34:20+00:00,289.3126755491995,283.2175428252885,279.44270512520336,292.2721734528202,296.30776569016194,292.75638718236473,283.48227425282414,282.0802656233393,281.9202268035271,286.79925312538523,293.865914603095,296.9992246242278,309.14187077245947,320.1624979806083,315.09000822559403,312.5892004342128,308.31316571483694,312.35966456765345,305.15514026353594,293.6972950589281,287.5313526963976,302.8975703147738,314.4480683310302,316.77565921558966,345.0401984631332
27,1999-11-16 14:10:55+00:00,269.92280922374505,270.2431564024649,271.9458639884281,282.08846091278394,286.5582387030083,284.92530643458883,279.01749368473105,279.81009861867244,283.5421166017076,287.11580022312495,285.2486830563855,294.75422348389003,300.5591114146374,292.77770059929725,300.6252363332808,301.5818965091225,298.2294815607663,296.91433989033135,295.5538748969036,295.08695471110485,292.99108692091227,294.5154764612776,301.5809748318553,309.2631293967353,321.37895527934404
28,1999-12-01 14:34:14+00:00,268.56895756706456,278.26819299674736,281.8792826349133,286.5179826460224,289.7550712272078,287.2765199259697,282.5169445515315,279.30869009037036,279.69056058551456,291.07865938848335,293.5080173157618,297.08809636928294,304.31330915400684,313.0780206527725,302.8255835311435,295.1260324999133,304.30627241430443,,,,292.41338869831486,306.58761507089133,318.83160936985274,309.4018874037486,327.9172666119792
29,1999-12-10 14:28:12+00:00,266.9233428916574,276.87797804540196,280.03603159262275,285.1472999709672,287.59330265132127,283.985324870247,278.78606389882253,276.4784548437277,273.7704657085974,285.09789812449003,285.5503695389609,293.8704478925601,298.2930707460198,304.72658758285456,295.9570334227169,285.9614012178309,292.7643604045286,301.6918886879986,302.611993813946,300.74005901699655,298.9484491482028,333.22100869074234,332.06854468098,322.4142552849314,329.71700145909574
30,1999-12-25 14:16:32+00:00,278.37260595224143,278.0889264955882,281.18927914405765,285.8021922524826,284.0091493953239,283.7487869828616,282.56217945327774,276.5504280976162,283.5067062419123,290.89137408284097,288.46983276962385,296.8208662869299,303.1614970170706,310.71506845967394,303.52269888976656,304.3273933500036,303.1592371534974,302.6505449173314,299.2193099406926,295.713244587167,295.9931282386243,315.236104995354,323.2705016924193,340.6392267595702,351.59559444647925
