dates,sar2325-0000,sar2325-0001,sar2325-0002,sar2325-0003,satname
1984-05-06 09:33:03+00:00,251.36,204.27,180.96,246.18,L5
1984-07-18 09:28:22+00:00,251.2,219.05,186.84,252.79,L5
1984-08-03 09:29:20+00:00,251.91,203.6,177.81,251.46,L5
1984-08-19 09:29:51+00:00,242.78,203.98,180.21,246.22,L5
1984-09-04 09:29:37+00:00,249.91,194.42,178.64,251.73,L5
1984-09-11 09:35:50+00:00,245.64,202.98,181.85,244.64,L5
1984-09-20 09:29:40+00:00,243.18,203.51,180.81,253.85,L5
1984-10-22 09:30:00+00:00,251.75,219.86,202.31,246.2,L5
1984-11-07 09:29:53+00:00,251.37,194.56,176.07,250.37,L5
1984-12-09 09:29:58+00:00,250.19,204.24,179.02,248.83,L5
1985-01-17 09:36:05+00:00,251.02,196.48,165.97,250.25,L5
1985-02-02 09:36:09+00:00,248.11,199.25,178.09,249.57,L5
1985-03-31 09:30:19+00:00,249.46,202.48,178.92,253.58,L5
1985-04-23 09:35:59+00:00,240.31,201.07,178.85,246.93,L5
1985-05-02 09:29:43+00:00,248.6,204.79,183.25,247.75,L5
1985-06-03 09:30:04+00:00,251.41,203.7,177.71,244.14,L5
1985-06-26 09:35:47+00:00,242.42,200.8,175.02,244.29,L5
1985-07-05 09:29:33+00:00,250.01,192.24,175.61,247.42,L5
1985-08-13 09:35:25+00:00,245.95,173.41,170.98,245.41,L5
1985-08-22 09:29:08+00:00,251.87,202.45,180.82,251.06,L5
1985-10-09 09:28:35+00:00,255.53,197.52,180.79,252.48,L5
1985-11-10 09:28:33+00:00,249.53,217.51,173.81,250.46,L5
1985-12-03 09:33:55+00:00,243.89,218.71,181.64,252.02,L5
1986-01-04 09:33:20+00:00,251.57,197.77,180.48,251.92,L5
1986-01-13 09:27:22+00:00,262.45,187.44,174.37,251.78,L5
1986-03-18 09:25:58+00:00,241.26,204.2,180.55,247.97,L5
1986-03-25 09:31:37+00:00,249.58,203.03,173.17,246.61,L5
1986-04-10 09:31:17+00:00,237.22,187.45,171.76,244.29,L5
1986-05-12 09:30:29+00:00,246.72,201.97,180.29,247.12,L5
1986-05-21 09:24:27+00:00,244.42,202.69,180.94,246.41,L5
1986-05-28 09:30:02+00:00,244.31,202.49,174.53,246.78,L5
1986-06-06 09:23:35+00:00,240.16,203.07,178.62,244.97,L5
1986-06-22 09:23:04+00:00,249.96,203.68,178.99,248.06,L5
1986-07-08 09:22:57+00:00,242.71,195.27,178.21,250.18,L5
1986-07-24 09:22:23+00:00,245.05,202.95,167.52,241.31,L5
1986-07-31 09:27:55+00:00,248.78,197.57,177.23,250.01,L5
1986-08-16 09:27:20+00:00,249.46,199.36,180.43,254.8,L5
1986-09-17 09:26:13+00:00,240.89,204.54,177.67,250.43,L5
1986-10-12 09:19:14+00:00,251.21,202.72,180.77,248.65,L5
1986-12-31 09:19:14+00:00,246.8,201.93,173.02,243.74,L5
1987-01-07 09:25:13+00:00,250.31,193.98,178.31,248.8,L5
1987-01-16 09:19:41+00:00,253.72,202.88,180.13,253.53,L5
1987-02-01 09:19:48+00:00,237.87,177.22,168.49,242.73,L5
1987-02-17 09:20:35+00:00,246.65,204.16,182.8,242.72,L5
1987-03-21 09:21:38+00:00,254.4,204.96,181.8,251.19,L5
1987-04-29 09:29:06+00:00,254.68,204.01,177.96,249.5,L5
1987-05-08 09:23:35+00:00,242.51,218.49,186.15,249.3,L5
1987-05-15 09:29:33+00:00,242.23,197.33,177.39,243.08,L5
1987-06-09 09:24:23+00:00,246.69,203.89,181.31,246.24,L5
1987-06-16 09:30:19+00:00,239.66,194.81,179.85,238.87,L5
1987-06-25 09:24:20+00:00,253.47,218.41,187.0,253.6,L5
1987-07-02 09:30:39+00:00,247.44,,172.17,248.42,L5
1987-07-11 09:25:03+00:00,250.13,218.23,183.01,245.91,L5
1987-07-18 09:30:57+00:00,247.79,201.23,177.63,246.26,L5
1987-07-27 09:25:01+00:00,240.9,204.04,177.38,249.4,L5
1987-08-03 09:31:25+00:00,254.54,203.79,181.05,248.98,L5
1987-08-12 09:25:55+00:00,250.63,202.75,175.64,238.93,L5
1987-08-19 09:31:54+00:00,251.79,197.68,178.56,249.19,L5
1987-08-28 09:25:57+00:00,244.19,186.51,167.77,251.91,L5
1987-09-04 09:32:19+00:00,246.39,188.23,171.8,249.81,L5
1987-09-13 09:26:45+00:00,245.65,203.85,183.58,250.07,L5
1987-09-20 09:32:42+00:00,239.53,202.4,171.7,247.49,L5
1987-10-06 09:33:02+00:00,249.03,170.79,174.54,251.64,L5
1987-10-22 09:33:17+00:00,,203.58,171.49,237.98,L5
1987-10-31 09:27:16+00:00,247.22,218.87,178.37,252.86,L5
1987-11-16 09:28:03+00:00,244.56,202.57,182.95,255.1,L5
1987-12-02 09:28:18+00:00,250.25,204.21,178.75,246.36,L5
1988-01-10 09:34:42+00:00,247.73,181.8,165.26,251.85,L5
1988-01-26 09:35:22+00:00,239.42,170.87,182.46,253.84,L5
1988-02-11 09:35:17+00:00,254.65,202.83,177.37,253.7,L5
1988-02-20 09:29:38+00:00,253.89,204.49,171.44,241.19,L5
1988-03-07 09:29:48+00:00,244.0,217.63,182.07,229.89,L5
1988-03-14 09:35:39+00:00,247.08,203.14,184.15,252.57,L5
1988-04-15 09:35:50+00:00,239.58,201.86,170.52,242.93,L5
1988-05-01 09:35:57+00:00,250.01,187.1,179.51,255.32,L5
1988-05-17 09:36:08+00:00,244.72,194.54,169.49,245.17,L5
1988-06-02 09:36:14+00:00,247.11,204.93,182.47,246.21,L5
1988-06-11 09:30:29+00:00,250.03,204.19,180.58,248.93,L5
1988-06-18 09:36:19+00:00,234.76,190.39,171.7,247.91,L5
1988-07-04 09:36:24+00:00,243.9,187.09,173.7,243.25,L5
1988-07-13 09:30:15+00:00,248.03,218.22,183.84,249.1,L5
1988-07-29 09:30:18+00:00,236.41,203.11,177.44,240.83,L5
1988-08-05 09:36:28+00:00,248.19,197.67,166.42,239.66,L5
1988-08-14 09:30:16+00:00,251.8,203.71,177.47,251.34,L5
1988-08-21 09:36:29+00:00,251.08,197.66,175.6,242.01,L5
1988-08-30 09:30:45+00:00,229.96,203.02,183.1,237.35,L5
1988-09-06 09:36:31+00:00,245.29,203.34,180.48,240.47,L5
1988-09-15 09:30:17+00:00,247.67,204.49,177.43,227.38,L5
1988-09-22 09:36:26+00:00,250.05,202.25,170.44,243.43,L5
1988-10-01 09:30:34+00:00,243.25,203.23,175.49,242.8,L5
1988-10-08 09:36:21+00:00,235.67,203.99,178.72,223.65,L5
1988-11-02 09:30:34+00:00,254.54,,168.67,239.35,L5
1988-12-04 09:30:05+00:00,258.25,195.06,170.85,254.32,L5
1988-12-11 09:36:09+00:00,244.74,203.16,178.87,253.27,L5
1988-12-27 09:36:03+00:00,249.62,203.54,177.6,253.38,L5
1989-01-05 09:30:16+00:00,248.91,203.56,171.24,249.45,L5
1989-01-28 09:35:43+00:00,242.72,203.78,179.35,246.52,L5
1989-02-06 09:29:35+00:00,253.49,202.83,168.68,254.2,L5
