dates,satname,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075
2005-11-21 22:09:07+00:00,L7,351.85,350.64,354.50,342.53,343.14,348.05,350.59,359.63,372.18,,,,,388.84,382.93,379.18,385.36,387.08,386.42,385.00,383.84,380.21,373.94,373.90,,,,367.95,364.28,364.10,367.36,370.19,375.71,385.76,385.92,399.03,394.11,,,,,374.22,370.97,371.64,370.04,366.32,366.23,372.70,368.32,370.56,,,,,371.37,372.43,376.41,376.17,370.97,373.24,369.40,371.47,368.54,367.32,,,,342.35,340.60,342.03,345.57,339.59,341.20,340.71,354.46,357.98
2005-12-16 22:03:25+00:00,L7,309.54,311.25,316.97,327.60,111.76,145.36,,,,,357.59,364.92,370.29,373.28,373.62,369.96,372.28,375.20,,,,,,353.74,352.70,347.61,346.42,348.99,350.72,354.85,358.63,358.26,,,,,,383.90,379.31,371.85,364.87,368.22,369.37,368.79,364.05,,,,,,358.28,355.41,354.48,355.12,360.17,361.76,360.43,358.93,,,,,,344.41,342.76,337.51,330.11,327.80,323.20,323.44,324.55,321.46,,,,
2005-12-23 22:09:15+00:00,L7,329.23,340.62,,,,,346.39,357.84,364.49,371.45,384.21,390.22,397.78,396.86,393.54,388.45,,,,,389.13,387.16,384.69,369.54,372.66,366.78,363.28,362.49,359.33,362.99,,,,381.72,380.15,389.33,393.21,395.46,394.20,387.60,380.71,376.34,379.28,,,,,373.17,371.90,374.89,375.72,377.65,374.52,379.13,378.96,373.17,374.97,,,,368.62,361.08,360.03,359.69,360.49,354.98,354.01,345.22,347.17,342.30,,,,,,
2006-01-25 22:03:52+00:00,L5,319.54,306.00,309.38,318.64,328.04,340.14,341.36,336.62,338.97,338.19,350.52,357.17,373.46,373.32,369.38,376.31,373.29,369.81,368.53,366.17,363.99,363.50,355.55,347.26,345.40,345.28,342.91,343.08,348.36,352.61,354.87,360.68,367.86,375.65,374.88,376.06,377.65,376.76,372.33,372.09,366.16,366.93,368.59,367.80,366.59,353.99,356.31,356.63,355.26,349.30,355.56,360.46,362.90,365.26,362.87,371.96,368.50,369.63,365.15,365.96,360.37,349.95,349.19,349.08,349.15,348.20,335.24,325.92,326.05,327.88,327.34,328.10,312.00,314.71,322.22,318.90
2006-02-17 22:10:10+00:00,L5,341.40,337.01,327.83,331.73,340.88,359.38,357.56,357.69,362.34,357.07,360.11,374.46,382.91,385.49,384.43,383.01,375.21,373.53,375.46,372.61,370.95,378.51,374.60,366.28,365.95,360.70,357.43,355.37,359.25,362.19,367.68,364.43,375.16,385.87,388.86,397.29,387.00,390.84,386.92,380.61,382.45,379.66,375.88,373.27,367.55,367.83,368.70,365.36,364.92,367.16,365.58,367.63,366.63,368.62,371.88,374.42,378.98,378.21,371.71,374.65,371.10,370.37,367.48,366.27,361.93,355.59,351.40,344.67,343.51,339.42,335.92,334.44,325.09,320.74,344.66,333.35
2006-02-18 22:03:29+00:00,L7,,,,,,,,,,,386.22,395.17,415.68,408.33,404.56,,,,,,389.08,384.39,380.34,381.19,378.26,372.93,369.17,369.24,364.69,,,,,384.43,386.23,394.69,390.58,405.08,401.99,396.97,387.74,385.47,,,,,,374.47,369.40,368.71,366.01,367.09,364.16,367.73,372.14,,,,,,,378.48,375.14,375.90,377.76,367.66,358.89,360.86,347.99,,,,,,354.77,352.72
2006-03-22 22:03:54+00:00,L7,,,336.11,333.15,340.25,359.87,359.71,353.96,351.01,362.02,372.68,,,,,,371.40,371.54,372.92,375.80,389.96,392.14,390.59,377.92,372.37,,,,,,360.12,367.86,374.92,383.87,397.58,400.95,401.38,401.33,,,,,,373.04,367.03,363.83,364.46,372.19,372.39,366.86,372.85,377.83,,,,,,378.10,379.49,376.94,380.75,380.55,376.72,377.08,370.62,,,,,,337.43,339.30,334.63,309.25,348.35,330.27
2006-06-25 22:12:20+00:00,L5,345.36,327.50,340.66,344.04,348.42,342.11,334.20,333.68,340.17,347.63,350.62,354.79,363.40,363.83,364.27,370.68,378.48,388.57,394.59,384.25,378.34,366.31,362.21,359.96,342.25,337.04,340.96,338.04,341.24,350.08,365.21,372.40,373.77,378.92,382.31,393.28,392.24,382.33,383.14,374.61,372.21,364.86,362.00,360.98,371.93,367.26,362.34,367.32,366.46,362.81,357.36,356.53,357.98,356.06,360.73,361.29,366.80,376.63,372.96,373.18,377.96,370.17,363.21,361.07,350.12,344.21,331.63,330.44,326.93,322.19,319.23,228.96,221.47,270.85,301.23,269.63
2006-06-26 22:03:44+00:00,L7,332.87,330.39,337.28,343.95,,,,,,,350.72,359.19,366.18,370.50,367.54,369.24,378.94,383.56,,,,,,352.20,347.81,342.67,338.79,343.25,352.82,355.85,361.32,374.53,,,,,,381.21,382.73,379.24,372.62,375.26,369.46,373.01,363.74,361.49,,,,,356.53,358.93,357.87,361.19,369.53,367.08,371.13,370.24,367.75,,,,,,343.89,341.67,336.52,332.29,338.10,319.44,149.19,214.29,,,,
2006-07-04 22:06:41+00:00,L5,,,,,357.51,373.17,,,,,,,,,,,,,337.90,,,,351.07,352.03,332.04,122.33,141.64,,,,,,,,274.12,,,,,,,361.84,353.86,364.91,361.75,365.96,349.49,,,,,382.79,367.71,378.78,384.65,351.95,378.58,387.70,388.90,,580.13,567.25,551.49,523.42,516.59,533.00,498.16,528.90,510.73,504.84,518.72,534.67,559.17,541.88,554.77,552.23
2006-07-19 22:09:20+00:00,L7,328.34,322.95,325.38,335.24,354.20,366.41,,,,330.17,341.66,353.44,370.71,365.94,363.29,361.09,362.75,362.75,363.45,,,,,360.62,352.69,347.65,343.65,343.39,353.35,355.12,362.28,366.02,365.42,,,,,379.56,380.31,375.68,371.62,373.35,373.03,367.89,363.67,364.15,363.26,,,,361.11,363.55,362.97,367.63,369.82,368.96,368.17,361.82,362.50,,,,,347.19,343.91,344.70,337.73,330.21,330.27,333.40,327.38,226.70,231.61,,,
2006-08-04 22:09:16+00:00,L7,334.03,320.42,325.97,341.04,355.94,364.09,357.37,354.74,359.83,,,,,375.03,368.33,369.24,364.48,364.33,366.11,368.18,366.80,371.66,,,,,357.42,350.44,350.58,354.76,361.58,368.48,374.84,379.68,381.62,384.02,,,,,374.36,370.56,373.29,371.92,370.41,373.52,370.74,368.41,374.74,376.03,,,,366.66,369.12,375.54,372.27,372.88,367.67,368.21,370.02,366.82,363.25,,,,337.67,326.47,327.77,329.60,329.23,327.57,335.32,309.14,334.06,290.48
2006-08-13 22:03:29+00:00,L7,,,,,348.56,359.73,353.16,355.66,363.19,364.59,362.84,367.67,,,,,,,365.35,366.40,368.15,365.92,370.58,363.96,360.41,359.39,358.43,,,,,,383.04,383.20,388.87,395.38,388.13,385.94,384.75,383.28,,,,,,367.20,363.26,361.37,361.99,368.61,371.93,371.71,367.87,,,,,,378.79,373.81,365.50,367.33,366.16,362.45,354.01,349.14,349.48,,,,,436.79,433.86,268.65,323.87,272.48
2006-08-21 22:07:19+00:00,L5,302.95,288.57,294.16,303.89,317.41,332.30,313.13,311.88,310.58,311.95,312.23,321.16,336.07,352.48,351.07,346.91,349.86,347.51,351.17,338.03,339.86,340.98,340.04,335.88,332.86,328.33,341.64,342.41,334.92,345.08,345.78,355.06,350.42,351.44,357.72,359.48,361.13,355.98,355.70,367.99,364.87,362.55,362.13,358.55,359.42,356.65,349.39,347.38,345.42,345.05,345.03,348.15,356.36,354.66,358.67,353.42,357.41,350.99,354.46,342.50,341.40,340.28,336.73,327.97,326.32,328.14,321.53,313.83,306.25,309.29,306.23,308.39,252.24,283.97,303.47,286.77
2006-10-08 22:07:29+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.19,341.66,345.50,353.23,358.65,356.19,358.46,357.20,360.99,357.62,359.78,359.64,361.85,355.80,356.60,353.78,353.42,356.37,347.77,341.08,344.10,346.01,347.82,348.44,349.11,354.49,352.85,356.10,353.70,356.81,357.95,354.23,344.69,338.85,333.30,337.24,333.54,322.28,316.95,316.44,306.66,306.86,310.93,315.42,316.08,302.99,306.62,318.16,321.94
2006-10-16 22:03:19+00:00,L7,,,,290.30,302.80,309.38,307.08,308.16,313.53,318.52,323.81,333.12,,,,,,357.89,356.01,355.42,351.40,352.17,353.18,353.26,346.82,349.76,,,,,,359.49,360.01,369.36,369.73,382.39,382.98,382.71,376.97,,,,,,357.51,366.02,361.26,363.20,366.34,362.24,361.57,360.80,,,,,,,352.45,350.51,352.63,353.21,353.02,349.18,344.91,340.15,,,,,,320.36,325.35,324.02,333.54,340.70
2006-10-24 22:08:02+00:00,L5,313.23,298.56,301.61,300.40,302.74,315.47,309.97,308.12,315.79,317.57,330.64,339.74,359.65,370.46,375.49,371.57,363.10,355.88,352.41,355.17,356.64,353.86,354.49,352.22,355.07,349.45,343.63,342.87,352.20,351.64,356.86,362.18,365.76,371.45,372.83,372.75,371.89,375.97,375.54,373.05,374.72,371.82,369.38,369.02,366.87,362.58,363.91,364.73,365.68,366.17,368.59,364.67,366.28,366.76,365.05,363.45,362.81,363.35,361.22,366.99,358.97,359.70,353.95,352.88,347.41,338.64,330.40,326.44,320.13,319.03,323.03,322.50,327.83,328.60,343.42,343.18
2006-10-31 22:13:53+00:00,L5,336.37,326.98,321.43,316.20,324.85,346.33,339.67,343.69,345.35,336.91,342.67,356.28,351.35,367.55,366.79,373.99,381.73,380.75,373.48,380.97,379.67,378.47,378.64,378.41,379.47,372.46,355.57,354.63,352.80,359.19,359.71,361.58,383.21,386.22,390.30,394.00,392.14,395.44,391.92,378.49,376.21,372.11,369.46,369.85,370.92,377.51,386.99,387.11,384.71,383.14,382.48,384.42,366.87,370.99,370.60,373.55,369.15,372.40,376.24,379.71,380.34,378.19,371.90,369.65,365.52,343.09,334.71,330.44,329.37,328.86,333.03,339.12,357.70,360.95,373.14,371.98
2006-12-18 22:14:42+00:00,L5,335.78,309.94,305.35,305.96,314.48,335.25,336.95,345.26,346.85,354.41,359.24,,,594.47,,,391.74,388.62,377.79,,,379.58,390.98,380.54,378.01,376.36,371.35,374.66,379.57,376.97,372.40,374.78,386.66,390.79,390.78,391.30,396.71,405.01,399.01,400.77,397.83,400.61,404.81,397.33,380.84,374.18,373.23,369.16,373.68,379.31,381.10,391.52,397.04,400.27,399.05,403.43,407.66,406.53,386.54,375.90,379.47,372.48,373.99,367.92,350.57,338.96,358.69,347.00,352.45,358.36,355.51,355.43,368.70,364.37,375.73,491.68
2007-02-04 22:14:33+00:00,L5,337.25,313.14,308.33,310.22,316.87,330.48,331.88,327.07,323.99,327.24,340.66,357.74,380.27,382.25,388.37,384.46,381.70,381.72,383.84,368.39,367.44,364.34,364.53,353.93,354.55,361.23,365.16,364.66,367.24,366.55,372.08,376.18,370.12,375.17,376.80,380.47,376.79,375.17,382.74,390.09,387.72,385.13,381.15,379.44,381.53,368.76,362.77,360.44,362.90,363.41,363.79,365.75,374.78,378.80,378.29,380.31,379.53,375.83,368.04,361.92,359.32,356.79,355.25,346.99,345.25,347.24,347.92,338.03,331.60,339.89,341.89,346.72,333.33,331.24,349.06,342.25
2007-02-05 22:04:11+00:00,L7,,,,,,334.74,340.14,337.17,332.46,343.66,354.39,367.78,380.90,391.21,,,,,,383.67,384.03,378.58,376.20,373.12,368.67,374.50,374.09,,,,,,375.38,383.96,385.47,392.29,389.65,392.25,388.83,387.88,387.25,,,,,,372.97,372.81,372.45,376.13,381.43,380.71,375.52,376.63,,,,,,372.22,367.01,367.94,361.66,360.66,357.84,351.93,349.19,339.81,,,,,,338.13,349.70,348.91
2007-03-09 22:04:19+00:00,L7,,,,,,,352.48,343.62,346.52,361.45,373.31,376.01,386.88,401.42,397.90,,,,,,394.66,389.45,386.43,385.87,385.72,376.32,380.30,385.73,382.45,,,,,,400.63,401.14,401.33,402.04,396.99,399.71,395.67,397.73,,,,,,385.33,389.89,387.48,391.57,393.76,393.29,394.18,393.63,390.16,,,,,,377.29,373.32,372.22,366.63,365.64,360.91,357.47,352.90,,,,,,367.56,366.49
2007-05-28 22:04:04+00:00,L7,338.95,318.74,310.15,313.06,323.94,150.78,,,,,328.90,333.69,351.70,358.04,357.81,355.59,354.83,350.40,,,,,,352.69,346.60,348.29,348.19,342.01,342.80,346.81,346.71,348.89,,,,,,368.52,370.79,370.69,369.05,359.55,360.40,361.54,357.22,,,,,,367.77,367.88,365.68,359.04,359.56,359.17,360.66,361.96,,,,,,350.81,342.49,337.24,330.86,324.26,322.44,317.32,309.52,304.90,,,,
2007-06-13 22:04:04+00:00,L7,,329.23,315.10,319.47,,,,,,319.89,319.58,332.11,347.84,353.10,,354.20,354.82,355.81,,,,,361.82,344.95,349.72,352.62,350.91,,349.43,346.34,345.29,,,,,,373.72,380.90,383.89,381.59,380.10,380.14,376.93,370.89,,,,,,373.13,374.04,374.07,366.04,363.79,360.75,358.91,356.38,,,,,,350.05,343.85,324.18,,,,,,,,,,,
2007-07-06 22:09:49+00:00,L7,,,,,,,,,,,,,,,,,,377.51,374.20,,,,374.09,374.51,373.93,377.39,372.40,,,,375.74,372.21,365.07,379.01,383.55,391.53,400.18,403.90,404.56,403.80,,,,,381.28,378.27,385.27,,,385.23,386.25,386.76,378.34,381.50,,,,382.70,386.13,,378.60,378.55,373.65,370.46,367.84,361.04,355.09,,,,355.95,347.49,367.03,363.72,375.93,271.22
2007-07-15 22:04:00+00:00,L7,402.38,372.95,338.92,336.46,336.46,343.90,338.98,341.22,343.83,338.71,,,,,,370.14,370.67,369.00,371.71,368.54,366.74,364.66,368.25,367.71,,,,,361.30,358.16,367.61,367.65,373.09,368.85,371.76,378.19,,,,,,379.73,374.01,372.53,363.77,362.61,374.04,,,371.64,,,,,374.10,376.05,377.28,379.37,380.55,,368.80,367.06,361.84,,,,,,334.33,337.63,339.36,333.35,220.34,273.71,313.08,273.64
2007-09-08 22:09:26+00:00,L7,354.33,346.48,341.98,339.91,345.07,346.37,333.98,,,,342.00,349.14,355.46,362.93,358.61,365.44,372.07,367.26,368.92,368.72,,,,,346.49,349.64,345.85,345.74,356.81,358.10,366.15,369.51,374.75,375.84,,,,378.49,377.61,379.25,378.35,375.34,381.05,377.02,377.56,371.91,370.34,,,,373.62,375.04,367.86,369.87,369.56,380.31,372.55,375.88,370.69,376.63,,,,350.27,345.30,342.88,339.42,334.10,328.88,330.60,330.78,337.73,335.29,,,
2007-09-09 22:06:57+00:00,L5,346.41,340.44,332.76,326.56,331.78,334.42,319.79,314.37,317.59,317.16,327.84,331.64,347.25,349.34,348.68,358.50,363.24,363.90,365.88,361.49,358.60,360.12,355.38,349.19,349.66,340.66,345.09,342.20,347.88,349.92,357.45,359.97,365.35,369.40,372.73,378.23,378.27,377.14,373.26,374.66,376.01,372.02,364.06,358.75,360.22,356.80,356.46,352.09,360.81,362.28,365.54,368.66,364.74,368.36,370.88,373.63,366.74,369.01,370.92,367.29,359.35,354.68,351.37,349.74,344.98,337.59,336.08,330.64,318.32,319.05,321.59,321.94,304.10,304.74,322.99,322.13
2007-09-17 22:03:36+00:00,L7,370.79,,,,,,,,348.80,347.10,352.39,365.59,374.75,377.08,371.67,369.75,,,,,,365.26,370.80,366.94,360.87,356.63,356.53,352.68,354.92,,,,,,,385.15,384.91,382.52,381.34,381.69,381.57,376.47,378.47,,,,,,372.91,376.35,374.01,382.38,378.29,380.05,375.49,370.40,,,,,,371.19,366.28,362.24,358.14,357.30,355.71,346.90,340.93,,,,,,355.11,344.28
2007-09-24 22:09:21+00:00,L7,334.13,320.53,312.51,314.03,333.44,342.37,321.85,312.56,314.29,317.78,321.90,,,,,344.53,346.08,347.29,346.87,354.66,356.56,354.93,355.89,348.08,343.91,,,,340.20,340.37,343.24,345.35,351.88,366.52,371.45,371.71,373.22,369.94,,,,360.72,358.21,351.95,354.66,354.33,363.49,360.49,359.87,362.37,368.66,,,,,357.79,361.30,361.11,358.49,369.22,361.37,354.56,350.58,345.23,,,,314.82,310.20,311.01,309.75,315.19,322.25,317.46,338.80,331.12
2007-10-02 22:12:30+00:00,L5,344.26,334.76,323.47,321.95,344.49,362.74,348.25,350.87,351.91,356.58,354.64,352.94,346.03,352.52,357.52,359.96,355.48,353.03,371.80,372.17,373.31,364.61,365.41,362.67,359.11,351.07,342.99,340.98,339.79,347.34,348.75,358.40,374.48,373.05,372.13,378.54,382.89,382.72,374.40,371.56,371.26,368.34,363.92,363.17,360.26,373.26,367.71,371.85,369.98,370.80,375.27,375.45,365.80,367.34,370.86,372.41,369.48,369.78,380.16,376.14,371.66,367.17,370.48,363.62,360.77,346.03,344.95,339.24,329.42,325.86,323.03,331.69,339.51,330.21,350.07,347.16
2007-10-26 22:09:31+00:00,L7,328.39,314.44,309.91,309.24,325.25,340.55,331.56,325.65,324.81,322.59,,,,,347.71,351.33,355.44,352.54,358.21,359.32,359.14,356.17,352.83,338.10,,,,340.47,352.16,349.98,356.35,357.59,361.90,368.08,371.25,369.78,370.73,,,,371.85,366.90,366.01,358.46,358.88,361.61,364.05,366.06,365.01,364.94,,,,361.51,362.47,363.92,362.40,362.93,363.80,360.40,360.13,356.79,353.00,,,,,317.95,320.42,315.96,321.20,321.92,318.48,323.81,335.48,334.97
2007-11-27 22:09:48+00:00,L7,,,,325.19,337.10,361.55,357.03,358.89,359.55,361.35,356.69,,,,353.20,351.52,358.10,360.35,363.47,361.09,363.88,365.25,362.63,364.35,360.67,,,,342.55,349.50,349.18,358.61,377.73,380.77,382.13,387.81,385.18,,,,,375.34,372.10,370.33,370.92,374.39,377.17,375.74,378.96,380.26,,,,,368.81,365.65,367.30,367.86,375.90,376.35,371.92,362.11,358.39,361.21,,,,337.45,342.46,340.70,337.72,347.23,348.27,351.79,354.43,350.88
2007-12-06 22:04:04+00:00,L7,,337.67,330.04,314.42,319.91,335.81,338.42,336.99,338.64,345.20,,,,,,364.08,370.74,375.31,371.58,366.35,365.34,364.08,363.82,355.58,,,,,353.99,356.39,362.78,367.81,379.70,383.47,385.04,389.45,,,,,,381.01,383.62,378.74,377.87,375.20,371.80,373.46,370.81,376.57,,,,,,376.69,372.11,374.41,373.73,373.20,366.75,366.91,361.80,,,,,,338.74,338.06,340.13,343.71,347.68,341.08,359.60,353.43
2007-12-22 22:04:08+00:00,L7,,,,,,,341.67,343.32,342.18,345.96,350.30,358.81,371.72,371.89,364.36,,,,,,367.86,369.75,366.28,364.07,359.19,360.38,360.18,360.35,,,,,,380.19,381.66,388.38,385.73,382.03,383.04,377.38,384.80,,,,,,372.13,375.20,373.38,381.52,374.65,377.73,370.06,378.04,,,,,,374.13,369.35,364.19,363.01,362.49,361.30,353.11,355.10,344.74,,,,,345.26,350.97,358.87,359.55
2008-01-23 22:04:09+00:00,L7,,341.36,345.15,348.21,352.46,355.06,347.52,334.94,327.04,326.50,329.44,,,,,,357.49,353.51,354.78,348.62,347.97,341.93,347.99,350.95,348.54,,,,,351.09,349.88,364.51,363.41,366.36,374.19,373.29,376.85,,,,,,372.57,371.51,370.32,370.62,362.95,359.04,364.37,367.33,369.35,,,,,,370.87,371.59,367.69,360.92,357.92,353.30,348.74,349.27,,,,,,336.92,337.31,342.08,330.77,322.73,332.59,334.59
2008-03-02 22:09:46+00:00,L7,351.78,342.04,351.84,359.53,377.37,389.71,380.81,372.45,363.28,,,,363.33,363.27,360.33,361.37,361.29,368.26,365.45,361.17,356.78,354.98,,,,,359.86,359.14,357.40,353.32,363.59,365.06,372.29,376.31,382.07,,,,,374.06,374.69,373.30,364.99,375.50,372.23,373.74,372.56,374.76,376.14,,,,371.25,373.61,373.60,377.34,376.97,378.28,374.93,374.83,371.39,364.82,,,,353.55,346.68,342.55,335.64,344.78,347.05,350.97,348.45,351.11,355.97,
2008-03-11 22:03:56+00:00,L7,348.12,350.01,361.94,,,,,,,368.96,368.64,369.80,374.22,381.76,374.09,374.09,369.82,377.44,,,,,,,,,,,,,,,,,,,392.41,396.22,400.85,396.50,387.30,384.47,383.83,377.73,,,,,,381.19,376.42,371.42,368.38,375.50,373.18,366.84,373.12,,,,,,346.48,348.07,339.60,342.94,341.30,325.68,348.82,349.51,347.72,,,,,
2008-04-12 22:03:56+00:00,L7,350.84,337.40,353.68,368.73,384.89,395.14,390.32,387.27,386.50,,,,,,393.34,390.66,388.57,384.83,379.51,374.45,369.91,370.83,,,,,,382.43,385.40,386.87,387.50,379.14,381.26,384.94,388.95,,,,,,389.28,385.62,388.01,381.47,378.14,375.82,375.43,381.10,380.96,,,,,,387.84,386.21,388.88,387.00,383.02,383.18,385.02,381.40,,,,,360.07,353.03,353.50,352.28,350.30,353.55,360.23,356.10,359.27,
2008-04-19 22:09:42+00:00,L7,316.46,302.30,313.73,325.10,338.46,356.47,349.32,345.72,336.55,335.73,337.64,,,,353.65,349.35,351.23,349.26,350.64,347.54,348.48,343.86,345.23,343.51,340.73,,,,353.65,355.64,356.29,356.00,360.54,363.50,370.32,372.79,374.74,,,,,365.93,361.44,356.32,355.04,355.23,357.17,356.65,358.34,356.30,358.61,,,,359.60,355.60,359.73,355.21,358.76,359.77,355.82,350.20,347.19,346.48,,,,319.36,316.47,317.64,319.88,319.05,324.84,284.85,316.81,300.02
2008-05-05 22:09:38+00:00,L7,330.29,312.83,312.15,335.68,354.87,370.32,361.29,,,,,358.61,355.95,362.06,358.10,359.63,358.26,359.27,360.23,353.85,357.86,,,,349.62,348.43,350.90,349.10,358.56,358.15,360.55,359.25,362.60,368.00,,,,,374.09,375.48,372.31,371.14,366.16,366.08,363.10,360.37,359.49,,,,,366.85,369.05,365.69,370.95,373.20,372.64,374.13,368.21,364.79,360.60,,,,341.84,339.94,337.77,331.99,327.74,327.82,333.06,328.87,321.98,283.10,,
2008-06-15 22:03:32+00:00,L7,,,,,,,342.34,340.07,340.45,338.41,342.82,349.84,363.69,367.64,361.97,,,,,,343.10,338.63,338.62,339.41,346.53,347.28,346.02,348.33,,,,,,355.11,360.81,367.06,368.55,372.72,375.06,,,363.47,,,,,357.00,,,351.27,361.83,369.76,362.89,364.48,364.55,,,,,,354.53,347.98,343.69,345.94,343.21,336.66,335.00,325.39,,,,,,260.75,281.53,256.20
2008-07-08 22:09:04+00:00,L7,,,,,,,,,,,,,,,,,,380.50,388.89,381.01,,,365.94,362.18,360.09,358.24,358.73,,,,368.17,370.97,375.86,380.11,385.17,385.21,385.39,384.00,381.98,378.25,,,,371.30,362.89,369.20,372.48,,,367.56,371.94,375.48,169.40,,,,,,,,,,,,,,,,,,363.74,368.19,232.04,284.18,287.58,258.54
2008-07-24 22:08:52+00:00,L7,,,,,,,,,,,,,,,381.26,378.49,378.75,376.72,368.76,363.95,,,356.96,215.59,,,353.66,351.71,361.28,360.43,368.69,369.70,369.03,377.77,383.61,390.69,,,,,381.06,377.56,373.63,378.21,370.43,371.64,368.43,,,,,,373.75,377.48,375.86,380.36,377.17,380.05,372.68,374.44,369.96,367.14,362.69,,,,364.20,362.05,355.78,364.45,366.02,364.15,361.94,363.17,364.34,273.54
2008-08-02 22:02:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.31,343.96,322.11,,,,,,363.97,,338.51,360.77,351.61,342.85,354.44,,,,,,,325.69,347.27,348.91,494.47,536.52,570.92,352.70,320.84,,,,,,358.33
2008-08-18 22:02:56+00:00,L7,,,331.58,334.23,353.20,364.36,352.03,350.35,342.94,337.69,338.23,,,,,,358.19,352.97,352.04,348.89,,,346.34,342.69,230.51,,,,,341.83,343.11,348.80,358.11,362.38,368.37,374.81,378.69,,,,,,362.24,361.44,359.41,357.09,358.31,354.81,358.70,360.45,,,,,,,368.34,365.65,359.79,358.24,357.92,347.67,347.71,345.32,,,,,339.25,340.54,338.27,341.61,332.01,288.64,323.53,280.25
2008-09-10 22:08:32+00:00,L7,358.67,361.84,360.97,367.25,380.75,390.25,,,,352.62,354.60,368.70,378.66,380.64,371.03,362.31,359.94,359.67,365.82,,,,,353.28,352.20,357.62,358.63,357.93,362.22,362.74,366.67,367.26,369.62,,,,394.12,389.19,384.06,379.35,375.76,373.63,372.07,377.65,371.75,382.71,,,,383.23,384.17,387.43,383.54,381.58,375.56,377.81,374.42,377.87,377.69,,,,,361.77,356.83,355.94,355.41,358.60,355.60,348.74,348.73,351.67,353.45,,,
2008-10-05 22:02:30+00:00,L7,346.57,344.80,352.11,364.53,110.06,144.30,,,,358.95,357.69,363.08,370.23,379.78,373.42,366.64,367.08,363.59,,,,,,360.96,355.30,355.79,350.78,345.40,349.62,349.53,354.36,,,,,,381.69,380.23,377.14,375.12,371.71,372.03,370.31,374.11,,,,,,363.80,371.86,373.01,371.79,375.62,375.23,373.55,371.82,,,,,,361.19,361.21,361.09,354.55,351.56,352.08,345.67,347.61,340.26,,,,,
2008-10-12 22:08:13+00:00,L7,329.14,322.62,324.22,333.14,337.78,352.19,,,,,334.79,340.59,356.58,363.19,360.01,356.50,351.43,350.65,350.68,353.87,,,,340.60,339.83,344.70,344.35,341.68,346.94,350.98,351.93,359.22,362.76,,,,,374.67,371.60,368.75,363.02,364.21,362.83,367.83,368.79,365.66,,,,,363.81,369.02,365.77,365.58,365.40,362.93,362.86,365.68,364.16,,,,,344.67,340.99,339.62,329.77,330.08,326.93,327.57,330.00,326.44,327.65,,,
2008-11-06 22:02:50+00:00,L7,361.40,357.38,345.91,341.30,347.86,372.40,374.44,,,,,,368.06,374.28,376.81,379.63,374.38,367.80,365.80,364.45,363.02,,,,,357.86,358.00,356.50,356.87,355.49,362.37,365.54,368.09,373.55,,,,,,380.28,386.47,387.13,382.82,377.91,377.17,375.43,367.60,,,,,,366.57,359.60,364.97,363.34,354.07,347.92,348.42,354.79,,,,,,357.05,345.81,340.14,344.68,340.33,338.24,338.13,331.30,326.66,,
2008-11-29 22:08:55+00:00,L7,333.61,333.10,328.61,320.08,333.21,357.80,361.28,,,,345.10,339.33,352.49,350.34,350.92,357.01,356.69,356.44,361.36,355.80,354.25,,,,347.98,350.35,351.24,347.53,357.89,356.76,360.20,362.46,368.21,372.62,,,,367.69,359.94,365.53,370.66,375.14,375.88,371.21,372.02,372.82,370.89,,,,365.97,370.65,366.86,366.97,363.81,373.42,369.11,369.90,366.18,370.17,,,,357.78,354.81,344.97,343.31,334.83,333.94,339.10,337.67,338.22,336.60,,,
2008-12-31 22:09:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
