dates,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,satname
2007-12-22 22:04:08+00:00,,,,,,,361.21,361.46,363.35,365.50,369.84,378.35,388.65,387.76,380.24,,,,,,381.97,386.68,378.98,375.62,371.89,373.75,371.73,373.05,,,,,,390.35,390.42,399.42,397.28,394.73,395.14,387.96,395.84,,,,,,383.17,386.24,384.42,390.59,386.20,387.89,378.53,387.81,,,,,,384.71,376.61,374.35,374.05,370.68,371.88,363.27,366.14,359.68,,,,,363.40,366.85,374.75,373.66,L7
2008-01-23 22:04:09+00:00,,353.03,356.82,359.88,359.83,361.42,358.29,344.94,338.71,337.27,340.21,,,,,,364.86,361.29,362.56,355.29,355.75,351.26,354.99,357.31,355.54,,,,,357.45,355.97,370.11,369.50,371.96,379.02,379.38,383.21,,,,,,379.24,378.88,376.68,377.62,369.04,365.13,370.46,372.33,375.71,,,,,,375.39,375.09,371.19,366.75,361.92,358.90,354.83,353.79,,,,,,344.29,344.31,352.08,340.77,331.48,341.34,342.37,L7
2008-03-02 22:09:46+00:00,353.78,343.87,353.67,361.36,378.53,390.71,382.50,374.02,365.11,,,,364.80,364.64,361.70,362.75,362.45,369.48,366.67,362.22,358.00,356.45,,,,,360.86,360.24,358.40,354.32,364.55,365.94,373.25,377.19,382.83,,,,,374.98,375.65,374.26,366.04,376.66,373.23,374.84,373.52,375.72,377.10,,,,371.98,374.46,374.15,378.10,377.68,378.83,375.48,375.75,372.02,365.70,,,,354.43,347.64,343.84,336.93,345.94,348.15,352.54,350.02,352.49,357.35,,L7
2008-03-11 22:03:56+00:00,337.03,339.84,351.77,,,,,,,359.58,359.26,360.42,366.09,374.13,366.46,366.46,363.40,370.66,,,,,,,,,,,,,,,,,,,386.86,390.12,395.04,391.42,382.00,379.17,378.02,371.31,,,,,,376.83,370.87,366.54,364.31,370.81,370.13,362.63,369.18,,,,,,341.18,344.13,334.52,338.06,336.00,318.50,341.64,343.09,341.62,,,,,,L7
2008-04-12 22:03:56+00:00,337.20,324.90,341.18,356.23,377.00,388.32,378.78,376.56,374.00,,,,,,383.96,381.29,380.68,376.50,371.18,367.31,361.58,360.83,,,,,,374.93,378.58,380.05,380.98,373.14,374.74,378.94,383.78,,,,,,382.76,379.10,380.87,373.58,371.32,368.32,368.91,374.58,374.44,,,,,,384.09,381.04,384.04,383.25,379.27,376.93,380.73,375.40,,,,,353.55,344.21,344.68,344.39,342.80,342.84,349.52,346.73,349.89,,L7
2008-04-19 22:09:42+00:00,337.91,321.97,333.40,344.77,350.88,367.20,367.47,362.58,356.22,353.88,355.79,,,,368.40,364.10,363.65,362.37,363.75,358.78,361.59,359.59,357.03,354.24,352.53,,,,364.38,366.37,366.55,365.44,370.80,372.94,378.46,383.05,385.47,,,,,376.19,372.68,368.74,365.77,367.03,367.43,366.91,368.60,364.73,369.34,,,,365.50,363.74,367.34,361.11,364.66,369.60,362.56,359.64,357.45,354.09,,,,333.24,330.35,330.06,331.68,335.91,341.70,299.60,331.56,313.13,L7
2008-05-05 22:09:38+00:00,356.11,336.50,335.82,359.35,369.82,383.23,383.14,,,,,380.46,374.88,379.81,375.85,377.38,373.21,375.05,376.01,367.37,373.64,,,,363.82,363.38,363.81,363.30,371.47,371.06,372.90,370.61,374.95,379.36,,,,,387.61,387.31,384.66,383.49,379.68,381.03,376.01,374.57,371.84,,,,,378.21,378.52,376.61,378.05,382.99,381.80,381.23,375.31,376.62,368.71,,,,353.67,351.30,350.12,348.70,344.45,342.77,347.26,349.16,342.27,300.85,,,L7
2008-06-15 22:03:32+00:00,,,,,,,355.11,351.93,354.28,351.18,355.59,362.61,374.76,378.01,372.35,,,,,,352.32,349.70,346.92,346.96,354.83,356.02,353.57,356.63,,,,,,361.75,366.53,374.28,376.10,381.02,382.96,,,370.69,,,,,364.22,,,357.20,369.38,376.40,368.42,370.86,368.70,,,,,,359.27,354.62,350.91,351.29,350.13,343.30,342.22,335.15,,,,,,271.12,291.90,265.42,L7
2008-07-08 22:09:04+00:00,,,,,,,,,,,,,,,,,,370.17,378.56,372.15,,,356.64,353.73,350.79,348.45,350.28,,,,360.08,363.53,367.77,372.67,378.76,377.12,376.94,374.70,373.12,370.50,,,,361.51,354.44,359.90,364.39,,,360.92,363.49,368.04,,,,,,,,,,,,,,,,,,,354.44,354.90,,272.56,275.95,248.21,L7
2008-07-24 22:08:52+00:00,,,,,,,,,,,,,,,369.51,366.74,368.86,366.28,358.32,355.00,,,347.56,,,,345.11,342.31,352.73,351.88,360.52,362.18,360.86,370.25,377.13,382.52,,,,,372.89,369.39,364.68,368.32,361.88,362.24,360.26,,,,,,367.48,370.25,371.16,373.88,371.11,375.35,367.98,366.61,364.59,359.62,354.52,,,,356.03,350.99,344.72,354.56,356.62,350.72,348.51,,352.59,263.10,L7
2008-08-02 22:02:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.01,351.29,330.22,,,,,,369.47,,344.67,365.90,357.53,346.70,359.75,,,,,,,332.39,352.24,355.33,,,,361.76,328.95,,,,,,,L7
2008-08-18 22:02:56+00:00,,,341.25,343.90,359.31,369.63,360.95,358.64,352.61,346.61,347.15,,,,,,364.30,359.41,358.48,354.41,,,352.14,347.96,,,,,,347.10,348.15,353.44,363.15,367.02,372.37,379.85,383.96,,,,,,367.76,367.55,364.68,362.89,363.35,359.85,363.74,364.59,,,,,,,372.08,368.55,362.69,363.07,361.23,352.31,352.75,349.06,,,,,346.07,346.65,344.07,349.90,340.30,295.89,330.78,286.69,L7
2008-09-10 22:08:32+00:00,362.85,365.67,364.80,371.08,383.17,392.34,,,,356.16,358.14,372.24,381.73,383.51,373.90,365.19,362.36,362.23,368.38,,,,,355.37,354.50,360.04,360.72,360.23,364.31,364.83,368.67,369.10,371.62,,,,396.21,391.49,386.25,381.27,377.76,375.63,374.26,380.07,373.84,385.01,,,,384.87,386.26,389.27,385.07,383.35,376.71,379.40,375.90,379.02,378.84,,,,,363.25,358.75,357.78,357.41,361.31,358.31,351.16,351.03,354.96,356.74,,,,L7
2008-10-05 22:02:30+00:00,335.66,334.80,342.11,354.53,,,,,,349.72,348.46,353.85,362.23,372.28,365.92,359.14,360.76,356.92,,,,,,355.51,349.30,349.47,345.33,339.40,344.17,344.08,349.14,,,,,,376.24,374.23,371.43,370.12,366.49,366.81,364.60,367.79,,,,,,359.51,366.41,368.21,367.79,371.00,372.23,369.41,367.95,,,,,,355.97,357.34,356.09,349.75,346.34,345.02,338.61,341.29,334.26,,,,,,L7
2008-10-12 22:08:13+00:00,348.59,340.45,342.05,350.97,349.04,361.92,,,,,351.25,357.05,370.85,376.56,373.38,369.88,362.69,362.54,362.57,364.06,,,,350.33,350.53,355.96,354.08,352.38,356.67,360.71,361.23,367.78,372.06,,,,,385.37,381.79,377.67,372.32,373.51,373.02,379.09,378.52,376.36,,,,,373.54,377.58,372.90,373.81,370.75,370.31,369.76,371.03,369.51,,,,,351.57,349.91,348.18,339.07,342.67,339.52,338.83,340.70,341.73,342.94,,,,L7
2008-11-06 22:02:50+00:00,351.95,348.71,337.24,332.63,342.39,367.67,366.44,,,,,,361.13,367.78,370.31,373.13,368.91,362.02,360.02,359.50,357.24,,,,,352.39,353.27,351.30,352.14,350.76,357.85,361.38,363.57,369.39,,,,,,375.95,381.95,382.61,377.87,372.44,372.44,370.23,363.08,,,,,,363.10,355.60,362.37,359.75,350.72,345.32,345.82,350.46,,,,,,352.89,341.29,334.02,338.56,334.86,333.04,330.70,323.87,320.16,,,L7
2008-11-29 22:08:55+00:00,342.16,340.93,336.44,327.91,338.16,362.07,368.51,,,,352.33,346.56,358.76,356.21,356.80,362.88,361.64,361.66,366.58,360.28,359.47,,,,352.68,355.30,355.51,352.23,362.16,361.03,364.29,366.22,372.30,376.38,,,,372.39,364.42,369.45,374.75,379.23,380.36,376.16,376.29,377.52,374.98,,,,370.24,374.41,369.99,370.59,366.16,376.66,372.14,372.25,368.53,374.09,,,,360.81,358.73,348.73,347.40,340.36,339.47,344.05,342.37,344.93,343.31,,,,L7
2009-01-09 22:03:28+00:00,332.03,325.09,,,,,,359.43,360.12,356.68,353.57,355.45,362.43,367.67,366.52,357.82,,,,,,354.09,349.77,346.87,348.07,349.95,349.83,352.90,352.91,,,,,,374.81,380.94,379.17,378.49,375.39,372.34,366.43,364.93,366.72,,,,,364.59,368.54,366.56,374.17,367.21,365.48,362.52,359.21,363.15,,,,,368.80,370.79,368.74,357.56,354.57,345.57,339.96,335.55,332.59,,,,,,345.25,347.09,L7
2009-01-24 22:04:54+00:00,,298.71,304.83,315.50,315.94,334.83,357.40,359.63,368.46,364.84,361.98,364.80,370.91,365.10,361.52,359.36,355.13,356.12,351.72,349.85,361.75,363.91,357.14,353.71,358.69,359.59,345.23,344.28,346.25,349.25,350.86,356.43,360.15,378.75,384.69,387.18,385.08,379.89,380.63,364.79,357.24,355.57,361.69,361.61,358.15,356.13,372.15,372.37,379.52,381.36,381.47,378.65,369.49,359.60,359.06,355.60,361.75,355.26,356.21,367.32,366.05,366.00,364.39,360.93,354.60,348.71,333.14,329.62,323.42,323.84,324.66,331.70,328.85,337.06,349.71,341.15,L5
2009-01-25 22:03:33+00:00,,,321.25,327.84,326.59,345.78,353.69,360.93,364.07,362.94,359.51,,,,,,369.23,370.06,369.81,360.77,359.86,362.56,357.12,354.61,360.00,,,,,362.52,366.72,368.62,372.59,372.33,377.75,378.77,380.98,376.09,,,,,,372.30,367.14,365.89,366.38,365.59,369.22,370.84,371.10,,,,,,368.93,366.10,365.91,366.20,361.84,360.55,361.60,353.17,,,,,,336.46,329.31,338.87,330.88,329.61,343.55,343.23,L7
2009-02-01 22:09:22+00:00,313.78,305.00,300.38,318.16,347.31,,,,,354.57,350.11,356.91,386.15,383.81,379.52,373.81,377.09,375.81,375.16,,,,361.46,354.99,361.30,365.17,352.73,345.40,356.16,371.08,376.21,370.57,,,,386.07,380.96,375.04,373.16,372.38,378.36,375.75,376.05,370.85,373.04,,,,,380.85,384.49,377.79,377.28,379.19,384.72,379.37,382.01,381.55,,,,,374.56,371.50,368.89,360.30,350.49,345.31,339.96,335.69,343.84,335.72,,,,334.57,L7
2009-02-17 22:09:31+00:00,,,,,340.77,362.13,360.54,357.85,358.95,359.84,363.14,375.78,391.17,396.72,387.62,,,,380.36,375.96,373.85,372.65,373.80,366.14,365.27,362.53,366.40,363.12,,,,374.46,383.91,385.05,393.94,393.54,382.88,380.58,378.40,375.63,373.75,,,,,376.37,379.39,378.35,382.99,383.49,381.37,381.15,379.62,378.44,,,,,383.62,381.27,384.92,380.93,376.84,373.65,368.60,364.05,358.06,348.08,,,,345.05,345.60,339.98,352.75,357.12,L7
2009-02-26 22:03:49+00:00,319.46,301.53,295.68,303.39,,,,,,354.11,361.35,367.70,374.48,377.88,371.30,368.61,365.67,362.74,,,,,,352.15,350.41,352.11,351.27,352.94,360.19,362.03,364.45,,,,,,374.85,370.47,366.86,366.21,368.43,370.73,367.47,370.13,,,,,,365.44,368.53,365.83,364.97,363.47,364.05,362.99,363.64,361.81,,,,,362.17,357.82,347.77,342.84,339.89,332.52,328.90,324.89,326.17,,,,,,L7
2009-03-14 22:03:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.91,389.80,381.11,379.36,378.47,375.15,378.45,376.43,,,,,378.11,376.28,376.16,376.72,376.80,377.48,376.93,377.43,374.70,,,,,,372.10,371.19,363.74,365.16,357.48,350.23,351.32,346.68,,,,,,358.89,L7
2009-03-21 22:09:47+00:00,,307.11,305.32,315.27,343.05,361.37,,,,364.76,369.77,377.63,384.36,392.36,382.86,381.45,378.12,374.67,373.69,,,,,360.28,358.70,360.91,359.10,364.88,364.43,370.14,367.79,373.21,,,,,387.55,382.21,379.55,375.21,379.30,378.25,377.20,379.26,379.35,,,,,377.31,378.97,377.38,376.47,380.75,380.90,379.30,378.53,377.38,375.89,,,,372.17,367.35,365.91,365.91,360.21,354.59,355.86,354.72,355.54,353.70,,,,343.15,L7
2009-03-30 22:04:04+00:00,324.25,306.38,302.45,306.15,329.71,355.31,357.04,,,,,,373.29,375.58,366.81,357.17,362.10,364.32,363.34,358.61,356.90,,,,,351.48,350.99,350.20,352.96,361.27,363.62,368.93,371.17,378.34,,,,,,369.48,369.70,370.00,370.36,370.06,370.20,366.20,367.25,,,,,,371.20,370.19,372.96,369.27,368.11,369.12,367.15,365.25,,,,,,355.49,349.16,341.13,344.36,339.51,336.04,329.06,325.26,292.50,,,L7
2009-04-22 22:09:58+00:00,,,304.46,316.57,324.12,347.06,352.79,365.67,368.80,372.79,375.30,385.23,,,,,369.81,366.40,367.70,363.47,366.91,365.78,359.58,357.34,360.18,,,,,367.87,371.11,374.68,378.96,382.79,384.90,386.79,388.38,383.30,380.35,,,,385.90,384.54,382.17,382.32,377.46,380.92,377.54,379.54,381.38,380.94,,,,379.79,375.67,374.97,373.68,377.04,372.30,374.36,372.53,364.10,362.55,,,,,349.74,343.83,348.68,340.91,299.67,344.21,334.29,L7
2009-05-01 22:04:13+00:00,,,,,,,342.41,343.60,351.61,358.47,377.71,384.93,395.71,396.62,385.19,,,,,,,,373.04,378.57,372.93,372.90,364.15,358.74,,,,,,381.84,380.92,385.18,388.35,385.19,381.36,383.14,377.35,,,,,,368.34,367.40,374.06,378.48,380.25,378.41,380.09,375.28,,,,,,370.68,374.73,369.96,365.82,372.81,371.42,366.07,362.06,353.98,,,,,,316.27,344.40,352.15,L7
2009-05-17 22:04:15+00:00,,,,,,,,,,365.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-05-24 22:10:02+00:00,,,,,,,,346.23,353.68,,,,,395.35,385.10,381.01,370.92,374.10,367.23,373.06,369.52,370.18,365.98,,,,363.99,362.50,365.32,366.96,369.76,374.45,378.17,386.31,386.67,397.21,,,,,377.86,373.88,373.46,380.11,377.45,380.88,377.56,374.63,378.26,,,,,381.79,376.57,380.55,379.89,377.67,375.79,378.81,370.44,372.69,,,,,354.80,353.01,348.81,347.82,346.78,357.38,,297.87,324.16,296.29,L7
2009-06-18 22:04:13+00:00,336.42,304.33,296.80,,,,,,346.55,356.17,363.83,369.53,375.02,364.85,354.52,339.70,348.26,,,,,361.95,364.21,359.60,362.49,365.18,361.78,,360.43,356.01,,,,,,369.45,372.10,367.06,368.95,371.98,381.81,377.92,378.98,,,,,,376.15,379.32,,,,381.81,372.80,377.44,,,,,,374.02,371.01,371.64,370.79,367.23,364.61,360.52,354.83,351.55,,,,,319.32,283.70,L7
2009-07-11 22:09:55+00:00,347.72,333.77,329.89,330.53,,,,354.12,357.90,365.70,367.68,372.90,378.72,387.24,379.60,373.40,371.18,366.38,,,,370.82,369.33,366.75,366.15,367.11,367.63,365.30,363.71,363.57,363.18,,,,380.56,385.74,382.41,384.21,383.93,380.99,,380.18,385.13,380.41,,,,,372.52,375.82,378.80,381.98,383.97,374.25,377.61,373.73,375.94,378.52,,,,370.13,370.73,367.64,360.96,365.47,363.40,360.69,355.16,350.21,350.88,,,,298.89,270.02,L7
2009-08-21 22:03:59+00:00,,,,,,336.16,336.44,330.07,337.33,346.43,351.70,360.79,368.69,,,,,,350.30,347.26,346.80,355.91,351.61,344.94,342.60,348.90,345.87,,,,,359.23,362.20,365.60,368.11,376.25,383.09,379.37,377.30,374.61,,,,,367.80,367.35,367.10,368.99,366.93,365.68,370.16,368.77,366.70,,,,,,362.74,361.77,362.27,,,,,,,,,,,340.79,311.84,294.91,322.57,297.88,L7
2009-10-24 22:04:06+00:00,356.75,353.26,356.15,358.56,373.34,,,,,,358.16,365.71,385.42,393.07,387.67,384.64,382.26,380.44,375.14,,,,,351.43,349.86,350.78,353.04,355.84,357.40,361.57,362.41,365.95,,,,,,372.98,369.84,370.18,366.30,370.35,372.27,370.83,375.71,,,,,,381.42,379.05,373.52,374.27,367.03,366.91,367.74,364.10,,,,,,385.91,380.38,369.42,367.14,352.17,348.30,340.67,344.21,340.76,,,,,L7
2009-11-25 22:04:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.39,333.62,336.44,331.87,331.61,,,,,362.52,367.36,365.76,364.72,361.52,358.81,360.26,354.88,359.76,,,,,362.47,361.17,358.99,350.19,348.42,339.87,329.51,323.13,320.47,,,,,,327.75,L7
2009-12-02 22:10:24+00:00,338.78,330.77,329.20,336.71,339.76,344.52,,,,,,,,,,,,372.89,372.27,370.04,,,,347.16,347.61,356.15,354.99,362.67,359.72,363.26,361.49,364.31,373.56,,,,382.83,379.92,377.43,372.66,368.07,363.76,369.70,373.64,380.02,370.99,,,,,379.79,376.58,370.09,377.83,366.40,372.99,370.99,374.40,370.50,,,,,360.98,359.82,356.69,352.31,344.98,340.80,335.30,334.46,337.19,332.21,,,,L7
2009-12-03 22:04:19+00:00,341.98,334.82,328.78,329.17,339.72,352.47,345.71,338.81,341.31,345.59,355.94,367.39,384.13,382.37,381.04,379.60,377.43,369.80,374.87,371.53,366.66,365.69,358.26,356.81,354.77,362.01,353.95,359.28,367.76,372.83,370.42,372.21,375.61,384.32,387.11,397.56,390.00,392.49,380.92,378.88,376.69,377.95,376.99,380.34,380.00,380.62,382.49,383.69,386.74,382.14,387.47,383.80,378.39,376.93,370.99,371.42,371.57,372.61,369.13,381.08,380.70,380.22,377.55,374.76,371.46,364.29,349.15,347.43,340.86,347.36,343.58,344.03,349.76,347.98,362.50,356.26,L5
2010-01-28 22:05:31+00:00,352.22,338.43,329.00,329.74,331.69,,,,,360.41,363.35,370.06,376.26,383.85,379.01,379.08,376.33,372.77,,,,,,357.95,354.41,357.40,357.03,366.98,369.25,372.71,373.55,,,,,,396.52,395.72,395.72,392.53,386.00,385.43,386.17,392.16,,,,,,381.79,383.23,384.50,381.08,386.53,380.58,384.38,382.10,380.74,,,,,373.64,364.19,369.82,359.41,356.88,358.57,359.25,358.27,348.37,,,,,,L7
2010-03-01 22:05:51+00:00,347.90,339.27,329.36,322.80,324.23,332.01,332.39,325.54,331.91,329.41,,,,,365.94,360.94,355.37,356.72,356.34,352.04,353.78,356.01,347.71,,,,,,344.98,351.87,356.71,361.04,360.72,369.54,371.55,381.16,378.04,,,,,370.13,370.29,376.18,370.72,367.65,365.38,366.98,367.12,366.65,,,,,363.66,361.62,362.83,357.58,361.40,365.73,363.26,363.06,361.25,,,,,336.29,334.05,331.95,335.86,336.86,326.23,326.33,334.74,337.10,L7
2010-04-09 22:11:48+00:00,363.92,351.58,345.61,345.15,350.69,356.23,348.31,347.07,342.48,343.45,,,,,375.75,368.42,370.82,367.60,373.69,368.92,363.40,364.53,361.01,361.42,,,,367.41,365.26,367.54,368.52,371.28,375.71,384.48,389.79,390.04,391.71,,,,,390.31,388.87,385.39,384.03,381.66,377.83,380.80,385.35,384.12,,,,,379.46,379.44,374.06,375.10,380.42,381.95,378.01,377.47,375.28,,,,,354.25,347.51,348.63,346.44,351.80,346.08,333.21,356.95,358.44,L7
2010-07-07 22:06:01+00:00,,,,,325.48,336.38,328.29,326.65,323.86,331.13,332.69,341.33,,,,,,352.63,350.93,347.79,346.22,349.42,349.27,346.75,348.04,343.09,,,,,,354.46,357.54,359.43,371.06,374.22,374.55,371.89,369.33,,,,,,359.76,354.72,362.76,,,,,366.23,,,,,,367.80,362.77,,362.14,360.22,362.55,348.72,351.81,344.88,,,,,,,,,,,L7
2010-08-15 22:11:49+00:00,322.98,318.79,313.29,306.96,323.63,354.63,,,,,332.66,337.68,346.14,353.91,361.14,356.28,356.29,349.19,348.11,348.51,,,,340.74,335.88,337.11,339.82,343.92,346.00,349.75,354.39,359.96,359.86,,,,374.24,375.76,371.26,372.88,360.65,361.54,369.05,364.88,365.44,368.96,,,,,,366.37,368.51,368.73,375.06,372.66,373.41,382.22,366.00,,,,,,,,,,,,,,,,,,L7
2010-09-09 22:06:05+00:00,,,,324.26,,,,,,,,,,,374.91,372.52,366.89,372.09,370.71,362.56,365.26,,,,,349.94,364.77,390.20,361.22,368.42,359.77,353.91,345.78,352.60,,,,,,375.55,374.89,373.15,368.78,366.84,359.63,357.53,357.95,,,,,,387.34,409.57,,,,,,,,,,,,343.16,329.83,323.52,310.12,335.10,347.07,323.50,336.39,,,,L7
2010-10-02 22:11:49+00:00,327.39,318.06,,,,,345.52,347.56,343.36,348.06,352.90,360.66,371.55,373.49,373.52,370.43,,,,,358.49,354.82,357.31,353.33,348.47,352.68,354.54,356.25,359.45,,,,,380.04,385.02,392.46,386.23,385.53,382.20,381.14,379.91,370.70,370.56,,,,382.49,379.22,383.86,384.84,386.39,378.59,381.29,382.39,385.21,378.77,,,,,385.60,387.73,382.88,379.19,374.32,370.41,370.61,364.05,363.92,,,,,351.48,352.56,352.57,L7
2010-10-11 22:06:09+00:00,,,,,,345.36,342.16,338.91,342.74,341.99,345.47,346.67,361.84,367.60,,,,,,348.74,348.73,346.04,347.35,346.34,343.56,348.67,347.71,,,,,,360.76,367.94,369.72,371.06,376.99,375.65,374.11,375.76,,,,,,365.91,365.18,367.22,366.69,379.01,380.51,381.02,380.64,375.28,,,,,,370.84,365.76,363.34,361.31,359.79,358.12,357.18,352.41,,,,,,342.14,340.09,343.57,345.33,L7
2010-10-19 22:03:43+00:00,337.11,313.25,302.13,302.82,313.62,332.54,330.98,325.38,332.59,335.54,339.14,343.71,354.75,360.92,363.23,364.23,357.20,348.32,346.09,340.72,340.43,345.13,339.29,336.75,337.34,340.57,344.28,343.68,346.31,346.60,344.45,345.15,351.44,356.73,358.58,365.15,365.52,369.98,366.02,370.34,366.49,368.87,362.74,360.79,358.87,358.39,360.36,357.01,363.78,365.74,371.72,370.66,368.72,365.22,364.73,366.72,362.03,361.19,362.08,363.57,360.16,357.87,360.37,352.41,356.81,350.87,338.28,335.28,325.66,317.04,316.58,319.91,321.05,322.17,326.02,329.06,L5
2010-12-22 22:03:41+00:00,321.53,312.07,301.18,302.46,307.69,330.61,335.68,340.17,337.22,340.43,342.68,347.75,353.37,352.05,350.56,345.49,343.83,342.80,345.93,341.98,342.66,338.52,337.62,337.35,333.20,330.33,332.97,335.62,333.02,332.94,339.48,355.22,359.67,369.55,374.27,377.81,377.17,374.06,362.77,367.64,361.78,361.78,360.18,360.76,364.50,368.47,369.84,370.71,366.73,368.39,370.32,364.92,365.96,365.67,365.21,366.20,364.62,356.24,360.92,361.13,362.01,357.80,358.70,353.64,346.51,342.25,333.33,327.97,322.58,326.00,325.42,333.33,332.83,332.60,339.45,337.19,L5
2010-12-29 22:09:29+00:00,332.49,323.88,315.21,309.64,326.46,350.68,344.75,346.74,342.98,344.43,349.46,357.91,370.22,370.38,365.01,359.37,359.26,357.89,354.66,349.24,346.94,342.86,351.82,350.46,343.53,337.43,341.03,340.90,348.45,347.74,355.60,361.38,363.17,368.66,368.87,379.21,371.27,372.64,374.41,383.75,376.58,381.25,379.98,381.08,381.54,374.99,372.49,370.53,373.94,377.95,374.74,378.31,381.98,376.73,381.95,381.05,,,,,,368.81,369.12,361.45,357.18,355.73,351.56,345.38,333.02,335.49,338.70,335.41,328.01,333.56,334.38,336.13,L5
2011-01-07 22:03:43+00:00,323.60,313.91,307.24,303.04,316.63,344.19,344.02,347.56,344.48,350.11,351.30,366.04,378.96,374.58,361.95,354.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.52,366.21,372.80,372.20,374.43,372.43,375.27,377.46,377.37,374.77,375.15,370.34,371.55,374.33,372.18,375.34,371.65,367.64,364.82,360.87,359.16,349.11,345.00,338.99,338.27,340.23,342.17,340.07,337.61,345.98,347.25,L5
2011-01-23 22:03:44+00:00,318.66,315.82,308.57,311.20,325.65,355.97,358.27,353.48,349.39,348.30,355.44,368.42,383.38,379.62,371.74,363.83,357.62,353.38,346.18,354.00,357.48,366.24,362.86,354.50,351.97,352.21,352.37,353.53,361.08,362.56,366.25,371.41,377.84,385.47,388.02,390.23,389.24,387.76,386.63,386.10,380.19,380.10,382.37,380.77,377.86,374.43,379.15,379.36,381.81,382.18,385.72,381.88,381.74,378.21,382.28,383.66,384.15,378.18,384.76,382.83,381.51,380.70,377.38,380.03,374.19,367.76,362.38,357.12,352.27,351.50,350.65,346.08,348.47,352.67,354.86,353.88,L5
2011-01-31 22:07:12+00:00,,,,,,,,,,,,352.43,367.35,369.77,362.82,360.25,354.57,351.07,349.45,,,,,,346.10,340.73,344.85,347.59,347.62,353.33,352.84,363.58,373.05,,,,,,385.37,386.79,381.12,380.27,378.44,377.60,371.04,372.58,,,,,,373.08,371.75,368.41,369.33,372.53,368.12,373.29,369.26,,,,,,359.69,353.98,352.26,345.20,337.18,340.51,340.34,343.70,,,,,L7
2011-02-16 22:07:15+00:00,331.06,317.94,308.65,310.93,320.40,339.44,352.20,,,,,,375.62,379.96,372.57,364.74,353.71,354.88,349.80,346.88,350.97,,,,,,349.04,349.83,353.06,356.36,360.17,369.50,374.74,378.62,,,,,,387.72,385.18,385.37,382.35,375.05,369.36,373.14,367.18,,,,,,382.21,383.97,380.44,382.79,373.58,373.92,374.07,374.30,,,,,,362.02,360.11,355.56,346.27,336.15,339.69,344.61,350.17,,,,L7
2011-02-23 22:13:05+00:00,312.30,309.32,307.36,,,,,357.88,359.22,358.10,357.96,358.16,381.97,384.26,382.73,379.99,372.69,,,,349.47,347.80,354.79,350.34,347.06,349.48,354.84,351.35,358.39,362.69,365.96,,,,377.21,382.59,374.19,374.53,379.84,384.77,379.24,381.28,382.57,374.79,,,,370.43,374.80,375.08,373.06,381.45,387.21,383.19,385.43,383.10,386.49,,,,377.31,375.64,368.24,366.63,366.15,363.01,360.64,351.51,341.54,339.24,,,,326.26,335.42,321.86,L7
2011-03-12 22:03:43+00:00,331.73,307.18,312.53,320.92,343.87,360.66,360.52,372.37,379.92,382.87,380.02,373.27,388.49,392.06,386.70,376.54,376.04,370.15,360.40,361.99,363.89,362.30,365.09,360.14,358.10,354.45,353.78,,,,,,,,,,,,,,,,,,,348.54,382.09,,,,,383.36,388.48,384.78,387.50,381.20,384.63,386.12,391.70,389.97,387.87,386.48,381.48,379.75,368.49,365.25,362.49,358.20,350.01,355.42,354.90,349.27,353.82,349.78,355.09,349.66,L5
