dates,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,satname
2005-02-23 22:00:31+00:00,381.14,363.75,359.54,362.67,373.53,388.76,389.24,385.35,382.62,386.30,385.67,388.41,390.78,383.98,375.90,371.97,363.45,361.81,365.02,365.49,367.89,369.27,366.71,366.58,361.75,355.24,352.89,351.26,352.52,353.44,356.27,361.36,371.31,379.63,382.21,388.21,388.25,387.72,383.58,381.65,379.80,375.90,373.34,367.26,364.90,367.13,367.63,369.99,369.02,370.17,372.11,369.45,366.42,368.07,369.52,371.13,366.00,365.94,365.03,366.48,356.97,355.46,357.79,361.20,356.41,349.44,346.21,340.87,337.84,335.76,335.97,338.75,336.19,335.11,350.38,344.98,L5
2005-03-03 22:03:29+00:00,375.95,360.99,357.93,361.56,372.16,386.22,389.24,385.35,382.62,386.30,385.67,387.20,389.32,382.00,374.38,372.07,364.63,363.86,366.92,367.60,367.89,369.27,366.71,366.58,361.75,356.12,353.56,351.87,352.73,353.70,357.54,362.47,371.09,379.63,382.21,388.21,388.25,387.72,383.47,382.13,379.93,376.12,374.15,368.61,366.18,367.74,367.63,369.99,369.02,370.17,372.11,369.45,366.53,368.03,369.24,371.05,366.39,366.19,364.95,365.66,356.97,355.46,357.79,361.20,356.41,349.62,346.47,340.43,337.70,336.38,337.13,339.07,337.92,335.05,350.38,344.98,L7
2005-03-18 22:06:34+00:00,372.64,359.73,357.61,360.34,370.07,383.64,383.12,381.92,379.89,385.76,388.71,389.17,390.50,381.40,373.64,370.94,366.59,363.95,367.16,369.13,369.62,368.07,363.50,365.02,361.59,355.56,352.97,351.54,353.09,354.84,357.28,362.17,370.68,377.78,380.78,387.16,387.04,387.72,383.54,382.99,379.88,375.83,373.53,368.96,365.80,367.66,367.02,369.46,366.65,367.04,370.63,369.12,365.79,367.75,368.99,370.54,368.13,365.71,364.12,364.41,356.48,353.35,356.60,360.97,356.67,350.43,346.74,341.30,337.58,337.70,336.93,338.55,337.77,334.64,346.27,340.23,L5
2005-03-26 22:09:16+00:00,372.09,358.97,356.75,358.34,368.82,383.64,383.12,381.92,379.89,385.76,391.23,391.33,392.30,381.95,374.02,371.64,367.06,364.55,368.34,369.13,369.62,368.07,363.50,365.02,362.63,356.00,353.50,350.84,351.76,353.86,356.70,362.77,370.06,376.12,379.66,385.90,386.19,389.70,384.21,383.85,379.43,375.62,373.05,369.71,365.98,368.24,366.50,368.73,365.17,365.49,370.63,368.18,365.26,367.68,368.10,369.05,367.33,363.94,363.23,363.84,356.46,353.27,356.38,360.97,357.24,350.64,347.24,341.54,337.10,336.79,336.83,338.78,338.85,331.34,345.05,339.49,L7
2005-04-04 22:03:26+00:00,367.90,355.30,354.51,356.54,366.84,381.40,383.12,381.92,379.89,385.76,391.23,391.33,391.98,382.12,373.36,370.33,365.53,363.65,368.10,369.90,369.62,368.07,363.50,365.02,362.63,355.02,352.69,350.04,350.64,352.69,355.79,362.31,369.04,374.28,379.66,385.90,386.19,389.70,384.21,382.54,378.18,374.50,372.01,369.02,365.82,367.97,366.23,368.73,365.17,365.49,370.63,368.18,364.91,366.96,367.14,367.70,366.57,363.36,362.59,363.34,356.66,353.27,356.38,360.97,357.24,350.64,345.77,340.38,336.09,335.88,336.26,337.95,338.44,329.04,345.05,339.49,L7
2005-04-12 22:00:54+00:00,363.95,352.52,353.18,356.34,366.21,380.00,381.26,381.24,380.57,385.98,391.09,392.34,392.82,383.04,374.42,371.27,366.21,364.38,368.24,370.69,371.74,370.65,367.28,367.00,362.72,355.14,352.40,350.07,350.88,352.66,355.85,362.73,369.67,374.35,379.81,385.99,386.61,389.58,384.60,382.14,378.17,374.43,371.88,369.17,366.07,367.72,365.96,368.25,364.94,364.68,368.98,367.95,364.96,366.60,367.11,367.56,366.25,363.17,362.32,362.70,357.00,353.79,356.55,360.60,356.79,350.65,345.98,339.97,336.11,335.81,335.71,336.98,337.18,324.59,342.23,339.49,L5
2005-04-20 22:02:56+00:00,353.96,350.56,352.18,355.29,362.96,377.07,379.80,380.52,381.61,386.55,393.27,393.55,392.96,383.13,375.26,372.90,367.87,365.63,368.24,370.69,371.74,370.65,369.80,368.23,363.19,353.70,351.00,347.76,349.62,351.89,355.25,362.20,368.94,371.69,377.49,382.40,384.36,386.92,383.24,379.94,375.49,373.98,371.55,369.55,366.51,367.94,364.59,365.68,361.36,361.46,368.74,366.11,363.52,363.78,364.73,365.73,365.59,362.24,361.62,360.03,354.05,352.79,354.89,359.36,356.11,350.37,346.50,339.55,335.08,335.62,336.15,338.69,339.57,324.62,342.23,339.84,L7
2005-04-27 22:09:09+00:00,350.34,346.74,348.88,353.81,363.04,376.51,377.06,376.80,377.77,383.90,390.60,391.54,392.96,383.13,375.26,372.54,367.16,365.57,367.88,370.65,371.77,370.78,368.61,365.99,361.73,353.70,351.00,347.76,349.62,350.70,353.62,360.75,367.23,370.40,376.24,381.33,383.04,385.67,382.15,379.94,375.49,373.98,370.53,368.65,365.47,366.88,363.56,364.06,360.29,360.05,366.96,364.62,363.52,363.78,364.73,365.15,364.98,361.54,360.89,358.77,353.52,352.27,353.86,357.24,354.05,348.99,346.50,339.55,335.08,335.16,335.54,336.88,339.57,319.57,338.96,339.84,L7
2005-05-21 22:06:56+00:00,345.56,340.64,342.76,349.89,359.00,370.61,371.08,374.81,373.49,380.47,386.00,387.36,388.76,383.46,375.78,374.60,370.30,368.34,371.16,371.42,373.05,372.03,368.15,363.84,360.83,353.57,350.65,348.57,349.15,349.57,351.96,358.25,365.57,368.47,375.57,379.38,381.59,384.36,380.73,378.26,375.17,373.69,370.33,369.61,364.65,366.19,362.51,362.12,357.28,357.85,361.56,360.59,360.44,362.56,363.27,364.74,365.40,360.76,359.81,357.55,351.48,349.28,350.22,353.95,351.37,347.76,344.60,340.29,334.92,334.65,333.64,334.49,335.61,314.04,335.13,338.83,L5
2005-06-07 22:03:18+00:00,343.67,339.62,342.73,350.26,358.22,368.80,369.34,374.84,374.04,381.56,387.32,389.32,391.90,385.58,374.81,377.06,373.47,371.55,373.32,372.51,374.72,373.16,369.87,363.95,360.86,357.01,354.12,351.59,351.34,351.09,353.67,359.64,365.40,367.10,375.29,378.51,380.89,383.70,382.72,379.94,376.61,375.83,371.92,372.80,366.93,365.87,361.53,360.71,355.58,356.61,360.28,362.00,365.45,367.13,370.43,366.49,367.63,362.60,359.64,356.93,350.86,348.24,349.41,353.96,352.41,350.81,347.51,342.74,335.16,335.02,338.94,334.35,336.22,312.04,333.41,338.46,L7
2005-06-15 22:01:22+00:00,345.48,336.90,343.23,350.38,359.68,367.18,364.39,367.60,370.87,380.22,386.88,390.67,394.78,387.91,373.61,378.85,375.26,371.20,373.54,372.82,375.11,374.08,370.08,363.98,361.61,359.50,355.60,352.63,352.98,351.88,354.63,360.82,365.60,366.80,375.65,380.10,382.85,384.87,383.95,381.17,376.61,376.41,371.85,372.99,366.82,366.10,360.72,359.20,355.58,357.36,360.87,362.48,366.37,367.73,371.44,367.15,368.43,362.71,359.12,355.21,350.82,348.51,351.73,355.89,353.63,351.73,348.95,343.37,335.50,335.00,339.44,334.10,335.22,303.62,322.34,338.46,L5
2005-06-22 22:07:11+00:00,345.48,336.90,343.23,350.38,361.31,367.51,364.39,364.82,370.87,380.22,386.88,390.67,394.78,387.91,371.64,378.85,375.26,368.85,370.55,369.98,368.69,368.15,370.08,358.84,357.03,357.78,353.58,352.63,352.98,351.88,353.71,360.82,365.60,365.08,374.50,378.30,378.50,381.20,379.23,380.57,375.13,378.05,371.73,372.99,366.56,365.18,359.55,356.91,351.57,355.99,358.65,361.12,365.84,369.13,370.25,366.64,367.51,361.75,359.19,354.06,350.82,348.51,351.73,355.89,353.63,349.45,349.78,344.27,339.11,339.07,339.44,334.10,335.22,303.62,322.34,338.46,L5
2005-06-23 22:03:13+00:00,348.30,339.42,344.21,350.41,361.50,368.47,364.30,364.68,370.87,380.22,386.88,390.67,394.78,387.91,374.95,380.87,376.26,369.76,371.06,369.43,368.41,367.67,370.08,358.84,357.03,357.78,353.58,352.37,353.27,352.57,353.88,361.20,365.52,365.74,374.90,378.30,378.50,381.20,379.23,380.57,375.13,377.65,371.71,372.95,366.96,364.78,359.46,356.91,351.57,355.99,358.65,361.12,365.84,369.13,369.85,366.52,367.69,362.14,360.12,354.06,352.65,350.86,353.18,355.89,353.63,349.45,349.78,343.85,338.88,338.87,338.36,334.10,335.22,302.38,321.51,338.46,L7
2005-07-01 22:01:25+00:00,350.58,342.30,345.49,351.64,360.57,367.65,360.88,364.68,370.87,380.22,386.88,390.67,394.78,387.91,374.95,380.87,375.05,368.02,368.26,366.87,365.76,365.86,368.09,358.08,356.06,357.00,353.09,352.44,353.56,352.53,354.31,361.52,365.48,366.01,375.06,378.91,378.90,380.51,379.27,380.31,375.52,377.06,371.63,372.97,367.29,364.44,359.34,357.00,351.80,355.16,358.59,360.95,365.27,367.31,367.89,364.97,366.40,361.82,360.22,354.29,352.60,351.27,353.78,355.84,353.41,349.22,348.59,343.21,338.10,337.56,338.36,334.10,335.22,300.17,319.14,338.46,L5
2005-07-17 22:01:11+00:00,350.58,342.30,345.49,351.64,360.57,367.65,360.88,364.68,370.87,380.22,386.88,390.67,394.78,387.91,374.95,380.87,375.05,368.02,368.26,366.87,365.76,365.86,368.09,358.08,356.06,357.00,353.09,352.44,353.56,352.53,354.31,361.52,365.48,366.01,375.06,378.91,378.90,380.51,379.27,380.31,375.52,377.06,371.63,372.97,367.29,364.44,359.34,357.00,351.80,355.16,358.59,360.95,365.27,367.31,367.79,365.18,365.72,361.82,360.22,354.29,355.68,351.27,353.78,354.17,352.38,348.04,346.91,341.43,338.10,335.37,334.60,334.92,333.26,299.74,316.60,338.46,L5
2005-09-10 22:07:43+00:00,348.70,338.16,342.00,349.30,360.41,369.36,361.29,364.21,365.74,373.64,382.67,388.83,397.20,393.84,378.79,383.50,377.58,367.60,367.63,366.94,366.15,365.88,369.69,359.44,357.05,356.64,353.43,353.38,354.51,352.25,352.75,361.08,365.18,365.24,375.04,378.71,379.21,381.12,377.97,378.66,373.79,375.43,369.63,371.31,366.21,363.29,359.04,358.53,353.78,357.04,360.51,362.12,365.55,366.62,367.17,363.62,363.95,359.92,360.90,354.68,359.55,356.07,354.62,354.36,352.58,348.13,347.01,341.60,338.34,334.62,333.19,333.07,330.14,295.55,316.69,340.01,L5
2005-09-11 22:02:53+00:00,348.70,338.16,342.00,349.30,360.41,370.01,361.61,363.19,362.65,370.77,378.77,385.18,395.64,394.53,378.79,383.50,377.58,367.60,367.63,367.81,366.71,366.60,369.98,360.69,357.44,357.29,354.18,353.38,354.51,352.25,352.75,361.08,365.18,365.33,375.26,379.35,379.94,382.06,378.46,378.76,374.12,375.43,369.63,371.31,366.21,363.29,359.03,358.58,355.01,358.59,361.77,363.94,366.53,367.29,367.17,363.62,363.95,359.92,360.90,355.86,360.07,356.65,354.88,356.13,353.28,348.53,347.91,341.60,338.34,334.62,333.19,333.07,330.14,297.21,318.35,340.71,L7
2005-09-19 22:01:56+00:00,346.62,334.14,338.28,347.50,359.36,369.21,360.47,360.85,358.11,364.18,371.18,379.10,392.22,393.26,378.78,384.65,376.73,368.30,367.96,366.50,365.39,365.73,369.62,359.56,354.74,355.41,351.85,351.28,352.99,351.07,352.51,361.07,364.39,365.21,374.71,379.41,380.07,380.72,377.44,377.30,372.69,374.40,368.66,371.07,366.60,362.81,358.56,357.95,353.95,358.58,360.37,362.12,365.31,365.59,366.19,362.13,361.99,359.26,361.30,356.08,360.44,356.99,354.87,354.19,350.90,346.20,345.83,339.60,336.97,332.56,332.44,332.07,327.05,295.62,317.66,340.47,L5
2005-10-13 22:02:54+00:00,350.99,335.54,338.60,344.79,357.15,367.52,358.04,357.48,352.25,357.69,365.50,373.27,391.26,395.83,379.76,389.54,380.57,368.71,367.53,364.16,363.14,362.71,365.58,356.77,353.71,355.89,352.82,354.35,356.89,353.21,353.34,359.63,362.45,364.96,373.95,379.65,379.83,380.36,376.51,377.80,373.05,376.38,369.66,372.34,366.61,361.33,357.23,356.47,353.84,359.25,361.05,362.11,365.63,366.20,367.51,362.53,361.97,359.60,362.35,355.54,361.00,357.27,354.93,353.85,350.85,345.66,346.91,341.09,339.01,333.36,332.81,331.34,323.20,298.38,317.10,341.18,L7
2005-10-20 22:08:47+00:00,349.60,335.54,337.46,343.12,356.30,367.12,357.74,357.64,352.25,357.69,365.50,373.27,391.11,395.69,381.90,390.14,381.85,371.00,369.91,366.44,365.36,364.97,363.48,355.17,352.86,356.04,354.13,355.47,357.64,353.79,354.68,360.90,363.54,367.56,375.74,382.96,380.79,381.88,376.71,380.18,376.14,377.24,371.42,372.92,367.37,363.22,359.56,359.73,357.29,360.10,361.42,362.96,367.03,369.25,368.60,363.89,363.35,361.65,363.86,358.91,364.10,359.83,355.89,353.59,350.65,345.04,346.94,341.32,340.37,334.98,335.44,334.29,327.81,304.13,321.15,343.94,L7
2005-11-06 22:01:58+00:00,353.91,341.66,339.72,342.14,353.44,365.87,357.70,358.09,352.19,357.29,363.49,371.37,388.91,392.73,381.09,390.71,383.51,372.33,371.39,367.05,365.57,364.64,365.52,357.87,353.97,356.33,354.52,355.66,357.10,356.17,358.09,363.64,366.33,369.31,376.87,384.91,383.60,382.94,377.83,379.93,376.19,376.30,372.14,375.09,369.32,364.66,360.92,362.00,359.45,362.54,362.09,364.47,366.99,369.09,368.24,364.76,364.70,364.02,366.15,361.55,366.48,362.11,358.87,355.65,352.64,346.55,346.73,340.42,339.38,334.94,336.68,336.92,329.09,311.44,324.61,344.71,L5
2005-11-21 22:09:07+00:00,353.49,343.71,341.04,340.33,351.99,364.84,355.44,354.36,349.70,352.15,358.34,367.25,387.44,390.23,379.45,387.69,381.93,372.17,371.03,368.54,365.73,364.06,365.08,358.15,352.62,356.14,354.36,355.74,357.61,357.36,359.56,366.06,367.48,370.83,376.73,386.63,384.12,381.94,377.12,379.76,375.82,375.37,371.12,373.55,369.21,364.61,361.38,362.85,360.32,362.48,362.32,365.15,367.88,369.75,368.97,364.72,364.96,365.02,366.87,362.91,367.56,363.86,361.06,357.17,352.53,345.50,346.35,338.30,338.63,335.22,337.28,337.57,332.30,313.38,326.60,343.56,L7
2005-12-16 22:03:25+00:00,345.64,341.07,337.33,339.11,349.88,363.50,354.50,354.20,348.82,347.87,355.57,363.35,381.99,386.47,382.68,384.78,379.79,372.74,370.12,367.96,365.06,363.22,364.18,357.68,351.79,353.38,352.70,354.65,356.15,356.72,358.99,364.59,366.63,370.27,376.18,386.12,382.58,381.79,376.27,378.22,373.94,374.18,371.07,372.49,368.96,363.91,361.19,362.85,360.32,362.55,362.40,364.59,363.54,366.45,363.56,364.05,363.87,364.04,366.85,362.91,367.93,363.43,360.20,355.09,350.97,343.81,343.79,336.96,339.20,335.22,331.62,336.04,332.30,317.98,331.09,343.56,L7
2005-12-23 22:09:15+00:00,338.91,337.62,335.23,337.66,344.49,360.97,351.43,353.03,349.46,350.08,358.19,365.72,382.97,386.72,383.90,382.35,379.15,374.93,372.69,370.98,370.63,368.18,365.91,362.19,356.91,355.34,355.17,355.34,355.85,356.48,361.41,364.58,366.90,373.01,377.06,388.29,388.00,385.94,382.07,379.01,375.57,371.61,371.29,372.48,369.31,365.35,363.04,365.53,364.60,365.52,365.43,367.17,364.67,365.49,365.10,364.63,364.53,365.32,367.48,365.16,367.50,361.88,358.87,355.12,351.41,345.85,342.87,335.00,335.50,330.12,332.21,336.04,332.30,320.82,332.70,343.56,L7
2006-01-25 22:03:52+00:00,333.08,330.76,329.06,332.72,341.56,358.86,352.38,351.63,348.71,348.98,357.75,365.17,382.23,385.61,382.51,382.02,380.86,377.69,377.16,374.42,373.12,369.92,366.41,361.93,356.89,355.11,354.75,354.43,355.18,356.85,361.15,364.35,367.63,374.00,377.07,387.63,387.70,386.50,381.48,378.55,374.22,371.38,371.34,372.12,369.08,364.79,363.12,365.68,365.08,365.85,365.42,367.55,365.31,367.77,367.15,367.48,367.64,367.13,368.22,366.64,366.14,361.57,357.92,356.20,352.25,347.45,344.44,335.97,335.47,334.13,337.45,334.74,331.78,328.71,340.14,340.85,L5
2006-02-17 22:10:10+00:00,333.40,330.90,328.28,332.05,341.08,358.61,352.44,351.81,349.67,349.41,357.50,365.69,381.86,385.22,382.31,381.71,379.76,376.86,376.53,373.90,372.57,370.38,366.99,362.10,357.56,355.38,354.74,354.20,355.33,357.14,361.64,364.09,368.24,374.95,378.04,388.33,387.32,386.65,381.77,378.50,374.84,372.01,371.52,371.87,368.60,364.79,363.45,365.38,364.80,365.76,365.13,367.29,365.24,367.61,367.51,368.02,368.69,368.32,368.47,367.26,366.47,362.21,358.69,357.01,353.05,348.09,344.92,336.55,335.97,334.37,336.89,334.23,330.41,327.41,340.23,339.65,L5
2006-02-18 22:03:29+00:00,333.40,330.90,328.28,332.05,341.08,358.61,352.44,351.81,349.67,349.41,359.46,367.73,384.46,386.65,383.79,381.71,379.76,376.86,376.53,373.90,373.47,370.94,367.73,363.34,359.04,356.51,355.65,355.11,355.73,357.14,361.64,364.09,368.24,375.38,378.41,388.44,387.11,387.91,383.23,379.85,375.62,372.84,371.52,371.87,368.60,364.79,363.45,365.74,364.75,365.63,364.68,366.80,364.74,367.16,367.67,368.02,368.69,368.32,368.47,367.26,366.47,363.26,359.82,358.38,355.02,349.57,345.80,338.28,336.48,334.37,336.89,334.23,330.41,327.41,340.94,340.30,L7
2006-03-22 22:03:54+00:00,333.62,332.73,328.59,328.91,336.29,351.53,347.90,349.57,350.44,352.39,362.79,370.77,385.44,385.06,382.88,379.44,376.56,375.30,374.70,373.40,375.50,373.61,370.48,364.41,361.10,356.83,357.21,356.72,356.34,358.23,362.32,364.04,369.44,378.04,380.53,389.87,388.20,389.01,384.40,381.55,377.14,374.00,373.03,372.14,367.67,363.87,363.97,366.56,365.77,364.27,363.79,366.21,364.38,368.59,369.28,370.57,371.97,373.07,370.98,369.15,368.85,366.15,363.17,360.31,357.83,350.99,346.27,339.37,336.94,335.70,337.31,334.60,330.64,327.65,342.83,339.57,L7
2006-06-25 22:12:20+00:00,341.68,329.23,329.91,333.31,340.29,351.15,349.51,346.70,349.54,352.53,363.26,372.09,385.33,384.12,382.03,380.96,375.49,376.81,369.64,375.52,377.91,376.30,372.16,366.07,360.35,355.15,353.62,352.53,354.38,358.08,362.71,367.02,373.67,381.35,385.63,392.02,389.32,390.77,387.14,381.99,378.10,375.19,372.09,369.67,369.05,364.08,363.69,366.76,365.25,362.61,363.02,365.51,363.65,365.26,367.45,371.59,373.64,376.07,372.75,373.39,373.03,369.50,365.91,365.56,361.50,354.80,345.25,341.77,337.41,333.44,330.83,330.52,320.48,304.95,333.62,330.17,L5
2006-06-26 22:03:44+00:00,342.70,332.48,333.75,337.80,340.29,351.15,349.51,346.70,349.54,352.53,362.99,371.69,383.39,383.17,380.91,380.25,377.67,379.74,369.64,375.52,377.91,376.30,372.16,364.83,359.44,354.14,351.94,352.10,355.36,359.13,363.67,369.66,373.67,381.35,385.63,392.02,389.32,390.36,387.61,382.62,378.24,376.44,373.12,371.83,369.28,364.98,363.69,366.76,365.25,362.61,363.01,365.36,363.44,365.54,368.58,371.69,374.16,375.61,372.46,373.39,373.03,369.50,365.91,365.56,359.55,353.31,344.74,341.54,339.22,331.81,330.83,330.52,320.48,304.95,333.62,330.17,L7
2006-07-04 22:06:41+00:00,342.70,332.48,333.75,337.80,342.73,354.68,349.51,346.70,349.54,352.53,362.99,371.69,383.39,383.17,380.91,380.25,377.67,379.74,360.37,375.52,377.91,376.30,367.84,362.38,354.84,354.14,351.94,352.10,355.36,359.13,363.67,369.66,373.67,381.35,385.63,392.02,389.32,390.36,387.61,382.62,378.24,373.31,368.36,369.83,367.30,364.34,360.02,366.76,365.25,362.61,363.01,367.30,363.62,367.13,370.86,367.08,374.42,377.23,374.80,373.39,373.03,369.50,365.91,365.56,359.55,353.31,344.74,341.54,339.22,331.81,330.83,330.52,320.48,304.95,333.62,330.17,L5
2006-07-19 22:09:20+00:00,338.92,329.74,331.66,336.68,344.20,356.26,349.51,346.70,349.54,347.29,359.39,368.01,380.72,379.78,377.45,375.79,374.75,376.44,360.43,375.52,377.91,376.30,367.84,361.88,354.26,352.62,350.18,350.23,354.65,357.88,363.07,368.72,371.58,381.35,385.63,392.02,389.32,388.46,386.00,381.12,376.77,373.00,368.74,369.18,366.45,363.96,360.20,366.76,365.25,362.61,362.42,366.58,363.29,366.93,370.53,367.11,373.11,374.85,372.87,373.39,373.03,369.50,365.91,362.23,357.02,351.54,343.21,339.16,337.24,331.60,329.64,330.52,320.48,304.95,333.62,330.17,L7
2006-08-04 22:09:16+00:00,340.44,331.35,333.37,339.36,348.18,359.67,352.05,349.87,353.17,348.53,360.18,369.35,381.46,379.27,376.49,373.43,372.61,374.83,359.10,375.12,377.63,376.92,369.76,363.61,355.14,353.52,352.03,350.82,354.44,357.62,363.64,369.51,372.32,381.55,386.45,392.95,391.62,389.96,388.22,382.47,377.59,373.05,368.92,369.20,366.51,366.21,362.05,368.45,368.49,367.41,363.15,367.15,363.05,366.71,371.15,367.27,373.33,375.04,372.95,373.16,374.90,372.27,368.06,364.51,357.95,351.77,343.06,338.51,336.78,331.15,329.26,328.53,326.44,302.37,335.04,322.01,L7
2006-08-13 22:03:29+00:00,340.44,331.35,333.37,339.36,346.97,358.59,349.69,348.63,352.38,349.16,358.71,366.91,381.46,379.27,376.49,373.43,372.61,374.83,358.59,371.77,374.49,373.22,368.50,362.70,354.75,353.03,351.85,350.82,354.44,357.62,363.64,369.51,372.89,380.70,385.89,392.14,389.39,388.18,386.31,381.44,377.59,373.05,368.92,369.20,366.51,365.28,361.18,366.06,366.19,366.61,363.31,366.88,362.94,366.71,371.15,367.27,373.33,375.04,373.16,371.89,372.06,370.33,366.53,363.26,356.39,350.21,342.93,338.51,336.78,331.15,329.26,328.53,326.44,293.52,331.43,310.24,L7
2006-08-21 22:07:19+00:00,337.55,326.07,331.43,338.38,345.61,356.44,344.87,343.24,346.42,344.19,351.05,356.48,367.56,371.63,368.98,369.51,370.70,372.93,356.98,367.37,369.60,368.57,363.04,358.20,349.39,346.60,349.22,348.37,351.00,356.60,361.90,369.71,370.68,376.13,382.23,387.39,386.97,382.74,380.56,378.99,375.36,370.90,368.72,369.08,367.06,365.53,360.06,364.10,364.97,364.50,362.33,366.25,363.15,366.66,370.38,365.28,371.16,372.09,371.83,367.66,367.63,365.73,361.98,355.54,349.55,344.29,338.06,332.37,331.58,327.90,325.96,326.13,329.26,289.47,323.30,293.28,L5
2006-10-08 22:07:29+00:00,337.55,326.07,332.79,341.73,347.71,356.91,343.81,343.03,348.15,342.39,348.84,356.48,367.56,371.63,368.98,369.51,372.02,374.74,355.33,366.90,366.43,364.98,357.88,355.96,346.71,346.60,349.22,347.69,350.82,356.12,363.07,370.31,369.88,373.60,376.36,382.18,379.66,378.48,378.52,377.40,373.42,369.98,367.83,368.68,367.61,365.52,358.71,361.26,362.47,362.98,360.69,363.97,362.78,365.69,368.99,364.52,369.95,370.36,369.67,363.88,361.08,358.84,356.87,348.90,343.71,340.95,336.11,329.87,329.25,326.67,324.76,326.01,324.87,292.95,321.26,295.64,L5
2006-10-16 22:03:19+00:00,337.55,326.07,332.79,333.71,341.60,350.38,337.08,336.62,341.89,338.23,345.19,353.10,367.56,371.63,368.98,369.51,372.02,372.31,355.81,364.99,363.87,362.95,357.34,355.83,347.01,347.47,349.22,347.69,350.82,356.12,363.07,368.99,368.71,373.16,375.48,382.50,380.69,379.37,378.57,377.40,373.42,369.98,367.83,368.68,366.58,365.80,359.25,361.88,363.41,363.09,361.07,363.78,362.78,365.69,368.99,364.52,369.95,370.36,367.87,361.93,359.86,358.17,356.52,349.16,344.12,341.06,336.11,329.87,329.25,326.67,324.76,325.31,325.98,298.54,323.72,305.10,L7
2006-10-24 22:08:02+00:00,334.83,322.70,328.81,330.00,337.32,346.51,333.69,332.92,338.77,335.92,344.07,352.16,367.15,372.35,370.98,370.77,371.30,370.66,356.03,364.05,363.48,362.42,357.59,355.88,348.57,348.42,349.00,347.63,351.59,356.06,362.73,368.58,368.82,373.42,375.54,381.66,379.89,379.50,378.72,377.30,374.15,370.69,368.55,369.31,367.05,365.92,360.19,362.83,364.28,363.98,362.51,364.27,363.58,366.25,368.77,364.77,369.41,369.76,367.42,363.17,360.09,358.89,356.70,350.10,344.99,341.20,335.87,330.12,328.68,326.24,325.20,326.01,328.02,303.62,327.32,312.26,L5
2006-10-31 22:13:53+00:00,334.42,322.74,327.19,327.78,335.65,346.25,334.02,333.97,339.13,335.53,343.44,352.21,363.98,371.24,369.95,370.80,372.43,371.58,357.87,366.14,365.41,364.25,360.26,358.14,351.74,351.11,349.55,348.20,351.47,356.18,362.09,367.59,370.19,374.78,377.18,382.94,381.33,381.00,379.93,377.20,374.15,370.62,368.39,369.08,367.22,366.76,362.66,365.61,366.57,366.16,364.49,366.09,363.77,366.57,368.84,365.56,369.21,369.92,368.12,364.99,362.45,361.06,358.33,352.35,347.05,341.20,335.51,329.81,328.42,326.25,325.98,327.62,333.27,310.41,332.68,320.41,L5
2006-12-18 22:14:42+00:00,336.66,323.04,326.35,327.04,334.49,345.98,336.13,337.01,342.00,339.64,346.75,352.21,363.98,371.24,369.95,370.80,376.04,374.60,361.21,366.14,365.41,367.69,365.24,361.21,355.27,354.98,352.89,352.15,355.51,359.40,364.12,369.04,372.63,377.37,379.38,384.75,384.29,384.31,382.70,380.66,377.66,374.41,372.90,372.87,369.21,368.13,364.34,366.88,368.24,368.35,366.98,369.06,367.70,370.64,372.32,369.98,373.64,374.03,370.03,367.05,364.92,363.14,360.95,354.73,348.16,341.70,338.62,332.91,332.28,330.88,330.81,333.45,341.34,317.67,338.72,320.41,L5
2007-02-04 22:14:33+00:00,333.74,315.34,314.08,311.63,320.85,334.95,331.21,332.08,335.44,336.83,342.67,348.06,361.70,372.75,374.99,373.80,378.62,373.49,368.47,362.03,362.05,365.48,367.11,361.99,360.64,359.31,358.28,357.87,359.70,362.46,364.76,367.97,372.30,375.90,377.81,382.46,381.42,382.80,381.43,382.26,380.94,379.56,378.66,377.02,372.16,368.38,365.61,365.06,366.21,366.83,368.37,369.66,371.42,374.93,374.03,375.08,375.75,373.91,368.15,364.75,361.45,360.30,358.90,353.45,347.28,340.43,340.06,333.50,330.88,333.48,334.65,336.90,341.84,325.18,344.18,328.36,L5
