,dates,aus0127-0000,aus0127-0001,aus0127-0002,aus0127-0003,aus0127-0004,aus0127-0005,aus0127-0006,aus0127-0007,aus0127-0008,aus0127-0009,aus0127-0010,aus0127-0011,aus0127-0012,aus0127-0013,aus0127-0014,aus0127-0015,aus0127-0016,aus0127-0017,aus0127-0018,aus0127-0019,aus0127-0020,aus0127-0021,aus0127-0022,aus0127-0023,aus0127-0024,aus0127-0025,aus0127-0026,aus0127-0027,aus0127-0028,aus0127-0029,aus0127-0030,aus0127-0031,aus0127-0032,aus0127-0033,aus0127-0034,aus0127-0035,aus0127-0036,aus0127-0037,aus0127-0038,aus0127-0039,aus0127-0040,aus0127-0041,aus0127-0042,aus0127-0043,aus0127-0044,aus0127-0045,aus0127-0046,aus0127-0047,aus0127-0048,aus0127-0049,aus0127-0050,aus0127-0051,aus0127-0052,aus0127-0053,aus0127-0054,aus0127-0055,aus0127-0056,aus0127-0057,aus0127-0058,aus0127-0059,aus0127-0060,aus0127-0061,aus0127-0062,aus0127-0063,aus0127-0064,aus0127-0065,aus0127-0066,aus0127-0067,aus0127-0068,aus0127-0069,aus0127-0070,aus0127-0071,aus0127-0072,aus0127-0073,aus0127-0074,aus0127-0075,aus0127-0076,aus0127-0077,aus0127-0078,aus0127-0079,aus0127-0080,aus0127-0081,aus0127-0082,aus0127-0083,aus0127-0084,aus0127-0085,aus0127-0086,aus0127-0087,aus0127-0088,aus0127-0089
0,1987-05-22 23:06:56+00:00,128.39388036622518,141.61922996077712,139.8249627348708,141.17281665059352,175.84371916578115,166.24336102094395,169.7314182987913,170.11108411844828,180.9733866077232,157.10493885965874,158.02525312516917,167.92432802066315,178.91583448606417,177.61072050027954,159.04400247062964,187.744174762542,179.86342668171042,181.82633390745514,179.68604811437496,166.3339425863355,160.51214370960062,167.36381397047884,167.29247503229425,150.98344913341361,148.46759357871647,142.77535354335652,136.51324355461318,142.29274338976487,147.91807662033145,151.16684736671553,150.8218392305664,159.5042602330546,153.17463383927102,169.93102280255295,179.67871814366583,175.64035246121986,178.04326288040383,168.1702839249308,165.81237270779042,158.38112025793242,175.91932760113656,172.47452462012788,176.55010896910846,173.7744711225639,171.89912691321732,169.8065858541515,164.74819351457296,155.2864027118868,145.8074105242981,122.6193686781998,128.57018595039057,140.49689562032353,143.54386912964216,128.1456548059085,147.15188187109393,145.83134906931278,158.2410989509081,158.63478785883515,168.1402101286008,181.93537538215003,165.5156744009195,165.8663046615401,170.4704991750363,164.46745737946807,162.3661684846404,180.84136941383522,178.03598952221057,180.35775176141877,192.1900259846326,194.34521269300217,181.6596799474957,182.732184081215,177.6417756799393,171.99802100468497,178.73298631559032,169.23118579134214,152.42409455282126,148.5303392237442,132.0526358790796,125.99398056162676,130.36433944984532,125.36366126960766,123.66947900820327,119.13330281272304,113.05023623287276,171.87618959258668,,,202.84980129937958,190.10424036992052
1,1987-09-11 23:09:41+00:00,150.04900000059084,147.16048051864848,164.99421736877554,169.75243315246712,177.8646418055833,194.4716987621652,194.12615634008293,180.60910118001632,174.44017491204943,171.46068786468248,174.80396207071578,181.5289241389204,178.42425183065038,180.5181976351431,178.47722881176693,183.89677670429643,187.3502844170547,186.1258783440411,186.87983161363687,180.82545954812875,168.6367810663365,166.95644122513278,173.2303961152458,166.09535983502235,160.7208498332393,156.15897183850396,155.03804343288897,154.4893224434189,154.07026505736235,156.74471594678616,166.11385762448066,168.40157296754327,174.6762680205751,182.86708692225986,188.68348962667355,190.35123296065902,189.51866579907414,177.85944630325412,177.26721610556345,174.4357478933561,178.63735342458435,177.61517434159484,177.96983931804758,183.66343496947607,185.0737371091576,175.84662535201076,160.82487340114542,151.96276833371059,137.25076827743925,130.9716165823101,133.41153353510234,137.48759695206346,145.35045048856793,150.37164696673793,149.4400696161604,157.36956743154906,157.4862363875559,164.81286934893166,180.66361171757086,180.24890519175835,180.5490855383226,175.4856708494678,174.7306689041984,173.4642138804283,182.68772481709738,182.5973067444891,190.77591866154765,193.8451795708023,194.67610686514186,194.7743838507162,191.71921473726158,200.18054111661587,178.99664799623878,177.2436673208723,172.42670452787516,174.03134205775055,162.92174800678592,146.67068839392155,139.9903936671763,131.0481085668684,127.31710129062435,127.96163952473769,117.47354427066077,111.56932348577101,100.31388182572164,153.69351847974312,174.8190422611788,179.1117942549406,177.92191323311914,184.9749599408426
2,1987-09-27 23:10:03+00:00,156.3436165655152,161.47212728633718,171.06223539440643,176.40481837738747,182.847607739515,201.30041108567383,200.5608820037585,199.83532452183672,191.39492887053052,185.4414385052544,187.3576822298427,182.19078844518052,188.04913656409795,188.15385821332717,189.70698074520962,187.20592188488965,191.8165936642004,199.3383099299816,191.7847632928661,193.60226424841701,184.59402939272144,174.5538583263635,180.45341177345065,176.3277011424907,175.05016328875507,172.65741264022583,166.42169646277364,163.74691488897597,155.51416975597758,160.38705880957627,166.97462740807717,179.439311046825,176.7579559803413,189.00777280303046,192.4342666138833,190.13451898877483,189.68325456673557,189.0118568749301,180.73452862756164,177.80638796342888,185.5801442582659,178.9795910350731,181.6478027361443,186.21391483411847,194.44534320970868,180.2810877638266,169.22330638139258,158.2655452632629,148.53777975831076,136.81563980261907,141.0321545790666,144.22942469998404,148.03846831685934,153.08588598439354,160.51578115228187,161.25981772709804,166.3798269172109,170.8586698100964,186.95800768742345,187.70744042650685,180.20075424790213,182.6257338402681,178.6923144132195,178.24405205031385,180.23550749550677,188.1139233361368,191.83155496050614,194.65506302602358,195.33049680256065,190.8631211210683,190.77145753891037,197.1618515380131,179.86544112062157,176.96444382241833,172.2452817960433,165.93902535529205,162.55881161925973,147.06253124908673,138.47594036302422,128.81597547435047,125.98712139854297,120.08320052177424,115.24375969949371,114.7941061140364,108.58240339118231,156.83853300722404,176.01582071744954,182.96420110076184,177.08563386972963,187.9530358967512
3,1987-10-06 23:04:03+00:00,152.917133623763,148.94189614456866,161.20554038190633,167.10535943037087,178.25560622244686,195.76299717892783,192.71724288630082,189.70099982115747,182.01426996214502,174.3415263456831,175.33518438338612,178.60638621099508,181.41419323249488,176.259743241932,179.9657891979566,182.42900056229033,186.0835003177199,182.75393255467495,177.42478239076817,177.31578963453657,169.96586685356124,162.6495197060875,169.94920416997627,163.14788634468422,162.10101695704967,157.56289112078858,150.03724381884686,151.62693231131692,148.76289842375715,145.41804594026618,155.7246255044532,163.55595269811568,170.6905754523509,166.87362613037902,176.19099375849126,179.56667857665315,180.41354652312162,174.97442387859581,166.3574387740739,165.87341988557944,175.75146234949028,171.66489130740186,169.27654294067634,170.16221153027985,177.48878316021768,170.8742501081499,154.29118972178875,142.27086791660415,133.3885220115969,125.05207688328143,125.42119341722172,129.87494996657992,133.5337307669821,141.0259213782659,143.32483111973872,150.59122767922022,153.72494566817494,158.48868475166972,172.54598861803402,174.5503062737681,169.23293502326223,163.17178129412952,162.4158194523516,162.5125156431243,165.25788269870256,170.3975336873208,183.29390626834572,186.58389487143222,182.7864977657868,186.24870628074584,177.76039492978427,187.43902033264558,167.2014346213566,160.94807656947532,162.9955191429005,163.9237784749492,148.08058102406306,136.88130470699133,130.669395458666,122.42922868929622,117.34021812841766,114.68633059981566,107.26077331609177,105.47792616213317,94.85287422867307,145.38242450221304,162.7727586191642,166.8927103924063,170.18267960045313,183.0000499039825
4,1987-10-22 23:04:43+00:00,,,,,,,,,,,,,,,,,183.4250665653934,181.2187301643513,171.701232998985,168.13269285651356,161.1865481620634,159.58345445523744,155.323698817053,151.25975403818396,148.7772079460297,147.0801129401393,144.39484484592887,136.44670843698322,143.59179530058648,145.37057082124176,149.46730956698457,154.95282630634307,157.8898792892628,160.9204855159327,165.17081139873181,169.1404426732151,168.94959738591032,164.36483305480314,163.46494407763208,159.957699232983,159.56389299460238,162.41616923796192,163.17049012610852,163.23321125031785,167.2592754654315,153.0508628969188,147.24168795044872,140.26922305105725,128.02447382353617,120.66226091906975,121.78997127971218,122.32425292204059,128.5347992517817,135.16979992753383,136.10551591210387,144.89627537862597,149.75308832956676,158.8294750547052,166.1842052688464,171.4852649914934,170.5953283824441,164.03040910460527,159.0556792630984,157.34286955794806,159.75281341564897,164.63769408141422,174.01139269499075,176.41214080915782,177.86619121294672,174.8622447215396,176.4794149031031,176.1798907273602,165.100983862856,154.55800944850216,155.53637319585445,155.18197358434585,140.09792360953298,130.11005325677087,123.1468042694977,111.51073085098975,115.07071594315842,110.97688746056829,105.42418900477665,105.71200466276812,91.1848963971441,139.9002533873664,162.88724289878948,167.83315542475268,164.78306147734432,170.67934832119275
5,1987-11-14 23:10:59+00:00,146.9272015608332,148.2755783907333,147.89750744262517,159.96241607944842,171.1805897675581,181.35015113376002,176.24520309042094,171.07918037056453,166.2019593155731,168.99736624636415,169.83398510392163,160.61816748577922,168.68275865969093,169.92863657669915,169.96401955115033,170.85780892479738,178.11012969712294,182.44745868060437,170.8067723149644,169.99541791581595,170.55589224978002,159.64699122437628,154.85848881588385,155.4845202770694,155.0786494562637,144.1947889633375,143.72758935303955,137.9097551579805,135.27642796194203,142.01660555910675,147.0485297483212,148.33230992210957,161.69756131238728,168.78606722699027,180.01769045866146,165.74720893913997,163.01413932405228,163.18079701242334,166.1973929592977,164.12703203035574,165.1869374982673,163.02112329799945,168.01284157187763,171.7858486960552,170.18182922894403,161.673241517321,149.93724147911053,146.29777454338085,128.5693641020908,122.55403272666621,129.67966577224917,133.45986008705248,132.66933300681566,141.9585466620542,140.32103937915622,148.73887308313206,149.01279327792867,156.18487625484,163.22033240238812,166.75367699344042,166.15184606160807,173.07803559732025,167.33482602340922,156.93682170155046,169.19860633815227,168.7131379900968,178.60686397341706,176.81272586640495,177.3087164426197,174.50735835072336,178.7704230944052,177.81878128990138,170.2553589851587,164.95168023834097,163.6329312189609,167.54202511244915,,155.1102706403022,128.92489576039293,,,124.51135035952757,,99.50352356363864,88.91647565921802,138.7866723635185,164.04707356949248,160.06633039330802,164.49685290528618,175.44870107305425
6,1987-12-16 23:11:29+00:00,154.25225946582464,157.01560706997518,164.01923328520607,172.54672264503853,186.13823996856044,194.8610271338519,184.54203453497357,185.4792154108435,182.28456238121237,177.64857251785654,172.2527900785712,175.1726730205335,172.29905687680767,174.52161718438543,176.95161076075053,178.81287634590907,179.56800480546758,186.22372662209247,181.36130183903248,174.70218725857148,170.2598379662376,167.18110232248696,157.419405941296,158.57612846904414,157.61451586582785,158.30291049183296,152.5209893205561,149.28883002278968,149.12253802834886,154.86805974088642,154.83397349288742,166.58723240568125,167.8260272016381,176.37233237244527,185.7712342691126,184.37510928493506,175.46886357778706,176.37786706378807,176.39321471841174,179.7120019354581,174.358178133818,179.91521770056147,175.35825812554813,180.06793888057055,179.70601000521165,174.22226980582113,160.70325134519433,154.99220557346013,143.33926936371256,132.31571670372358,132.40084869621273,133.93097021286303,142.9221941199513,146.00141169798485,151.34797353163867,155.74047402873967,162.7846074387322,167.1625944018778,178.94741905917527,184.00641904401738,177.18485552334732,175.32854720275532,172.8452833292723,168.13964376753518,169.74586386755237,175.24558473307007,185.34664499468175,188.94636421093855,184.891734210807,185.61659881226856,187.96226729049422,185.55240761275843,178.1836279142634,170.3693639780528,167.98845163227404,169.61511382061693,160.9002921216316,145.7573940183584,130.95339442106422,130.5259505558925,115.11289807913448,116.48927309881498,110.92888121231952,103.0232279022648,99.89616473896767,149.45030403059536,163.6009241905932,167.3574038343208,167.03140740988795,171.75854494191816
7,1988-01-17 23:12:02+00:00,133.3410637580524,116.48688306388007,122.77894891260213,136.99688106658851,153.80966407943538,168.9894000360306,161.55343883610192,141.90062674560207,151.54384786485542,153.0346740033455,158.82291538694926,157.06325305928584,153.42095215625451,152.69133160369836,161.50158185219055,165.62871656596667,164.73220652035036,168.64509336874053,160.70175039223548,160.4702543963278,,,,139.61904792464645,140.2780484601975,135.85405475153823,136.55840090420588,128.55970890849756,128.27197134479093,133.9208741151769,137.22210525726598,148.6485780784231,153.8728887993812,155.6251234864617,163.91490549255067,171.1516362135984,162.0457487247475,158.95802963362775,156.49239641374095,150.95516809145187,155.4954340020613,159.1283655655688,158.01454813730123,160.89599180059747,158.29667697629333,151.1540208078615,144.98295407045936,132.08102190993085,116.13894439947974,107.36542898102857,111.1572596672439,114.46140109065779,123.97854013983309,125.17806622790904,126.57644211120171,129.1842869723296,137.88918050417436,134.9961404691383,143.5477747603718,152.12564281977666,151.45051411825114,150.05600235849343,155.87709557592171,150.75050302729807,150.93860679708905,156.39867822072262,148.8393490777774,147.7121891664533,159.80472809913584,162.3126484713027,164.07790841493153,166.773531032523,155.10347660653562,148.10728009343453,146.87579135625643,146.29386180200927,140.06530977225748,133.93170162997671,122.98052277057613,109.62318651360101,109.0122195750697,97.1707805861871,93.35918579286681,94.47442159802804,85.62042707681299,136.21386675280752,145.92538125622744,153.26141048867063,149.2268671983946,151.68335114902752
8,1988-02-18 23:12:35+00:00,129.46250382378577,135.0224497968175,135.91897513747975,138.41348932030854,164.04264810323428,179.25293631458567,163.7478426845876,157.40202262024894,154.00128724447646,155.6661725077429,158.94406075275316,158.1672821053115,150.30611473529396,158.52820244395173,162.4866427736414,165.92086881780128,166.88279884862425,162.7106913516006,164.2482284899113,159.13592424177955,153.05308118500898,146.7234848948149,146.7380330773587,147.45157945229306,143.2379968943065,137.27043595461174,140.88123564624078,131.21347070171976,132.91906486144876,135.1673759821138,140.24133856543588,151.5268102604913,147.95443197074712,155.54467886414045,165.93287835068134,164.7700141541879,157.87223359841914,156.49710553621222,153.6257809401483,152.81906069198394,152.52156890287029,149.87052125491374,159.48827190706513,161.80225440010392,159.29225339301146,150.3055133020728,136.00836482954898,134.6793176545639,119.32642180357342,110.28242832351592,105.45410907776034,118.68526918041337,124.27718108360962,133.6181421171891,131.34048465200652,127.72180795509396,137.12164760868265,140.10715129000545,149.51140375315833,159.13550977749424,159.8982667112096,149.55293510207423,151.15106120415635,150.07157861783364,155.26928199516823,158.9091584401196,169.0058248915559,173.66181172930334,160.97188196019388,159.82314324546647,163.85594503588015,167.01899609488603,149.3640431665501,151.67269024554327,150.94895864655211,144.74917776750263,141.54953991452936,134.25879539561421,120.35809633598262,113.65843467582759,110.58527292791283,106.3981423043491,104.05984094893518,90.24460477353834,83.6873444077672,131.45082773420845,155.2006986981173,163.7307849493017,160.69126069965523,164.22251043093524
9,1988-04-15 23:07:14+00:00,,,,,,,,,,,,,,,,,,,169.69060213602307,173.98552334445392,171.0825321898778,158.58101214764127,153.60959127240798,149.74054242641935,152.5967962265174,149.24679521888842,149.98902375896603,149.83896599453206,144.35959336532184,148.14017494436217,153.320466819402,159.42859709392678,168.6109358646644,169.5737183493936,168.89767929047994,177.44606098006798,170.3316321063753,179.1474382335004,169.74344141993905,171.8027926455856,168.53624242823983,170.5849991301354,175.06220234244768,170.39900217421712,177.5792359728122,164.28000979704908,153.8583711000713,143.33260832557747,135.41698205390747,117.53553053006534,126.69137017522527,138.2080992304732,133.16662687348716,134.69381876216292,131.87041834193766,142.74289528153028,141.18924630143502,159.67709631832363,161.89486338367178,171.27338559393576,165.31781082804613,164.36946264492528,165.71612600900366,165.1131284741176,160.43251287484762,169.5419050813802,170.63444830267255,189.2098442077515,182.30348758049448,179.44716222992537,184.67795668309083,182.3973816882408,177.39220578314965,169.00068496925994,164.76963294164514,165.10569265059493,145.21899594963367,135.9005101354239,131.30751531755234,125.33137656784257,117.00172934517312,108.33987714522564,104.0486292819283,104.7101363566529,89.86989914484482,143.36248836157668,182.59497530890724,204.41855849274071,214.01508958841663,179.84991146426705
