dates,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0012,nzd0490-0013,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0022,nzd0490-0023,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0034,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,satname
1999-08-26 22:07:32+00:00,338.0366666666667,318.75,281.9381818181818,273.64230769230767,286.52857142857147,298.68857142857144,308.51666666666665,322.21230769230766,326.5133333333333,331.6881818181818,330.24,324.8023076923077,334.7623076923077,334.23818181818183,329.2581818181818,328.51000000000005,321.61,324.02000000000004,327.63111111111107,332.53000000000003,341.51000000000005,343.1881818181818,342.4733333333333,350.28818181818184,346.14,344.9,345.2471428571428,343.4971428571428,340.57111111111107,341.2711111111111,332.3011111111111,327.1771428571428,332.0811111111111,330.5681818181818,326.6581818181818,330.24,328.8011111111111,314.20000000000005,323.1481818181818,317.9311111111111,L7
1999-11-30 22:07:23+00:00,345.9666666666667,327.02,304.5809090909091,284.0692307692308,283.09714285714284,292.6971428571428,302.9266666666667,328.0192307692308,338.4833333333333,335.8309090909091,340.06,332.5592307692308,330.71923076923076,329.11090909090905,333.4409090909091,326.25,328.62,338.53000000000003,342.78444444444443,344.90000000000003,350.8,350.42090909090905,347.8833333333333,346.91090909090906,352.92,352.26,359.2442857142857,356.2442857142857,351.78444444444443,347.8644444444445,347.39444444444445,342.25428571428574,332.00444444444446,330.28090909090906,331.0809090909091,328.73,328.38444444444445,325.98,319.5209090909091,318.22444444444443,L7
1999-12-16 22:07:33+00:00,351.92,335.24,310.0254545454546,294.0753846153846,299.40714285714284,316.8771428571428,321.43,342.5753846153846,346.79,348.3454545454546,345.17,339.28538461538466,334.40538461538466,339.82545454545453,338.3354545454546,335.36,338.14,346.5,348.1933333333333,347.8,350.43,348.3954545454546,347.19,343.98545454545456,348.31,,,,,,,,,,,,,,,,L7
2000-02-02 22:07:23+00:00,351.49,334.34,303.43090909090904,286.5161538461539,295.7428571428572,307.23285714285714,320.34999999999997,331.48615384615385,327.32,327.2509090909091,321.04,320.23615384615385,317.59615384615387,318.55090909090904,320.2009090909091,314.43,309.94,316.8,318.28,321.42,321.76000000000005,319.2009090909091,316.29,315.3809090909091,312.48,322.12,325.4457142857143,336.6457142857143,328.76,326.6,321.93,313.0257142857143,309.62,306.10090909090906,308.21090909090907,311.55,312.28,304.62,303.5709090909091,297.99,L7
2000-02-18 22:07:16+00:00,333.8966666666667,326.84,313.6118181818182,299.8376923076923,300.2428571428572,314.28285714285715,327.7966666666667,333.29769230769233,334.1733333333333,337.1218181818182,327.78000000000003,325.7676923076923,322.90769230769234,317.21181818181816,328.8618181818182,336.45,336.38,339.51,337.2211111111111,338.75,334.86,338.9118181818182,348.12333333333333,343.1118181818182,342.41,348.93,350.80571428571426,349.23571428571427,350.2811111111111,349.4011111111111,348.39111111111106,336.1557142857143,332.6111111111111,330.39181818181817,329.6918181818182,329.55,320.20111111111106,315.51,321.5418181818182,316.8411111111111,L7
2000-05-08 22:06:44+00:00,357.82,353.68,333.12636363636364,312.2946153846154,318.2757142857143,327.2257142857143,344.24,350.8646153846154,363.21,357.5263636363636,345.36,333.8046153846154,324.5546153846154,326.2063636363636,332.7263636363636,327.03000000000003,330.84000000000003,336.08,337.44,339.85,340.94,341.06636363636363,338.33,334.3463636363636,339.21,339.35,358.28142857142853,345.84142857142854,340.54,338.54,342.2,315.1014285714285,312.92,310.6463636363636,314.1463636363636,319.26,307.87,297.86,308.2063636363636,310.35,L7
2000-06-25 22:06:19+00:00,,,,,,,334.9766666666667,346.5769230769231,345.7933333333333,348.65727272727275,347.28000000000003,336.8669230769231,321.5569230769231,327.07727272727277,329.64727272727276,338.39,338.26,334.05,335.01111111111106,,347.15000000000003,345.5072727272727,352.5433333333333,350.39727272727276,357.29,356.74,369.4471428571428,368.6371428571428,334.39111111111106,,354.9011111111111,344.54714285714283,326.5511111111111,311.36727272727273,328.0072727272727,336.85,327.3411111111111,315.69,323.59727272727275,340.1111111111111,L7
2000-07-27 22:05:48+00:00,344.81,335.18,322.3963636363636,294.84153846153845,307.72,316.48,323.21000000000004,330.39153846153846,331.22,343.56636363636363,343.67999999999995,331.52153846153846,329.16153846153844,330.35636363636365,335.8863636363636,327.53,329.27,332.97999999999996,340.8433333333333,346.02,345.66999999999996,348.4563636363636,354.83,359.55636363636364,360.85,369.97,366.9,367.21,361.7733333333333,359.6133333333333,363.0733333333333,354.22,352.4033333333333,346.10636363636365,355.3963636363636,353.94,334.2833333333333,319.84,325.11636363636364,326.24333333333334,L7
2000-08-03 22:11:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,345.84,353.9757142857143,349.86571428571426,348.56444444444446,341.6044444444445,344.53444444444443,332.35571428571427,332.25444444444446,322.29818181818183,326.48818181818183,327.68,316.03444444444443,311.62,323.5681818181818,319.1744444444445,L7
2000-09-20 22:10:50+00:00,354.5466666666667,347.14,316.10272727272724,290.95846153846156,293.4871428571428,295.0671428571428,311.0566666666667,327.64846153846156,337.93333333333334,343.5527272727272,339.06,325.5684615384615,316.96846153846155,321.8127272727273,327.92272727272723,330.97999999999996,327.32,344.83,348.90777777777777,336.84999999999997,348.37,350.26272727272726,354.80333333333334,358.69272727272727,355.39,355.55,358.37428571428575,353.25428571428574,355.98777777777775,336.0077777777778,342.2577777777778,356.5442857142857,355.52777777777777,339.63272727272727,334.8727272727273,337.75,329.2677777777778,324.4,323.15272727272725,326.85777777777776,L7
