dates,nzd0235-0000,nzd0235-0001,nzd0235-0002,nzd0235-0003,nzd0235-0004,nzd0235-0005,nzd0235-0006,nzd0235-0007,nzd0235-0008,nzd0235-0009,nzd0235-0010,nzd0235-0011,nzd0235-0012,nzd0235-0013,nzd0235-0014,nzd0235-0015,nzd0235-0016,nzd0235-0017,nzd0235-0018,nzd0235-0019,nzd0235-0020,nzd0235-0021,nzd0235-0022,nzd0235-0023,nzd0235-0024,nzd0235-0025,nzd0235-0026,nzd0235-0027,nzd0235-0028,nzd0235-0029,nzd0235-0030,nzd0235-0031,satname
1999-08-05 21:46:35+00:00,345.70,332.70,315.24,316.11,305.27,313.38,321.71,,366.19,376.80,378.71,369.72,356.12,350.25,354.58,360.56,368.91,360.36,355.72,366.05,365.71,365.19,369.21,352.08,349.32,333.77,320.93,321.44,323.96,309.85,324.17,340.00,L7
1999-08-21 21:46:33+00:00,363.01,347.07,334.70,331.95,324.57,327.03,332.56,356.42,369.94,380.86,388.49,387.94,370.07,352.07,364.19,373.29,381.71,360.87,354.78,367.49,370.18,369.91,382.56,364.86,364.51,352.51,332.26,331.14,320.87,321.03,326.44,348.79,L7
1999-09-22 21:46:36+00:00,353.25,341.35,327.56,326.32,319.79,330.80,337.86,354.19,377.05,382.12,378.65,371.68,360.25,355.92,365.13,362.11,372.63,368.02,370.25,370.54,367.45,367.96,371.31,362.28,351.28,338.37,332.61,332.28,315.09,316.36,329.05,351.59,L7
1999-10-08 21:46:42+00:00,,,,333.35,332.71,334.53,349.37,355.01,370.24,388.03,,,,,,,379.56,378.41,370.58,362.95,364.62,363.01,384.06,355.69,338.71,332.76,322.87,316.51,315.20,313.82,324.57,344.70,L7
1999-10-24 21:46:32+00:00,360.51,346.72,333.34,328.81,328.76,334.29,347.95,361.36,376.61,384.58,380.96,368.28,364.10,359.42,361.51,369.35,381.47,377.07,375.11,373.44,373.18,369.22,377.92,363.50,356.04,348.79,334.60,330.79,321.04,324.71,332.45,354.85,L7
2000-04-01 21:46:10+00:00,345.27,329.49,331.70,330.19,321.31,317.51,324.94,347.66,349.82,366.48,354.38,360.26,362.59,362.71,356.96,365.72,377.72,373.94,368.65,354.37,352.51,361.51,361.27,347.44,342.42,342.28,325.99,325.92,314.63,314.11,328.41,350.39,L7
2000-05-19 21:45:43+00:00,364.24,346.51,335.10,325.12,325.69,326.62,338.97,348.26,370.45,382.56,375.30,370.29,368.42,371.34,367.44,373.82,381.19,380.86,367.23,360.58,360.86,367.42,368.33,357.23,355.76,336.60,336.76,334.81,327.24,327.95,335.06,356.96,L7
2000-06-04 21:45:32+00:00,,,,,,,,,,,,,,368.37,362.40,368.81,372.07,365.89,360.15,357.91,357.83,361.92,371.75,356.28,342.37,330.28,323.96,323.01,315.26,316.95,330.15,342.95,L7
2000-08-07 21:44:45+00:00,350.63,335.20,321.61,311.55,305.67,315.04,320.33,338.20,356.53,376.09,362.74,365.39,368.90,364.01,355.65,363.50,365.07,364.43,366.29,351.71,348.71,361.47,356.35,353.94,339.23,327.58,321.22,326.75,316.65,316.48,325.22,349.70,L7
2000-10-26 21:43:58+00:00,349.39,334.55,322.64,317.09,317.84,322.13,326.76,348.65,357.45,373.49,372.15,364.29,355.17,350.13,352.07,366.35,373.57,370.82,364.86,361.67,348.15,354.06,361.30,349.57,337.67,327.62,324.12,318.19,317.25,313.08,323.64,344.06,L7
