dates,satname,nzd0235-0000,nzd0235-0001,nzd0235-0002,nzd0235-0003,nzd0235-0004,nzd0235-0005,nzd0235-0006,nzd0235-0007,nzd0235-0008,nzd0235-0009,nzd0235-0010,nzd0235-0011,nzd0235-0012,nzd0235-0013,nzd0235-0014,nzd0235-0015,nzd0235-0016,nzd0235-0017,nzd0235-0018,nzd0235-0019,nzd0235-0020,nzd0235-0021,nzd0235-0022,nzd0235-0023,nzd0235-0024,nzd0235-0025,nzd0235-0026,nzd0235-0027,nzd0235-0028,nzd0235-0029,nzd0235-0030,nzd0235-0031
1999-08-05 21:46:35+00:00,L7,345.70,332.70,315.24,316.11,305.27,313.38,321.71,,366.19,376.80,378.71,369.72,356.12,350.25,354.58,360.56,368.91,360.36,355.72,366.05,365.71,365.19,369.21,352.08,349.32,333.77,320.93,321.44,323.96,309.85,324.17,340.00
1999-08-21 21:46:33+00:00,L7,368.01,352.07,340.08,336.62,329.57,333.39,339.56,362.25,375.32,385.53,393.16,391.83,374.45,356.74,368.56,377.66,385.83,365.24,358.67,371.61,374.30,374.58,386.93,369.53,370.34,358.87,338.62,336.52,326.25,326.41,332.27,354.62
1999-09-22 21:46:36+00:00,L7,361.11,349.21,336.02,333.65,327.65,340.80,348.86,363.36,385.51,389.45,385.98,377.79,367.13,363.25,372.01,368.98,379.10,374.90,376.36,377.01,373.92,375.29,378.18,369.61,360.45,348.37,342.61,340.74,323.55,324.82,338.22,360.76
1999-10-08 21:46:42+00:00,L7,,,,338.42,338.14,341.44,356.97,361.34,376.09,393.10,,,,,,,384.03,383.16,374.80,367.42,369.09,368.08,388.81,360.76,345.04,339.67,329.78,322.36,321.05,319.67,330.90,351.03
1999-10-24 21:46:32+00:00,L7,365.80,352.01,339.03,333.74,334.05,341.02,355.35,367.53,382.30,389.51,385.89,372.39,368.72,364.35,366.14,373.97,385.82,381.70,379.22,377.79,377.53,374.15,382.54,368.43,362.21,355.52,341.33,336.48,326.73,330.40,338.62,361.02
2000-04-01 21:46:10+00:00,L7,352.98,337.20,340.01,337.39,329.02,327.33,335.74,356.66,358.13,373.68,361.58,366.26,369.34,369.91,363.71,372.47,384.07,380.69,374.65,360.72,358.86,368.71,368.02,354.64,351.42,352.10,335.81,334.23,322.94,322.42,337.41,359.39
2000-05-19 21:45:43+00:00,L7,361.81,344.08,332.48,322.85,323.26,323.53,335.57,345.43,367.83,380.29,373.03,368.40,366.29,369.07,365.31,371.70,379.19,378.73,365.34,358.58,358.86,365.15,366.21,354.96,352.93,333.51,333.67,332.19,324.62,325.33,332.23,354.13
2000-06-04 21:45:32+00:00,L7,,,,,,,,,,,,,,361.84,356.28,362.68,366.31,359.77,354.71,352.15,352.07,355.39,365.63,349.75,334.20,321.37,315.05,315.47,307.72,309.41,321.98,334.78
2000-08-07 21:44:45+00:00,L7,350.92,335.49,321.92,311.82,305.96,315.40,320.73,338.53,356.84,376.36,363.01,365.61,369.15,364.28,355.90,363.75,365.31,364.68,366.51,351.95,348.95,361.74,356.60,354.21,339.56,327.94,321.58,327.06,316.96,316.79,325.55,350.03
2000-10-26 21:43:58+00:00,L7,354.25,339.41,327.87,321.62,322.70,328.31,333.56,354.32,362.68,378.02,376.68,368.07,359.42,354.66,356.32,370.60,377.57,375.07,368.64,365.67,352.15,358.59,365.55,354.10,343.34,333.80,330.30,323.42,322.48,318.31,329.31,349.73
