dates,nzd0235-0000,nzd0235-0001,nzd0235-0002,nzd0235-0003,nzd0235-0004,nzd0235-0005,nzd0235-0006,nzd0235-0007,nzd0235-0008,nzd0235-0009,nzd0235-0010,nzd0235-0011,nzd0235-0012,nzd0235-0013,nzd0235-0014,nzd0235-0015,nzd0235-0016,nzd0235-0017,nzd0235-0018,nzd0235-0019,nzd0235-0020,nzd0235-0021,nzd0235-0022,nzd0235-0023,nzd0235-0024,nzd0235-0025,nzd0235-0026,nzd0235-0027,nzd0235-0028,nzd0235-0029,nzd0235-0030,nzd0235-0031,satname
1999-08-05 21:46:35+00:00,345.70,332.70,315.24,316.11,305.27,313.38,321.71,,366.19,376.80,378.71,369.72,356.12,350.25,354.58,360.56,368.91,360.36,355.72,366.05,365.71,365.19,369.21,352.08,349.32,333.77,320.93,321.44,323.96,309.85,324.17,340.00,L7
1999-08-21 21:46:33+00:00,354.36,339.88,324.97,324.03,314.92,320.20,327.13,356.42,368.06,378.83,383.60,378.83,363.10,351.16,359.38,366.93,375.31,360.62,355.25,366.77,367.94,367.55,375.88,358.47,356.91,343.14,326.60,326.29,322.41,315.44,325.31,344.39,L7
1999-09-22 21:46:36+00:00,353.99,340.37,325.83,324.79,316.54,323.74,330.71,355.31,371.06,379.93,381.95,376.45,362.15,352.75,361.30,365.32,374.42,363.08,360.25,368.03,367.78,367.69,374.36,359.74,355.04,341.55,328.60,328.29,319.97,315.75,326.55,346.79,L7
1999-10-08 21:46:42+00:00,353.99,340.37,325.83,326.93,320.58,326.44,335.38,355.21,370.86,381.95,381.95,376.45,362.15,352.75,361.30,365.32,375.70,366.92,362.83,366.76,366.99,366.52,376.78,358.73,350.95,339.35,327.17,325.34,318.78,315.26,326.06,346.27,L7
1999-10-24 21:46:32+00:00,355.62,341.96,327.71,327.31,322.22,328.01,337.89,356.75,372.01,382.48,381.70,374.40,362.63,354.42,361.35,366.33,376.86,368.95,365.29,368.09,368.23,367.06,377.01,359.68,351.97,341.24,328.65,326.43,319.23,317.15,327.34,347.99,L7
2000-04-01 21:46:10+00:00,352.89,338.11,332.52,330.78,327.59,328.78,340.75,354.68,365.56,379.70,367.67,364.27,363.35,361.06,359.24,367.54,379.58,376.47,371.45,363.59,363.44,364.58,374.42,355.54,345.72,341.28,327.82,324.41,316.96,317.55,328.48,349.98,L7
2000-05-19 21:45:43+00:00,354.75,338.00,333.40,327.65,323.50,322.06,331.96,347.96,360.13,374.52,364.84,365.27,365.50,367.02,362.20,369.77,379.46,377.40,367.94,357.48,356.69,364.47,364.80,352.34,349.09,339.44,331.38,330.37,320.94,321.03,331.74,353.67,L7
2000-06-04 21:45:32+00:00,354.75,338.00,333.40,327.65,323.50,322.06,331.96,347.96,360.13,374.52,364.84,365.27,365.50,367.47,362.27,369.45,376.99,373.56,365.34,357.62,357.07,363.62,367.12,353.65,346.85,336.39,328.90,327.91,319.04,319.67,331.21,350.10,L7
2000-08-07 21:44:45+00:00,353.38,337.07,329.47,322.29,317.56,319.72,328.08,344.71,358.93,375.04,364.14,365.31,366.64,366.61,360.61,367.96,374.01,371.28,365.58,356.14,354.98,363.08,364.43,353.72,344.94,334.19,326.98,327.62,318.44,318.87,329.71,350.00,L7
2000-10-26 21:43:58+00:00,354.75,338.75,326.45,317.92,316.40,321.26,328.69,345.04,361.48,377.38,370.06,366.66,364.16,363.46,359.39,368.12,372.98,370.50,364.63,357.97,353.89,361.22,364.43,354.25,343.76,330.52,326.51,325.69,319.10,318.62,328.52,348.42,L7
