dates,satname,nzd0579-0000,nzd0579-0001,nzd0579-0002,nzd0579-0003,nzd0579-0004
1999-07-02 21:59:57+00:00,L7,,,,,
1999-08-03 22:00:08+00:00,L7,197.04,,,,
1999-08-26 22:05:56+00:00,L7,238.67,222.96,216.80,215.12,208.19
1999-09-27 22:06:00+00:00,L7,219.69,219.42,210.99,203.94,200.61
1999-11-14 22:05:54+00:00,L7,305.53,226.13,215.73,209.26,210.62
1999-11-30 22:05:47+00:00,L7,307.31,,220.45,206.67,207.07
1999-12-09 21:59:45+00:00,L7,244.71,227.26,222.71,220.49,203.70
1999-12-16 22:05:57+00:00,L7,313.99,,222.06,208.88,212.80
1999-12-25 21:59:40+00:00,L7,243.51,226.05,222.03,215.86,206.86
2000-01-17 22:05:47+00:00,L7,278.45,214.67,207.37,203.75,198.68
2000-02-27 21:59:52+00:00,L7,322.58,,223.79,221.13,213.40
2000-03-05 22:05:36+00:00,L7,218.26,210.90,205.73,203.21,192.69
2000-03-21 22:05:37+00:00,L7,219.10,215.52,206.70,203.45,201.47
2000-03-30 21:59:21+00:00,L7,268.43,226.25,219.92,218.11,203.11
2000-04-15 21:59:31+00:00,L7,,,,199.16,
2000-05-01 21:59:06+00:00,L7,244.88,226.85,220.00,223.31,212.60
2000-05-08 22:05:09+00:00,L7,290.96,,213.47,204.09,
2000-05-17 21:59:19+00:00,L7,228.15,217.59,213.53,203.88,
2000-05-24 22:04:58+00:00,L7,305.59,,207.19,201.02,
2000-06-18 21:58:39+00:00,L7,247.44,225.74,211.02,213.91,
2000-07-04 21:58:50+00:00,L7,256.86,221.69,217.14,206.07,
2000-07-27 22:04:12+00:00,L7,283.13,,220.35,215.23,
2000-08-05 21:58:20+00:00,L7,332.45,,216.19,200.17,
2000-08-12 22:04:05+00:00,L7,226.25,219.37,205.90,204.11,205.27
2000-09-13 22:03:38+00:00,L7,225.80,219.20,203.40,200.90,193.35
2000-09-22 21:57:41+00:00,L7,329.13,,214.12,206.22,202.19
2000-10-15 22:03:08+00:00,L7,222.96,209.40,196.72,192.78,190.52
2000-11-09 21:57:09+00:00,L7,230.72,226.11,214.46,201.84,205.73
2000-11-16 22:03:20+00:00,L7,242.54,221.30,213.40,204.81,202.68
2000-11-25 21:57:34+00:00,L7,220.70,219.11,209.75,203.78,205.85
2000-12-11 21:57:36+00:00,L7,215.56,203.59,195.95,197.62,197.46
2001-01-12 21:57:42+00:00,L7,221.23,220.27,209.66,205.37,204.25
2001-01-19 22:03:31+00:00,L7,226.98,219.48,208.78,203.57,200.03
2001-01-28 21:57:44+00:00,L7,217.10,210.67,207.80,202.29,206.82
2001-02-20 22:03:24+00:00,L7,223.18,219.01,211.50,203.07,202.40
2001-04-02 21:57:18+00:00,L7,317.15,,,,186.19
2001-05-20 21:56:40+00:00,L7,223.32,224.25,211.75,205.44,
2001-05-27 22:02:48+00:00,L7,300.23,,213.81,204.35,
2001-06-05 21:56:28+00:00,L7,211.72,201.42,212.37,204.83,
2001-06-28 22:02:21+00:00,L7,332.49,,202.57,,66.40
2001-07-07 21:56:36+00:00,L7,235.75,225.74,219.08,207.93,
2001-07-14 22:02:21+00:00,L7,317.55,,209.10,,
2001-08-15 22:01:50+00:00,L7,270.35,229.72,215.17,204.63,208.69
2001-09-25 21:55:40+00:00,L7,332.04,,213.01,206.51,202.83
2001-10-02 22:01:16+00:00,L7,220.67,219.68,196.50,201.68,191.29
2001-11-03 22:01:22+00:00,L7,217.94,211.33,199.19,197.91,191.15
2002-01-22 22:01:52+00:00,L7,332.56,261.66,215.26,204.97,207.06
2002-01-31 21:56:02+00:00,L7,225.95,223.74,216.39,208.94,211.55
2002-03-11 22:01:55+00:00,L7,218.22,217.99,204.72,202.67,193.19
2002-03-27 22:01:49+00:00,L7,220.84,217.23,208.41,198.33,192.28
2002-05-07 21:56:03+00:00,L7,249.47,227.81,208.74,199.76,
2002-05-23 21:55:30+00:00,L7,,,,,
2002-05-30 22:01:37+00:00,L7,280.35,,218.43,225.41,
2002-07-01 22:01:27+00:00,L7,305.74,,,,
2002-07-17 22:01:20+00:00,L7,345.50,,203.69,,
2002-08-02 22:01:13+00:00,L7,309.50,,214.88,201.13,
2002-08-18 22:01:09+00:00,L7,267.55,229.45,213.07,203.95,205.10
2002-08-27 21:55:12+00:00,L7,265.09,234.31,212.27,204.15,205.39
2002-09-03 22:01:00+00:00,L7,,,207.85,199.73,196.13
2002-09-12 21:54:43+00:00,L7,280.95,234.89,195.55,188.81,187.39
2002-10-05 22:00:43+00:00,L7,217.62,221.07,200.85,203.47,194.46
2002-10-14 21:54:31+00:00,L7,283.22,243.60,214.13,208.66,206.66
2002-10-21 22:00:48+00:00,L7,217.01,219.28,198.41,197.60,192.15
2002-10-30 21:54:37+00:00,L7,294.51,228.22,201.23,200.19,191.98
2002-11-06 22:00:53+00:00,L7,216.50,219.01,198.64,197.35,195.71
2003-02-03 21:55:49+00:00,L7,222.17,219.73,206.04,198.38,197.00
2003-02-19 21:55:54+00:00,L7,210.50,214.19,200.01,194.03,187.84
2003-02-26 22:01:40+00:00,L7,242.29,226.93,216.07,206.29,205.44
2003-03-07 21:55:34+00:00,L7,306.98,,,301.80,261.89
2003-03-14 22:01:44+00:00,L7,231.89,223.55,214.15,205.23,201.36
2003-03-23 21:55:28+00:00,L7,319.87,241.23,211.42,201.54,193.25
2003-04-08 21:55:35+00:00,L7,321.03,228.10,211.90,210.92,202.80
2003-04-15 22:01:45+00:00,L7,220.30,219.71,205.03,198.49,191.17
