,dates,jap0098-0000,jap0098-0001,jap0098-0002,jap0098-0003,jap0098-0004,jap0098-0005,jap0098-0006,jap0098-0007,jap0098-0008,jap0098-0009,jap0098-0010,jap0098-0011,jap0098-0012,jap0098-0013,jap0098-0014,jap0098-0015,jap0098-0016,jap0098-0017,jap0098-0018,jap0098-0019,jap0098-0020,jap0098-0021,jap0098-0022,jap0098-0023,jap0098-0024,jap0098-0025,jap0098-0026,jap0098-0027,jap0098-0028,jap0098-0029,jap0098-0030,jap0098-0031,jap0098-0032,jap0098-0033,jap0098-0034,jap0098-0035,jap0098-0036,jap0098-0037,jap0098-0038,jap0098-0039,jap0098-0040,jap0098-0041,jap0098-0042,jap0098-0043,jap0098-0044,jap0098-0045,jap0098-0046,jap0098-0047,jap0098-0048,jap0098-0049,jap0098-0050,jap0098-0051,jap0098-0052,jap0098-0053,jap0098-0054,jap0098-0055,jap0098-0056,jap0098-0057
0,1984-04-26 00:41:47+00:00,,,242.36671266236152,209.95136153930764,,,213.6041008089791,,205.9506599708114,,,,165.16437578557762,164.83072438956805,183.66599882497013,,,207.3208889103016,,,,,,,,,,210.36955808310356,217.4766551867325,,,,211.98418605982124,222.36782773248464,209.96929382144418,,,,,,,,,171.7480089914372,183.31991759400972,,160.58688815089943,160.47618823084863,162.24409148351634,,,144.2809490513674,,,168.0691825574177,151.1908729154151,145.30430003247974,167.1399242332708
1,1984-07-31 00:43:53+00:00,,,250.39562182973359,,,,,,,,199.45110137555295,,165.16238695746534,168.82403162151684,,205.14844275892625,,,,,,,235.33476252978016,,240.64448863182136,,,,,,,,,207.24262015710454,215.70518505252747,,,,195.93227482913315,209.7152152257905,,,,,,,,,,185.72222492400726,,,,,161.44753578508977,157.6474682374361,146.72831390336944,169.52593700210133
2,1984-09-17 00:44:44+00:00,,,247.4182348893293,243.60116782621265,257.46534481599303,,242.82222706447357,245.12207157095816,245.43538674799458,,,,,208.5302064957538,,,,227.4252749887749,,,,,,,250.9209704811942,,250.32189086525696,,,,,,231.35050887751223,240.99102304119484,250.77963906853114,,,,,227.36010004307514,,,,210.36465152067723,222.0073662686182,,,187.88619483225534,192.09837795569268,,186.73919681225462,,,,,,,
3,1985-05-15 00:44:44+00:00,282.32051354016806,,,,271.36058433090597,,,245.566539642318,,,232.37695899708132,,,,,194.8688183593347,,,,,,,241.9164760183089,,,,,,,,,,,,,,,232.2052894123874,238.7931040465835,,,,224.5757670184268,213.45217513380283,,,189.21976925041147,203.56730048883242,207.82920304687855,189.68031588009435,172.4366639777149,178.32326190150815,,,171.1687371340167,166.30408072336934,,
4,1985-05-31 00:44:45+00:00,296.5746238396417,,,287.37163034621693,,,,255.00382269094567,,245.62628289106542,,,,,,208.29892840114096,,,,231.0514818688791,,239.61865087467305,256.23820860621333,251.90712513871708,,256.8433085892873,,,,252.0440931869915,,,,255.08557522737684,,255.3334791289723,,,,,,,,,211.46101743792437,,207.09643014360515,217.2386657491246,203.20687379478946,,194.68868405083168,,,183.90158695071375,,,191.4628468118742,203.36075937496136
5,1985-06-16 00:44:43+00:00,296.0922456436467,295.78650334881286,,288.9866319388878,285.15573311570296,277.0671823742869,267.98955442289645,,,,,228.06024831748346,,,,,,,,225.05532328360175,,,256.7065052779391,243.57254537476746,,,,,,,258.2166478312068,,,,,266.1499525172474,,259.6740789798739,,,,,229.29843833641564,,224.34203761082665,,,,,207.77742703745471,212.95602997519342,,,,185.3077260410419,200.39593311573532,,
6,1985-08-19 00:44:15+00:00,303.15414309044604,286.872481236086,,282.9128218799971,278.2079326389977,276.3976766461419,275.2176415361402,261.0258594840052,252.53235822400177,,237.5674103934119,,,,,,,,,,,,,256.5195370878884,,,,,,,278.44934744630586,,,,,267.30851276460675,,,,,,,232.87779072153072,,225.60161126011354,,,230.70058518033116,,,,,,,,,,181.50667899528636
7,1985-10-22 00:43:30+00:00,280.14520535093203,284.41206209982136,,291.4886295570943,295.6019037557149,273.3720050693263,,,247.6328830861908,248.85723940510786,,232.70460347378358,,,,,231.80009956896808,,,238.3811014371069,,,,,,,274.5744215129386,,,262.1002761957075,275.0112082390158,,,,,,,,,,,,229.5482460897216,,224.05910808725562,,,,,198.96601208380704,,196.2328179614014,,190.0881557292762,168.8315172597828,190.90670470929544,194.06702927596928,203.66766443332963
8,1986-09-23 00:34:56+00:00,244.4433917574661,251.20776298455127,,271.39190731618135,,255.8116163988714,239.11891516906735,,223.4177787738663,230.3889976547181,212.19044687110372,196.65964673282016,,,200.07515372254727,,,,,,,229.32399612363622,243.25715590397775,226.08872876471838,223.38168571123492,,,239.81811228386655,250.83129205586798,,245.6653618418481,263.3366680034548,270.4032084990098,,247.52499348379808,,,,,,225.3189069020404,,,191.09906154918934,,,,,175.81878465973955,174.40819793943157,,164.36837973245886,,155.52265749395212,158.69677840246078,156.26480225302836,167.60651983847845,194.54630057813625
9,1986-11-10 00:33:17+00:00,,266.05341869014416,231.39238907162814,,259.1836411792635,,262.14700156664884,224.21135708409486,200.51803110094963,214.84810830537728,214.5938359600059,,180.25278463844663,202.8567656499721,,,,,203.4583212079074,,,243.63275226612194,,,,,236.92065935046045,,,242.792776362756,,241.69383792316512,250.6036545717984,243.28682715623862,,263.9435248100921,228.81355618849778,,223.68109687530836,,,196.24551902729564,195.14876927079803,182.6933869852372,191.00677201193616,,193.97683441016224,,,196.85678690355772,210.61607205974133,182.54394426982878,,140.1708960314371,142.55040407771193,159.96070476354052,175.03392398425544,211.9263014833244
10,1987-04-03 00:37:09+00:00,216.071652432426,252.0405288215241,,285.20457575109464,,243.91336739035876,,239.1202867478019,,241.1041695303644,,,210.30693205242812,,212.08698592807832,,222.52779740636134,218.47304965873087,,,,,,,,,,,,,,253.4592620832703,,,261.26367462499405,,,247.88639788014575,,,,,,,,,,,,205.16006916115032,,202.24558758787896,,218.72095351185283,,,,
11,1987-05-21 00:38:35+00:00,247.32196993789427,304.4679128530555,,293.5094171339101,,,266.4198652280785,,,249.84894520674743,,,,,203.81735722531775,242.996396346513,,,,255.9784323563697,,,261.5835107003786,,254.75314983018512,267.7230391587919,273.39611811220334,,258.0924694943187,,,,,,,,250.85984986115207,256.4173531547774,243.11057669849546,,251.10970456926105,,,,,,,,,,206.91351731200322,,,213.78315925451795,,208.22953493529832,,
12,1987-06-06 00:38:59+00:00,254.93991708552355,,,291.32484084333566,227.99238886434583,225.00231594836768,218.60114711359387,231.3542426090034,,229.0160538695919,199.77729191958372,179.72692210213788,181.067820778253,,172.2269109032765,,,227.51075681760366,,226.7092784491043,,248.89845620589534,,240.57836003406476,255.89551265701354,,,,,,230.09343929482156,,252.48513725431138,241.46155778565088,,,217.63558478591804,192.3897611815321,,,,,,,,,,,192.29537281291394,207.65468177878552,206.14964616499358,,,207.41996617784199,,186.95792990968874,,
13,1987-06-22 00:39:20+00:00,,,,,,208.95590388938285,213.29248396151064,219.3654233687666,197.03478924101765,186.03738173150413,183.81929117452032,175.6614629541803,153.61088956554408,,,,,,174.45980720102708,,,,,,,,,,,,,,,,,,192.9104063768187,189.71415140423306,,181.25410183807148,159.90029661087806,175.6106686604161,160.8175445554817,159.66060047451208,164.06890654099647,163.8328950482954,161.80095501259973,,164.595067764525,156.66935219307186,144.7798313634701,,,,137.64510728846534,148.89087914671387,145.31691066544053,
14,1989-07-29 00:41:44+00:00,,275.7859050705815,,,263.42379380914554,,,253.50614609579728,,245.76256831171497,,,,198.25285608405005,,,220.96514511194883,,233.92315567157232,,238.8047063746579,264.0064355745068,,,264.6850215428841,,,,243.38414387558313,,,267.2535434004961,,,,,,,226.43450977610524,,,,,,,,,213.58642011625824,201.89984084604995,,,,,195.5500409871655,,,,216.297413886892
15,1989-11-18 00:38:43+00:00,270.2371415387623,,271.3370284614064,,257.8479695010661,,240.4117613727812,,,,,196.4847500722333,,,,,,207.3851177137868,,,,,,,235.85402315699446,,235.11475084338835,,,,,,,217.85015681436008,218.62176655270957,,212.57507271951775,209.915471622133,206.77262923010673,201.9281876038424,199.90304756712908,203.2638638883576,196.07121886608786,188.81571812795636,184.88159138754926,180.82902599449176,183.576560508095,,192.64726494679638,184.01620170877055,170.47140357530688,,165.5027435582597,170.54272105305463,165.2251148361986,158.55285773912703,168.01516181093695,
16,1990-02-22 00:35:55+00:00,284.89373329206177,286.0225187635814,,,,,,272.4621286382385,,252.37779667162602,,,,204.8634688473934,,222.66677167857512,,,,,,252.44397309777196,243.6845551828359,257.145756942213,,,,,,263.6281580650728,,,,,,243.3137510256547,,234.68993706655283,,,217.640777756924,223.13876849610907,,,,,196.5197673222555,196.69612941155646,187.90731629327053,199.10358712236558,211.3747018288502,,203.2896302203133,,,208.076069179613,,
17,1990-04-11 00:34:48+00:00,,287.4930525479641,,,,,268.5378688981967,264.7816161481732,262.5957500409932,236.92789121469534,,,222.72194531757336,209.81405351097405,225.32765083445574,,,,,260.8926395859746,253.9616865340091,251.81285972180345,277.7668791759632,277.5444894852541,,314.1209925545555,,,,,,276.82890082566075,274.4993213904589,,,265.9739790965002,,,,247.37898814171277,,261.68347841473684,,,,,,,214.43465784144735,224.428701305628,225.30524446592514,223.20874589493965,,,,232.0305826587808,,
18,1990-04-27 00:34:48+00:00,,244.7402109361482,,249.01055241370202,253.9117461977485,,239.04586934945732,237.13312418138432,250.6906340955958,245.2588476481383,,,198.72774014526652,,,196.81535388930092,,,,,229.38378440647563,,,233.0190791875258,,282.9290066547666,,,231.95784415102653,238.4136605523162,,226.2657870985331,,,231.96064211066016,,,211.1278616775409,,207.44065506020158,,227.5987647986545,,,,193.56427979453923,163.4657539932902,172.89183649591374,170.526534991067,182.6066725380051,,197.82073647330304,,,201.8280775725663,,195.36317563789007,201.1169973951598
19,1990-05-29 00:34:48+00:00,,,,,267.52951514622254,,,,,255.79298501802646,,,,,,,,,,247.23711596238135,245.70677870540834,,258.4067062642297,,,293.50656803618756,,,,,,253.0383429221227,,,,,,246.98179428095145,,,,234.96734783429517,,,,,,,,213.28937018790685,,206.4923842975034,,201.23035670468644,,204.40268912814454,,217.64916976671805
20,1990-06-14 00:34:47+00:00,,,246.69710657544326,,,,236.17058046000326,238.5208098991906,,,,,196.07953169126424,,,,207.44415349817385,,213.74968891457718,,,219.14373642549452,,228.2904661872663,231.8379098498053,,,,226.02341949161058,211.78558007168007,191.9053577427385,216.33230609764013,,216.82585606905099,182.9507805194017,,,209.98623588803028,,,198.8606240206784,,186.85484134116606,,,,189.28381447548597,175.3471741168463,167.97310082023844,193.3722609718406,,179.51769272024427,180.3247691937236,181.8196901059855,,176.25080250459234,187.61939348749155,198.92549209181027
21,1990-10-20 00:34:10+00:00,312.0777710376344,,,,,,,,239.92672557471928,225.4527121213427,,216.51363366129607,,203.98821825384184,217.5932137451674,,227.82962304797675,,,,246.52996702029424,,260.732806455358,,246.96750568872233,,,,,,,,267.6601322931415,,,255.424940657893,,,237.76867517307633,244.82584766662524,,,220.09080915821795,,,,,,203.58095235916315,210.10053441211414,,,,,,187.26048074228567,191.73905391890466,
22,1991-03-13 00:35:58+00:00,,,,249.96474698793148,254.30703110795966,208.57054553912357,219.77519737932644,276.5899228913763,,198.682471451779,,,183.21623098926227,,182.65482727895179,,192.49289667079339,206.7432525381948,202.75940477291772,218.99176042619027,,,222.8608809662359,234.51731444915208,,,233.05549929024377,,,,231.1741642531235,,232.13267132078423,,,,,,209.55308946227782,191.14879622376625,,,,,,,178.12298448214764,187.89738523880257,179.43260224900055,180.3658083518386,185.6220304575632,170.66350774149382,174.89336993725445,189.51106640205123,202.33823438984027,,234.7482372737355,
23,1991-06-01 00:37:19+00:00,,222.0820637025251,238.0336177240965,236.05122135209004,257.05229706916634,,,,,198.22466022712797,,,,,,,,,,224.78446707530756,,,232.63608265410681,242.51658585439586,,247.0287831317529,,,239.49941368299832,,216.27268202628025,242.26947895235202,,223.66302761965295,,242.8236952470539,236.80068171208188,,224.37674870868204,,,,,,,197.72446000537985,202.73483498018444,,175.0986058653226,174.79756961204686,,,,207.16656079740815,,,223.04277711729205,
24,1991-07-03 00:37:48+00:00,,228.35716237000835,257.99135869857867,269.4434867120796,,,,,243.62812244341376,,,,198.99521422831089,184.8162269203058,,,207.6901029085186,,,,248.14891833462423,243.0054279440113,,,,257.4302674913555,246.70154732247823,,244.53481131141254,,,,245.95850972168034,,,,241.92969012562097,,,,,217.5467717979871,222.74715677264436,,,224.55968379179808,,,,,202.03511469884938,,,,194.5232556454156,204.07103480973836,,228.88437101659525
25,1991-07-19 00:38:00+00:00,,199.6838321221758,258.60989327050265,,,238.08593640716694,,,204.96309297537942,189.5848021373536,181.1367943278665,,,161.96203488558402,162.61651061343133,,,177.66768904738447,,,,,,,233.81369544502155,,213.68007088625507,225.60380858392946,217.63719107086996,214.81909629442356,204.1278779586763,208.64436682707395,227.387017722505,224.2046285481437,213.88979437802428,219.12009988027125,213.2933308407596,207.7541784568061,208.48644998385183,200.88687058589514,188.05193125064451,197.0644255073667,188.58306277061408,184.28867769553236,190.97721688363117,186.00188247409017,183.40442829621972,178.48125770693613,169.54970278300874,169.89216494137426,175.89201259326947,173.83178674448183,164.6430712920779,167.285478803162,162.68315947373245,172.28540758012252,177.23220939395202,
26,1992-03-31 00:38:42+00:00,,,,,,199.0101226639216,179.55489722033337,,190.2369905750169,190.40889244857095,166.81086505687276,,,164.20093936670722,155.29942484783467,,,161.49240775696038,163.97546004449177,,,190.93826892411613,191.22378421478734,186.62802281009024,200.40129426025132,,209.2195945655678,186.61643787437032,,,,,,,,,,,,190.51098942952933,179.3911689943805,162.5245548314668,162.51873045390067,161.76373873740016,,162.3594005721401,,143.531360563322,139.60422918151812,136.77804170850519,,133.64982853342897,142.4232928796101,147.63721330317824,148.90435284068226,160.13750486314422,153.7604987430991,
27,1992-05-18 00:38:17+00:00,241.42810904060897,,,,224.5787466616935,213.25691207534456,,,183.60851029651545,191.0792889329279,193.4768203718695,177.15556177320877,,186.10014734467532,,,,,,,,,209.14266727537,201.55878279206854,,,,,232.6541676655251,,,,,,214.178018262537,,,,184.37792185788058,208.24604799056485,189.77161235176587,,179.57331096704522,168.6868969548079,177.48128312146287,,160.25137844809836,,,151.38206868611732,,149.0964165116437,192.78616048238968,,,169.7763103039877,,
28,1992-08-06 00:37:21+00:00,259.7630404425384,262.85545306456595,272.36177892131843,,256.40464669697104,236.90339885510713,,,206.88645135742186,208.8052814016255,212.76142821717704,,,186.71340265687385,,,,,202.9335572739704,,,,,239.69511639375986,,,,241.70206900056718,,,231.99095911222986,239.9794058916159,,,220.0299284834075,,,,224.07946776056977,,,,,,203.63626641646542,186.9143694534869,188.60255622305408,182.17904458436527,181.84996876142444,175.7874861669622,177.39127631271936,181.4525107399037,170.38447582656192,161.07746265090518,179.50596944287648,187.35168545330424,,
29,1992-09-23 00:36:34+00:00,,273.77753738680775,,265.52743068097965,,248.46895220927462,,,,214.90170256302827,,,,,,,,,,,,,240.35134484562974,,,,,229.63341216925178,,233.77895682204354,,,,,,233.57220566143704,,,,,,,,,,,188.42065840441668,198.15195466283532,,,171.3456677904776,174.69206069406093,177.99771919339474,170.08274582039746,158.99901588587218,163.24787297192697,179.23133617076257,193.93240603934376
30,1993-05-21 00:37:07+00:00,,,248.20880686888708,,233.05760617304054,241.5220974050446,,,,201.39341331816038,215.364588706765,,,180.1163482166557,,,194.66001992866967,,,,,,,,,244.0205778349911,,224.57913092139458,,,234.50071965029127,216.7173601820542,,,237.47240704460606,,,,,,,,210.08585385676167,,215.62153207903438,233.36867400746075,,206.52760283387465,,,,,,,,,,
31,1993-10-28 00:36:44+00:00,,,,,,,156.0742280313091,,,,,,,,,215.34560607704677,,,240.04567859279192,,,,,253.87208856180854,,,,,268.83033460666303,,266.68050075284214,,,,,,,,,264.4375488606905,,,,,236.12285302288825,,,,224.35691526770466,,,,201.22615930384126,186.17148089758047,199.225759179262,,226.38827486665912,
