dates,nzd0281-0000,nzd0281-0001,nzd0281-0002,nzd0281-0003,nzd0281-0004,nzd0281-0005,nzd0281-0006,nzd0281-0007,nzd0281-0008,nzd0281-0009,nzd0281-0010,nzd0281-0011,nzd0281-0012,nzd0281-0013,nzd0281-0014,nzd0281-0015,nzd0281-0016,nzd0281-0017,nzd0281-0018,nzd0281-0019,nzd0281-0020,nzd0281-0021,nzd0281-0022,nzd0281-0023,nzd0281-0024,nzd0281-0025,nzd0281-0026,nzd0281-0027,nzd0281-0028,nzd0281-0029,nzd0281-0030,nzd0281-0031,nzd0281-0032,nzd0281-0033,nzd0281-0034,nzd0281-0035,nzd0281-0036,nzd0281-0037,nzd0281-0038,nzd0281-0039,nzd0281-0040,nzd0281-0041,nzd0281-0042,nzd0281-0043,nzd0281-0044,nzd0281-0045,nzd0281-0046,nzd0281-0047,nzd0281-0048,nzd0281-0049,nzd0281-0050,nzd0281-0051,nzd0281-0052,nzd0281-0053,nzd0281-0054,nzd0281-0055,nzd0281-0056,nzd0281-0057,nzd0281-0058,nzd0281-0059,nzd0281-0060,nzd0281-0061,nzd0281-0062,nzd0281-0063,nzd0281-0064,nzd0281-0065,nzd0281-0066,nzd0281-0067,nzd0281-0068,nzd0281-0069,nzd0281-0070,nzd0281-0071,nzd0281-0072,nzd0281-0073,nzd0281-0074,nzd0281-0075,nzd0281-0076,nzd0281-0077,nzd0281-0078,nzd0281-0079,nzd0281-0080,nzd0281-0081,nzd0281-0082,nzd0281-0083,nzd0281-0084,nzd0281-0085,nzd0281-0086,nzd0281-0087,nzd0281-0088,nzd0281-0089,nzd0281-0090,nzd0281-0091,nzd0281-0092,nzd0281-0093,nzd0281-0094,nzd0281-0095,nzd0281-0096,nzd0281-0097,nzd0281-0098,nzd0281-0099,nzd0281-0100,nzd0281-0101,nzd0281-0102,nzd0281-0103,nzd0281-0104,nzd0281-0105,nzd0281-0106,nzd0281-0107,nzd0281-0108,nzd0281-0109,nzd0281-0110,nzd0281-0111,nzd0281-0112,nzd0281-0113,nzd0281-0114,nzd0281-0115,nzd0281-0116,nzd0281-0117,nzd0281-0118,nzd0281-0119,nzd0281-0120,nzd0281-0121,nzd0281-0122,nzd0281-0123,nzd0281-0124,nzd0281-0125,nzd0281-0126,nzd0281-0127,nzd0281-0128,nzd0281-0129,nzd0281-0130,nzd0281-0131,nzd0281-0132,nzd0281-0133,nzd0281-0134,nzd0281-0135,nzd0281-0136,nzd0281-0137,nzd0281-0138,nzd0281-0139,nzd0281-0140,nzd0281-0141,nzd0281-0142,nzd0281-0143,nzd0281-0144,nzd0281-0145,nzd0281-0146,nzd0281-0147,nzd0281-0148,nzd0281-0149,nzd0281-0150,nzd0281-0151,nzd0281-0152,nzd0281-0153,nzd0281-0154,nzd0281-0155,nzd0281-0156,nzd0281-0157,nzd0281-0158,nzd0281-0159,nzd0281-0160,nzd0281-0161,nzd0281-0162,nzd0281-0163,nzd0281-0164,nzd0281-0165,nzd0281-0166,nzd0281-0167,nzd0281-0168,satname
1999-08-21 21:46:56+00:00,349.06,339.28,339.74,334.46,333.62,343.58,334.78,341.29,351.15,350.37,357.38,363.18,369.52,369.55,371.40,374.19,373.11,375.30,379.74,382.49,393.60,397.05,403.82,406.03,412.41,414.01,401.17,411.85,408.49,401.95,400.19,398.86,397.62,395.89,392.30,385.77,388.33,378.65,374.33,369.09,358.05,359.74,352.48,355.00,342.14,352.42,344.92,351.78,339.13,340.46,336.88,330.61,337.53,338.66,320.57,351.06,335.06,329.60,330.96,326.28,327.22,325.78,330.45,329.25,328.63,331.60,335.51,335.43,337.73,332.08,333.74,329.09,324.35,328.29,333.65,323.75,330.27,331.18,332.19,331.21,334.97,339.53,344.64,339.70,339.41,338.53,340.47,332.15,336.72,336.47,340.14,334.95,338.93,338.28,345.53,340.79,338.48,334.11,338.49,337.81,335.71,334.24,338.76,340.25,341.36,337.47,340.03,341.89,337.24,341.45,343.91,346.77,348.30,343.58,349.73,351.36,353.84,352.91,351.66,351.42,341.44,352.20,349.41,350.31,347.58,350.48,353.46,352.26,346.24,350.41,350.30,351.60,353.70,357.49,353.65,339.33,344.84,340.37,340.47,341.79,342.87,342.59,332.13,334.67,334.74,337.53,330.70,335.72,338.72,337.85,340.21,342.06,343.04,344.50,333.82,335.93,337.01,,337.68,342.11,340.26,343.96,344.47,343.10,339.57,348.31,356.48,357.40,360.97,L7
1999-09-22 21:47:00+00:00,357.87,350.46,348.29,341.16,339.29,350.91,345.00,349.57,358.97,352.52,363.00,366.57,370.51,366.41,381.20,383.54,382.98,387.39,390.54,395.57,400.55,403.75,413.24,408.37,419.81,414.79,415.03,414.50,419.64,417.47,413.38,415.94,411.56,400.35,405.62,398.34,382.40,387.06,384.15,373.94,373.21,365.30,363.92,358.26,361.72,352.77,347.47,350.49,342.30,351.06,353.22,344.13,354.84,347.64,340.63,333.46,335.38,327.72,327.61,327.07,326.79,324.84,331.64,340.02,336.43,337.27,345.57,340.88,341.01,334.32,337.18,337.70,340.06,338.71,340.33,344.04,337.71,339.48,339.73,345.66,344.47,349.31,347.38,347.13,342.00,344.88,345.18,345.77,348.36,350.08,348.66,351.82,344.02,344.98,349.45,351.69,349.07,349.34,354.26,352.78,346.50,351.21,349.46,351.68,353.60,355.18,348.36,348.13,349.14,355.52,349.89,354.81,353.08,355.79,356.17,362.73,366.24,365.09,368.10,358.60,366.20,360.27,358.17,359.48,366.50,355.38,354.32,356.24,352.82,353.88,354.29,354.67,353.54,362.12,355.59,349.73,351.82,344.26,343.76,346.79,348.19,350.91,347.45,346.58,347.65,333.72,339.95,337.91,342.75,353.72,352.38,354.94,348.64,349.44,351.68,354.48,352.43,,353.67,360.41,345.90,353.96,347.00,348.28,353.51,354.11,354.74,361.00,365.50,L7
1999-10-24 21:46:56+00:00,353.29,339.41,341.87,339.94,332.31,333.22,343.04,346.01,350.81,354.22,359.91,365.23,369.01,369.55,378.67,376.17,378.08,380.35,388.25,390.27,400.73,398.74,406.86,407.59,411.14,408.85,415.65,413.01,415.09,408.56,401.45,399.07,402.44,397.50,388.70,384.18,375.87,372.14,373.86,364.83,356.51,356.53,360.22,349.58,337.09,345.86,332.71,346.89,329.91,342.47,354.93,333.49,329.94,331.29,332.00,320.87,313.75,312.33,321.19,322.66,316.57,326.95,320.85,328.82,323.08,324.60,325.11,326.56,327.01,333.11,333.34,331.22,335.01,335.08,336.10,337.17,336.49,337.28,333.63,338.98,334.73,331.31,336.50,339.50,336.67,331.22,335.29,339.12,340.08,333.49,337.73,340.11,333.62,337.79,333.81,339.26,339.39,340.70,338.82,340.41,332.99,336.86,338.43,343.56,343.50,338.73,337.91,343.04,345.23,349.74,345.42,346.69,347.14,348.44,350.10,355.88,359.17,360.12,360.17,362.13,357.13,355.15,353.23,356.50,352.17,348.57,350.50,351.21,345.94,338.76,342.19,344.32,342.60,348.08,342.70,338.58,340.71,340.24,338.23,338.71,340.69,343.60,346.80,344.16,333.06,330.03,333.24,333.59,339.38,339.48,342.38,348.02,345.34,338.48,344.91,335.92,329.91,,334.72,336.75,336.32,337.87,342.16,344.77,344.49,347.00,349.37,352.62,355.02,L7
2000-02-13 21:46:48+00:00,375.65,359.64,356.87,356.84,352.40,346.62,350.34,350.60,351.56,360.20,370.44,375.08,385.63,388.95,395.45,395.35,394.03,396.18,398.34,394.74,399.31,408.63,411.52,418.41,420.25,420.74,418.42,422.04,422.69,423.24,418.12,411.46,413.38,406.34,399.45,397.07,390.46,383.79,381.13,381.54,373.40,366.68,373.47,367.93,368.33,354.04,355.90,351.08,349.98,363.58,364.98,358.38,351.50,344.54,347.24,343.22,342.92,337.62,337.91,329.50,329.85,329.29,338.47,332.09,333.59,333.65,334.23,337.87,335.60,337.68,336.97,336.01,339.78,340.58,344.68,341.75,348.03,347.18,348.66,353.44,352.71,350.37,349.01,345.20,351.19,343.10,341.78,339.91,342.71,345.62,351.31,343.81,347.52,348.43,348.06,348.12,351.59,346.68,346.36,350.12,352.34,346.78,343.92,348.38,347.76,350.11,352.22,357.01,359.75,352.28,356.31,357.88,357.18,355.21,354.37,355.15,361.68,359.39,360.66,360.53,359.65,356.77,353.87,357.05,358.61,362.13,358.90,360.17,355.70,354.53,356.61,357.04,359.94,,,,352.31,355.09,354.44,354.89,351.07,353.76,350.13,352.52,346.06,345.35,346.63,346.71,349.55,346.15,346.05,340.60,339.33,344.28,341.55,341.98,347.39,,347.45,350.01,352.65,354.51,349.51,349.18,352.18,352.63,361.01,362.50,363.94,L7
2000-05-19 21:46:07+00:00,,,,,,,,349.42,351.83,358.07,357.72,364.01,374.52,373.34,371.69,368.71,372.11,375.85,387.17,386.45,399.94,401.72,403.09,406.46,406.47,407.32,407.34,405.18,404.58,401.76,400.60,399.16,397.75,398.18,396.66,398.30,385.64,381.39,382.31,377.14,371.22,368.90,359.33,359.50,357.93,358.01,356.66,349.38,345.38,355.59,347.27,337.23,338.29,335.19,333.90,324.30,327.61,322.46,327.99,327.00,330.01,328.99,330.21,323.21,327.44,324.02,330.25,325.10,329.72,325.73,329.18,327.35,328.18,329.83,332.37,331.93,333.48,342.51,339.61,336.58,342.07,342.81,333.27,336.65,341.38,334.50,341.78,336.30,337.75,335.00,337.94,339.00,336.61,340.60,342.84,343.55,345.63,339.85,343.53,344.12,334.14,335.42,342.44,336.96,345.29,349.14,350.32,354.96,352.35,349.01,350.50,358.50,354.00,358.73,363.21,367.67,367.11,365.65,356.79,360.26,359.47,353.73,356.83,357.85,357.75,360.28,355.51,346.87,347.05,351.99,352.09,358.10,,,,,347.01,348.10,344.60,349.96,342.19,346.64,341.74,343.38,343.38,341.82,346.20,345.53,350.25,352.25,354.85,349.04,346.48,347.31,343.45,339.20,344.33,347.64,348.62,343.95,343.68,349.41,350.06,353.18,353.80,353.77,356.05,354.49,360.89,L7
2000-08-07 21:45:08+00:00,,,,,,,,331.50,340.10,348.62,349.52,343.95,359.56,364.55,363.32,354.74,360.15,362.81,360.26,366.61,377.18,378.03,387.74,380.08,392.15,390.52,395.10,390.72,389.11,393.96,393.31,393.55,387.44,381.09,383.10,376.22,381.74,371.08,364.17,358.94,359.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.59,314.99,310.94,312.61,307.95,314.09,312.73,317.24,318.57,321.40,322.50,328.70,333.55,329.70,332.68,335.06,325.46,328.31,326.52,,,,,,,,,,,,,,,,330.06,325.80,322.45,329.94,326.55,328.85,325.31,330.88,333.30,334.23,332.42,333.74,337.42,343.32,341.79,336.40,333.14,332.50,330.36,326.99,326.72,326.07,329.46,329.86,326.02,334.66,,,,,,,,,,,,,,,,,,317.92,323.20,321.10,321.91,324.12,323.25,320.19,322.00,321.74,320.71,315.29,,329.70,334.72,327.82,333.79,327.38,331.48,330.72,337.10,337.59,339.02,342.06,L7
2000-10-26 21:44:22+00:00,350.31,345.02,336.56,343.03,335.38,339.31,341.23,344.88,350.84,354.01,360.72,365.51,365.00,372.06,377.96,373.58,379.96,378.48,379.60,377.46,384.77,387.97,394.92,377.79,,396.70,407.44,406.61,407.41,399.18,400.23,397.62,391.34,400.60,386.03,393.49,382.05,384.06,373.93,370.36,364.42,365.80,357.88,353.68,353.00,347.14,340.90,342.78,340.59,343.21,330.97,331.53,323.47,312.95,320.92,309.87,306.75,318.49,322.40,304.89,297.85,306.94,314.43,300.81,298.35,299.77,312.54,301.10,311.01,312.74,305.35,305.52,309.25,319.05,329.05,324.46,326.07,334.97,333.20,337.09,338.25,333.95,340.96,331.54,328.89,337.86,332.30,335.96,344.01,337.72,331.68,339.94,340.52,337.54,344.47,336.10,339.80,339.32,342.30,339.37,340.38,335.35,340.04,345.30,340.79,342.16,340.91,343.78,342.15,336.62,342.61,343.38,339.73,348.12,348.55,351.35,353.86,349.23,347.35,344.55,338.81,336.87,344.13,346.87,343.02,345.77,340.86,339.74,332.61,334.46,333.61,341.87,,,,,334.99,331.96,332.73,333.38,336.56,334.22,327.81,327.26,329.94,331.70,330.48,331.26,330.75,333.81,334.89,344.05,331.16,329.91,330.58,337.68,334.12,,336.54,339.83,340.04,341.86,342.72,342.84,341.46,342.58,350.06,354.34,356.81,L7
2000-11-27 21:44:26+00:00,364.05,354.16,352.46,361.09,350.34,350.20,350.23,354.45,364.87,366.84,373.49,371.69,372.77,375.79,380.55,380.22,385.31,,,,,,,,,,412.81,409.18,404.12,408.28,406.75,398.22,395.22,390.18,387.72,385.11,386.65,382.75,394.70,388.55,381.28,361.78,366.38,362.45,357.88,363.06,357.47,352.21,349.48,350.03,334.21,358.09,348.04,344.60,339.99,,,,342.57,335.75,334.20,333.66,333.99,331.57,331.87,336.29,326.46,327.74,333.30,341.20,337.42,341.03,329.31,329.05,333.82,338.30,345.59,348.59,343.29,349.41,349.04,349.04,348.91,343.07,344.71,343.79,348.20,341.39,343.30,345.60,347.15,347.54,,,349.93,346.78,348.84,347.13,342.37,346.98,347.61,339.62,327.43,344.05,352.89,349.36,346.10,354.53,356.14,359.61,357.60,356.36,354.07,356.99,360.57,360.47,364.05,365.49,359.23,354.92,348.04,347.54,353.15,358.18,352.08,351.73,356.38,353.59,356.60,355.98,349.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.75,L7
2000-12-13 21:44:28+00:00,370.21,359.36,362.80,366.49,366.42,359.45,366.95,361.01,370.47,368.19,379.29,376.25,388.35,390.07,397.67,394.73,397.32,395.76,400.76,404.38,410.32,415.07,419.44,419.30,422.58,417.16,417.87,416.22,414.26,413.51,416.91,410.57,411.53,402.73,398.40,400.76,402.91,398.31,401.29,389.97,388.20,369.44,371.09,365.33,365.51,364.19,359.65,350.78,358.42,354.87,345.39,356.18,351.18,348.27,349.26,345.12,346.44,343.87,345.64,345.12,344.59,347.74,346.69,344.63,343.58,343.93,341.53,343.69,343.79,346.59,347.48,346.58,345.68,344.16,345.65,345.08,347.80,347.34,348.52,354.32,359.13,355.78,358.54,352.30,356.37,350.81,349.65,351.97,356.46,353.45,353.04,350.97,354.26,354.00,360.85,352.97,353.04,351.35,351.47,350.04,355.04,349.15,347.95,355.02,357.96,354.26,355.91,356.38,362.60,356.74,358.26,361.07,363.37,364.38,365.82,371.05,374.56,367.76,366.74,366.94,366.81,363.26,359.58,359.68,360.85,360.15,363.74,354.53,353.54,355.30,356.50,362.01,365.26,,,364.02,347.27,342.47,351.75,354.58,354.49,349.16,349.21,348.50,345.44,345.20,349.15,347.53,349.64,351.52,350.39,346.43,347.65,341.51,342.31,346.78,354.09,,355.75,357.89,356.92,356.92,359.84,359.80,364.32,366.45,373.34,371.85,377.70,L7
2001-01-14 21:44:33+00:00,352.85,339.74,339.93,344.27,339.79,336.23,342.70,342.05,339.88,339.46,343.01,339.27,358.89,360.78,369.46,364.26,363.58,367.36,367.10,373.75,377.55,384.77,389.36,394.84,397.65,397.01,397.33,401.15,390.79,389.66,392.57,386.81,377.76,367.98,365.19,376.20,375.71,369.22,365.85,355.43,342.83,343.57,338.31,335.00,344.28,335.64,317.12,318.42,329.59,332.85,,325.84,330.50,336.86,326.75,322.93,315.00,318.59,315.79,315.29,311.05,309.92,310.62,311.16,309.46,315.27,314.61,318.57,323.76,317.48,328.93,322.99,320.14,325.69,320.27,323.98,323.14,326.35,325.48,333.64,331.84,330.73,330.96,331.57,329.05,327.68,334.26,332.22,332.69,332.90,327.33,333.56,327.03,329.32,337.21,328.00,328.88,330.86,323.58,321.41,325.82,329.11,316.63,322.18,329.81,333.60,326.93,328.03,330.46,331.63,334.67,336.77,338.43,343.52,337.61,343.06,,,,,,,,,,,,,,,,,,,,,,,,,,323.77,323.85,328.73,316.92,323.20,324.14,325.18,316.20,325.99,331.12,320.09,323.15,320.54,318.65,321.29,322.31,330.41,326.92,333.61,331.63,331.25,334.10,336.30,342.50,343.82,347.17,349.90,355.75,L7
