dates,nzd0281-0000,nzd0281-0001,nzd0281-0002,nzd0281-0003,nzd0281-0004,nzd0281-0005,nzd0281-0006,nzd0281-0007,nzd0281-0008,nzd0281-0009,nzd0281-0010,nzd0281-0011,nzd0281-0012,nzd0281-0013,nzd0281-0014,nzd0281-0015,nzd0281-0016,nzd0281-0017,nzd0281-0018,nzd0281-0019,nzd0281-0020,nzd0281-0021,nzd0281-0022,nzd0281-0023,nzd0281-0024,nzd0281-0025,nzd0281-0026,nzd0281-0027,nzd0281-0028,nzd0281-0029,nzd0281-0030,nzd0281-0031,nzd0281-0032,nzd0281-0033,nzd0281-0034,nzd0281-0035,nzd0281-0036,nzd0281-0037,nzd0281-0038,nzd0281-0039,nzd0281-0040,nzd0281-0041,nzd0281-0042,nzd0281-0043,nzd0281-0044,nzd0281-0045,nzd0281-0046,nzd0281-0047,nzd0281-0048,nzd0281-0049,nzd0281-0050,nzd0281-0051,nzd0281-0052,nzd0281-0053,nzd0281-0054,nzd0281-0055,nzd0281-0056,nzd0281-0057,nzd0281-0058,nzd0281-0059,nzd0281-0060,nzd0281-0061,nzd0281-0062,nzd0281-0063,nzd0281-0064,nzd0281-0065,nzd0281-0066,nzd0281-0067,nzd0281-0068,nzd0281-0069,nzd0281-0070,nzd0281-0071,nzd0281-0072,nzd0281-0073,nzd0281-0074,nzd0281-0075,nzd0281-0076,nzd0281-0077,nzd0281-0078,nzd0281-0079,nzd0281-0080,nzd0281-0081,nzd0281-0082,nzd0281-0083,nzd0281-0084,nzd0281-0085,nzd0281-0086,nzd0281-0087,nzd0281-0088,nzd0281-0089,nzd0281-0090,nzd0281-0091,nzd0281-0092,nzd0281-0093,nzd0281-0094,nzd0281-0095,nzd0281-0096,nzd0281-0097,nzd0281-0098,nzd0281-0099,nzd0281-0100,nzd0281-0101,nzd0281-0102,nzd0281-0103,nzd0281-0104,nzd0281-0105,nzd0281-0106,nzd0281-0107,nzd0281-0108,nzd0281-0109,nzd0281-0110,nzd0281-0111,nzd0281-0112,nzd0281-0113,nzd0281-0114,nzd0281-0115,nzd0281-0116,nzd0281-0117,nzd0281-0118,nzd0281-0119,nzd0281-0120,nzd0281-0121,nzd0281-0122,nzd0281-0123,nzd0281-0124,nzd0281-0125,nzd0281-0126,nzd0281-0127,nzd0281-0128,nzd0281-0129,nzd0281-0130,nzd0281-0131,nzd0281-0132,nzd0281-0133,nzd0281-0134,nzd0281-0135,nzd0281-0136,nzd0281-0137,nzd0281-0138,nzd0281-0139,nzd0281-0140,nzd0281-0141,nzd0281-0142,nzd0281-0143,nzd0281-0144,nzd0281-0145,nzd0281-0146,nzd0281-0147,nzd0281-0148,nzd0281-0149,nzd0281-0150,nzd0281-0151,nzd0281-0152,nzd0281-0153,nzd0281-0154,nzd0281-0155,nzd0281-0156,nzd0281-0157,nzd0281-0158,nzd0281-0159,nzd0281-0160,nzd0281-0161,nzd0281-0162,nzd0281-0163,nzd0281-0164,nzd0281-0165,nzd0281-0166,nzd0281-0167,nzd0281-0168,satname
1999-08-21 21:46:56+00:00,349.06,339.28,339.74,334.46,333.62,343.58,334.78,341.29,351.15,350.37,357.38,363.18,369.52,369.55,371.40,374.19,373.11,375.30,379.74,382.49,393.60,397.05,403.82,406.03,412.41,414.01,401.17,411.85,408.49,401.95,400.19,398.86,397.62,395.89,392.30,385.77,388.33,378.65,374.33,369.09,358.05,359.74,352.48,355.00,342.14,352.42,344.92,351.78,339.13,340.46,336.88,330.61,337.53,338.66,320.57,351.06,335.06,329.60,330.96,326.28,327.22,325.78,330.45,329.25,328.63,331.60,335.51,335.43,337.73,332.08,333.74,329.09,324.35,328.29,333.65,323.75,330.27,331.18,332.19,331.21,334.97,339.53,344.64,339.70,339.41,338.53,340.47,332.15,336.72,336.47,340.14,334.95,338.93,338.28,345.53,340.79,338.48,334.11,338.49,337.81,335.71,334.24,338.76,340.25,341.36,337.47,340.03,341.89,337.24,341.45,343.91,346.77,348.30,343.58,349.73,351.36,353.84,352.91,351.66,351.42,341.44,352.20,349.41,350.31,347.58,350.48,353.46,352.26,346.24,350.41,350.30,351.60,353.70,357.49,353.65,339.33,344.84,340.37,340.47,341.79,342.87,342.59,332.13,334.67,334.74,337.53,330.70,335.72,338.72,337.85,340.21,342.06,343.04,344.50,333.82,335.93,337.01,,337.68,342.11,340.26,343.96,344.47,343.10,339.57,348.31,356.48,357.40,360.97,L7
1999-09-22 21:47:00+00:00,353.47,344.87,344.01,337.81,336.46,347.25,339.89,345.43,355.06,351.44,360.19,364.88,370.01,367.98,376.30,378.87,378.05,381.35,385.14,389.03,397.08,400.40,408.53,407.20,416.11,414.40,408.10,413.18,414.06,409.71,406.78,407.40,404.59,398.12,398.96,392.05,385.37,382.86,379.24,371.51,365.63,362.52,358.20,356.63,351.93,352.60,346.20,351.13,340.72,345.76,345.05,337.37,346.18,343.15,330.60,342.26,335.22,328.66,329.28,326.67,327.00,325.31,331.04,334.63,332.53,334.44,340.54,338.15,339.37,333.20,335.46,333.39,332.21,333.50,336.99,333.89,333.99,335.33,335.96,338.44,339.72,344.42,346.01,343.41,340.71,341.70,342.83,338.96,342.54,343.27,344.40,343.38,341.48,341.63,347.49,346.24,343.77,341.73,346.38,345.29,341.11,342.73,344.11,345.97,347.48,346.33,344.19,345.01,343.19,348.49,346.90,350.79,350.69,349.69,352.95,357.05,360.04,359.00,359.88,355.01,353.82,356.24,353.79,354.89,357.04,352.93,353.89,354.25,349.53,352.14,352.30,353.13,353.62,359.81,354.62,344.53,348.33,342.31,342.12,344.29,345.53,346.75,339.79,340.62,341.19,335.62,335.32,336.82,340.74,345.79,346.29,348.50,345.84,346.97,342.75,345.21,344.72,,345.68,351.26,343.08,348.96,345.74,345.69,346.54,351.21,355.61,359.20,363.24,L7
1999-10-24 21:46:56+00:00,353.41,343.05,343.30,338.52,335.07,342.57,340.94,345.62,353.64,352.37,360.10,364.99,369.68,368.50,377.09,377.97,378.06,381.01,386.18,389.44,398.29,399.85,407.97,407.33,414.45,412.55,410.62,413.12,414.41,409.33,405.01,404.62,403.87,397.91,395.54,389.43,382.20,379.28,377.45,369.29,362.59,360.52,358.87,354.28,346.98,350.35,341.70,349.72,337.11,344.66,348.34,336.08,340.77,339.20,331.07,335.13,328.06,323.22,326.59,325.34,323.53,325.86,327.65,332.70,329.38,331.16,335.40,334.29,335.25,333.17,334.75,332.67,333.14,334.03,336.69,334.99,334.82,335.98,335.18,338.62,338.06,340.05,342.84,342.11,339.36,338.21,340.31,339.01,341.72,340.01,342.18,342.29,338.86,340.35,342.93,343.91,342.31,341.38,343.86,343.67,338.40,340.77,342.22,345.16,346.15,343.79,342.10,344.35,343.87,348.90,346.41,349.42,349.51,349.27,352.00,356.66,359.75,359.37,359.98,357.38,354.92,355.87,353.60,355.43,355.42,351.48,352.76,353.24,348.33,347.68,348.93,350.20,349.95,355.90,350.65,342.55,345.79,341.62,340.82,342.43,343.92,345.70,342.13,341.80,338.48,333.76,334.63,335.74,340.28,343.68,344.99,348.34,345.67,344.14,343.47,342.11,339.78,,342.02,346.42,340.83,345.26,344.54,345.38,345.86,349.81,353.53,357.01,360.50,L7
2000-02-13 21:46:48+00:00,358.97,347.20,346.69,343.10,339.40,343.58,343.29,346.87,353.12,354.33,362.68,367.51,373.67,373.62,381.68,382.31,382.05,384.81,389.22,390.77,398.55,402.04,408.86,410.10,415.90,414.60,412.57,415.35,416.48,412.81,408.28,406.33,406.25,400.02,396.52,391.34,384.26,380.41,378.37,372.35,365.29,362.06,362.52,357.69,352.32,351.27,345.25,350.06,340.33,349.39,352.50,341.65,343.45,340.53,335.11,337.15,331.78,326.82,329.42,326.38,325.11,326.71,330.35,332.54,330.43,331.78,335.11,335.19,335.34,334.30,335.31,333.50,334.80,335.66,338.69,336.68,338.12,338.78,338.55,342.32,341.72,342.63,344.38,342.88,342.32,339.43,340.68,339.24,341.97,341.42,344.46,342.67,341.02,342.37,344.21,344.97,344.63,342.71,344.48,345.28,341.88,342.27,342.64,345.97,346.56,345.37,344.63,347.52,347.84,349.75,348.88,351.54,351.43,350.75,352.59,356.28,360.23,359.38,360.15,358.17,356.11,356.10,353.67,355.84,356.22,354.14,354.29,354.97,350.18,349.39,350.85,351.91,352.44,355.90,350.65,342.55,347.42,344.99,344.23,345.55,345.70,347.72,344.13,344.48,340.38,336.66,337.63,338.48,342.60,344.30,345.25,346.40,344.09,344.18,342.99,342.08,341.69,,343.38,347.32,343.78,347.57,345.79,346.33,347.44,350.51,355.40,358.38,361.36,L7
2000-05-19 21:46:07+00:00,375.65,359.64,356.87,356.84,352.40,346.62,350.34,350.01,351.69,359.13,364.08,369.54,380.07,381.14,383.57,382.03,383.07,386.01,392.75,390.60,399.62,405.18,407.30,412.44,413.36,414.03,412.88,413.61,413.63,412.50,409.36,405.31,405.56,402.26,398.06,397.69,388.05,382.59,381.72,379.34,372.31,367.79,366.40,363.72,363.13,356.02,356.28,350.23,347.68,359.58,356.12,347.81,344.89,339.87,340.57,333.76,335.26,330.04,332.95,328.25,329.93,329.14,334.34,327.65,330.51,328.83,332.24,331.49,332.66,331.71,333.08,331.68,333.98,335.20,338.52,336.84,340.75,344.85,344.13,345.01,347.39,346.59,341.14,340.92,346.28,338.80,341.78,338.11,340.23,340.31,344.62,341.40,342.06,344.51,345.45,345.84,348.61,343.26,344.94,347.12,343.24,341.10,343.18,342.67,346.52,349.62,351.27,355.99,356.05,350.64,353.40,358.19,355.59,356.97,358.79,361.41,364.39,362.52,358.73,360.39,359.56,355.25,355.35,357.45,358.18,361.20,357.20,353.52,351.38,353.26,354.35,357.57,359.94,,,,349.66,351.60,349.52,352.42,346.63,350.20,345.94,347.95,344.72,343.59,346.41,346.12,349.90,349.20,350.45,344.82,342.90,345.79,342.50,340.59,345.86,347.64,348.03,346.98,348.16,351.96,349.78,351.18,352.99,353.20,358.53,358.50,362.41,L7
2000-08-07 21:45:08+00:00,375.65,359.64,356.87,356.84,352.40,346.62,350.34,343.84,347.83,355.63,359.23,361.01,373.24,375.61,376.82,372.93,375.43,378.28,381.92,382.60,392.14,396.13,400.78,401.65,406.29,406.19,406.95,405.98,405.46,406.32,404.01,401.39,399.52,395.20,393.07,390.53,385.95,378.75,375.87,372.54,368.15,367.79,366.40,363.72,363.13,356.02,356.28,350.23,347.68,359.58,356.12,347.81,344.89,339.87,340.57,333.76,335.26,330.04,332.95,328.25,329.93,329.14,334.34,327.65,330.51,328.83,332.24,331.49,332.66,325.00,327.05,324.77,326.86,326.12,330.38,328.80,332.92,336.09,336.56,337.51,341.16,342.24,337.33,338.18,342.54,334.35,337.29,334.24,340.23,340.31,344.62,341.40,342.06,344.51,345.45,345.84,348.61,343.26,344.94,347.12,343.24,341.10,343.18,338.47,339.62,340.57,344.16,346.17,346.98,342.20,345.90,349.89,348.47,348.79,350.44,353.41,357.37,355.61,351.28,351.31,350.54,346.95,345.90,347.21,347.48,350.62,348.09,344.35,345.80,353.26,354.35,357.57,359.94,,,,349.66,351.60,349.52,352.42,346.63,350.20,345.94,347.95,344.72,343.59,336.92,338.48,340.30,340.10,341.67,337.63,335.33,337.86,335.58,333.96,335.67,347.64,341.92,342.89,341.38,345.90,342.32,344.61,345.57,347.83,351.55,352.00,355.63,L7
2000-10-26 21:44:22+00:00,350.31,345.02,336.56,343.03,335.38,339.31,341.23,341.93,347.59,353.57,355.99,357.82,366.36,369.98,370.99,365.68,370.74,372.38,375.68,376.84,387.30,389.24,395.25,388.11,399.31,398.18,403.29,400.84,400.37,398.30,398.05,396.78,392.18,393.29,388.60,389.34,383.14,378.84,373.47,368.81,365.15,367.35,358.61,356.59,355.47,352.57,348.78,346.08,342.99,349.40,339.12,334.38,330.88,324.07,327.41,317.09,317.18,320.48,325.19,315.94,313.93,317.97,322.32,312.01,312.89,311.89,321.39,313.10,320.37,316.69,316.51,314.60,316.68,318.94,325.17,323.04,325.60,332.02,331.40,332.06,336.34,336.77,334.64,333.62,335.11,332.61,334.13,332.93,340.88,336.36,334.81,339.47,338.56,339.07,343.65,339.83,342.72,339.59,342.91,341.75,337.26,335.38,341.24,337.44,337.29,337.92,340.39,341.76,341.12,336.98,341.33,345.06,342.65,346.42,348.50,352.15,354.76,352.22,346.85,345.98,343.59,340.32,342.65,343.81,342.28,345.17,342.08,337.54,338.11,343.23,342.85,349.99,,,,,341.00,340.03,338.67,341.67,339.38,340.43,334.77,335.32,336.66,336.76,331.53,333.33,334.03,335.99,337.95,338.78,332.61,333.07,331.92,332.53,331.25,347.64,338.29,339.50,337.18,341.69,340.05,342.50,341.99,344.48,347.90,349.28,353.25,L7
2000-11-27 21:44:26+00:00,357.18,349.59,344.51,352.06,342.86,344.75,345.73,343.61,351.94,356.49,361.24,360.38,365.78,370.80,373.94,369.51,375.14,370.64,369.93,372.03,380.98,383.00,391.33,378.94,392.15,393.61,405.12,402.17,400.21,400.47,400.10,396.46,391.33,390.62,385.62,384.94,383.48,379.30,377.60,372.62,368.51,363.79,362.13,358.06,355.44,355.10,349.19,347.50,345.03,346.62,332.59,344.81,335.75,328.77,330.46,309.87,306.75,318.49,332.49,320.32,316.02,320.30,324.21,316.19,315.11,318.03,319.50,314.42,322.15,321.84,319.25,319.16,317.06,318.68,325.65,325.16,329.63,334.04,332.63,336.33,338.66,338.85,339.86,335.76,336.22,335.70,336.27,334.62,343.65,341.66,339.41,343.74,340.52,337.54,347.20,341.44,344.32,343.23,342.34,343.18,344.00,337.49,333.74,339.80,339.83,337.99,338.98,341.62,342.38,340.51,343.70,344.35,342.68,345.84,347.62,349.75,353.74,352.17,347.66,344.20,339.78,338.26,341.42,343.92,340.39,342.32,342.37,339.78,341.29,345.22,341.42,341.87,,,,,334.99,331.96,332.73,333.38,336.56,334.22,327.81,327.26,329.94,331.70,324.20,327.23,325.93,327.86,329.50,333.65,325.68,325.96,326.16,329.19,324.71,,333.12,337.27,333.93,337.82,335.05,337.16,336.09,339.84,343.83,346.68,352.21,L7
2000-12-13 21:44:28+00:00,361.52,352.85,350.61,356.87,350.71,349.65,352.80,347.96,356.57,359.41,365.75,364.35,371.42,375.62,379.88,375.82,380.69,379.02,380.21,382.82,390.76,393.69,400.70,392.39,407.37,401.46,408.31,405.68,403.73,403.73,404.30,399.99,396.38,393.65,388.81,388.89,388.34,384.05,383.52,376.95,373.43,365.67,365.12,360.49,358.80,358.13,352.67,348.59,349.50,349.37,336.86,348.60,340.90,335.27,336.72,327.50,326.60,331.18,336.87,328.59,325.55,329.45,331.70,325.67,324.60,326.66,326.84,324.18,329.37,328.03,326.31,326.02,324.21,325.05,330.65,330.14,334.18,337.37,336.60,340.83,343.78,343.08,344.53,339.90,341.26,339.48,339.62,338.96,347.92,345.59,343.96,346.15,347.39,345.77,351.75,345.28,347.23,345.93,345.38,345.46,347.68,341.37,338.47,343.61,344.36,342.06,343.22,345.31,347.44,344.57,347.34,348.53,347.85,350.48,352.17,355.07,358.95,356.07,352.43,349.89,346.54,344.51,345.96,347.86,345.50,346.78,347.71,343.47,344.35,348.58,346.45,351.94,365.26,,,364.02,341.13,337.22,342.24,343.98,345.52,341.69,338.51,337.88,337.69,338.45,332.52,334.00,333.83,335.75,336.47,337.91,333.00,331.14,331.54,335.06,334.50,,340.66,344.15,341.59,344.19,343.31,344.71,345.50,348.71,353.66,355.07,358.58,L7
2001-01-14 21:44:33+00:00,359.36,349.57,347.94,353.72,347.98,346.30,350.28,346.78,353.23,355.42,361.21,359.33,368.91,372.65,377.79,373.51,377.26,376.10,376.93,380.55,387.45,391.46,397.87,393.00,404.13,400.35,406.11,404.78,401.14,400.92,401.95,397.35,392.66,388.52,384.09,386.36,385.81,381.08,379.99,372.65,367.31,360.15,358.41,354.12,355.17,352.51,343.78,341.05,344.52,345.24,336.86,342.91,338.30,335.67,334.23,325.97,322.73,326.98,331.60,325.26,321.92,324.56,326.43,322.04,320.81,323.81,323.78,322.77,327.97,325.92,326.83,325.41,323.40,325.18,328.58,328.91,331.97,335.16,334.38,339.39,341.39,340.61,341.81,338.23,338.82,337.12,338.54,337.61,344.12,342.42,339.80,343.00,340.60,340.29,348.12,340.96,342.64,342.17,339.93,339.45,342.21,338.31,333.01,339.32,341.45,340.37,339.96,341.85,344.04,341.98,344.80,346.18,345.97,349.09,349.26,352.67,358.95,356.07,352.43,349.89,346.54,344.51,345.96,347.86,345.50,346.78,347.71,343.47,344.35,348.58,346.45,351.94,365.26,,,364.02,341.13,337.22,342.24,343.98,345.52,335.72,333.62,334.83,330.77,333.37,330.42,331.79,329.42,333.31,335.13,333.45,330.54,328.49,328.32,331.62,331.45,330.41,337.23,341.51,339.10,340.95,341.01,342.61,344.75,347.49,352.04,353.78,358.01,L7
