dates,nzd0364-0000,nzd0364-0001,nzd0364-0002,nzd0364-0003,nzd0364-0004,nzd0364-0005,nzd0364-0006,nzd0364-0007,nzd0364-0008,nzd0364-0009,nzd0364-0010,nzd0364-0011,nzd0364-0012,nzd0364-0013,nzd0364-0014,nzd0364-0015,nzd0364-0016,nzd0364-0017,nzd0364-0018,satname
1999-07-02 21:59:57+00:00,,,,,,358.10,356.68,,,,,,,,,,,,,L7
1999-09-04 22:00:09+00:00,361.29,364.02,365.83,370.51,365.41,362.81,365.02,368.99,371.90,366.67,368.42,370.19,370.94,377.46,381.51,364.15,361.29,370.87,375.55,L7
1999-09-20 22:00:08+00:00,367.85,365.80,373.41,373.09,371.00,365.69,368.99,374.32,375.20,373.52,373.76,371.28,375.93,378.12,374.16,369.75,361.21,372.35,372.42,L7
1999-12-09 22:00:09+00:00,366.53,363.48,366.27,368.44,366.93,365.98,369.27,369.52,375.13,372.35,,,,,,,,,,L7
1999-12-25 22:00:04+00:00,378.00,375.43,375.73,376.73,373.77,372.70,376.52,371.90,380.21,377.71,376.52,386.34,378.05,385.38,379.18,368.96,366.39,372.12,375.27,L7
2000-01-26 22:00:02+00:00,385.49,382.44,389.44,392.58,385.43,379.34,384.61,380.89,391.65,391.43,389.34,395.41,392.64,399.54,394.08,384.36,380.98,383.83,387.95,L7
2000-02-11 21:59:57+00:00,371.80,369.97,372.61,375.37,372.39,372.39,375.68,368.97,377.00,,,,,,,,,,,L7
2000-02-27 21:59:52+00:00,369.70,375.11,374.54,380.55,373.54,377.70,377.71,381.07,386.97,388.01,385.02,392.05,392.79,392.27,385.48,373.87,369.54,376.72,385.52,L7
2000-03-14 21:59:47+00:00,364.08,365.72,365.29,368.30,365.66,368.75,368.27,368.47,372.61,364.21,368.53,368.87,367.91,374.40,375.26,357.46,356.79,365.38,370.62,L7
2000-03-30 21:59:45+00:00,366.56,366.75,369.20,373.76,370.10,366.65,369.86,373.52,372.73,371.02,370.08,369.76,376.56,376.14,376.34,368.15,358.27,366.75,375.29,L7
2000-04-15 21:59:31+00:00,356.64,356.90,356.61,359.33,357.85,365.59,360.34,364.57,361.24,358.45,358.45,355.19,370.25,380.53,373.77,362.90,351.48,369.33,365.07,L7
2000-05-01 21:59:30+00:00,358.60,358.16,364.04,367.14,365.30,363.45,363.75,366.44,366.51,360.90,363.47,362.08,372.81,367.88,367.88,363.39,352.83,369.04,367.18,L7
2000-05-17 21:59:19+00:00,363.50,363.04,364.46,369.69,367.74,366.34,365.99,372.98,371.78,365.51,365.35,362.86,367.82,370.62,369.92,363.84,352.17,368.75,368.14,L7
2000-06-02 21:59:07+00:00,356.47,363.45,363.09,368.87,363.96,363.16,,,,,,,,,,,,,,L7
2000-06-18 21:59:03+00:00,358.58,361.87,363.24,367.34,365.48,363.89,365.69,368.57,375.07,364.57,367.41,373.05,,,380.68,376.33,363.90,375.76,377.04,L7
2000-08-05 21:58:20+00:00,372.24,370.88,377.45,378.70,375.00,369.45,376.15,376.43,384.81,380.84,376.01,384.92,381.12,393.08,379.91,382.59,374.86,385.36,381.18,L7
2000-09-22 21:57:41+00:00,360.74,360.58,363.34,364.80,363.62,359.46,363.94,365.00,371.65,364.03,365.99,370.90,369.71,373.67,368.25,361.94,359.45,367.57,367.86,L7
2000-10-24 21:57:29+00:00,365.00,366.93,369.17,370.39,369.08,365.28,366.21,373.64,371.47,370.66,369.12,369.49,376.12,378.98,381.41,373.67,364.61,380.19,375.36,L7
2000-11-25 21:57:34+00:00,368.40,368.69,371.36,372.28,370.23,370.10,367.63,372.89,376.02,375.11,371.11,369.93,368.34,372.54,373.62,370.02,357.80,372.89,376.86,L7
2000-12-11 21:57:36+00:00,364.12,365.21,369.65,369.72,367.93,365.54,368.40,370.70,373.03,370.07,369.23,365.81,373.88,373.61,374.16,373.15,361.85,370.80,377.13,L7
2001-02-13 21:57:39+00:00,374.97,378.77,383.92,384.76,379.59,377.31,384.93,381.64,390.15,381.81,378.55,,,,,,,,,L7
2001-04-02 21:57:18+00:00,367.64,369.76,372.88,376.87,372.84,371.93,375.28,377.57,380.68,379.06,376.01,375.84,380.42,382.76,383.40,378.46,364.30,382.66,385.10,L7
2001-05-20 21:57:04+00:00,357.53,364.13,365.16,373.59,369.81,366.61,365.75,373.01,372.04,366.77,366.15,361.18,375.02,375.06,375.71,370.36,357.13,367.31,374.63,L7
2001-06-05 21:56:52+00:00,367.47,371.39,373.07,376.31,375.21,373.03,377.24,378.20,380.43,377.22,375.11,375.44,381.34,378.45,378.28,374.68,365.11,384.41,379.83,L7
2001-07-07 21:56:36+00:00,366.40,372.38,373.96,375.49,365.29,353.63,366.66,368.74,,,,345.36,,,,348.12,337.56,,,L7
2001-08-08 21:56:12+00:00,370.85,374.03,378.59,380.05,373.63,375.74,376.90,380.73,385.45,381.83,381.83,387.38,387.22,392.45,389.73,373.65,368.18,377.55,387.83,L7
2001-08-24 21:56:00+00:00,367.36,367.95,369.72,371.96,371.09,367.76,371.16,371.69,374.45,370.12,368.55,380.54,378.99,384.56,382.65,373.79,368.04,375.00,382.31,L7
2001-09-25 21:55:40+00:00,367.89,370.39,372.09,372.54,368.92,366.77,368.98,370.97,373.74,370.56,371.12,378.87,374.33,383.29,378.02,367.77,365.46,370.67,370.43,L7
2001-10-11 21:55:21+00:00,373.57,373.34,378.50,377.02,371.52,372.52,372.65,373.63,381.37,376.32,375.48,378.67,381.64,385.52,381.51,375.85,368.70,377.66,381.12,L7
2001-12-14 21:55:53+00:00,357.15,359.97,360.39,363.55,361.25,364.30,365.14,373.07,370.36,366.51,367.19,365.03,370.46,369.05,369.39,363.85,358.32,368.71,374.26,L7
