dates,nzd0364-0000,nzd0364-0001,nzd0364-0002,nzd0364-0003,nzd0364-0004,nzd0364-0005,nzd0364-0006,nzd0364-0007,nzd0364-0008,nzd0364-0009,nzd0364-0010,nzd0364-0011,nzd0364-0012,nzd0364-0013,nzd0364-0014,nzd0364-0015,nzd0364-0016,nzd0364-0017,nzd0364-0018,satname
1999-07-02 21:59:57+00:00,,,,,,358.10,356.68,,,,,,,,,,,,,L7
1999-09-04 22:00:09+00:00,361.29,364.02,365.83,370.51,365.41,360.46,360.85,368.99,371.90,366.67,368.42,370.19,370.94,377.46,381.51,364.15,361.29,370.87,375.55,L7
1999-09-20 22:00:08+00:00,364.57,364.91,369.62,371.80,368.21,362.20,363.56,371.65,373.55,370.10,371.09,370.74,373.44,377.79,377.84,366.95,361.25,371.61,373.99,L7
1999-12-09 22:00:09+00:00,365.22,364.43,368.50,370.68,367.78,363.14,364.99,370.94,374.08,370.85,371.09,370.74,373.44,377.79,377.84,366.95,361.25,371.61,373.99,L7
1999-12-25 22:00:04+00:00,368.42,367.18,370.31,372.19,369.28,365.06,367.30,371.18,375.61,372.56,372.90,375.94,374.97,380.32,378.28,367.62,362.96,371.78,374.41,L7
2000-01-26 22:00:02+00:00,371.83,370.23,374.14,376.27,372.51,369.30,372.88,373.12,378.82,376.34,377.01,380.81,379.39,385.12,382.23,371.81,367.47,374.79,377.80,L7
2000-02-11 21:59:57+00:00,371.83,370.19,373.88,376.12,372.49,369.82,373.35,372.43,378.52,376.34,377.01,380.81,379.39,385.12,382.23,371.81,367.47,374.79,377.80,L7
2000-02-27 21:59:52+00:00,371.52,370.89,373.98,376.75,372.64,370.94,373.97,373.67,379.72,378.28,378.61,383.05,382.07,386.55,382.88,372.22,367.88,375.18,379.34,L7
2000-03-14 21:59:47+00:00,371.92,371.14,373.90,376.44,372.67,371.79,374.44,373.59,379.82,377.87,378.63,382.79,381.46,385.94,381.63,370.88,366.98,374.08,378.36,L7
2000-03-30 21:59:45+00:00,371.74,371.27,373.30,376.53,372.55,371.93,374.56,373.48,379.47,377.45,377.90,382.49,381.59,385.55,382.07,370.56,366.39,372.96,378.93,L7
2000-04-15 21:59:31+00:00,369.85,369.47,371.21,374.38,370.71,371.14,372.78,372.36,377.19,374.74,374.66,377.94,379.70,384.71,380.68,369.28,363.91,372.36,376.62,L7
2000-05-01 21:59:30+00:00,368.60,368.22,370.41,373.58,370.11,370.28,371.78,371.71,376.01,373.01,373.06,375.67,378.72,382.31,378.86,368.44,362.33,371.88,375.27,L7
2000-05-17 21:59:19+00:00,368.09,367.70,369.82,373.19,369.87,369.89,371.20,371.83,375.58,372.18,372.09,374.07,377.35,380.85,377.74,367.87,361.06,371.49,374.38,L7
2000-06-02 21:59:07+00:00,367.03,367.31,369.21,372.80,369.33,369.28,371.20,371.83,375.58,372.18,372.09,374.07,377.35,380.85,377.74,367.87,361.06,371.49,374.38,L7
2000-06-18 21:59:03+00:00,366.31,367.17,368.93,372.70,369.20,369.09,370.84,371.74,375.58,371.31,371.57,373.96,377.35,380.85,378.07,368.81,361.37,371.96,374.68,L7
