,dates,mex0429-0000,mex0429-0001,mex0429-0002,mex0429-0003,mex0429-0004,mex0429-0005,mex0429-0006,mex0429-0007,mex0429-0008,mex0429-0009,mex0429-0010,mex0429-0011,mex0429-0012,mex0429-0013,mex0429-0014,mex0429-0015,mex0429-0016,mex0429-0017,mex0429-0018,mex0429-0019,mex0429-0020,mex0429-0021,mex0429-0022,mex0429-0023,mex0429-0024,mex0429-0025,mex0429-0026,mex0429-0027,mex0429-0028,mex0429-0029,mex0429-0030,mex0429-0031,mex0429-0032,mex0429-0033,mex0429-0034,mex0429-0035,mex0429-0036,mex0429-0037,mex0429-0038,mex0429-0039,mex0429-0040,mex0429-0041,mex0429-0042,mex0429-0043,mex0429-0044,mex0429-0045,mex0429-0046,mex0429-0047,mex0429-0048,mex0429-0049,mex0429-0050,mex0429-0051,mex0429-0052,mex0429-0053,mex0429-0054,mex0429-0055,mex0429-0056,mex0429-0057,mex0429-0058,mex0429-0059,mex0429-0060,mex0429-0061,mex0429-0062,mex0429-0063,mex0429-0064
0,1986-04-02 17:01:12+00:00,290.3864869013144,261.7455824264947,248.72478847837183,247.90598728982275,253.72634620830138,269.0231543861563,259.49027766606997,249.4852439280223,245.67252713170637,241.6402227559122,241.41122083752958,245.83126924630585,244.75065713081568,240.21148036767204,235.82839444932574,237.9143097799135,235.4000204226336,237.22531189679722,231.67672465418318,231.654000544817,232.569843993985,240.26787142117047,243.25055057076304,242.76496465643606,237.22414292115218,227.17765869193923,227.9046089899499,223.1939934010909,216.6018907866313,216.12198037413884,220.1404641859204,,239.00690284723623,254.872602580714,252.0316947906545,260.6562654216626,281.1110491513465,261.9569124690429,249.75309730171426,241.11872480051315,241.3395470629224,253.84558516310977,249.56785704613787,250.50425274615571,257.1445831150902,273.0979728751587,259.1805488993174,245.0970957270336,246.43438450931552,244.1488177636686,250.01522907410242,253.30476167841726,253.87984813212552,247.19416844591058,249.41548522897915,249.7827471477916,250.49518077800616,253.06836384421382,255.47534755078038,257.568432616982,250.70020162443194,245.51074256059925,241.5685918117708,245.02789744426025,250.09785127497037
1,1990-03-12 16:56:32+00:00,251.1687593452624,241.61164377262028,240.14248775669853,238.03244142658002,241.32030076791332,256.89540761238754,238.8610278989162,227.25979432020546,216.64990113271676,211.3405129006958,210.4927972750687,220.0215316659377,216.7277271223055,210.70794493895593,209.48862608401362,215.25699940570274,215.61197444329116,211.48131111492268,207.9083022701546,203.86614899915133,206.00052252579096,209.34646026438276,215.92298611761285,220.27974307819179,217.51550466732272,203.52453283122136,201.63365045535159,197.64834642880274,181.53991362031638,176.63941560751783,185.49866012724084,189.0577824191096,200.07631419871012,229.20987061864923,227.3259010216134,229.47983899738847,242.58703039870744,236.60766263703496,230.86982883795633,222.37509930472908,214.18430592323563,221.06013917988506,225.88114112769622,225.44108008048124,231.93636917766082,239.51312394004134,235.26995272773505,231.93408851651841,225.93023110544848,225.50021367572631,224.46688387784397,227.8614414497568,229.94439515434107,230.6143911482623,230.56743328011106,229.98733030869877,237.24563916540743,230.5322865547693,227.85855106864534,220.88357852662307,224.4991485361539,221.52917683947888,219.39892305185026,208.65568217798815,219.55591054476582
2,1991-03-31 16:57:07+00:00,269.9631338290235,253.02631596160958,247.5436369109169,246.9327164760191,254.73699625022044,266.30798925360676,244.20720334473572,232.65344101271182,222.21936069391245,218.91568727637446,227.07296934652908,227.9507433746619,226.46032459611743,218.54315319557077,211.49527520576476,212.89117556966133,215.95617820392553,218.51559057652537,219.26172109553212,215.57604274963882,219.02775206570766,215.5019259692395,222.96840568204175,222.646155888718,221.59177038225914,212.67903895051705,217.1036968433516,213.1232122967703,198.03405570442624,197.94514177333588,196.61385925144097,201.93124400484749,216.85690728459755,245.69887579892992,241.63779757007205,252.6823723223867,265.16447036197235,248.42293427524726,236.95069385116244,231.18366318370784,239.40937526213062,242.80817257316954,246.11395184403935,247.0798322734953,251.56896688260412,259.65059362010027,256.92518435076215,248.93090829959664,238.90373815808687,233.8983941384197,234.44499618981703,237.9942873950427,233.18360150611664,234.85179267185958,229.99700259228615,238.79770777147036,238.33002906392778,240.64810335197205,241.9690143643684,237.47043020728077,231.42622696313572,224.794697911863,216.6414420256074,219.1813594365319,240.04415581294063
3,1993-01-15 16:57:08+00:00,226.14053653526526,217.23583597339717,217.03251149032945,220.79997157772328,235.13129275471334,262.51806590815715,248.30691967318043,239.4790900914326,232.6858144122213,234.87231005051603,232.07568248302596,235.01336399403885,240.2807958831246,236.61952344926226,233.77790485609714,231.0879878875447,232.94456855081856,226.70056800991148,226.0236898844289,224.69019184779756,232.1984126930859,226.1049567809165,230.1465764364455,229.56653809953409,228.66171849015745,216.74296856673712,216.71988235502454,213.40925811320858,213.94239049329286,213.30754123790732,213.1131409908184,216.99313966207376,225.69134581231572,245.0924103024018,250.3118879712568,260.5738911629757,275.494033870067,262.2581908210489,252.21949130205604,239.9348438742145,234.1461100294537,242.42869553320457,246.3841520808728,250.10312846510453,255.1231793178716,271.3343925143523,264.5288690582817,258.13115450466114,252.20988267878892,248.71662308268066,249.1672752392614,250.8282416383425,249.4981915712025,251.46267058521448,247.59846530387682,246.97852287467077,244.46938401668802,247.2771114640554,254.6337247411559,252.38133880879923,245.0224099799251,241.75474940522503,229.72269878102793,223.83876660342986,241.7679723877981
4,1993-02-16 16:57:27+00:00,233.85098501655824,231.00448520850546,227.65753897564718,232.7656755474125,247.69030157695929,267.8572449903308,248.69071987495025,242.09752666234237,240.01536624553793,241.16254193146207,240.17218090538094,239.9370064774422,238.6426394719693,231.95970096072426,226.79420387028622,230.17737801717365,227.86451067758208,221.29833850926317,220.73239920670989,218.03545979106363,221.94192544512305,218.78243591242295,225.12139537867856,222.76999635352115,232.19648827069102,221.0538071765887,220.34108231298495,216.264237305101,206.0359805385578,209.90023733144642,214.09959951338186,214.8075216156762,224.67745490203018,246.57697116527584,243.16780686173323,260.54349746788864,274.0743869555317,259.46437570513245,257.5676314529484,244.81442238253038,243.55016462272255,245.0509462491098,243.80496749050846,250.0579486768039,257.97796035021923,267.20625782601337,263.2677097503438,257.80252931574637,255.603478895051,253.976448168908,250.11346935517705,245.6891640522212,239.5021197204947,245.49637235454244,243.8823880571705,241.62846237701558,245.06324770327694,247.69376704101856,250.09222078887257,242.64134817588229,242.85691653608455,237.72796392199518,230.20643910519289,225.3166927805455,243.79285490025777
5,1993-03-04 16:57:59+00:00,234.34586290333107,216.42735307129968,217.05158227326885,222.54716386891747,232.5436131398738,258.6970471845184,241.0465371280045,234.21674138197085,227.4529782356791,221.80913832566006,222.75354446728943,223.25767006185094,221.53421671982835,214.66552230691948,209.54648043933082,212.23490887087215,209.1392380755366,202.7448449908538,199.95605529947318,205.80692583425997,208.56827752910132,207.0908872695486,215.97910244869354,213.111008965411,210.57978241891834,201.25578326768272,198.49336986711,197.0608747868564,186.92531995339357,186.6270895721555,189.7035957786879,196.92976697429657,203.86938889697282,226.10928031216895,229.20065974165058,246.8075415341403,259.05949073671565,240.16027890319367,234.80990062431894,227.9765250528439,220.0586376904336,224.3485643869095,230.9357630008788,232.0497291612924,242.91159861110043,249.79601580060606,248.91275715794814,235.50248737438312,231.5215847194659,235.50396726173636,234.68780130538846,230.4361909885106,228.91135729664336,226.08845743812608,230.05601531950936,224.27193000657223,227.61243098704165,232.28155591693485,232.60143488863548,228.0766999786519,224.10475541658232,217.96903789976417,215.29147519590657,202.37393637461224,226.13488032525908
6,1993-03-20 16:58:04+00:00,245.21181165162426,230.0665533649024,222.62417209990156,223.43840063833431,240.86812271749298,256.9067795829756,240.6914646245799,231.25845921190475,226.6581967767729,223.7797356274915,220.95035031935652,222.01016502809046,226.01666778600827,217.59262947503825,214.45693996651698,214.69167719665876,207.28818551872385,206.21727080023447,208.9947376454261,208.6742663943822,213.90480410357128,209.45942760403403,215.86240863672617,215.0206871816096,213.6505205952813,204.13014762357852,204.26501575375445,195.31470133047674,188.4554768508903,188.56553138364788,192.42866586459948,202.79806020190523,212.12591203205855,225.94270540257028,232.0318278674264,243.88767192909552,262.741173033093,245.11452380074013,236.66876186679877,233.14347022089964,223.2848429362384,232.87649464157056,233.74231927494185,236.5457852767928,247.85349728598956,248.79639030945168,243.28567966125547,235.78418539314433,239.14672993381905,236.98507469877507,235.14478803407573,233.52200042273546,226.9282411742218,229.55482692315377,228.10244294817605,224.18967184339482,230.3945385086579,231.56491875552564,233.06295928613588,222.5551865480066,222.76829103831977,216.44981187630165,210.03024933205168,205.06477661773647,221.23017061318723
7,1993-04-05 16:58:08+00:00,218.7172821305309,216.61043905562238,217.32520162481092,221.27141490724932,235.1039206694378,250.12286004365046,237.32214158653173,232.3650153124491,226.5019007661602,219.901956696509,223.73225259482746,225.12873020566315,221.08646342809368,216.21385702555312,207.41392687010057,212.42187699410346,207.94664379091256,201.72931938339224,208.43116900078448,200.44867334818872,201.59360306580595,203.00062625558712,205.67978371727318,212.42815537190006,214.0360910989238,200.93064387537464,199.9283268617978,199.72308990591821,182.7315964956819,183.2980965856966,189.14937723256836,202.76518635112205,212.1484010262735,230.67126827928035,230.25519286157743,233.17936432130773,248.64098916290504,238.66754488234596,230.26033893491348,222.06375745969768,216.77732949438007,224.00368903726294,232.53365833995994,230.47049217462478,231.1855606657989,245.87827032842466,247.6951804468959,238.333676744108,231.91886902682035,225.24193564289214,225.93861970614807,228.03772901103468,225.4626238613322,224.92039729645427,223.3776942019814,224.77610659460913,222.48494481397015,227.34407770822145,222.43106874506924,218.96328414603522,210.07795179698678,215.78777759406034,210.92929272115805,212.14397569536192,228.27661254278132
8,1993-05-07 16:58:20+00:00,194.3773629960454,190.56173971450556,190.93821198210765,205.1309966111159,222.60222967515645,242.94929007264852,225.99137707740056,219.3700580280677,215.0872186978209,212.58903093887142,211.12229374104055,213.15355192576118,213.09403121955864,208.86534971455706,205.64157899939224,198.75086972806272,201.65751660183037,195.59749975799747,192.03789003737654,190.4345130576091,196.10847514404352,196.30779949879812,198.91199899854297,196.371516592084,202.7403079344034,188.82265457131462,190.34466686439313,192.37518626529788,174.68336998103405,168.7757184014656,177.76032479032165,185.190375323997,201.41695911823138,219.68407243152507,223.34382875671582,217.10167657233671,226.80683651504114,218.62574538254626,214.2452593819401,209.77403260096258,205.0397585203933,218.4887743159711,221.7238066424856,225.61840239648734,229.86232522888832,233.48893909204594,229.54894481380768,221.12297648173137,219.4953048689702,217.38175620796645,213.23466605537772,213.0591528238023,206.5523315365817,216.96267109978658,219.3098790069347,216.35447018277256,218.5542061141752,219.01988537275713,216.36204110863656,214.54414157991516,208.32433960990943,205.99479972916203,203.10001361487753,204.27822803773813,211.8830552854335
9,1993-05-23 16:58:00+00:00,203.6286218519716,196.71399384449765,207.2340690264856,221.9493413423377,236.61653989135627,258.38903237801594,244.7913640190328,233.06700033048125,227.53742234510452,222.44677552905802,230.82683247904146,236.30610624194983,234.50118037931375,227.01494599908057,222.25940173235477,222.97678739707155,222.5634754162366,216.27447101782744,221.72808787825429,218.1193102066482,219.64960135276968,215.42217863178138,218.39924235647692,219.43358501475018,217.3993633678721,213.04583405887115,216.68381631685668,208.12829938706926,185.36687101319023,183.8266784601814,195.19029341266304,204.02869446945093,220.9732087339205,242.41782403377925,229.81505739312263,227.040861819135,241.4882853627132,237.35316568432376,230.23055930726014,224.46882136984053,222.83817372264275,230.52540613892347,238.23522285867375,234.0324857084766,247.21139883416538,250.46853900383985,243.26463800094018,234.11287562029145,232.69113409824635,233.69830454006467,231.19851988773843,233.8282697726088,229.3809086954299,223.82132085870455,226.1529391124176,232.53910410131573,235.10645370702406,238.6981969746552,232.20965373842847,235.60830377497786,226.76380732282004,223.81161144522684,223.74720448015864,223.37621583219283,228.80518525921093
