,dates,chi0310-0000,chi0310-0001,chi0310-0002,chi0310-0003,chi0310-0004,chi0310-0005,chi0310-0006,chi0310-0007,chi0310-0008,chi0310-0009,chi0310-0010,chi0310-0011,chi0310-0012,chi0310-0013,chi0310-0014,chi0310-0015,chi0310-0016,chi0310-0017,chi0310-0018,chi0310-0019,chi0310-0020,chi0310-0021,chi0310-0022,chi0310-0023
0,1985-01-25 14:04:03+00:00,210.75016590339624,211.34687325880924,224.12197921386172,218.59547152595437,241.23084192743312,,,248.67621659692392,250.03933301070197,244.6690496305356,240.47999039347383,257.6897066698113,238.6204088081821,242.12021746058662,254.1667490033643,255.04191219545245,221.47725735828104,232.08529321918002,,241.6572423556757,220.35534231935733,215.30646682238967,236.84009712243127,231.73351753622893
1,1986-01-28 14:00:46+00:00,180.3420524786407,178.68730553414449,185.6592043160058,185.0228688655431,201.40985804471651,211.7999836730009,212.66043314792557,222.25921307593924,219.41058451604152,223.93336533146766,229.22403959668762,227.08798649258284,219.31527766608264,213.7948168326468,224.54491417032807,220.19322854569788,217.0258515623947,212.59407312605256,201.77434535499907,214.5722771111308,213.32237402360025,214.03132884817745,213.89197852576376,210.78594049534743
2,1986-02-04 14:06:23+00:00,,,,,240.19859840333163,239.36830714602394,251.3227845614505,243.68218953168684,241.2777994654645,230.02990120652018,236.0233286890699,242.58760220463734,242.5576421048919,241.25985045436883,234.8712174235091,239.32787964998283,233.82757127325047,230.19605932612507,214.1422466008196,220.92835782883847,217.75260369701007,226.413615695649,229.48764293510368,225.70695939479123
3,1986-03-01 14:00:01+00:00,186.30783913482657,182.0833270238916,198.79073110874452,198.39922207996818,213.9506704490624,218.09163576508473,234.13352173160786,237.91673101382634,238.2997626274826,231.78881964854847,235.17090030759505,232.1216143733766,227.9571965915576,220.63995194177548,230.69484973416922,223.0380995507698,225.42688393791792,226.23575286238153,225.96862577919828,224.8452599699179,225.62463806008873,223.76923765323394,225.36831801333423,219.13845366562737
4,1986-04-02 13:59:23+00:00,192.91415797940365,197.47539361967958,215.3577758871226,216.01854893557882,234.7072182241184,237.895873337943,234.7719765861326,249.68501874276623,240.19814802827648,219.21764444882737,242.7013436253101,243.32177855742577,237.6851961254287,234.93207026097411,238.3596138474347,215.27496890962234,233.4212284766497,231.13668940930904,222.53167916196247,221.96463025315617,226.54599197715214,205.72816878444337,222.09955051253473,230.10301428387552
5,1986-05-04 13:58:38+00:00,154.0968977880886,151.66009378870262,,,,,,,,,171.63106940111356,179.7636568383002,176.9415747744704,176.8318500308444,171.6797741624969,180.52592240812203,174.8239567394756,180.843497315246,184.3609660024004,176.97485631874625,184.88290136280884,189.8687967491402,,194.20242195850847
6,1986-06-05 13:57:43+00:00,162.8326502146262,154.59418681325727,171.03173786729556,164.84140779082986,172.11233856945182,175.02185517986095,175.46450632856113,180.47133258161497,174.4807117047133,183.7438820934578,195.5063638401871,187.71494449963035,204.21567980454887,201.47829772720422,192.10709894964924,192.49550086983874,195.10513247111393,209.28557081896386,190.06384122089287,176.3815754160875,179.66293540783818,175.48539116356488,,
7,1986-07-30 14:01:40+00:00,,,,,,208.52003441328654,193.7662410311304,186.3334872756746,208.06716864364563,205.63908112341824,,,,,209.14562886877553,211.62691659066877,209.61752413361694,218.25567148849981,196.0584849477988,193.54775559781888,196.3097657931798,177.3702038222512,,
8,1986-08-31 14:00:53+00:00,162.80348234396416,155.4233988167179,165.63839191346216,167.45153816577644,173.3042234992779,183.13536471845595,197.81917142617112,191.14246091362563,187.19448297279646,195.07353868774138,215.4681108915861,208.57608506339523,200.0730991961831,203.21174061917134,195.1417931167314,204.56135627837213,203.40523326165226,193.67859737926895,187.78937704610073,186.27596973718957,180.58393206442707,167.32371481811617,166.15994469773307,180.6032691381688
9,1986-09-16 13:59:58+00:00,136.12178475851272,,143.50188894475565,,160.415531857302,183.3771198049182,181.38097590146694,186.05153520645263,183.47606589661973,198.76026464787412,213.6216746299873,204.390268991215,196.47219808351028,196.49450256136743,185.95859757756025,204.8946878016392,197.6098700891276,199.24173375086875,189.06717553018134,188.42636207286716,185.7156650285715,176.9113533610324,173.94349009001914,184.37425052264035
