,dates,per0032-0000,per0032-0001,per0032-0002,per0032-0003,per0032-0004,per0032-0005,per0032-0006,per0032-0007,per0032-0008,per0032-0009,per0032-0010,per0032-0011,per0032-0012,per0032-0013,per0032-0014,per0032-0015,per0032-0016,per0032-0017,per0032-0018,per0032-0019,per0032-0020,per0032-0021,per0032-0022,per0032-0023,per0032-0024,per0032-0025,per0032-0026,per0032-0027,per0032-0028,per0032-0029,per0032-0030,per0032-0031,per0032-0032,per0032-0033,per0032-0034,per0032-0035,per0032-0036,per0032-0037,per0032-0038,per0032-0039,per0032-0040,per0032-0041,per0032-0042,per0032-0043,per0032-0044,per0032-0045,per0032-0046,per0032-0047,per0032-0048,per0032-0049,per0032-0050,per0032-0051,per0032-0052,per0032-0053,per0032-0054,per0032-0055,per0032-0056,per0032-0057,per0032-0058,per0032-0059,per0032-0060,per0032-0061,per0032-0062,per0032-0063,per0032-0064,per0032-0065,per0032-0066,per0032-0067,per0032-0068,per0032-0069,per0032-0070,per0032-0071,per0032-0072,per0032-0073,per0032-0074,per0032-0075,per0032-0076,per0032-0077,per0032-0078,per0032-0079,per0032-0080,per0032-0081,per0032-0082,per0032-0083,per0032-0084,per0032-0085,per0032-0086,per0032-0087,per0032-0088,per0032-0089,per0032-0090,per0032-0091,per0032-0092,per0032-0093,per0032-0094,per0032-0095,per0032-0096,per0032-0097,per0032-0098,per0032-0099,per0032-0100,per0032-0101,per0032-0102,per0032-0103,per0032-0104,per0032-0105,per0032-0106,per0032-0107,per0032-0108,per0032-0109,per0032-0110,per0032-0111,per0032-0112,per0032-0113,per0032-0114,per0032-0115,per0032-0116,per0032-0117,per0032-0118,per0032-0119,per0032-0120,per0032-0121,per0032-0122,per0032-0123
0,1985-09-03 15:03:06+00:00,,,,,,,,,,,262.91726083315984,258.8632373076872,261.7323671054808,261.3531285582357,259.89203108602095,256.98192258640086,255.0492849053801,256.9018553058047,257.8153137149486,263.1965475041924,,,,,,,,,,,,,,,,,262.39674227913105,255.61127058024704,261.0122182609815,260.8183447914092,263.2318945459257,255.80556087587104,255.67329799504185,253.7235189296353,,,,,,,,,,,,,,,225.65950484982974,221.66365513484038,219.67844665995267,,,,,,,,,,,,,,,170.40820603707704,167.15674179909968,172.87703282728023,169.42296996121667,184.31466058971904,181.97186463828956,196.42056758133435,193.36870409852833,195.8376238994457,201.28346870759017,194.87364108428062,189.8499932691638,186.27452888192408,192.24506928194606,201.79825213960086,205.7480154858707,213.53200961646832,227.47514218715443,244.50783943998272,254.12956971565833,256.2076773698009,252.47220220426973,268.3219023966129,273.7362199128321,279.3135234033132,284.28527760639923,297.51882666696446,292.5646496936779,301.3106605405162,313.1951395834923,317.4401260933528,335.4029539468214,366.21079767816036,366.702517920147,382.8036525195083,,,367.33367717604693,,193.07340869620538,255.0663688256475,,,,,383.2867791379508,,,
1,1985-10-05 15:02:44+00:00,263.61552305526,267.58354718797546,272.501692703584,277.02491232798343,279.63741188098885,276.80480469346514,274.94785467754144,269.1150160259192,265.0542467447998,260.1646579461781,257.4733971718026,258.15541133159553,262.2796544254764,262.1210428923749,258.980658500045,259.15018489625606,257.9414653979798,257.8224512492437,261.387681715296,262.9331116475465,263.27976448987926,260.15264050613297,255.54144540370896,254.04466228933182,257.0697708867572,258.21019218063503,259.68128257777727,257.76726159552464,256.30105563668735,256.805408853796,253.9882549284544,254.54518664241067,261.4784028030813,257.82152935834597,259.809911572107,256.4579185956718,258.94140422607904,254.11094905441945,256.18825523408844,256.1111941642889,258.3113941156202,253.03979151708506,250.12990896482097,249.17938058712622,241.09043793445682,241.34284001917683,238.3499175302814,239.99979121412753,235.05793241401625,229.68970636243006,233.47615346420577,231.48808332300132,221.1458123984761,222.4813922467144,222.56356286864587,217.76352384591922,218.05287917519001,221.0426622705606,218.37395164468722,213.64076569572967,216.68167228624682,223.01073486754734,207.96432884325614,210.11507743603542,210.9414740730919,209.84039435173113,208.36178296983215,206.64643866953156,205.8888847208113,204.13056460115047,198.01160950657948,195.49498567048374,174.42694937807002,173.73540656376355,170.21167989498326,170.00286090583427,166.54453518484996,167.3836280638605,172.64143817733563,182.93674784265636,194.20547868197107,192.83642292914178,187.27099018450235,189.02591936040523,193.1031499827888,194.17555502361836,188.59192277993466,186.60566587415497,191.9216249435221,201.79184399123835,209.4928734774129,214.02455318077577,227.49249914396438,239.89707669601327,246.0216321625968,246.23338290291397,253.7651886249967,268.03815036785386,268.6206371698179,274.17918000679384,278.46605047617345,284.1270360739163,293.55883630917106,297.66792407762574,311.4176828592133,312.19608460926423,329.4703529948248,345.19078220622,354.72940974948034,375.182410430075,374.5899604433786,373.4027917834894,,,185.6966625868303,223.2875478326909,310.38995967912757,,344.20604160995947,,,228.28056204721682,248.82128477044293,249.57827420778335
2,1985-12-08 15:01:45+00:00,258.94519304409465,266.1395497835384,272.34302491616853,277.7789499743111,276.138662143096,273.9734169744021,271.3122426110758,265.6291412608035,260.3214014705062,256.75783567486917,256.22126265865666,254.92876579401988,257.4238582152543,259.8516270387113,255.67830654222576,254.73866732316316,254.51377906516325,256.56969370733964,257.31121345968216,257.42343095521267,258.1563055814652,256.61607931793054,254.25633745598188,248.36943848145094,250.4798515616207,254.02230260235635,251.62815110353853,247.07617365832016,249.01530776621016,249.30017806751812,247.2425460629147,246.71776553845206,244.39558494845198,247.56440629383067,249.3626631651842,248.3287345345209,245.42952492989963,250.95022226329735,255.47034511714972,253.53062108660384,258.725855834311,251.07455824227569,252.76571393348996,246.5498789034142,249.34647572082085,246.68717512370483,235.8882376705929,241.3079545521132,236.8585652277668,230.3469834068726,232.15347573158962,219.42317012728643,218.97026650184722,226.852244539219,231.83742193195368,226.37687833549487,212.5061767992185,221.1227428588772,224.97515393680504,225.1277636789321,224.96479339513542,212.25692813543378,219.89423133809993,226.04836062114276,217.91896573491323,199.7713936668923,198.72701787754488,212.0746273452439,211.12998581593976,205.35530849744782,188.43543274580662,191.02900547587416,169.97926831799901,173.67441831372253,186.22880805130836,186.1148002991872,174.09565295080276,158.46705808006374,169.39433194310988,181.80632964222104,193.77646890108932,196.45841359269025,192.0253788677768,193.84500180387278,197.9277943239751,191.28355059127702,192.50767161932583,197.59775618044313,194.60334704548336,203.3875905465737,208.19218399092935,217.50693418685643,225.7465581254874,235.72997995630982,246.82056384903643,253.60019936192577,263.5749100613209,264.16072862658973,263.5527096218981,286.1948794935149,285.318663963489,284.12382139929935,286.65662467678027,299.65595494860975,307.4021271856046,322.93651338484835,313.9071769203622,323.69501800006503,360.33659553553116,369.5390423657311,342.9468643305471,347.4803565857221,389.7036550888265,,166.11054777623156,209.34689416067278,299.87905504030107,,,,,218.58915802186925,231.54732253070634,219.91845302962685
3,1986-08-05 14:55:41+00:00,277.2834411572319,281.08586502964766,287.8536789160129,285.78612593041515,291.6341575297258,289.6984041563788,285.19839850756813,281.6920644814439,277.1048019252863,278.0711445601571,269.32112639294286,270.11310486298567,273.258566854946,271.2456558839697,268.1801160371971,266.7730875313281,267.04467590840636,269.6219078159035,272.2320463823504,271.74970322926947,274.1833292970598,272.22761257871724,262.27472003303467,262.79986786438235,265.28116166676375,259.75679932652923,261.00946665823597,256.4154175418965,258.61928283956166,252.99429205509904,262.0904906253613,254.97912154735235,256.39628255679605,255.20167611135787,261.66337999427026,257.3013976541728,260.286853784413,257.09431223135687,259.4636071059217,262.9323817421797,261.35374368673104,259.02985646256735,253.8656437539084,251.86761142975558,249.52434008345566,259.0301663587859,250.08338015933586,248.30019011742237,244.47987085167415,240.75546407179257,236.86459724955543,233.04533071238058,228.54306434801077,229.68181429365112,237.0822820772529,235.14364685394,226.34397655305798,232.49279422188212,230.9037306482087,238.45900238553787,236.88363339638778,226.5225242792237,221.65264091995175,227.42331845465546,226.99238214722826,228.5052645845479,220.3264992783451,214.211535308171,212.74926386924602,217.5748874029068,211.77065135534275,202.4203669581234,204.89755577644468,203.619481235709,200.75407994091546,197.9090537651828,202.4136129557174,206.97187033448864,208.8203370852088,207.86329455961734,213.8005051318209,207.87462903654801,215.257893542482,223.51367459987787,217.94374092077055,222.06432731714082,218.49844020707297,226.9429481788324,218.04929052049752,232.56506519911562,243.2081652973028,249.76198685586786,254.6365512553185,260.7579572757898,277.58850559740574,281.38437648687636,283.0741979755446,292.55189768886214,285.5045082014051,282.1396376827684,290.2055730735615,298.4061428167864,299.66111493754414,303.2343817535771,309.2832225076371,312.0987728642771,328.6651003710235,336.18515419324154,335.5222612825034,360.2385207218991,346.4039601033014,344.079348197672,338.94076192323826,335.8950022029642,,,370.6193309693711,,,,,,,
4,1986-11-09 14:52:21+00:00,261.90597598612794,269.30972215913795,270.2524411813796,279.76806713789495,285.15825645073875,282.02431560198966,278.13044409753286,275.1191959310477,270.7317442145008,270.9868601534297,265.44847688757375,263.3362937394443,262.6009666003998,261.3262662043545,259.62984131525184,264.13690208671454,264.48546853400023,262.9776068477953,265.63759520841785,262.48062356240087,263.8143559527056,262.6549480710436,261.38654659881365,255.74255952403388,255.6908245849587,248.36352105143223,247.48592653364534,245.61497506608754,251.96342339246198,249.92071544550137,247.66463547225692,244.80241159038093,246.47122795785032,249.7953447450624,250.25408712475058,256.96111717877795,260.0807997200658,251.802390883757,253.48746610132017,252.12887648482732,252.2488093944646,251.60339180335436,249.20470597465504,242.11461519903696,244.45756528358908,238.22327192785698,240.93392889348314,244.213916319715,236.7050551769033,233.74602594291096,232.94658136110814,224.82405878573044,224.0405030709362,229.6202533566352,213.30569439778694,220.89217170836446,224.91829375334925,216.00179511049632,217.3383084412663,221.13922705304486,224.1246294485885,219.87810401402092,214.5924267798253,217.03558773337517,224.04218869827594,221.5993959694133,206.40729024849355,204.33685861259232,204.53059662512783,201.09667548720387,194.99621315582414,192.32832884026953,192.1174469459702,187.196211690975,192.20719967307855,195.67164546575438,195.58408120680184,189.87214175395957,186.84581756556994,197.06256434272638,200.17790849494912,195.53072987063922,199.9672922902032,198.41189306455925,196.27068626645848,198.42081138561093,202.68045202263522,203.35086172767052,214.12382014771998,219.63473428966495,231.66042212935122,218.18586452933684,224.8843778824318,239.2474584996869,244.33926754706616,261.5311941903069,257.5114680772465,265.1087781604382,260.93504030383724,267.68335466477896,262.69143000314295,280.4974447943139,282.20842567310217,256.65479823426665,281.5217347896239,284.8297300796362,285.905039354221,308.6234919840705,317.84682369030554,314.7573537680531,311.5706961270139,310.5560858973798,322.7784953953255,318.99905777643505,,,342.43549712053596,,,,,,,
5,1986-12-11 14:52:20+00:00,282.0356940958368,285.058338124177,287.0700490148281,291.72061185022534,297.024015792089,294.94985140684184,290.89764906080757,283.52156358624666,281.5044185025562,281.06099627014294,278.29492486044643,283.39935262998966,279.9108995370013,277.6188668311564,273.01521115591174,272.208880710686,275.4343045494064,271.36163762035164,271.648487397523,273.10828806846735,276.39741432085157,,,,,,,,,,,,259.60115730337805,266.64776871131784,261.08028533080835,264.8758836912481,265.22491040174805,262.78017641464953,268.2841950220847,262.3164317563769,261.5459863784847,262.8115599107762,258.57590644590346,260.0634934471841,258.8325122337786,254.34498600055787,257.46671429066487,254.4012100803713,247.65659314259693,246.92459100291802,249.1240747468416,244.96183740179185,245.21859109435866,241.25217521033156,233.47902987434315,241.7387717973063,234.0453925828049,228.26303322648016,234.3674095824721,234.76280909892162,234.48222030906464,235.7229090805204,228.25527812348918,229.4080516677334,232.62145129009582,234.30252931604247,225.312213189877,223.17475018071423,226.6165096871634,224.6881376871258,213.93235483740705,209.14251443328462,208.13694844959014,206.6774484079899,,,,,,,,,,,,,,,,,,,229.72195349648277,253.67465924021724,269.6690965596391,,274.1378598517524,271.4868399292361,269.83594175098216,276.457297161926,276.5670603811659,297.308340954466,294.2366262686555,278.0361156786332,301.75436231205515,307.34171171734795,305.7522596733427,312.5985955576217,329.9460275091534,337.3846661892004,327.37778315106254,332.40901771743256,333.81709969618504,334.57584376302736,,,334.6922860656855,,377.2855681102081,,367.02443743667516,,,
6,1987-04-18 14:56:42+00:00,284.1894472044466,290.0489600353303,292.51772924561146,292.39437069074063,295.2428095866577,297.7978608475546,302.07474440085383,,,,274.9108234471541,277.91408721716414,275.9545281362544,274.1637717819065,278.3480227931798,269.4409878808414,273.1410952808371,272.55558619760626,,,,,,,,,,,,,253.4016260754938,260.24698126603,258.3252225163766,,,,,246.17588046712905,256.7154221892264,264.9923412865529,262.91658328928116,,,,,,256.27304827195644,248.2942053810291,246.2936689429631,,237.28597884787717,240.78885929791358,235.70955330198717,237.07253786987383,228.94234201895685,,,227.6037863708673,241.31057367532455,,227.70135816426387,232.83742550963643,,251.77676308930245,,228.8252540438796,245.24240247737566,226.22808025361383,223.46024141424667,224.8402369922105,222.26717766635147,214.7999051169494,212.6619185199027,204.42819217455514,202.93853567106316,201.89569960886735,201.32784930101832,205.00689694206534,203.38541206306442,210.41365219520998,213.14620520436398,216.38529881133877,209.0663503327239,216.28426909010815,229.52922607756858,229.68657667096798,232.35967447574032,234.17881698271793,239.2575641065876,243.7746269544921,252.04018354759995,255.91442709725473,257.8118667146995,272.10741160454904,273.1913420752164,265.21511678837464,277.94071279609364,276.4182692549301,276.6285565752353,280.99060447778277,276.48538556599453,271.3244932661265,288.28388706704686,289.0724145429752,287.6467921070231,297.9665185256373,299.4282088420908,310.8766543415221,305.5228886058828,314.04191332826656,318.7405675482412,312.6960607348142,306.34864335981865,327.2149955468135,,,341.5775264083656,,,,,,,
7,1990-01-20 14:56:00+00:00,254.52911296879157,261.586173988954,262.5771678068787,267.6626196245899,268.9443498956815,252.4126799441849,256.9479368292589,256.6344543394042,258.6109568089338,254.7617516570271,251.29960092758338,249.69834138736127,250.969085767127,250.7342359874823,249.46644612380487,247.53431003549113,251.60565759644197,246.00362372639339,248.1729346585841,258.253680406236,256.5377688938262,252.11671084132405,251.21981668232738,249.99261924108208,247.0749399800327,246.13031386294813,243.514563334248,246.9699230761324,241.96213704952373,243.33754455456136,240.19927761616907,238.92730576687407,245.11645692114547,247.73469091636707,244.80878550970792,248.87403688814504,251.42496653145315,245.18155705587841,246.13345875312825,245.57271304510164,245.17020621821814,245.2533879397465,240.05972900605474,235.51391194987602,233.6107324736695,232.22283141443228,240.492263383092,238.52141208872834,230.14161244410462,220.50160851994622,225.64073646350406,234.0443139008525,227.72078303297087,237.82744532406605,223.42002271309218,225.42978362598538,229.2813191253103,221.85784430669955,219.8890094386007,226.05628662865178,221.38251012217538,223.7498022794318,213.19609734145308,219.41119238554495,230.38449556720894,222.50242532458083,213.88429381156953,199.62054407562164,216.77192992442977,231.7535329830264,218.38161510318713,214.17746263864672,197.045464996153,191.488714992585,189.77264792281477,184.77635621370385,204.68674528791797,207.1392084368782,182.97708751315525,177.07355938158253,189.2240694531677,202.07048393915045,203.52426466064207,184.55864006232866,186.90647281870804,188.98359303806535,191.21657563669626,197.08184326367757,192.20119284891788,186.25703468370466,199.66390094307405,191.82578280110323,202.68339324952154,206.2784815140372,208.3733174595753,222.56227743933206,209.5346512314964,195.14738378377885,215.49780795103246,220.2969582046946,220.17257685513042,192.71846074490225,186.2979441001571,205.6108549489848,204.70234917824212,209.41326597180932,208.29688681031067,204.32737219505537,199.42414659258216,195.42058056797515,199.16752984967354,206.86045294045496,202.4507570561965,200.21602912511742,203.65096923441962,198.24769904811106,199.4024338063037,201.63972549731125,191.97322636806388,216.70652152852827,212.06813296957446,182.98668719585217,156.2398501540822,135.2237131224794
8,1990-02-05 14:55:29+00:00,258.61183401720206,265.2238376651661,263.38090999757253,270.80692188663403,271.2400724446561,254.49992945077207,258.3913154959938,256.5970145851686,255.27778296121227,253.3277052154262,253.11340326758545,254.3565603750902,253.65133205950752,249.46338071349857,246.16604875717118,247.9332004650339,250.25947481407212,246.27640268694063,251.24895563169815,251.91096892605913,255.61590983699537,249.87803243179064,246.238956239219,251.27741223816565,245.8779081902033,245.14122784510337,247.51337763837645,243.9729819132932,241.83541903490902,242.04112390393195,241.7909835359505,240.2707099337552,240.91347797360464,245.42610666443812,244.1974622260734,242.2900595401577,250.02008723477013,247.00281448908265,248.76501987139528,244.61123481909652,245.46536914738192,244.0806861159548,242.43447071098495,240.4782852499684,234.9414132170092,236.77385076027457,232.18119852295746,228.74883507055944,223.2287503892478,227.0636681221709,231.0993751535408,227.77391829034673,228.4758152936036,226.1714725506381,224.87694850764188,223.18607765972916,218.41219063945962,216.2735345812967,224.8912406741939,220.94278005798293,213.29096043361767,212.66832636052303,221.64721685713624,219.1460338907084,222.0317188226491,216.6848873358228,210.60525245829916,207.23738932626503,216.67664924671544,217.18582763099562,207.93453346635238,204.6575986199603,195.65425956524422,196.4302303913043,188.69086987578999,196.91443837123052,199.75928834536228,196.62682086676386,181.35258087510618,177.52770795932477,195.55513340100595,194.8385269240426,201.13720513283636,192.42440546522437,192.62952313031235,189.0934836359387,191.66242521288268,193.9576217161425,186.2695706108604,190.39255738296254,198.19090266903288,200.34434989679687,210.03387793333638,206.40890434295642,220.31614725910993,217.74088821558075,194.63276983621103,200.4280935263294,213.22381614780352,220.58387713457319,217.04226253624176,193.97958508055876,190.69945188226836,207.87057837524043,202.78796179962893,209.54587959250068,210.78014225258568,206.91998356596304,206.65646315966933,194.13792599432497,199.0462089429779,202.73356811872122,201.85519049473092,197.5142140997939,199.0801694988037,194.55748516423733,201.2683728212255,205.7752368666266,200.35697051236284,217.80740773684443,214.96979505001926,180.2576290344579,148.27889291126627,123.17268617049548
9,1990-02-21 14:54:59+00:00,262.10235343669046,268.8625261706273,268.62881189571544,278.9935543079939,279.8270905155541,272.5633671718629,271.99530098546785,264.8451015278623,265.74503711564785,263.05384571151615,261.51801595843915,254.5543473403327,258.7291327943891,252.4229621410601,251.5993889314382,259.8063920625298,255.72481864235047,261.1793331920794,260.7815776954946,259.3628616997123,261.7244588142964,254.59488094322649,259.4900819555384,249.07032451215497,253.52163223822902,247.76576585221903,246.54277038435893,252.56393870100266,252.90268746278673,248.15528201878612,251.9189504314706,251.8192801169765,247.21796682176523,250.60927507344357,257.0549562504586,254.4123221791786,254.46708881242105,248.99775322407015,257.25606718795905,245.17404577123602,250.0772467206977,253.4632136452806,254.28984296108797,249.19281960766892,251.47231154114593,242.53869719597202,236.9617855942057,238.02771533517918,249.42435126288416,238.22124895341165,241.88751469655801,242.20294643474762,239.9678079005231,235.1051938803745,234.1008454283227,226.43533676814147,228.60564065080567,236.33891981991275,228.15684039395964,223.9790910586152,218.44969231260112,227.10917071028868,231.83265731948563,230.46022154294275,222.82064556696554,223.43339236387072,217.83513208375803,225.1809423602023,222.04645025017925,222.07671490161744,214.8249326318091,212.55744306508137,207.05135767309713,203.32553894117927,200.20069285917168,203.0145855015462,206.29724529536233,196.18007117385133,182.5788058854302,204.7470020178848,207.9413070331368,203.24906223823984,199.69924831702355,198.97976692586008,198.07281586862263,189.44288470385362,191.45656968005724,194.0999251862508,192.3698515850631,201.47067443161853,204.36000329772162,210.24640534802074,213.26685136830116,213.72388808785922,232.35461352519462,223.33730796746286,197.92273286892043,213.93130002452236,228.8386233221254,223.28161265781347,214.76846941782537,200.91323196551963,204.61070399077744,214.95713478045514,215.047004552229,214.1869554508602,216.152482641782,219.51301609572414,214.42589704002472,205.28648783931976,211.47319934978253,208.6510060805536,207.75582178807866,207.11209818424672,208.27393820664378,208.96246610143345,209.99445624041326,208.50537773860137,218.51149080098494,229.4789912257517,228.30464001009108,192.9761425497366,147.62095885483373,125.59586513853549
