dates,satname,nzd0458-0000,nzd0458-0001,nzd0458-0002,nzd0458-0003,nzd0458-0004,nzd0458-0005,nzd0458-0006,nzd0458-0007,nzd0458-0008,nzd0458-0009,nzd0458-0010,nzd0458-0011,nzd0458-0012,nzd0458-0013,nzd0458-0014,nzd0458-0015,nzd0458-0016,nzd0458-0017,nzd0458-0018,nzd0458-0019,nzd0458-0020,nzd0458-0021,nzd0458-0022,nzd0458-0023,nzd0458-0024,nzd0458-0025,nzd0458-0026,nzd0458-0027,nzd0458-0028,nzd0458-0029,nzd0458-0030,nzd0458-0031,nzd0458-0032,nzd0458-0033,nzd0458-0034,nzd0458-0035,nzd0458-0036,nzd0458-0037,nzd0458-0038,nzd0458-0039,nzd0458-0040,nzd0458-0041,nzd0458-0042,nzd0458-0043,nzd0458-0044,nzd0458-0045,nzd0458-0046,nzd0458-0047,nzd0458-0048,nzd0458-0049,nzd0458-0050,nzd0458-0051,nzd0458-0052,nzd0458-0053,nzd0458-0054,nzd0458-0055,nzd0458-0056,nzd0458-0057,nzd0458-0058,nzd0458-0059,nzd0458-0060,nzd0458-0061,nzd0458-0062,nzd0458-0063,nzd0458-0064,nzd0458-0065,nzd0458-0066,nzd0458-0067,nzd0458-0068,nzd0458-0069,nzd0458-0070,nzd0458-0071,nzd0458-0072,nzd0458-0073
1999-09-25 22:19:33+00:00,L7,341.67,335.76,334.85,336.21,343.61,352.98,357.39,347.12,357.23,367.14,368.93,367.98,366.86,369.08,370.59,367.79,370.75,370.03,372.12,378.83,370.66,367.50,357.75,356.05,350.91,351.47,352.28,353.23,356.43,351.52,350.45,348.02,350.78,348.48,346.55,347.54,348.08,351.69,349.88,353.94,352.57,357.30,358.02,358.84,357.62,360.52,359.37,367.18,362.75,356.51,351.06,344.54,332.22,337.11,338.95,337.33,346.36,333.67,335.84,327.51,325.35,323.46,323.00,323.62,328.70,333.61,333.72,347.51,344.89,334.82,275.58,215.12,,303.08
1999-11-12 22:19:27+00:00,L7,,,,,354.60,366.94,375.52,386.50,396.56,389.73,382.24,380.24,378.32,376.71,378.22,379.40,381.37,381.93,385.95,391.83,384.13,379.55,373.27,371.36,371.82,366.33,368.54,369.66,365.79,362.23,365.00,357.52,359.04,358.81,359.26,361.26,360.80,365.28,368.85,371.53,369.12,372.04,370.81,374.16,377.29,373.61,374.15,377.32,375.90,369.23,363.93,358.36,358.92,370.88,369.93,375.17,377.32,377.59,375.18,361.99,360.54,359.24,355.57,358.70,357.75,358.32,368.20,378.08,380.06,373.06,340.84,304.97,329.13,352.45
2000-01-31 22:19:21+00:00,L7,,,,,,,,,,,,391.82,368.39,367.63,365.38,364.80,369.03,368.17,374.16,383.72,378.23,373.47,367.89,363.93,363.39,362.18,358.42,354.73,354.70,353.47,350.70,353.82,351.99,355.59,356.45,357.22,360.19,360.62,361.56,362.12,361.21,361.46,364.81,364.96,364.32,365.39,361.93,371.59,370.65,363.08,358.51,352.37,354.94,353.86,357.17,356.69,363.97,361.06,359.69,354.58,349.86,344.93,347.68,350.69,353.13,349.35,358.36,366.35,369.92,365.71,341.33,,,
2000-02-16 22:19:16+00:00,L7,340.87,340.44,343.28,344.66,350.72,356.11,362.01,371.76,376.46,347.14,368.85,369.26,368.09,368.26,369.17,369.56,368.90,374.66,375.21,381.11,373.30,372.24,362.78,360.51,359.10,353.54,356.46,358.12,356.23,354.42,351.94,352.95,353.08,352.02,354.31,354.91,351.77,357.24,356.87,356.08,353.91,360.41,364.76,366.18,364.05,363.59,364.57,368.49,364.24,359.68,349.10,341.68,341.11,343.29,342.08,344.20,349.10,339.14,338.03,334.99,333.37,332.89,329.47,328.94,334.41,330.70,340.23,352.40,358.91,348.42,293.03,199.84,,302.84
2000-04-20 22:18:51+00:00,L7,355.39,344.99,351.63,355.22,360.49,365.89,370.57,387.25,393.26,380.33,379.89,379.22,391.15,371.90,370.74,376.02,377.75,378.00,382.19,388.28,381.65,376.88,372.21,362.58,363.96,361.09,355.81,354.49,353.51,355.73,353.85,352.20,354.63,357.01,356.56,353.63,351.81,356.90,358.73,362.22,363.54,361.20,364.77,365.57,368.70,361.70,369.36,369.56,368.83,361.95,356.87,351.81,347.85,346.40,343.75,342.32,347.44,335.59,334.71,327.00,326.81,320.24,317.04,315.95,309.66,317.75,327.63,347.26,347.24,351.02,320.84,,,
2000-05-22 22:18:33+00:00,L7,366.85,355.92,356.46,359.17,362.89,373.72,384.57,386.48,407.89,395.23,,390.22,382.61,383.25,382.55,383.91,382.71,383.53,385.89,390.73,387.81,380.92,376.42,373.80,373.23,375.69,369.87,366.86,367.65,369.17,367.64,370.45,366.49,366.19,367.60,370.01,367.81,369.42,368.96,371.60,369.23,380.26,372.57,379.52,384.02,381.18,381.34,379.52,378.44,370.63,375.51,366.93,368.48,358.20,367.63,362.80,374.08,355.49,358.11,352.99,352.26,347.03,347.14,344.31,338.56,338.09,340.91,355.51,356.31,340.40,304.57,,,
2000-06-07 22:18:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,386.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.15,,,390.48,369.10,421.54,423.26,396.25,,,,,
2000-09-27 22:17:00+00:00,L7,,,,,,,,,,,,,,,372.81,373.55,373.60,374.20,374.54,379.14,374.60,373.93,365.70,353.59,336.44,338.01,334.20,337.41,346.69,347.70,348.87,348.96,,,,,,,,,,358.91,361.44,366.40,366.32,364.37,363.11,361.93,360.42,358.01,351.69,347.14,349.90,,,,,,,,,,,,,,,,,,,,,
2000-11-14 22:16:54+00:00,L7,,,,,,355.31,365.48,371.60,375.17,377.17,372.75,384.67,388.69,380.97,377.92,377.52,376.42,379.45,388.05,393.62,392.14,382.52,378.09,375.16,368.91,365.66,362.28,363.07,363.48,357.92,355.68,358.07,360.31,361.49,366.17,364.86,366.66,370.27,369.35,370.70,369.85,369.49,372.94,375.12,373.08,374.36,373.98,371.70,371.49,370.24,363.33,361.13,361.20,362.87,363.83,367.29,372.84,365.62,357.13,353.33,350.80,347.73,346.21,340.17,336.57,337.10,340.95,353.16,362.94,358.66,325.48,282.10,289.56,324.49
2000-12-16 22:16:59+00:00,L7,375.98,369.35,368.42,369.73,370.92,374.83,380.59,387.76,393.41,396.22,389.26,389.22,419.93,404.81,396.58,398.03,401.60,410.20,411.97,412.09,409.61,402.11,402.60,392.23,391.71,386.34,387.51,386.78,387.74,386.14,384.56,387.64,389.42,390.63,392.03,391.40,396.03,392.76,391.48,396.19,389.94,398.72,400.66,404.27,405.34,404.50,402.35,403.97,399.17,395.21,392.17,388.13,393.97,398.97,408.38,410.48,420.24,429.02,431.84,426.52,416.19,412.31,404.47,404.90,390.37,399.46,413.16,394.12,462.61,500.17,500.15,469.15,483.28,
