dates,nzd0458-0000,nzd0458-0001,nzd0458-0002,nzd0458-0003,nzd0458-0004,nzd0458-0005,nzd0458-0006,nzd0458-0007,nzd0458-0008,nzd0458-0009,nzd0458-0010,nzd0458-0011,nzd0458-0012,nzd0458-0013,nzd0458-0014,nzd0458-0015,nzd0458-0016,nzd0458-0017,nzd0458-0018,nzd0458-0019,nzd0458-0020,nzd0458-0021,nzd0458-0022,nzd0458-0023,nzd0458-0024,nzd0458-0025,nzd0458-0026,nzd0458-0027,nzd0458-0028,nzd0458-0029,nzd0458-0030,nzd0458-0031,nzd0458-0032,nzd0458-0033,nzd0458-0034,nzd0458-0035,nzd0458-0036,nzd0458-0037,nzd0458-0038,nzd0458-0039,nzd0458-0040,nzd0458-0041,nzd0458-0042,nzd0458-0043,nzd0458-0044,nzd0458-0045,nzd0458-0046,nzd0458-0047,nzd0458-0048,nzd0458-0049,nzd0458-0050,nzd0458-0051,nzd0458-0052,nzd0458-0053,nzd0458-0054,nzd0458-0055,nzd0458-0056,nzd0458-0057,nzd0458-0058,nzd0458-0059,nzd0458-0060,nzd0458-0061,nzd0458-0062,nzd0458-0063,nzd0458-0064,nzd0458-0065,nzd0458-0066,nzd0458-0067,nzd0458-0068,nzd0458-0069,nzd0458-0070,nzd0458-0071,nzd0458-0072,nzd0458-0073,satname
1999-09-25 22:19:33+00:00,357.67,351.76,349.62,348.21,358.38,368.98,372.16,361.89,370.03,377.81,377.66,377.58,377.53,378.68,379.73,380.59,383.55,381.32,381.72,388.94,381.33,378.17,368.42,368.05,362.91,364.27,365.08,366.03,368.43,364.32,362.45,360.02,363.58,362.19,359.35,360.34,361.79,365.40,362.68,366.74,365.37,369.30,369.31,373.61,373.62,375.29,375.37,381.95,377.52,372.51,367.06,360.54,351.42,358.44,360.28,361.33,367.69,357.67,363.27,351.51,352.78,350.89,361.40,371.62,,381.61,381.72,395.51,383.29,373.22,323.58,263.12,,330.51,L7
1999-11-12 22:19:27+00:00,357.67,351.76,349.62,348.21,354.41,365.71,371.76,372.12,381.50,382.27,378.73,377.56,376.42,376.35,377.69,378.19,380.66,380.03,382.49,388.97,381.23,377.36,369.35,368.02,365.68,363.50,365.01,366.04,365.43,361.48,362.03,357.08,359.51,358.57,357.50,359.00,359.37,363.41,363.97,367.34,365.44,368.99,368.47,371.81,373.21,372.38,372.51,377.56,374.63,368.62,363.25,357.20,352.47,361.66,362.11,364.88,369.50,364.25,365.37,353.38,352.80,351.21,353.08,358.41,339.75,363.22,368.21,380.04,376.27,367.74,325.46,277.30,320.13,337.62,L7
2000-01-31 22:19:21+00:00,357.67,351.76,349.62,348.21,354.41,365.71,371.76,372.12,381.50,382.27,378.73,383.35,374.89,374.47,374.57,375.11,378.16,377.30,380.74,388.30,381.38,377.21,370.01,367.95,366.20,364.44,364.19,363.65,363.14,360.18,359.55,357.28,358.38,359.05,358.53,359.78,361.12,363.96,364.54,366.97,365.41,367.77,368.47,371.12,371.97,371.64,370.71,377.16,374.90,368.50,363.39,357.31,355.36,361.36,362.76,364.73,369.96,365.77,366.43,356.36,354.78,352.07,355.42,361.00,356.77,363.76,370.09,380.65,378.29,371.20,335.92,277.30,320.13,337.62,L7
2000-02-16 22:19:16+00:00,355.61,352.44,352.30,351.19,357.08,366.73,372.41,375.90,383.19,373.37,377.74,381.73,375.30,374.82,375.03,376.25,378.38,378.87,381.26,388.50,381.47,378.08,370.31,368.47,366.80,364.25,364.79,364.80,363.79,361.27,360.02,358.57,359.59,360.01,360.01,361.10,361.50,364.99,365.15,366.78,365.07,368.30,369.77,372.81,373.16,372.55,372.34,377.92,375.15,369.46,362.99,356.57,355.60,361.06,361.81,364.35,368.97,363.87,364.76,355.77,354.85,352.70,356.53,362.49,366.21,365.00,372.13,383.08,381.05,373.10,334.69,277.30,320.13,333.27,L7
2000-04-20 22:18:51+00:00,356.63,351.22,355.30,356.32,359.12,367.15,373.21,385.68,392.09,375.18,379.27,382.79,379.43,373.77,373.40,375.98,377.80,378.81,382.03,389.02,382.27,378.48,371.98,367.91,367.88,364.32,363.34,362.78,360.87,360.00,358.68,357.43,358.22,359.64,360.18,360.29,359.93,363.80,365.03,366.52,365.48,367.09,369.40,371.80,373.01,370.15,371.92,375.82,373.98,367.90,361.52,355.47,356.00,359.50,359.12,361.22,365.35,359.97,359.48,351.26,350.22,346.90,348.04,351.82,356.40,352.28,361.86,374.27,374.63,370.15,337.26,291.47,320.13,334.64,L7
2000-05-22 22:18:33+00:00,358.09,350.84,353.89,355.81,361.47,368.96,375.82,385.27,395.51,376.71,379.00,385.08,380.28,375.21,374.29,376.84,377.86,378.97,381.81,388.54,382.97,378.60,372.54,368.27,367.98,366.39,363.40,361.81,361.08,361.46,359.09,360.42,359.81,361.20,362.00,362.21,361.39,364.55,364.79,366.27,365.24,368.89,369.61,372.83,374.36,371.74,373.38,376.06,374.31,367.92,364.08,357.28,358.00,355.88,358.10,357.63,364.09,353.94,354.63,348.51,347.58,343.27,345.13,347.22,350.27,346.22,354.03,367.63,367.89,361.19,340.57,,,324.55,L7
2000-06-07 22:18:24+00:00,358.09,350.84,353.89,355.81,361.47,368.96,375.82,385.27,395.51,376.71,379.00,385.08,380.28,375.21,374.29,376.84,377.86,378.97,381.81,388.54,382.97,378.60,372.54,368.27,367.98,368.08,363.40,361.81,361.08,361.46,359.09,360.42,359.81,361.20,362.00,362.21,361.39,364.55,364.79,366.27,365.24,368.89,369.61,372.83,374.36,371.74,373.38,376.06,374.31,367.92,364.08,357.28,358.00,355.88,358.10,357.63,364.09,353.94,354.63,348.51,347.58,348.22,345.13,347.22,346.58,342.00,358.73,369.96,366.53,361.19,340.57,,,324.55,L7
2000-09-27 22:17:00+00:00,360.37,349.70,353.36,356.63,361.00,369.05,376.88,386.17,399.98,387.28,382.25,384.27,386.38,377.12,378.35,382.00,382.20,382.26,384.01,389.35,384.83,380.72,374.92,367.24,361.79,365.54,357.47,357.10,359.86,361.71,360.70,361.12,359.96,360.96,361.48,361.22,359.16,362.51,363.24,366.31,365.78,370.71,369.95,375.32,378.24,373.91,376.49,375.16,374.05,368.75,366.58,360.52,361.68,351.30,354.69,351.44,359.76,344.41,345.12,338.87,338.25,344.24,330.29,327.88,324.68,325.48,347.19,359.18,353.67,343.91,333.84,,,,L7
2000-11-14 22:16:54+00:00,361.02,350.09,351.08,354.80,357.51,361.51,372.26,376.27,389.13,384.20,372.66,385.64,383.65,380.31,379.89,381.30,380.55,381.69,385.06,390.18,387.33,381.60,375.88,370.31,362.32,365.79,358.43,358.76,362.06,361.24,360.19,361.95,361.00,361.27,364.49,365.03,364.66,367.27,366.75,368.75,367.14,372.35,371.61,377.12,378.20,376.74,376.53,374.49,373.56,370.02,367.23,362.12,364.33,356.53,361.73,360.55,369.46,356.06,352.48,348.66,346.38,350.83,339.48,333.24,327.65,327.43,347.13,356.64,355.30,342.33,324.98,281.60,289.23,324.20,L7
2000-12-16 22:16:59+00:00,361.98,355.35,355.50,359.23,358.00,357.99,366.50,373.14,378.62,381.98,377.14,382.69,399.59,388.64,383.01,383.83,384.67,388.66,392.12,395.58,392.78,386.85,382.80,374.41,366.44,364.14,362.13,363.22,366.72,364.72,363.79,365.64,369.20,369.99,373.44,372.47,375.27,375.44,374.75,377.78,374.23,376.46,379.05,382.86,382.58,382.00,380.81,380.13,377.95,375.49,370.06,366.47,369.56,371.48,376.66,378.26,387.10,386.69,382.34,379.30,371.35,367.88,358.34,351.28,335.13,347.03,355.81,352.39,362.54,358.26,324.98,281.60,289.23,324.20,L7
