dates,nzd0458-0000,nzd0458-0001,nzd0458-0002,nzd0458-0003,nzd0458-0004,nzd0458-0005,nzd0458-0006,nzd0458-0007,nzd0458-0008,nzd0458-0009,nzd0458-0010,nzd0458-0011,nzd0458-0012,nzd0458-0013,nzd0458-0014,nzd0458-0015,nzd0458-0016,nzd0458-0017,nzd0458-0018,nzd0458-0019,nzd0458-0020,nzd0458-0021,nzd0458-0022,nzd0458-0023,nzd0458-0024,nzd0458-0025,nzd0458-0026,nzd0458-0027,nzd0458-0028,nzd0458-0029,nzd0458-0030,nzd0458-0031,nzd0458-0032,nzd0458-0033,nzd0458-0034,nzd0458-0035,nzd0458-0036,nzd0458-0037,nzd0458-0038,nzd0458-0039,nzd0458-0040,nzd0458-0041,nzd0458-0042,nzd0458-0043,nzd0458-0044,nzd0458-0045,nzd0458-0046,nzd0458-0047,nzd0458-0048,nzd0458-0049,nzd0458-0050,nzd0458-0051,nzd0458-0052,nzd0458-0053,nzd0458-0054,nzd0458-0055,nzd0458-0056,nzd0458-0057,nzd0458-0058,nzd0458-0059,nzd0458-0060,nzd0458-0061,nzd0458-0062,nzd0458-0063,nzd0458-0064,nzd0458-0065,nzd0458-0066,nzd0458-0067,nzd0458-0068,nzd0458-0069,nzd0458-0070,nzd0458-0071,nzd0458-0072,nzd0458-0073,satname
2001-01-01 22:16:57+00:00,357.83,351.62,352.04,354.31,356.44,359.23,361.96,371.83,377.77,389.26,409.82,409.12,405.84,395.69,394.42,392.76,393.69,392.09,398.83,401.85,394.69,393.62,387.38,383.49,379.03,375.63,375.49,374.78,372.46,371.08,371.51,368.56,368.54,370.29,374.53,377.09,373.74,376.94,377.58,382.00,375.00,378.65,385.07,380.89,386.48,387.22,389.52,388.72,384.74,379.72,372.33,377.31,373.70,373.57,381.88,397.80,412.54,409.91,399.23,390.65,379.07,375.61,358.52,350.08,336.90,346.37,358.88,359.98,381.82,,,,,,L7
2001-01-17 22:17:03+00:00,355.06,352.16,351.25,351.45,354.54,361.46,363.56,372.86,381.73,387.81,386.04,397.46,399.09,387.91,390.13,387.40,382.85,387.86,393.78,398.24,394.39,389.21,385.18,381.43,376.99,372.36,367.98,371.57,369.95,369.81,368.67,367.00,365.79,373.28,371.03,369.04,372.98,373.89,373.80,370.36,368.46,372.18,375.53,376.69,377.59,377.66,378.36,379.67,380.96,376.29,375.28,371.67,370.85,371.50,374.08,377.98,387.52,382.39,377.94,366.96,362.43,357.18,353.36,343.01,337.03,339.13,344.33,356.90,370.87,367.52,347.25,288.93,311.79,353.75,L7
2001-02-18 22:16:58+00:00,,,,,,,,,,,,,,,,,,388.81,394.01,397.73,392.10,385.67,375.98,372.34,370.29,367.45,364.39,361.90,359.57,358.25,359.13,359.70,362.05,365.44,366.19,366.94,372.06,370.60,374.66,373.42,370.13,372.26,370.39,374.62,375.48,372.84,375.48,373.85,371.22,366.90,363.50,364.23,365.46,366.82,371.71,372.57,373.89,368.59,367.73,358.90,359.87,356.99,358.04,353.32,363.53,357.91,367.88,376.74,376.87,376.92,354.54,282.13,317.20,352.47,L7
2001-03-22 22:16:45+00:00,372.42,369.37,370.41,,,,,388.40,388.30,,,,,,,,,,,,,,383.75,378.43,374.02,369.49,367.05,365.61,360.69,360.11,358.50,357.00,362.54,366.17,367.03,367.45,366.24,369.26,365.78,366.64,366.04,362.49,359.99,370.08,371.59,371.14,367.01,362.86,365.00,353.67,353.76,353.11,354.09,358.56,365.07,362.49,363.70,358.69,356.03,340.29,350.77,348.87,354.30,360.91,366.06,362.40,370.10,381.01,380.52,372.50,,,,,L7
2001-04-07 22:16:37+00:00,,,353.73,,354.80,364.92,371.70,375.95,378.80,371.62,356.18,381.18,381.02,382.30,384.21,389.60,387.51,389.40,392.67,401.58,394.46,390.76,384.75,380.69,375.26,363.64,367.52,365.20,364.81,363.42,361.51,359.19,363.29,366.04,366.76,368.81,373.01,374.42,376.56,373.96,373.88,371.38,373.71,379.15,380.75,377.89,375.85,372.03,368.75,367.34,363.24,356.53,359.94,363.35,363.94,361.22,366.76,359.78,357.37,346.58,350.40,341.25,359.31,369.59,383.51,366.96,366.23,371.26,361.14,345.17,,,,323.76,L7
2001-08-13 22:15:25+00:00,,,,,,,,,,376.27,378.19,381.58,392.33,379.19,378.37,380.01,382.89,388.58,388.89,388.51,384.81,379.73,374.44,369.91,364.61,357.52,356.33,357.63,354.65,352.16,355.17,357.10,358.89,357.14,360.74,362.94,364.60,368.55,364.74,361.08,361.97,363.00,365.64,360.07,362.76,368.69,368.10,369.99,368.77,359.87,359.38,360.67,362.06,367.79,365.14,369.59,368.45,375.59,367.74,360.86,357.52,349.08,336.26,331.03,,,,,,,,,,,L7
2001-08-29 22:15:16+00:00,358.95,350.13,346.54,,,354.59,359.61,364.74,373.71,377.61,374.13,388.25,388.91,386.83,384.83,386.84,394.71,396.00,397.51,402.74,397.11,389.69,383.83,380.22,372.66,371.11,369.43,369.19,366.34,366.05,366.82,365.51,370.77,370.32,368.34,371.86,371.53,371.79,375.56,372.61,379.06,377.60,378.24,379.00,379.81,380.34,380.53,377.33,373.92,368.45,363.48,365.81,365.55,363.89,372.40,369.26,376.85,372.53,366.82,360.81,359.74,357.34,359.73,355.78,365.42,354.49,353.89,362.43,359.15,359.64,319.55,253.90,294.90,323.71,L7
2001-11-01 22:14:53+00:00,,331.47,333.80,,,347.63,351.45,355.98,365.33,368.61,362.00,362.91,374.56,377.88,379.68,384.55,384.38,386.27,387.64,386.91,380.66,374.67,371.18,364.66,364.52,363.62,366.48,370.70,369.77,367.28,368.81,365.49,365.16,367.43,367.44,367.35,367.93,370.69,374.79,372.06,370.27,380.90,369.41,382.20,377.16,375.46,375.78,366.56,353.21,351.58,339.47,343.83,353.74,347.30,352.65,344.51,350.01,349.23,335.88,331.64,325.80,326.26,339.77,340.71,352.41,346.29,334.94,345.66,330.62,,,,,296.09,L7
2002-01-04 22:15:14+00:00,,,,,,,,357.02,363.28,,417.22,420.33,409.49,391.80,387.43,384.75,386.02,390.82,397.47,397.54,393.08,383.28,375.29,369.35,367.23,362.52,362.02,359.17,359.86,358.82,353.67,353.68,354.96,352.38,355.49,356.77,357.31,358.95,360.70,361.75,359.47,365.69,365.72,362.97,364.14,363.60,360.28,365.10,372.23,360.72,357.51,364.13,356.22,366.12,366.58,374.04,387.89,387.54,370.83,367.25,380.22,367.08,345.26,327.47,312.69,330.65,334.95,332.94,363.22,442.51,,,,,L7
2002-01-20 22:15:25+00:00,358.50,,,,,358.77,360.96,367.97,375.24,387.47,402.50,409.15,402.67,400.28,398.03,399.92,398.50,404.54,405.96,408.12,403.18,396.31,392.06,381.74,380.31,378.61,375.92,377.10,379.30,377.21,377.05,377.67,379.66,380.03,382.38,381.93,387.57,386.83,390.13,390.06,387.27,393.82,395.36,393.35,392.29,393.69,389.46,397.15,391.59,384.36,385.78,387.21,386.14,393.69,403.54,411.14,415.92,410.21,411.53,409.14,406.97,401.04,385.90,374.78,363.13,370.23,379.28,387.36,404.38,412.95,,,,410.75,L7
2002-02-05 22:15:25+00:00,,,,,,356.71,360.49,367.70,374.59,383.91,394.63,394.87,400.11,397.21,394.62,394.32,392.36,396.41,401.45,404.83,401.35,392.92,386.42,380.40,375.04,371.22,367.71,368.50,369.85,368.25,365.79,367.16,369.17,371.30,371.22,375.92,376.28,371.63,378.02,379.08,379.16,380.94,383.71,383.08,381.43,385.12,383.60,384.04,379.58,377.88,376.50,378.75,375.36,373.81,376.80,382.38,392.62,387.81,385.51,386.03,381.04,381.76,374.44,366.27,357.69,361.88,366.55,369.89,383.44,381.64,350.53,,,372.53,L7
2002-03-09 22:15:29+00:00,,,,,,361.90,370.12,376.45,380.30,382.42,392.43,395.53,400.82,394.99,393.65,394.21,397.99,400.88,403.39,405.17,397.16,392.61,385.67,382.76,379.12,372.30,373.47,369.56,368.99,365.66,367.06,366.44,365.10,369.80,366.80,369.28,371.84,375.00,377.14,375.21,373.39,377.38,375.52,375.64,379.01,376.29,381.10,380.14,377.44,370.43,371.48,371.89,372.43,378.03,376.49,380.52,388.18,389.72,387.15,379.88,378.26,376.38,372.54,377.48,375.81,368.23,374.86,383.81,383.29,374.13,346.62,269.92,,363.68,L7
2002-05-12 22:15:19+00:00,,,,,,,,,,,380.34,387.15,388.25,385.48,383.17,384.13,387.56,387.42,389.26,395.65,388.84,387.45,380.19,375.70,367.19,363.69,366.12,363.93,363.06,359.33,358.83,356.06,354.53,359.67,357.86,360.56,363.17,366.52,366.75,367.21,367.02,367.87,367.14,369.96,373.94,373.94,371.35,375.38,371.74,366.63,358.84,349.60,359.76,359.64,365.15,370.86,368.32,371.30,372.10,362.80,371.71,359.88,370.50,367.29,381.53,369.32,370.77,383.93,373.93,378.20,347.84,249.55,,,L7
2002-07-15 22:14:55+00:00,,,,,,,,,,,,,,,,,,,,,,,391.71,377.80,382.30,369.79,370.13,370.04,367.33,367.90,365.05,371.82,366.81,365.65,367.41,373.76,377.50,372.04,373.98,380.72,375.79,374.69,380.69,387.28,387.59,384.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-03 22:14:17+00:00,,,,,,362.01,368.75,380.64,382.38,,396.56,400.42,396.34,393.52,390.32,394.73,399.86,399.68,403.53,408.61,398.26,392.25,388.79,383.48,382.10,378.07,374.87,372.26,372.30,370.29,367.73,367.18,368.09,371.67,368.44,369.15,372.62,374.90,375.32,374.95,372.48,376.10,379.75,383.30,383.72,380.78,380.89,379.12,375.88,372.51,360.71,352.94,361.83,364.66,375.22,376.51,393.87,392.57,386.16,375.31,379.62,366.80,371.87,370.40,374.13,360.85,370.01,365.34,366.45,359.56,,256.47,,330.13,L7
2002-12-06 22:14:49+00:00,328.69,326.10,328.61,,,333.86,346.73,352.56,358.04,367.50,380.99,378.79,375.88,378.65,379.30,377.36,376.72,379.02,386.96,388.31,382.67,375.50,373.95,367.99,366.58,362.57,361.96,357.99,355.25,352.54,352.04,350.64,355.96,354.18,356.19,356.86,361.40,359.44,362.11,362.60,363.39,359.68,365.01,366.11,366.52,369.67,364.88,366.90,365.43,357.66,356.23,352.69,359.41,353.78,361.64,361.77,372.14,366.02,360.83,352.99,350.14,340.59,342.17,333.03,329.98,319.73,321.75,324.47,335.01,325.50,,246.66,279.40,303.94,L7
2003-01-07 22:14:52+00:00,353.25,343.54,,,,351.07,360.42,380.00,395.25,401.49,404.65,397.44,394.67,395.20,398.18,397.07,396.40,399.17,406.99,407.71,402.60,400.47,393.56,391.56,382.94,379.11,379.10,381.35,379.61,376.75,377.79,372.94,373.71,373.85,380.31,377.14,376.78,383.53,381.82,384.34,380.10,387.78,384.80,382.95,389.93,390.16,388.86,387.41,386.48,384.06,376.47,371.66,377.00,382.50,383.40,387.38,393.13,402.58,395.11,386.88,385.24,371.46,359.05,350.60,337.32,349.97,357.66,355.59,372.41,,415.36,,,,L7
2003-02-24 22:15:13+00:00,352.14,339.98,341.74,,,353.29,358.05,372.80,381.03,391.74,403.32,393.71,394.04,395.40,391.10,389.85,392.65,398.16,403.00,407.97,403.89,397.15,394.46,389.68,383.94,380.63,375.24,375.29,372.28,368.68,370.80,369.83,368.99,371.02,371.92,375.53,375.98,371.98,377.90,379.30,378.38,381.98,388.17,389.92,391.49,394.52,394.00,396.15,388.12,380.60,380.56,386.65,382.37,382.96,383.06,392.16,400.45,401.18,400.26,387.59,380.91,382.62,369.94,365.64,351.17,351.59,355.16,360.23,380.03,,380.96,,,,L7
2003-03-12 22:15:18+00:00,352.71,339.13,341.41,,,350.58,361.32,377.37,384.55,389.19,397.98,,,,,,,,,,,,,,,380.15,376.33,369.61,368.13,365.90,368.19,368.01,368.35,365.67,368.79,373.13,376.97,382.71,379.26,383.03,381.73,382.73,386.31,388.25,390.93,392.15,389.84,386.81,383.48,376.48,378.67,380.57,381.03,377.04,382.10,389.57,399.07,394.95,390.51,382.73,379.58,374.83,367.44,358.77,354.81,353.06,353.34,362.21,367.51,,355.76,,,,L7
2003-08-03 22:14:58+00:00,,,,,,,,,,,,,,,,,,,401.31,405.74,397.94,392.09,393.22,389.40,382.27,377.31,,,,,,,,,,,,,,,,,,,,,382.71,381.31,383.26,377.79,368.56,374.08,370.03,379.11,386.82,387.80,,,,401.21,392.45,378.73,356.21,336.65,319.76,319.11,316.55,323.98,346.91,322.25,,,,,L7
2003-08-11 22:03:27+00:00,359.96,340.56,340.53,338.43,341.37,354.38,362.49,380.00,379.77,400.42,395.50,398.22,393.17,392.95,381.44,386.01,387.46,388.58,392.40,402.13,393.67,393.21,394.07,388.08,382.52,389.48,380.18,376.25,365.34,359.47,358.66,359.31,357.08,360.23,363.43,373.26,379.68,382.34,382.89,384.43,382.48,381.59,377.28,381.27,380.81,378.98,381.06,378.63,377.04,372.60,369.57,364.03,370.33,372.81,373.61,381.51,385.15,385.54,365.93,361.32,361.75,350.26,360.02,366.09,376.26,356.92,364.26,,364.11,361.86,308.27,250.42,,,L5
2003-09-20 22:14:46+00:00,356.40,333.57,329.71,,328.25,337.96,349.56,,,384.96,377.23,374.39,371.33,370.85,369.11,373.53,374.05,380.22,388.92,392.13,388.05,382.00,,,372.29,368.13,364.62,360.63,358.10,358.02,357.40,346.55,346.40,352.90,359.63,358.34,,,368.83,368.34,367.07,364.24,366.87,366.08,369.82,365.02,366.00,368.67,364.40,363.32,,,359.73,356.67,360.10,364.91,378.24,374.98,371.29,364.89,357.49,347.96,346.58,322.79,,,326.03,323.64,331.42,321.18,276.71,214.96,285.79,303.20,L7
2003-11-07 22:15:01+00:00,,,,,351.19,355.58,359.67,367.05,382.02,391.98,380.61,,,371.02,373.59,379.49,382.70,386.03,389.47,399.05,394.18,391.42,381.74,373.35,367.19,361.25,,,352.89,355.92,356.21,363.00,363.78,366.66,370.37,365.15,372.42,372.75,375.71,371.84,,,374.36,364.59,369.97,378.30,378.59,375.27,376.57,375.86,369.24,358.69,365.74,367.05,,,369.17,364.18,351.47,340.14,327.11,334.62,346.90,342.46,353.37,333.87,332.70,346.93,,314.18,242.97,243.57,,,L7
2003-11-23 22:15:14+00:00,341.61,330.44,327.15,,330.64,341.51,348.86,,,,,371.10,367.32,366.43,365.95,366.56,375.29,376.53,377.39,381.08,376.08,370.16,363.59,359.61,,358.04,355.39,349.87,345.41,350.66,348.19,348.86,350.99,349.77,349.00,350.57,350.55,,,357.41,353.20,353.34,356.99,356.36,355.90,356.43,360.25,354.76,358.68,361.06,355.07,,,354.65,358.91,354.90,368.68,362.26,348.85,344.78,345.12,334.20,351.17,357.46,372.16,,,349.68,341.48,321.59,270.37,214.36,,,L7
2003-12-01 22:05:04+00:00,338.15,324.39,325.84,328.69,329.24,354.38,376.67,373.08,387.44,393.37,392.99,389.11,382.38,371.44,365.22,365.64,369.58,373.27,376.90,383.34,389.34,383.66,380.48,374.98,369.42,372.19,370.76,352.14,345.12,344.40,347.32,350.06,347.70,350.72,364.03,367.99,366.49,365.15,375.89,371.85,369.42,361.46,359.71,354.00,353.75,358.53,359.56,357.19,366.04,368.63,364.03,361.94,363.41,367.86,360.84,357.55,366.87,361.38,353.98,351.72,346.51,344.59,335.35,332.22,321.86,322.31,329.84,341.50,338.24,335.75,302.41,253.36,307.67,321.35,L5
2003-12-09 22:15:18+00:00,,337.69,332.32,333.31,337.37,350.16,372.77,359.38,377.46,,,,370.35,375.94,369.16,375.90,377.98,383.83,387.21,393.76,390.29,385.45,379.60,376.17,,,362.92,358.99,350.19,351.04,351.81,353.51,358.64,362.08,360.95,361.22,365.24,367.68,,,362.47,362.91,368.38,367.44,365.99,368.65,368.45,366.64,367.37,367.10,364.20,365.28,,,368.01,370.37,380.05,373.14,376.81,367.88,369.32,357.09,359.24,353.53,360.13,347.12,,,362.15,368.64,330.55,271.42,319.29,353.89,L7
2004-01-26 22:15:37+00:00,357.85,354.41,,,355.23,367.16,379.11,376.39,387.99,393.30,394.39,391.54,387.24,388.77,382.61,389.22,389.53,,,406.36,407.27,399.31,388.02,386.36,383.04,380.60,378.05,372.34,374.76,372.00,371.80,,,370.32,370.43,376.78,375.50,378.41,375.72,377.30,373.95,377.04,380.21,378.40,376.20,,,378.64,380.28,382.05,373.13,372.46,374.73,377.94,387.37,392.92,391.22,385.61,373.48,,,357.72,338.59,333.07,319.85,333.97,337.56,347.77,367.22,404.61,,,,,L7
2004-03-30 22:15:50+00:00,,,348.43,356.83,364.36,381.93,386.10,376.72,378.35,389.22,389.00,389.34,387.75,386.75,388.98,,,396.38,404.50,404.66,402.36,400.36,393.28,390.55,387.35,385.46,378.32,377.46,367.99,,,371.49,371.66,371.81,368.92,372.02,376.28,375.86,381.85,382.26,381.47,384.79,387.56,,,390.33,387.90,389.08,384.37,383.62,378.70,382.69,384.51,383.63,386.88,390.13,395.09,,,,366.96,363.19,360.79,353.43,354.89,358.48,371.44,393.23,,,,,,,L7
2004-04-07 22:06:01+00:00,360.09,348.21,348.58,352.25,364.77,376.58,378.85,376.30,377.19,385.14,389.71,386.63,389.40,388.25,385.54,388.17,391.52,392.72,396.97,403.60,400.86,394.98,392.49,389.50,384.80,381.63,380.76,376.55,369.27,365.23,366.86,366.04,367.53,369.46,374.40,377.63,374.25,377.07,384.69,384.75,383.23,383.60,384.27,383.09,387.50,378.39,382.16,381.22,380.80,374.78,372.72,366.63,371.42,373.32,376.40,375.75,376.75,374.22,357.98,355.67,361.24,352.10,347.51,343.99,340.06,341.63,353.06,361.71,363.83,356.60,333.61,,354.77,358.75,L5
2004-04-23 22:06:29+00:00,358.52,342.73,341.07,350.00,357.22,368.24,391.81,385.18,391.40,396.82,397.93,396.12,395.25,388.75,379.26,386.24,388.73,388.56,396.86,399.33,398.81,399.61,395.24,390.77,391.17,383.78,380.51,375.94,362.21,359.47,354.70,358.42,358.23,356.07,366.89,373.60,374.41,377.36,387.04,384.57,382.49,382.23,374.01,371.99,374.81,372.23,372.25,375.37,379.52,382.27,377.79,377.37,380.96,380.69,387.54,377.28,373.67,368.67,355.24,349.35,346.34,342.75,348.35,340.56,332.80,338.74,348.43,354.16,356.54,340.77,306.94,265.87,,,L5
2004-11-09 22:15:30+00:00,356.86,347.32,,,,359.74,359.33,372.35,376.77,381.55,381.02,375.83,378.50,,,388.15,388.63,390.51,389.68,395.88,391.29,392.85,385.72,380.18,376.63,376.02,370.98,,,365.91,366.27,365.76,367.79,368.27,367.54,366.33,370.18,371.48,374.31,375.22,375.42,,,376.89,372.89,370.46,372.95,373.14,374.80,372.18,371.86,371.77,374.94,376.78,381.80,,,377.95,366.93,363.69,360.21,354.70,359.58,364.32,377.53,361.67,367.25,378.41,381.31,,,,383.62,393.42,L7
2004-11-25 22:15:38+00:00,351.76,346.85,347.78,348.02,354.32,350.66,335.11,366.58,377.63,382.04,377.35,,,370.00,373.46,377.85,380.08,383.32,387.06,389.17,386.10,380.66,375.73,376.21,373.81,,,367.95,366.51,364.63,361.82,362.67,366.04,367.90,365.42,363.76,365.19,364.11,363.70,,,,,,,370.82,369.73,368.69,371.65,370.92,365.55,359.24,364.99,,,371.69,378.63,371.87,352.18,344.17,350.26,338.00,348.07,346.24,362.80,347.45,345.34,,,357.74,332.53,273.10,,,L7
2005-01-28 22:15:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,384.36,380.69,380.63,376.03,374.07,370.75,371.13,368.48,371.04,374.19,,,372.32,376.24,375.68,373.44,378.40,382.26,384.46,381.79,382.27,384.24,385.70,,,,383.11,381.92,382.80,382.81,381.41,385.29,385.72,387.66,384.85,378.03,371.04,,,,357.21,357.89,354.66,361.87,368.38,383.10,387.32,,,374.69,395.50,L7
2005-04-26 22:13:44+00:00,,,,,,,,,,382.02,380.22,381.24,384.44,382.29,383.99,386.28,388.98,395.16,388.86,386.59,382.89,381.82,377.03,370.26,370.61,369.49,372.44,368.68,369.21,367.09,366.87,369.37,362.52,361.71,356.54,363.63,362.48,368.96,366.75,372.20,379.84,378.24,375.96,377.44,376.32,379.75,375.70,368.74,368.69,370.35,364.87,366.14,364.82,372.11,378.58,381.35,382.04,380.18,366.93,360.04,349.74,343.74,343.22,343.57,,,,,,,,,,,L5
2005-05-04 22:16:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.90,375.87,365.56,372.66,371.43,371.06,366.05,369.62,373.29,372.45,,,360.82,358.13,355.69,355.31,355.57,367.30,365.96,371.57,362.65,366.14,366.30,358.05,,,349.54,345.29,355.03,363.24,349.73,356.62,363.00,368.78,373.82,330.08,292.63,,,L7
2005-05-28 22:13:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
