,dates,chi0395-0000,chi0395-0001,chi0395-0002,chi0395-0003,chi0395-0004,chi0395-0005,chi0395-0006,chi0395-0007,chi0395-0008,chi0395-0009,chi0395-0010,chi0395-0011,chi0395-0012,chi0395-0013,chi0395-0014,chi0395-0015,chi0395-0016,chi0395-0017,chi0395-0018,chi0395-0019,chi0395-0020,chi0395-0021,chi0395-0022,chi0395-0023,chi0395-0024,chi0395-0025,chi0395-0026,chi0395-0027,chi0395-0028,chi0395-0029,chi0395-0030,chi0395-0031,chi0395-0032,chi0395-0033,chi0395-0034,chi0395-0035,chi0395-0036,chi0395-0037,chi0395-0038,chi0395-0039,chi0395-0040,chi0395-0041,chi0395-0042
0,1986-02-04 14:07:35+00:00,281.0971795053947,281.87846803255843,289.9201938832685,302.86595615214065,306.94746393144044,284.4277587131345,276.9477787155193,280.6758619326181,268.41225676462807,252.53936099181712,232.0506258179198,247.6785793159587,279.558818690567,283.596738826168,,,281.4536804682452,268.8606719097313,288.35594846029215,309.38629583461073,315.74936996888766,310.6641445277168,,308.1028530254041,,293.3477911445862,293.8925044303748,294.8574869999631,296.2352260778402,282.30405858443055,283.8625916381157,292.37490258200194,277.0297783099426,277.09065879616355,289.80748118004675,275.9683691599228,281.4252322396813,286.40119542141775,290.82313145112715,249.009387200268,265.39787922417304,305.3216554851648,
1,1986-08-15 14:02:17+00:00,,285.25275369037274,265.7832893069301,280.2873302511862,291.88378557234716,271.1970281088745,277.7744918584293,261.92417896500785,256.2974362353841,244.2215768234534,251.14123900249288,263.6089796113843,258.6861704349361,254.84861908023794,251.17187136317142,262.4243536895741,266.55641087868526,256.05698287016065,264.93570916877087,275.33528065918387,282.82496763741995,293.0718492955486,,274.52409319988647,267.26795704407215,282.255537939664,274.44997888278084,267.34997592870974,273.8291268453896,276.4671881253943,269.3517448836377,272.9056825651372,268.02373231994636,274.86211458649285,263.2505052065341,277.679281743718,284.52907103632134,283.2778994739633,273.18458687675366,256.5222777827301,264.9589880386938,268.8078042092322,
2,1986-12-21 13:59:37+00:00,289.354479062446,300.875933784838,305.65126775454615,304.7126985048905,306.38455767342276,305.4869107060351,281.87311876228165,276.6694431173543,288.39587023393887,290.1390414780136,289.64033361481205,270.83665030273517,249.94519568512888,259.2037113647087,267.60698044453494,273.47240449491164,266.55184079755304,268.82624678119106,272.3139018873124,273.53336921112265,278.89065216663283,302.70522939204574,308.0354877844482,289.5740802610538,272.7643962207582,277.91076088176635,273.70718200582303,274.86825836007927,292.13297450931213,282.27951737482033,287.75021591771997,298.14763428115674,269.17511003138844,246.73467317923766,303.10225164761374,312.9966524614839,284.8072716003797,291.99790870782095,307.8099243733192,270.5619517449563,257.7699629117336,306.621818962048,319.0159245647407
3,1987-01-06 14:00:06+00:00,290.0254265491552,304.2296536310882,306.7773932996039,289.853870947245,304.6618977860823,308.125898040891,277.8722408585022,275.6366953646535,268.2690744715816,274.4264993924665,282.71711731655483,276.29157379980023,257.2295418378814,245.18706067238267,272.63078369683217,269.86512976333535,274.91099749287423,275.86872797025717,279.93447095923176,272.1674685716672,273.52374999083463,298.4767534351993,295.92999616170164,287.9140259150738,276.74832827079194,272.9280527252499,269.81033201150683,282.41059277883494,288.7066455854047,281.34906442282704,282.8094466853829,292.47752827390826,274.6591827556167,260.86643430910635,292.1399314362095,298.4604357672206,288.9597818208598,279.13228439459954,295.90104966022227,280.5155808495511,255.53079822275265,300.1063459375909,312.3813021812175
4,1987-01-22 14:00:34+00:00,280.208375188382,286.62030657750984,279.46212536211266,282.172108961447,296.056983209609,301.0146612194715,281.22072804612685,267.4187527561049,259.3671970825503,276.16309616931505,278.4658880360124,275.1973833535901,257.6744041498471,241.50664868814624,240.5299752342038,261.72707720804164,270.879550652375,265.7329921582113,280.38703171282924,265.5797432899575,267.761770624042,290.6887197622081,284.3565570640279,278.5965204498302,276.75783191559947,265.5194767459386,244.2068000341064,260.84128459534054,284.4485825488775,271.6554779198794,270.8029974851982,275.242879405292,277.8329664337428,273.77771748587116,287.0554435752311,307.8461363799052,298.2409313654086,278.3698764469959,267.88821842755067,257.56737457332287,248.92555889405605,280.062619717009,303.9280479179418
5,1987-02-07 14:01:09+00:00,296.21914628361964,308.0894208577794,295.4669484702241,288.2823278215358,318.4682011337257,347.8780239175156,301.7687890017333,269.1945700979264,272.4053950339835,307.20191567095554,299.6474756740417,292.4147690674718,271.12984965074554,265.2640203935753,266.15778344422773,269.23451534769606,285.49104618477077,279.68631812431704,299.5286918710733,272.26741482788725,287.54948280973497,314.3790298014213,315.33740283866905,291.13869311316523,289.95011468951606,291.89049802393083,259.5286428352958,283.2356087870676,305.5383819862212,285.63983184777237,280.30558936542195,277.1727812634728,310.4505644670771,290.58846661599426,292.9486591602025,329.5900059306514,329.26479031636586,310.0691967941233,275.5815014670704,285.5350995569742,281.96005818769765,274.6381236177516,315.57686892746426
6,1998-03-09 14:17:09+00:00,346.42012858746995,330.1344458516027,308.5099139008683,325.9740094288789,346.7810005440689,348.93482936521207,344.53335172970253,328.7633949786503,325.63059764615167,296.73361612281906,270.28855727628024,288.20774777486974,304.35551026537473,283.9028202925464,296.96888729399575,296.61709165247106,287.051259930678,279.0652983606486,274.2305992203026,273.66677267743717,289.29667660062364,291.49404282306773,305.1788044582833,296.32827730436765,290.7576335308906,285.3940880732972,284.5716027274777,296.1345022313885,294.339560237512,304.6315880409634,310.264099003151,315.8415382733078,314.4916445284375,331.4334858260796,326.29096003792773,325.70450333312357,326.56083117396656,323.3824363591998,328.0386863204954,317.698105021642,307.1975592436602,304.52547425024545,293.6173256636974
7,1998-03-25 14:17:23+00:00,334.8507263658924,347.84537278872125,311.6590689827386,300.8116612336311,315.96690194480607,326.42841424487244,320.1884212712987,308.3893447470846,306.7735615855558,295.2577636736628,253.68487319466698,259.57601186548874,288.71046751545276,273.7517402663047,269.7785764357369,274.2873688462727,277.17258523661627,273.38279054780367,267.1663958925367,252.09858297905143,266.2403788081503,271.69534916508644,280.98521732243455,288.067250026,287.403382320027,277.5016709379784,263.1133771178037,271.73658531617104,284.9060464630136,280.8066197644128,300.0988039175002,301.028055347713,296.9183201061233,313.5944587465821,302.9773424439572,296.7578444757287,305.21708506069166,306.43797374724465,298.93695982065475,297.61911025220553,293.7537063978487,280.27672152621784,288.5696922966834
8,1998-09-17 14:19:26+00:00,317.1805396725176,331.01577842328425,309.19753439260467,332.8977302524869,325.70198796218676,318.6670016039409,316.74844379499854,310.8449258364123,301.55152044438995,313.4422427594727,287.57140727438804,278.51975374996533,277.758934940311,300.33568571220314,301.36291150002944,243.57973109450043,,274.3560998671877,263.233557294793,270.3728747364552,282.19927985414523,270.61773269599166,280.7698026719401,282.0731795549414,282.13604067855016,273.24885989578354,275.6331284992139,278.6411769450759,277.6779977055681,286.6951252690162,286.3018087568179,294.08312055045513,302.8641361659624,305.65803379935664,299.6021225861492,275.9300600929023,259.85664903670545,277.7374894197894,282.2058184712179,286.59752432226765,301.3657408546859,292.7615385629522,293.8779898795303
9,1998-10-03 14:19:29+00:00,,284.5797009956531,295.93068076557273,307.7933895151782,314.9605591283166,313.35485173255375,312.95396026277024,303.3183454495553,292.74124341722427,279.8287796859523,270.3824810643972,273.7768149003452,289.821581530846,277.1150699142925,271.83862639466906,272.9200011669558,276.83085714690094,267.0815120334599,256.3596897064552,268.9127043983259,266.4115125265401,279.4780577064422,277.4525150001436,272.2768198985501,266.5577809289369,255.8441763231185,256.69211342592274,263.4465162958433,267.02915278978867,287.35882973157084,281.14120710564566,275.60872366332245,290.12755045292624,287.2203836420521,292.8664087511199,288.10716242220974,283.41465074550877,264.40032385869483,264.1910831921442,274.6796484401871,288.07315448618004,286.2364320380506,279.8636033192479
