,dates,jap0382-0000,jap0382-0001,jap0382-0002,jap0382-0003,jap0382-0004,jap0382-0005,jap0382-0006,jap0382-0007,jap0382-0008,jap0382-0009,jap0382-0010,jap0382-0011,jap0382-0012,jap0382-0013,jap0382-0014,jap0382-0015,jap0382-0016,jap0382-0017,jap0382-0018,jap0382-0019,jap0382-0020,jap0382-0021,jap0382-0022,jap0382-0023,jap0382-0024,jap0382-0025,jap0382-0026,jap0382-0027,jap0382-0028,jap0382-0029,jap0382-0030,jap0382-0031,jap0382-0032,jap0382-0033,jap0382-0034,jap0382-0035,jap0382-0036,jap0382-0037,jap0382-0038,jap0382-0039,jap0382-0040,jap0382-0041,jap0382-0042,jap0382-0043,jap0382-0044,jap0382-0045,jap0382-0046,jap0382-0047,jap0382-0048,jap0382-0049
0,1984-07-02 01:16:50+00:00,146.93197208153435,134.98041082015618,129.20678022137886,133.3500967240834,134.33371121297105,134.40483538050458,137.78458884948827,149.3658285037453,159.21679824788473,165.0595760233115,175.90151294069844,180.68580271126493,182.15733302639995,184.37299700388115,181.61398312352884,180.99165196663276,173.59842319930067,160.1949766852596,153.83064495122434,151.5419473953212,151.18988900118728,148.83178587525822,151.48460907584246,154.9269338360795,156.63390420974582,158.38124903065435,160.2550477253823,,169.63890711924304,166.64118351238002,160.67684972101557,157.20328471005018,158.2067846099312,151.25441199685008,151.26331563716,154.16042456282648,155.20748732413193,162.6592516814353,174.53078096376785,175.45623148790364,170.55719188145505,165.77847089641094,159.94002548724993,163.03113110726434,172.13087276322253,174.96516389569553,176.8650461256815,160.115636315067,,
1,1984-10-22 01:18:22+00:00,124.19859375003944,110.28595149521554,103.81433746715446,95.94811413924938,,,91.83236409394254,,,,160.55441754819608,164.90418504289585,166.49979246724277,165.09282999588106,174.20782806412285,167.59743503503807,155.98991057365157,145.84500799504548,131.32070774014952,139.39274706130357,138.102147605485,140.3075801166828,135.553141766723,134.92086048645726,137.91983411584687,155.6312981944151,161.5237777908581,,139.12815658046713,134.25764806257988,130.20954413668497,128.8532264716387,138.33878786609958,133.80528018600214,141.9615177164293,152.4876707785381,152.1980241502477,156.17622058278974,159.23162514622626,159.89410260923125,154.8751480604826,156.82952069804736,155.26547445281705,159.40377111090183,167.8688902570114,173.50068180387763,185.15031653051403,183.01386362166923,184.89207327468424,185.24778217128048
2,1985-10-09 01:17:21+00:00,133.39270065087942,125.64683382594652,124.1747867941156,127.53318230858488,143.14707841135942,148.3956260423173,135.8634161682751,140.2851003121759,144.16496804680813,151.66247708224415,157.91417477810862,161.21308392124877,166.9042566522014,171.36969753660898,164.3231429671857,162.6391459484153,161.29297801128513,159.86024461348347,164.38344733780616,160.22848222319539,155.0995498650564,154.42230901228683,147.87056347852518,140.15042519916184,141.0947196644771,136.87514795944006,132.26665376811184,146.4341073950943,147.85777717229115,144.38846418551617,144.02292784307224,140.6184641539092,140.3228288909835,142.36288782199756,143.60271639526115,150.15638140602113,158.48625292956808,166.12105951579463,179.09307205369555,179.27327998904713,175.3884107688252,175.1031591324117,167.49881115373498,166.79815700483132,167.4038044776658,173.1393775610293,174.65135526432968,162.14889224800604,151.0127045726158,155.47725815813686
3,1985-10-25 01:17:09+00:00,114.51564663829944,106.97559979875881,110.70062447995885,126.43558784794166,129.67159046495854,128.5950545959363,125.13227648910461,131.03792882825792,140.30341955654845,158.7700248548676,150.8600831120233,155.23493262240822,163.8583484440457,159.54790773432148,152.14615945487628,160.84596170212396,166.68980667713828,178.3747370553635,178.18441589535442,157.2612871480289,152.38795481752862,139.6409718567372,139.02452404124182,131.65387483359845,132.25633813143418,134.12355482391013,138.19824716831718,144.4728560214862,137.7929036312883,131.9245633702743,131.93027529198739,134.77093627478288,132.89411342298092,133.1607657146008,139.51756377059772,146.31857482129658,152.91068724237658,158.2778056411633,165.21572702237324,162.30059177569524,161.9722183820481,161.5837365590762,160.09460148051477,160.44265417997437,160.20849439261502,161.22723208353253,165.82561114674525,153.5405783488112,137.98751135635047,142.72677240600822
4,1986-02-14 01:15:02+00:00,,104.41146166409081,117.15911968939884,104.29557913929607,,115.91330238076587,126.55668113252418,130.35898228912038,136.07001547207372,141.28438518752375,153.46175609947585,158.16653146063106,152.05032408142117,164.53320675278647,167.0460445643455,167.3127417330268,152.34748876960927,149.9779182322101,149.09351622436654,154.96658647318696,147.6950138102616,137.87697320856824,132.63964888618105,136.08429701321512,137.39140574221605,136.06471728248476,135.31544475422663,139.45448601265187,136.8888866647934,148.02956247278902,145.53622397154237,136.66109556335962,134.71950732222209,137.08856584325974,138.2838850427254,139.4051701664966,146.82749022025473,155.77019628335555,167.70568217061776,161.03566048415573,162.2605097908098,157.5437058151129,151.82569732587572,153.49099009910523,155.9627773249277,154.47268837146086,154.64960767642017,140.6976064832599,132.28652576084923,128.69159432721875
5,1986-04-19 01:13:40+00:00,145.4128744213044,139.30947310279706,131.45474321160995,137.15968078011412,142.60809548757084,143.21443186825942,,,,166.20260170375454,167.63530747910605,168.0120986372411,170.85663820059068,171.1993144182062,171.71693102264402,172.3250591573431,161.00230157544678,162.94653581558262,164.53846227394067,161.0384436281976,152.0393241120642,143.52208556559086,131.75331458125373,136.55156236756568,139.2718480556663,144.43036833548,142.50251689711436,146.29874409012552,153.33770179630295,156.9286446628784,160.42508079844453,153.5254018793296,153.3703090292759,155.5963492946382,152.70536970394568,158.32773806280068,135.93717227838457,172.48826691064377,179.21516155249668,173.31277891037462,170.64767938403665,164.11988850917166,163.33928089142003,166.96437305619423,167.96860307357304,169.6686710734937,174.0611219008304,160.58054440567955,147.06664177996694,147.77277030110662
6,1986-07-08 01:11:19+00:00,136.2248366628369,129.7204626434643,127.95946289860181,131.94791046996812,129.24429190127307,133.0824880761221,136.64720594302804,145.6672541247158,152.54779853423895,159.53589968730873,164.78506417984934,164.49088189982788,167.69981265384982,176.68483038795057,166.46455826186815,159.542522697547,152.48030519545986,147.75554437752118,148.7773504363223,142.76654644256473,133.18358452065243,133.8149900661477,133.32318510107777,134.05435499418357,134.71146230307443,137.38320792782793,139.46959848612946,143.8738853426793,148.57071771485857,145.2360508413371,145.12375734077634,144.81950376050983,142.68128306171482,136.9342846101862,138.10758181183783,140.42015037144495,151.47778217681642,155.2659391494124,162.33381689691302,160.54866399429383,158.84983085530425,154.29435059728547,154.05307183519824,151.24549217635794,152.66145651050437,158.95251713022182,164.66513755403474,151.5773011527352,134.26540891725858,133.7896772133329
7,1986-07-24 01:10:46+00:00,150.51164484344346,146.16628897962138,139.62404439521535,136.58347277766435,138.9346307088602,138.29718881029416,140.89674894890834,144.5455407512743,146.358533141001,161.95627093036308,166.66235673372734,169.96266700797415,166.92483604099655,166.09622099861392,164.5005004814073,167.0001156774241,165.40486609863652,161.25620221847132,159.25647058496028,154.14648042091315,149.82034083253444,148.50901017533832,136.37107750977296,131.60264261004585,131.75627764042858,128.05258080390644,129.13958477055897,150.4695013127862,163.44872737079845,161.6736018491115,159.39776889996938,148.45192289715192,147.22639792384845,146.65761481857942,149.85101070151512,150.83386455111147,157.46368920009724,,,,,,165.187717224891,167.93936798079176,173.9484166744201,178.32836910443757,177.5792739320927,160.62982848187613,153.94346509079512,152.082234708041
8,1986-09-26 01:08:32+00:00,126.11996368295394,128.1016040342548,114.64355358828725,106.73760204435673,115.88230349510012,116.56874476866018,113.51553238941295,125.12016053143574,136.99396580842983,,,,152.11550452474305,158.20391311001586,149.52874565318717,150.71835926792468,144.5707738167285,146.14765229562732,143.51419676543318,140.08594160183642,138.31241312225194,142.5807781591342,131.98180386076947,124.91859646695357,121.27245193231347,119.87296983061236,116.72852465702728,123.73427700735733,139.82725641653923,131.07204938307166,129.00901727972786,126.09680318022517,125.78059263684385,132.07781771131044,130.0391235811141,131.0469373920324,,151.2918828104644,160.25855962747576,151.2721073533771,144.24349445239463,141.08400783103804,146.95484845853093,146.65258087144238,148.7133434016038,152.40527969144293,159.23719785311775,143.8112421336013,132.49800004028745,135.74628062543223
9,1987-07-27 01:13:46+00:00,134.56387369076873,131.79550277575382,132.17066281779904,140.4675505267963,125.1074914205022,130.36636640276797,118.847910299237,127.57504385372523,139.86624766126278,145.53313378776454,142.82659736884622,154.04817520764902,150.01455959521562,158.4499686506705,159.54505947548844,156.88059115842805,151.3474889948928,150.8037353935732,151.89881158152096,146.2220873252202,140.91398696653454,147.98944172447264,144.3485732347709,135.6317797064223,132.447190342626,127.750256604074,121.290451583953,133.5775501200925,146.71965443169458,142.49452480633644,143.67021527798946,137.0173376840129,137.8221572891817,135.35773243805477,139.93229402918308,146.326216759809,150.71881320970564,153.2456149875823,160.51862881157123,162.3967620633695,157.7002038844656,155.23043228506913,150.74222633943353,153.86151114417126,154.86854939660907,163.30542797075665,171.37680347940622,153.80170038136063,140.5586761162923,136.72570011042893
