,dates,per0234-0000,per0234-0001,per0234-0002,per0234-0003,per0234-0004
0,1987-02-21 14:08:52+00:00,197.22206473399126,,222.33893039212774,228.6901735624484,213.59179023903008
1,1988-02-24 14:17:33+00:00,,,223.61346775511046,224.17878620191496,224.1248982655293
2,1988-03-27 14:17:51+00:00,,159.50183786766178,165.91572259423089,165.5641435438935,158.34816309065204
3,1988-11-06 14:18:26+00:00,164.25572435854642,182.69825593635986,204.99609549741695,196.17894626980507,169.06087205833904
4,1989-03-14 14:17:09+00:00,,,,,
5,1989-12-11 14:11:24+00:00,176.5224654373376,194.98375073956976,,,
6,1990-02-13 14:09:22+00:00,178.59199892776917,195.57147293979648,201.3765306735564,214.44783989260176,204.91397341875248
7,1990-03-01 14:08:49+00:00,184.87450357676738,207.26591780289027,217.38408797585174,212.30896651022442,209.35034186016878
8,1990-04-18 14:08:03+00:00,175.23513604092213,190.464561611756,216.1693282284117,216.07909073630478,200.26850730095694
9,1990-05-04 14:07:57+00:00,177.4241490019834,203.16870919242484,226.9697117564907,224.3528748875281,216.8552497239475
10,1991-01-31 14:08:23+00:00,177.7642312926368,192.20608439362957,211.87868104914403,208.2160176157963,204.5271714906941
11,1991-03-04 14:08:58+00:00,179.2977151413735,198.53579730246835,209.94029147671384,213.62598877437748,209.4454802552506
12,1991-04-05 14:09:31+00:00,,,,,
13,1993-01-20 14:09:31+00:00,156.52051190776322,185.59128869357087,216.50939879736066,200.64600845629658,191.0355289780973
14,1994-03-12 14:08:28+00:00,,,,,
15,1994-12-25 14:01:08+00:00,187.91067116077815,206.8859526843023,236.05432349228607,235.93797465853382,210.7378438231905
16,1995-03-31 13:57:23+00:00,229.62242281597668,244.1422006146727,255.35320278176053,263.9179097305992,262.3420097069983
17,1996-01-13 13:50:59+00:00,,,,,
18,1996-01-29 13:52:07+00:00,,,,,
19,1996-04-02 13:56:20+00:00,203.57848021750715,214.03341739095274,250.1580882409569,247.9763469629064,229.67212469691702
20,1996-04-18 13:57:20+00:00,,,,,231.1306771045073
21,1996-05-04 13:58:17+00:00,,197.63781215618812,201.38221943831158,,199.99522900933064
22,1997-03-04 14:13:35+00:00,,,197.79684985392706,,236.9967143126426
23,1997-03-20 14:14:12+00:00,,,,,
24,1998-02-19 14:24:02+00:00,228.4310879189144,229.38376822339185,224.07138554491561,235.3013022811579,227.78698153914317
25,1998-03-07 14:24:17+00:00,,,,,
26,1998-04-08 14:24:44+00:00,,,,,
27,1998-04-24 14:24:56+00:00,213.6347722839278,215.44112707727467,223.28715709327238,227.89239316405906,225.9634959332869
28,1998-06-11 14:25:40+00:00,216.55433275792282,220.92533143378594,225.9596317426804,215.78403619243934,223.4821663601089
29,1999-01-05 14:26:53+00:00,207.04067168251453,222.41724096863953,240.89549573104563,241.0955003065858,224.67070320686287
30,1999-02-06 14:26:58+00:00,215.3572248100598,224.4305370351763,229.87918258395123,247.29722140156363,232.30373651450822
31,1999-03-10 14:26:54+00:00,197.20069417754303,205.03186981403147,215.8838820341211,216.4786803441659,210.3315437823899
32,1999-03-26 14:26:38+00:00,200.71684922698415,208.14583028196947,223.974532649656,230.48789897008228,220.1662037475192
33,1999-04-11 14:26:32+00:00,200.32112754368848,218.81320451935727,229.498146579113,241.74534861454316,232.29059485740248
34,1999-07-08 14:40:36+00:00,192.74603172265645,201.44377503335443,207.66880746912517,,181.27627586968683
35,2000-01-24 14:22:25+00:00,,182.57921372428788,182.3834376626857,,174.45672899128417
36,2000-02-09 14:21:54+00:00,,191.87301550461567,189.41450333157675,,188.42730384380297
37,2000-02-17 14:40:30+00:00,206.05823500547208,219.10782223115714,215.02195440511045,232.38014406628938,220.0034862997301
38,2000-03-20 14:40:25+00:00,198.26476321531058,209.16385474950465,226.22036469479954,229.98341454186124,220.82298271613985
39,2000-04-21 14:40:07+00:00,,,,,
40,2000-05-23 14:39:47+00:00,178.80942008921596,196.23438653719188,208.3836923293614,197.47567855140744,193.63569833779107
41,2000-06-24 14:39:34+00:00,181.0168617541822,196.6594237091005,209.73827791081987,211.54874787163243,196.83033452163062
42,2000-09-28 14:38:16+00:00,199.0090274081382,206.51630194343204,215.13971837704042,214.98460366919787,201.90784872321555
43,2000-12-01 14:38:11+00:00,198.59345800716017,213.74365574047212,235.76794741203892,236.23076621747924,222.93695735118538
44,2000-12-17 14:38:14+00:00,194.21174006483437,210.68141353216407,,,
45,2001-01-26 14:27:44+00:00,189.70300028795734,199.30432507345546,204.8806391279275,222.15978579046075,212.96579324122843
46,2001-02-19 14:38:14+00:00,201.0655737852537,215.1482707746565,225.85148746249854,239.79226587531403,234.9574218354986
47,2001-03-23 14:38:00+00:00,193.32004656428296,203.6150214700587,231.20579018087568,237.45471548703796,237.09446844962733
48,2001-03-31 14:27:56+00:00,,,,,
49,2001-04-08 14:37:53+00:00,195.61186524622778,209.00744512214212,228.7216778907514,242.10082116507218,234.90255064469704
