dates,satname,nzd0220-0000,nzd0220-0001,nzd0220-0002,nzd0220-0003,nzd0220-0004,nzd0220-0005,nzd0220-0006,nzd0220-0007,nzd0220-0008,nzd0220-0009,nzd0220-0010,nzd0220-0011,nzd0220-0012,nzd0220-0013,nzd0220-0014,nzd0220-0015
1999-09-29 21:52:52+00:00,L7,360.69,356.39,358.53,359.18,358.65,363.47,370.25,367.23,352.78,347.99,353.62,355.16,344.15,355.00,359.42,381.23
1999-10-15 21:52:49+00:00,L7,358.96,349.37,351.75,361.26,353.94,359.59,370.28,365.64,352.07,347.06,348.74,349.15,346.11,353.33,359.56,363.90
2000-02-04 21:52:37+00:00,L7,361.80,355.63,353.72,361.97,363.68,364.57,370.96,366.70,353.75,350.38,350.77,349.32,346.75,352.13,356.75,385.10
2000-02-20 21:52:29+00:00,L7,353.18,348.19,344.97,347.33,350.71,356.73,362.00,358.71,348.31,337.89,335.61,341.65,345.25,349.80,348.87,353.97
2000-05-26 21:51:48+00:00,L7,375.63,371.52,373.47,382.71,370.51,370.69,391.43,381.78,,365.60,366.96,368.75,369.91,364.08,364.51,385.53
2000-08-14 21:50:56+00:00,L7,369.50,366.64,371.72,374.33,378.15,382.25,394.23,384.91,373.63,374.24,373.00,363.79,360.51,370.13,381.57,399.17
2000-10-17 21:50:01+00:00,L7,357.88,345.17,347.83,354.26,357.75,357.29,360.84,360.23,351.79,348.01,349.19,350.28,351.40,352.45,354.36,383.49
2000-11-02 21:50:13+00:00,L7,349.69,338.63,337.21,346.13,352.18,355.69,363.03,358.60,345.26,334.68,335.23,337.26,341.23,343.41,343.97,362.12
2000-12-04 21:50:10+00:00,L7,366.00,358.88,358.71,362.78,369.78,365.85,377.22,371.43,357.59,356.13,354.01,356.40,358.59,360.29,362.78,362.63
2000-12-20 21:50:16+00:00,L7,374.40,366.89,358.74,366.78,366.04,369.08,386.79,380.42,366.87,358.44,348.09,356.84,359.98,372.24,364.31,375.86
2001-01-05 21:50:16+00:00,L7,376.63,372.22,375.43,373.21,372.83,372.63,394.34,384.72,369.72,365.81,360.16,363.34,369.79,371.71,371.25,373.17
2001-03-10 21:50:10+00:00,L7,357.37,355.63,355.90,362.46,358.09,359.92,366.20,362.36,355.23,345.88,345.77,351.39,354.13,359.85,354.06,363.83
2001-03-26 21:50:01+00:00,L7,370.92,366.67,365.77,369.30,367.88,366.94,376.05,373.71,364.00,361.34,356.20,356.80,362.84,365.01,359.84,362.28
2001-06-30 21:49:12+00:00,L7,402.49,393.28,387.76,394.57,385.68,385.23,413.80,393.98,384.22,379.20,383.82,383.19,385.14,398.59,385.74,390.59
2001-09-02 21:48:29+00:00,L7,361.80,354.02,352.15,352.44,358.53,364.26,374.25,368.11,354.90,352.65,344.60,353.78,356.77,365.05,363.97,371.00
2001-09-18 21:48:17+00:00,L7,366.78,355.67,354.55,360.51,360.13,362.09,370.57,368.72,356.13,354.10,351.42,357.48,367.56,365.18,362.21,377.48
2001-10-20 21:48:09+00:00,L7,346.41,339.98,338.87,345.37,348.71,350.00,358.79,355.07,342.92,336.71,336.06,335.39,342.21,344.88,345.73,362.17
2002-01-24 21:48:42+00:00,L7,382.53,384.97,388.53,389.61,383.00,380.72,390.76,384.86,383.64,379.94,384.89,387.46,390.73,392.06,391.07,397.47
2002-02-25 21:48:47+00:00,L7,380.08,378.76,377.64,377.33,376.37,377.71,393.03,391.94,384.20,369.44,374.33,379.47,380.82,389.64,380.38,393.40
2002-03-13 21:48:44+00:00,L7,364.00,359.47,362.73,363.12,360.96,358.95,367.90,370.63,362.40,350.75,350.94,355.35,360.09,363.09,359.15,359.75
2002-04-14 21:48:38+00:00,L7,370.09,367.91,367.71,369.68,367.23,362.40,375.98,378.37,368.82,358.88,359.70,365.60,366.68,375.44,369.25,366.15
2002-06-01 21:48:28+00:00,L7,372.83,371.08,372.93,377.02,375.65,375.62,375.64,375.46,,364.56,364.83,366.72,371.62,373.90,373.75,380.19
2002-08-20 21:47:58+00:00,L7,394.21,393.78,386.33,387.63,385.58,388.13,400.53,400.51,378.93,376.52,381.87,381.90,378.89,381.89,389.84,407.78
2002-10-23 21:47:39+00:00,L7,357.61,351.85,354.58,359.88,365.64,364.08,367.22,361.17,344.10,345.43,345.31,348.55,354.00,359.34,363.40,383.60
2002-11-08 21:47:44+00:00,L7,356.70,351.38,358.60,366.28,369.61,364.99,366.84,367.40,,,,357.43,354.10,,,
2002-11-24 21:48:02+00:00,L7,357.94,343.58,343.38,353.57,358.02,357.80,363.53,358.74,345.41,337.51,335.77,341.44,345.24,348.10,355.83,372.37
2002-12-26 21:48:11+00:00,L7,364.02,360.14,356.84,360.37,358.50,360.76,374.56,373.84,360.84,353.88,349.06,350.85,370.33,365.01,363.77,378.73
2003-01-11 21:48:14+00:00,L7,371.33,366.47,367.87,362.83,361.98,367.12,379.77,376.79,370.15,356.59,348.52,349.25,357.31,362.17,365.41,374.12
2003-01-27 21:48:21+00:00,L7,370.33,371.88,374.17,369.10,364.91,366.92,388.58,385.32,365.13,358.35,358.67,358.47,363.09,372.76,,
2003-03-16 21:48:34+00:00,L7,378.74,373.23,371.63,374.55,370.22,375.74,391.21,383.39,371.95,366.44,357.95,356.81,365.41,374.82,370.72,373.14
2003-04-01 21:48:34+00:00,L7,369.65,366.75,367.48,368.28,367.77,368.00,380.84,374.19,363.53,359.18,352.61,350.44,362.69,365.92,363.74,370.18
2003-04-17 21:48:36+00:00,L7,367.46,360.18,359.09,361.59,351.56,353.64,362.57,356.38,,347.06,338.07,339.44,354.74,361.92,363.80,370.60
2003-05-03 21:48:37+00:00,L7,367.55,359.34,357.85,362.66,357.56,366.23,379.60,370.36,357.93,357.55,352.95,345.21,350.82,360.07,366.17,369.48
2003-08-15 21:36:48+00:00,L5,351.47,345.41,346.63,353.19,358.48,361.34,378.40,373.44,367.16,358.63,353.99,359.32,353.98,358.65,358.98,361.86
2003-08-23 21:48:14+00:00,L7,383.25,380.04,370.46,378.29,382.12,386.06,397.26,389.45,382.20,374.77,377.97,359.44,357.90,,,
2003-08-31 21:37:06+00:00,L5,347.23,341.32,338.35,350.88,352.77,358.39,366.84,363.33,351.98,348.77,341.43,333.18,340.73,,,
2003-10-26 21:48:14+00:00,L7,,355.03,356.28,356.70,359.84,364.44,370.84,370.78,365.24,357.09,354.23,357.37,356.68,363.26,367.81,375.50
2003-11-19 21:38:14+00:00,L5,386.33,383.17,383.53,381.10,380.98,381.15,403.83,392.62,380.13,366.44,368.13,367.60,369.57,370.97,376.37,386.27
2003-12-05 21:38:22+00:00,L5,373.39,367.53,371.12,371.84,370.45,372.72,385.64,378.21,381.15,375.68,378.52,378.48,375.14,374.55,371.43,384.15
2004-01-22 21:38:40+00:00,L5,345.37,340.90,340.86,344.26,353.45,357.37,369.31,366.26,362.44,355.07,351.38,349.95,354.07,,,
2004-03-18 21:49:07+00:00,L7,371.10,362.86,368.18,,,,387.94,378.16,369.12,365.79,362.91,367.02,369.68,375.56,382.85,385.66
2004-04-03 21:49:06+00:00,L7,376.29,374.20,378.19,375.88,375.04,382.40,397.11,391.74,384.31,379.26,381.88,,,,385.11,391.55
2004-06-06 21:48:56+00:00,L7,361.87,354.49,358.43,365.80,368.89,371.85,,,379.02,367.53,357.53,359.70,370.85,361.10,363.05,365.58
2004-06-22 21:48:52+00:00,L7,370.56,359.93,,369.67,368.93,377.67,384.83,377.85,373.12,373.27,369.65,369.13,371.35,373.27,,
2004-06-30 21:41:46+00:00,L5,363.70,363.36,377.96,383.81,382.96,389.18,401.72,394.79,383.17,379.54,383.71,373.55,373.48,377.15,378.07,384.20
2004-07-24 21:48:45+00:00,L7,371.20,363.71,367.64,,,391.21,389.67,379.94,369.87,370.46,370.99,369.49,376.26,375.29,370.23,373.85
2004-08-09 21:48:39+00:00,L7,370.15,367.96,370.38,377.97,379.86,381.56,392.18,383.82,,,,386.62,378.80,374.77,366.61,381.06
2004-08-25 21:48:37+00:00,L7,375.94,369.86,375.54,381.60,382.10,384.59,405.13,391.93,384.46,380.19,382.02,383.47,386.74,389.01,383.28,
2004-09-02 21:43:21+00:00,L5,349.03,338.38,348.70,358.39,359.41,362.91,370.18,368.75,357.74,357.04,361.90,359.41,355.71,352.76,353.65,354.77
2004-10-20 21:44:28+00:00,L5,355.98,346.92,353.68,355.31,360.01,363.45,380.88,370.46,360.65,365.82,364.97,365.39,366.88,372.33,364.30,377.86
2004-12-07 21:45:24+00:00,L5,,,348.07,366.77,377.45,377.34,402.33,391.43,377.91,371.32,371.20,375.95,379.41,381.39,378.63,382.00
2005-02-09 21:46:19+00:00,L5,339.14,332.82,332.08,336.68,350.90,354.39,365.32,362.95,352.75,352.11,341.90,350.04,359.08,338.86,345.59,343.15
2005-02-17 21:49:28+00:00,L7,362.72,361.72,361.36,364.07,365.69,367.88,382.96,376.13,368.95,365.66,366.03,366.90,370.79,371.01,372.76,
2005-03-05 21:49:32+00:00,L7,370.73,364.42,359.64,364.32,367.72,374.64,391.44,383.73,376.99,367.22,363.56,373.19,,,,378.57
2005-03-13 21:46:47+00:00,L5,351.63,343.17,339.18,345.32,344.61,353.99,362.84,355.39,352.40,346.92,340.27,343.07,346.78,349.02,356.04,357.77
2005-03-21 21:49:32+00:00,L7,617.97,,,645.85,,,,,371.89,368.27,,,,,,
2005-03-29 21:46:54+00:00,L5,343.23,333.90,335.16,341.68,345.62,354.26,368.16,366.19,356.15,351.56,348.45,349.47,349.56,351.37,351.32,354.02
2005-05-08 21:49:28+00:00,L7,358.86,356.22,352.59,360.65,361.52,368.54,382.21,383.89,,,367.09,365.94,363.42,373.76,373.42,377.32
2005-05-24 21:49:26+00:00,L7,360.91,,,370.57,361.02,369.58,383.39,382.07,,363.61,362.54,358.60,366.44,375.36,372.02,381.47
2005-06-01 21:47:18+00:00,L5,380.28,365.85,366.22,379.49,391.20,394.14,411.39,397.31,393.29,385.21,382.61,384.53,389.95,392.75,383.25,390.56
2005-06-09 21:49:20+00:00,L7,370.40,364.19,364.82,374.56,376.30,381.31,,,,376.00,369.71,371.56,376.12,378.52,377.77,378.35
2005-06-25 21:49:15+00:00,L7,359.18,343.91,,359.02,362.54,369.70,375.08,376.26,366.33,361.93,358.28,,,,372.42,382.77
2005-07-19 21:47:39+00:00,L5,371.40,368.96,367.65,385.42,384.39,387.80,406.86,394.26,378.85,379.29,374.06,380.63,378.96,378.99,386.68,387.59
2005-08-12 21:49:11+00:00,L7,367.07,370.58,371.60,371.63,374.96,381.28,388.61,,,371.43,366.07,367.53,369.81,374.85,378.80,380.73
2005-08-28 21:49:05+00:00,L7,376.87,376.44,372.44,374.67,376.96,386.49,402.81,395.12,385.63,372.87,367.78,375.01,386.46,,,
2005-11-08 21:48:04+00:00,L5,367.22,360.54,360.67,363.37,363.52,364.84,374.22,369.09,363.36,373.34,366.82,371.78,379.59,375.74,375.36,370.49
2005-11-24 21:48:28+00:00,L5,361.22,366.08,370.76,373.04,379.00,380.61,385.00,382.03,382.05,378.41,376.19,376.56,377.24,379.92,379.63,373.91
2006-01-27 21:49:58+00:00,L5,373.84,368.78,362.24,359.75,359.28,371.78,384.33,377.98,371.28,365.24,365.82,367.12,371.39,376.54,373.38,377.72
2006-02-04 21:49:52+00:00,L7,,,,363.61,352.63,355.79,364.16,363.35,353.96,349.55,345.94,353.02,360.74,356.27,348.21,346.27
2006-02-20 21:49:55+00:00,L7,,,,,348.17,344.83,,,351.17,353.27,356.06,359.78,362.86,364.17,361.52,361.32
2006-02-28 21:50:40+00:00,L5,364.69,361.61,362.38,364.80,362.23,363.00,370.83,366.37,357.97,353.75,355.15,361.59,367.87,368.56,361.51,365.00
2006-03-08 21:49:57+00:00,L7,369.02,,,69.53,,,,,359.11,364.93,,,375.72,348.66,358.53,376.76
2006-04-25 21:49:52+00:00,L7,,,372.79,373.66,372.43,375.21,382.41,375.64,368.21,364.64,370.21,375.13,379.94,384.40,375.25,373.88
2006-05-27 21:49:54+00:00,L7,368.53,,,380.93,373.13,377.80,384.28,373.80,,363.96,368.83,373.10,375.30,367.41,369.67,380.57
2006-07-06 21:52:45+00:00,L5,385.79,375.34,377.42,381.70,390.05,400.87,411.47,399.84,390.10,377.65,385.85,390.64,397.67,393.78,388.51,392.58
2006-08-15 21:49:31+00:00,L7,367.67,364.93,366.94,369.78,370.87,380.09,382.72,384.57,373.96,368.90,367.59,372.88,374.30,382.56,,
2006-08-23 21:53:23+00:00,L5,369.04,371.86,370.34,376.14,380.78,383.88,385.46,398.38,383.63,376.59,378.84,376.39,376.16,387.73,382.34,376.36
2006-08-31 21:49:28+00:00,L7,370.04,369.83,370.81,,,,394.02,384.87,373.50,372.12,373.24,368.05,378.13,388.52,383.70,382.83
