,dates,jap0323-0000,jap0323-0001,jap0323-0002,jap0323-0003,jap0323-0004,jap0323-0005,jap0323-0006,jap0323-0007,jap0323-0008,jap0323-0009,jap0323-0010,jap0323-0011,jap0323-0012,jap0323-0013,jap0323-0014,jap0323-0015,jap0323-0016,jap0323-0017,jap0323-0018,jap0323-0019,jap0323-0020,jap0323-0021,jap0323-0022,jap0323-0023,jap0323-0024,jap0323-0025,jap0323-0026,jap0323-0027,jap0323-0028,jap0323-0029,jap0323-0030,jap0323-0031,jap0323-0032,jap0323-0033,jap0323-0034,jap0323-0035,jap0323-0036
0,1984-05-24 01:09:12+00:00,187.1292339495451,180.29958146197885,189.39773423146823,170.00338038498612,165.76520520534785,174.52964095453316,176.41692355414492,190.83300566265416,190.65938551912967,,,,,,,,182.44880199233006,182.53088094429086,182.4920020025353,177.8484188676929,174.3610596746924,166.38481930350702,163.2447915995349,161.30964151936683,162.00580393051615,158.88289265611053,150.4254714983313,140.379716394232,137.36435540492053,134.86994945602257,135.18807596857096,137.0568927698477,137.76641207778385,142.55509574483682,138.35989236031105,137.82837325072308,137.3859813671627
1,1984-07-27 01:10:28+00:00,209.1942481845693,203.56861096474594,214.73484013823787,203.453702213288,192.132530843645,206.16705764753948,206.4604691545896,212.52710781146953,220.51081639861118,,,,,,,232.3681596439603,201.94532206615915,209.32100586274615,195.27401817464522,191.48389857380664,192.0757493621623,184.25128170835492,180.46955090487637,175.59863810064985,177.6016948064686,182.24681950489722,173.13779049238974,167.6841551588745,168.48410265948203,171.2515068431904,172.9811603529644,166.86844990127253,176.8541098472408,180.17264237275845,167.18524271837322,165.84836855034388,173.21752902544563
2,1984-10-31 01:11:19+00:00,179.19147813493134,175.05564372126338,177.9920288738814,164.80403069678394,165.17572278821171,169.59092713984842,178.98110737394757,174.75024756698934,182.05803480845162,195.74317511279952,195.5573908069305,,189.09328553155063,193.79368981317612,191.5570827648187,192.70920670781175,191.84945092344876,191.0896908104374,185.28223180585442,181.71962732039705,176.85029210860347,172.33556192595546,175.04557208681535,176.36646412213963,175.4647536079346,170.16334850567097,166.36246060089326,156.74627075682818,161.22300068225684,152.21015859606223,148.1840235419165,147.5173703820603,138.15210837482294,149.1392585990721,145.4727096216027,150.01160511143036,155.71967647565342
3,1985-04-25 01:11:34+00:00,189.19439436595277,175.57926515801825,178.7422105711246,174.73279159702588,171.86175940963034,173.7036622586279,185.74456493354845,193.11395179343953,203.51440700273594,202.7114994364183,,,170.67859775794167,202.17982919756895,201.6211816511315,194.37127631175343,184.33823012441627,184.36700739359475,182.1304064125814,188.08959084822146,183.12983526597972,178.74918079392222,173.8353660000381,171.06283341700072,172.4871513139733,172.3297303189325,172.1507387003625,165.19748114833862,168.09602711659267,171.00480980694942,170.543602675382,166.36041618069208,174.64142571534643,175.33472500789244,177.05435488066004,170.28201450681297,174.45641564135354
4,1985-10-02 01:10:27+00:00,203.67579307689306,193.40099928065712,199.6744489980819,184.53300767043612,183.9018973180934,189.23424385906674,199.14162450787893,203.47379387834536,215.05735659964023,209.95620372327016,206.76370698663672,188.37779459672427,204.1817661812712,212.19393962304957,205.6718543713956,207.52432037060788,203.2843925625666,208.1253527963502,205.60112768704585,202.13637358461634,198.17385166580667,194.93582884371529,195.5115956607726,193.46207816354152,192.68838067132137,191.01486896530395,188.10187277977622,186.70458296907898,177.7960096625631,175.7250282995235,180.74952222909297,178.12520085269546,175.58181447848455,187.62686061580297,194.33266771230674,190.93806594665392,179.4353427378674
5,1985-12-05 01:09:30+00:00,209.9330966775149,204.01216216974416,209.49278817379687,197.6699627280742,190.77597609015845,193.2526916786683,204.092305858864,214.59772405655423,211.66548041893364,218.0876250396389,231.59625379103056,226.80664109513876,213.52654509145884,217.85500933999108,218.63926383702727,217.7300730187988,210.9482805402904,206.48237961790426,207.0959137657838,211.48253763756884,207.71293496434788,205.94089809444347,205.68843013098459,201.44132072842112,204.60901994712174,203.48450013206008,200.2756473903696,196.16655041563888,197.16360867911578,186.2041523822771,189.20169718143234,196.9629638023637,196.3522156365511,188.23831816051194,188.88430379708345,200.27994569419567,191.9492745791764
6,1986-01-22 01:08:35+00:00,226.77828311222652,220.82891389343982,222.67045954665184,207.40673353216988,202.5187228523605,199.86990951999135,213.4663926403224,228.54976370542056,233.15376983564278,,,,,,224.61250725393768,223.3255421776291,212.96082694118599,231.14062411974902,215.58976200240315,218.46982098513658,209.83178899710833,213.9530123435755,208.945884807341,206.03970921424775,212.45499558648123,212.60223120192217,205.99337522123247,209.00937789985704,204.42954776922096,201.0516014358649,205.14728661019842,204.41799989021766,203.24614755033855,198.8605995480645,203.95227620268082,210.4453111396642,202.74618559592545
7,1986-02-07 01:08:13+00:00,233.28872377974662,223.49984889356722,226.57235000811448,215.16666073021494,206.7052393915571,212.32420803831837,219.4549930254555,234.8118035791283,242.23057035437805,240.1477209953473,241.4218859746444,243.51617314860047,241.5564644201421,238.25861031938413,234.90653569873672,231.5235154593493,222.1088367462948,223.70363336891103,226.13477595087016,227.37639541933655,223.30146721641205,226.31806252961724,224.73491859306432,221.00282569695202,223.1426282209396,223.52375536532264,220.89614651167904,219.58485655454567,212.2797300467323,212.51296028563115,212.94898337173743,213.34432791727892,210.60742782154165,207.56332598926423,212.66956556103145,214.44644708472808,209.19075008392588
8,1986-04-12 01:06:50+00:00,216.40371771497195,211.74311798103201,215.36044360228294,206.28497117964872,202.3139172507522,213.3191782210895,220.69983525754017,229.37977000498,233.82422284783013,238.05141529186028,231.2502526688666,205.11207394452498,230.50591401443324,224.72474361124773,226.04813526391848,218.16496679777907,223.6483538913043,210.8973125079022,210.36395324435094,215.49383814215662,215.00834901350424,210.31308802545232,206.00948842165485,209.68397889407055,209.71954271673624,210.9897723145515,206.61964031264546,199.67351263396898,199.96399753771607,201.93326462408803,199.5467112645524,205.16015692600752,205.93909147002202,209.16741307164435,212.12067433340172,209.4695266727037,206.7105544249492
9,1986-05-30 01:05:35+00:00,195.40923578715308,188.45612108072427,181.1688994717868,185.26927397708582,184.19660942880233,185.03357303751756,192.47661016518663,200.72906152311117,211.01824224228108,214.4931218667497,,,,192.38488748144744,199.17465191813739,197.77600363040028,192.72005623732687,191.76712951864087,188.64065433142358,188.85296367196435,186.43537307584904,179.25395917057747,184.4068442912964,186.8166345991147,187.2353981964732,183.31410058707567,180.99472825177347,173.8838059428325,175.08450601988102,172.39022173420187,178.7560907917108,178.39329003041212,193.55890490549803,189.59806934499073,,,
10,1986-07-01 01:04:35+00:00,213.39498515771191,204.11902543384355,216.57165744639255,205.22094388241976,202.60053486072962,205.25853801089363,214.19925458611328,221.53852176504108,226.1996793376926,228.7592035633911,220.22218338950796,213.10563129671905,243.13261470573306,,213.0678331252875,205.0218949435851,212.88910031734662,217.14984246457573,210.2461487169775,202.7224349417115,207.46844410415449,203.3314113004626,202.69402066195036,206.56688841972408,206.93327637634343,205.09050541517797,201.83950609113816,199.89772521863375,195.0127082848521,195.30297100547864,200.95021349139657,196.13123733141495,205.88134445458905,205.4411596189267,203.9035029561465,197.6553255480362,192.92201223315485
11,1986-08-02 01:03:28+00:00,222.27218472359675,223.68416595781054,229.652584181501,210.07682451167122,208.1197360999958,208.58542971454537,217.48453380414304,232.44418027704847,234.07284039918878,235.16656691729148,257.99515919786745,249.96124589706687,239.84854428724896,230.3262425342023,224.86878376632347,217.58271242648763,219.0993233051616,220.83958652793612,221.63337447269748,218.47638782807675,217.11020699109994,210.92920215941854,210.8751553771956,214.66138478765694,210.66064948736974,209.09600399759455,210.41792266855913,207.79740133448917,202.97479092643516,210.49209765110933,210.6776647205472,209.00988927669442,213.4073807879039,216.76244603612113,212.9789200819845,206.3094769867434,201.57116659166977
12,1986-08-18 01:02:53+00:00,201.866507075568,187.38681804359305,182.76316428309786,181.92096460373898,184.9773079389738,185.67716898429958,182.86520630027516,182.6456922853092,194.0266214288833,196.31819446115765,,,163.2119158600467,190.24690274521345,199.37777687613857,199.77669739801672,193.71682681705005,198.69535628695007,195.05622714148674,196.0953481861074,190.44560531578645,183.35151934537055,186.06682571182495,191.81899820142831,194.09674496895806,185.60127666479718,178.47435312642,176.52150449155187,178.50046091017458,180.00922894526525,177.01340939222123,179.73860734904235,184.24025933323816,187.26488221750213,185.1434275282052,170.08858577274827,172.78042650929586
13,1986-09-03 01:02:16+00:00,195.37962318388554,181.01193771390888,182.72185871257716,176.71611507059927,176.94491390883607,177.72657302048287,186.7142861513795,189.9085133736636,190.12144459957227,191.88508390069023,195.75389274872867,196.4023680048692,189.50263318294475,191.11094592766017,184.34142781074496,188.31326293393204,184.624703953843,189.93076620125714,179.9620041757752,178.42612568902462,183.21521328285536,179.19863247998336,169.83585503859462,168.84296165624667,175.45685054550415,166.6425862411877,170.87762174292283,164.87029776921213,169.3774691536102,175.98147732456272,168.51743184648478,158.7927000432249,169.97725864004275,167.12182510280243,171.40226191958075,161.70163034111533,153.7728008680034
14,1986-11-06 01:00:09+00:00,197.16918626996141,189.27698999452798,186.09972958896915,181.02645275406115,178.67253237168268,178.64521095577848,181.82669945952978,189.21733032114702,199.444262753449,203.30201353969704,206.3073146312911,203.85949482567273,207.36474783030894,206.01527740368743,194.8637770763047,187.08080221532222,182.61496682853314,185.95233351622858,187.5910305258924,184.75669489536523,185.29799168990928,186.92048904937548,180.15723612726134,186.3227524772197,185.36050089269486,190.29474484323964,187.14591721457765,184.20646550954774,188.2735325904814,182.49286108731138,182.2880308589726,179.02156553363182,181.52215931486842,183.86653500025375,179.02874677429358,179.320567518776,180.7921751797053
