dates,satname,nzd0286-0000,nzd0286-0001,nzd0286-0002,nzd0286-0003,nzd0286-0004,nzd0286-0005,nzd0286-0006,nzd0286-0007,nzd0286-0008,nzd0286-0009,nzd0286-0010,nzd0286-0011,nzd0286-0012,nzd0286-0013,nzd0286-0014,nzd0286-0015,nzd0286-0016,nzd0286-0017,nzd0286-0018,nzd0286-0019,nzd0286-0020,nzd0286-0021,nzd0286-0022,nzd0286-0023,nzd0286-0024,nzd0286-0025,nzd0286-0026,nzd0286-0027,nzd0286-0028,nzd0286-0029,nzd0286-0030,nzd0286-0031,nzd0286-0032,nzd0286-0033,nzd0286-0034,nzd0286-0035,nzd0286-0036,nzd0286-0037,nzd0286-0038,nzd0286-0039,nzd0286-0040,nzd0286-0041,nzd0286-0042,nzd0286-0043,nzd0286-0044,nzd0286-0045,nzd0286-0046,nzd0286-0047,nzd0286-0048,nzd0286-0049,nzd0286-0050,nzd0286-0051,nzd0286-0052,nzd0286-0053,nzd0286-0054,nzd0286-0055,nzd0286-0056,nzd0286-0057,nzd0286-0058,nzd0286-0059,nzd0286-0060,nzd0286-0061,nzd0286-0062
1999-08-21 21:46:56+00:00,L7,345.84,340.06,338.52,334.11,345.61,349.17,341.36,344.04,343.34,340.13,334.61,338.50,339.39,339.51,338.17,338.34,357.43,353.26,345.59,354.92,361.99,345.83,320.60,316.37,319.97,323.28,332.23,335.70,323.77,333.50,345.37,350.93,344.88,357.70,367.99,359.67,364.81,366.48,364.00,364.29,352.08,348.56,358.11,359.18,364.92,372.68,372.18,364.86,354.84,365.78,361.51,352.53,360.45,367.25,369.19,366.92,375.12,374.12,374.34,387.31,389.42,390.26,363.99
2000-05-19 21:46:07+00:00,L7,349.25,343.14,328.79,325.58,326.85,328.33,322.74,331.71,330.56,326.34,319.54,317.08,329.11,335.02,333.67,330.82,338.56,341.61,334.13,334.19,332.42,326.14,311.96,310.93,303.98,309.35,322.84,327.32,318.78,320.41,331.34,337.46,341.97,349.43,353.79,350.81,353.78,354.34,352.83,353.16,343.90,335.03,343.05,345.79,357.01,366.49,366.92,,351.91,354.12,343.03,335.23,346.23,346.37,346.60,348.53,355.58,357.88,361.70,364.22,347.10,,339.08
2000-08-07 21:45:08+00:00,L7,334.91,332.79,330.10,325.12,328.08,328.65,317.18,330.86,334.52,333.56,334.45,321.62,327.73,333.60,337.19,339.61,348.22,352.35,344.33,338.23,331.90,326.65,317.13,315.86,314.87,320.30,323.74,335.47,337.18,335.15,344.82,348.91,343.00,351.50,355.45,350.62,355.06,355.93,357.04,357.09,349.91,338.46,351.45,350.27,361.54,367.29,369.30,362.45,354.15,357.69,351.69,339.75,344.88,350.99,355.35,359.28,360.35,364.73,363.81,368.20,360.53,361.91,355.39
2000-11-27 21:44:26+00:00,L7,346.03,340.20,330.16,325.05,335.71,339.89,328.85,342.29,345.85,342.74,338.13,329.34,337.31,343.58,347.40,354.54,367.49,365.35,351.81,346.95,341.46,342.12,335.48,328.42,324.88,327.56,334.79,328.89,321.27,323.31,334.16,339.93,342.58,353.00,356.90,353.87,354.14,355.86,356.11,357.44,346.90,337.05,343.76,347.64,358.95,366.31,371.59,366.37,361.65,367.50,356.96,345.41,356.54,362.89,357.54,356.90,364.63,368.72,373.07,377.43,357.81,356.35,353.13
2001-04-04 21:44:06+00:00,L7,354.43,347.25,347.69,337.73,337.50,339.70,343.69,355.45,355.87,345.31,335.25,333.15,343.63,345.33,354.06,364.24,372.66,370.88,362.79,352.81,350.19,345.18,334.39,332.24,334.36,332.42,329.92,341.52,338.91,334.56,353.35,375.74,372.34,366.80,367.49,365.64,369.73,370.63,369.65,368.19,355.58,355.84,368.35,363.63,365.99,373.98,371.79,364.26,356.93,358.22,356.90,346.49,351.79,363.87,367.30,367.99,376.59,374.16,383.03,388.27,400.07,390.52,409.61
2001-04-20 21:44:10+00:00,L7,357.24,352.04,346.80,337.98,342.68,350.43,356.79,352.00,348.42,350.54,345.58,346.98,341.83,350.75,364.01,372.24,381.98,381.95,376.09,359.64,357.49,356.88,342.60,341.75,334.48,337.68,343.16,351.38,355.10,356.98,374.71,376.31,366.98,365.01,373.68,368.13,379.90,372.65,379.34,374.72,361.37,363.81,364.49,371.07,377.00,382.00,382.24,371.92,369.31,373.79,370.91,360.99,368.44,379.33,381.58,384.51,380.56,384.42,390.88,389.09,393.47,366.06,365.46
2001-05-22 21:43:54+00:00,L7,360.05,348.94,346.46,342.91,348.54,346.29,343.99,353.31,354.01,353.24,347.61,353.24,361.54,368.74,378.01,377.39,383.09,385.68,370.22,369.54,366.08,370.52,365.79,352.72,340.83,343.73,352.07,363.41,360.61,365.52,375.86,374.27,371.70,377.53,381.10,379.09,381.40,382.24,382.04,376.65,376.39,365.91,371.22,374.01,385.49,387.69,389.83,388.36,379.71,383.39,375.32,367.20,370.96,378.95,386.33,211.13,,,,,,,
2001-07-25 21:43:18+00:00,L7,337.79,322.94,318.38,316.14,320.55,321.40,310.88,323.22,326.68,315.06,314.89,305.21,322.78,326.95,332.42,328.03,338.77,340.39,335.32,335.93,331.12,326.77,314.95,307.26,305.45,306.72,317.11,324.44,317.07,324.12,337.20,341.94,342.39,353.00,357.31,352.25,356.72,356.43,357.38,360.92,349.78,338.49,348.41,349.06,360.99,367.25,370.88,362.47,356.82,358.10,349.03,336.39,344.57,347.55,352.25,351.90,357.71,353.97,358.68,357.79,344.66,352.63,347.82
2001-09-27 21:42:29+00:00,L7,351.75,354.81,348.41,337.89,354.11,363.42,358.12,359.62,363.34,358.85,348.77,337.25,338.58,354.64,365.41,374.02,383.24,380.18,375.90,365.15,364.43,363.01,351.25,345.51,344.49,346.18,346.27,338.35,337.26,360.34,381.04,396.35,398.04,424.51,433.35,,,405.30,,440.24,430.20,378.64,392.13,390.95,395.07,401.51,390.84,389.35,384.01,,456.94,487.02,476.22,480.52,469.34,483.22,504.61,500.09,500.52,492.11,427.58,441.12,460.97
2001-10-13 21:42:15+00:00,L7,355.65,347.21,338.36,334.19,346.53,348.08,344.89,348.94,350.00,346.16,328.06,319.95,337.32,339.37,351.89,351.85,367.21,361.66,353.57,354.59,354.52,353.78,341.94,333.72,321.34,328.64,330.22,333.91,329.14,334.78,350.30,375.02,357.37,360.63,370.31,356.80,363.96,363.81,365.64,364.79,359.61,361.79,367.49,373.70,373.90,375.85,372.16,363.48,354.83,,,,,,,,,,,,,,
2001-10-29 21:42:21+00:00,L7,349.96,345.27,335.20,332.45,348.43,358.58,345.06,357.44,348.72,346.08,328.15,324.78,336.15,342.38,353.76,349.66,365.04,362.05,360.62,359.58,356.73,349.18,336.34,327.52,334.08,338.14,337.30,340.86,334.43,336.21,351.39,362.86,352.84,361.26,367.55,358.35,365.67,368.48,368.05,365.93,356.87,354.06,364.22,361.67,366.91,373.63,371.79,366.51,358.42,368.65,367.14,354.99,366.33,371.31,374.89,374.60,377.06,378.04,386.75,390.04,400.53,406.58,412.26
2002-02-18 21:42:54+00:00,L7,339.24,327.74,320.13,315.03,322.12,325.16,313.45,332.40,331.72,317.72,317.62,307.37,324.51,327.72,329.91,331.65,334.68,340.48,342.27,340.76,335.16,327.60,312.67,304.89,305.63,311.12,317.27,322.37,311.91,312.05,319.20,331.30,332.90,344.87,350.57,347.53,349.14,350.17,350.02,346.56,339.78,330.75,333.05,340.84,347.62,356.92,355.68,358.65,352.35,354.81,346.69,338.61,344.34,347.58,342.61,345.87,350.54,350.27,353.89,352.74,341.95,344.85,343.73
2002-09-14 21:41:55+00:00,L7,352.60,343.95,335.02,333.63,327.42,327.70,330.74,337.77,333.68,321.84,316.78,314.62,321.37,324.64,329.25,336.38,338.97,341.92,333.73,330.91,337.62,326.85,316.98,305.36,299.60,303.86,310.94,311.97,308.59,312.36,326.77,333.60,334.88,344.11,347.21,345.50,348.83,349.09,346.90,344.61,333.98,327.36,333.19,340.43,349.08,357.50,354.04,352.41,344.68,351.22,343.06,331.33,334.72,346.00,345.73,344.38,347.34,349.90,354.82,365.85,367.06,354.23,351.21
