dates,nzd0286-0000,nzd0286-0001,nzd0286-0002,nzd0286-0003,nzd0286-0004,nzd0286-0005,nzd0286-0006,nzd0286-0007,nzd0286-0008,nzd0286-0009,nzd0286-0010,nzd0286-0011,nzd0286-0012,nzd0286-0013,nzd0286-0014,nzd0286-0015,nzd0286-0016,nzd0286-0017,nzd0286-0018,nzd0286-0019,nzd0286-0020,nzd0286-0021,nzd0286-0022,nzd0286-0023,nzd0286-0024,nzd0286-0025,nzd0286-0026,nzd0286-0027,nzd0286-0028,nzd0286-0029,nzd0286-0030,nzd0286-0031,nzd0286-0032,nzd0286-0033,nzd0286-0034,nzd0286-0035,nzd0286-0036,nzd0286-0037,nzd0286-0038,nzd0286-0039,nzd0286-0040,nzd0286-0041,nzd0286-0042,nzd0286-0043,nzd0286-0044,nzd0286-0045,nzd0286-0046,nzd0286-0047,nzd0286-0048,nzd0286-0049,nzd0286-0050,nzd0286-0051,nzd0286-0052,nzd0286-0053,nzd0286-0054,nzd0286-0055,nzd0286-0056,nzd0286-0057,nzd0286-0058,nzd0286-0059,nzd0286-0060,nzd0286-0061,nzd0286-0062,satname
1999-08-21 21:46:56+00:00,340.04,332.81,331.27,328.31,339.81,343.37,334.92,338.24,338.07,335.30,328.81,332.70,334.12,334.68,332.90,332.54,351.63,346.82,339.15,349.12,356.72,340.03,314.80,309.93,314.70,318.01,326.96,330.43,317.97,327.06,337.08,341.26,336.59,349.41,360.74,353.87,357.56,360.04,357.56,357.85,345.64,341.31,349.82,351.93,359.12,367.41,365.74,362.10,351.94,360.51,354.26,342.86,350.78,355.65,357.59,352.42,360.62,359.62,359.84,372.81,374.92,375.76,349.49,L7
2000-05-19 21:46:07+00:00,350.65,344.89,330.54,326.98,328.25,329.73,324.30,333.11,331.83,327.51,320.94,318.48,330.38,336.19,334.94,332.22,339.96,343.17,335.69,335.59,333.69,327.54,313.36,312.49,305.25,310.62,324.11,328.59,320.18,321.97,333.34,339.79,343.97,351.43,355.54,352.21,355.53,355.90,354.39,354.72,345.46,336.78,345.05,347.54,358.41,367.76,368.48,,352.61,355.39,344.78,337.56,348.56,349.17,349.40,352.03,359.08,361.38,365.20,367.72,350.60,,342.58,L7
2000-08-07 21:45:08+00:00,343.88,340.22,331.70,327.15,329.26,330.29,321.96,333.09,334.17,331.45,328.79,321.15,330.06,335.81,337.06,337.01,345.19,348.98,341.23,338.01,333.79,328.20,316.35,315.39,311.06,316.46,324.93,333.03,329.78,329.78,340.65,346.19,345.06,353.03,356.87,352.51,356.67,357.13,356.94,357.12,348.90,339.00,349.82,350.28,361.08,368.52,370.11,363.50,353.93,357.54,349.61,340.49,348.56,352.28,354.57,358.40,362.47,365.81,367.25,370.71,358.31,367.41,351.74,L7
2000-11-27 21:44:26+00:00,344.57,341.62,335.25,329.19,336.00,338.37,327.57,340.68,343.91,341.56,340.39,329.58,336.25,342.00,346.02,351.18,361.96,363.40,352.62,346.69,340.40,338.49,330.40,326.69,323.60,327.65,332.99,335.90,333.32,333.78,345.35,351.25,348.64,358.11,361.30,356.35,359.73,360.45,361.13,361.82,352.96,342.88,353.46,354.08,364.35,370.52,375.00,366.37,359.95,366.32,359.45,349.42,357.55,365.14,364.64,368.34,372.74,376.98,378.69,383.06,369.42,369.38,364.51,L7
2001-04-04 21:44:06+00:00,346.73,339.35,334.55,327.89,333.11,336.29,332.38,345.37,347.68,341.11,333.19,327.75,337.28,341.54,347.55,355.89,366.58,364.23,353.42,346.38,342.64,340.15,331.44,326.44,326.44,326.81,329.17,332.02,326.59,325.05,338.75,352.00,352.46,354.90,357.82,356.25,357.56,359.36,359.00,358.93,347.36,342.07,351.05,351.26,358.97,366.96,367.81,363.65,357.54,359.67,352.55,340.12,348.33,356.38,355.42,353.69,361.86,362.69,369.30,374.10,370.19,364.69,372.62,L7
2001-04-20 21:44:10+00:00,346.83,339.33,334.38,327.85,332.90,337.61,336.74,344.18,344.83,341.42,333.92,330.76,335.71,341.78,349.94,357.94,368.31,366.36,357.20,347.40,344.50,342.33,331.76,327.77,326.03,327.34,330.74,335.38,332.69,331.92,345.88,354.44,352.44,353.41,358.86,356.81,360.76,360.01,362.00,360.42,348.25,345.07,350.68,353.61,361.58,368.88,368.84,364.79,359.76,361.29,354.42,341.41,349.37,357.23,357.34,355.47,359.59,361.43,367.99,370.60,369.45,356.64,361.73,L7
2001-05-22 21:43:54+00:00,348.39,339.55,335.22,329.87,335.06,338.03,336.61,344.71,345.54,342.92,335.59,334.63,340.58,347.06,355.37,361.05,370.25,369.25,358.51,351.19,348.31,347.62,338.51,332.06,328.14,329.85,334.49,340.80,337.92,338.37,350.88,356.48,354.76,356.94,362.23,360.63,363.73,363.62,365.06,362.53,353.34,348.09,353.31,356.52,365.81,372.00,372.14,369.85,363.88,365.22,357.46,344.94,351.85,359.16,361.09,355.47,359.59,361.43,367.99,370.60,369.45,356.64,361.73,L7
2001-07-25 21:43:18+00:00,348.38,337.79,334.83,329.69,333.32,335.46,334.39,342.00,342.61,337.71,331.83,330.64,338.81,344.61,353.49,356.48,365.12,365.28,356.66,350.48,347.58,345.84,335.43,329.05,325.15,326.50,331.93,341.55,338.92,340.85,354.57,360.40,357.64,359.87,364.89,362.28,366.94,366.04,367.66,365.68,356.34,351.01,357.41,359.44,368.37,374.10,374.24,369.85,363.69,364.74,358.04,346.10,352.27,359.43,363.87,360.63,364.12,363.35,370.03,370.88,371.90,362.24,358.54,L7
2001-09-27 21:42:29+00:00,347.45,339.20,335.55,329.73,335.88,339.45,337.36,343.92,345.30,340.60,333.62,330.37,337.31,345.28,354.42,358.38,367.15,366.48,358.73,351.81,349.50,347.67,337.00,330.56,327.56,328.98,333.34,339.46,336.99,342.97,357.58,364.92,363.43,370.51,364.89,362.28,366.94,372.12,367.66,365.68,356.34,354.54,362.06,363.74,372.11,378.12,375.78,372.99,366.96,364.74,358.04,346.10,352.27,359.43,363.87,360.63,364.12,363.35,370.03,370.88,380.82,376.96,358.54,L7
2001-10-13 21:42:15+00:00,347.78,339.29,333.78,329.10,337.76,341.20,337.69,342.70,344.20,340.84,332.26,327.81,336.12,344.16,354.06,355.99,366.14,364.73,356.98,352.25,350.44,349.47,338.59,330.95,325.03,328.30,333.48,338.01,335.12,343.10,357.08,364.91,360.55,369.39,365.73,360.17,365.62,370.84,366.77,364.94,357.45,355.83,362.01,365.86,373.77,378.57,375.95,372.87,366.58,370.85,363.84,353.19,359.66,366.61,371.39,373.21,374.13,374.20,379.78,378.44,385.24,383.27,339.96,L7
