,dates,nzd0092-0000,nzd0092-0001,nzd0092-0002,nzd0092-0003,nzd0092-0004,nzd0092-0005,nzd0092-0006,nzd0092-0007,nzd0092-0008,nzd0092-0009,nzd0092-0010,nzd0092-0011,nzd0092-0012,nzd0092-0013,nzd0092-0014,nzd0092-0015,nzd0092-0016,nzd0092-0017,nzd0092-0018,nzd0092-0019,nzd0092-0020,nzd0092-0021,nzd0092-0022,nzd0092-0023,nzd0092-0024,nzd0092-0025,nzd0092-0026,nzd0092-0027,nzd0092-0028,nzd0092-0029,nzd0092-0030,nzd0092-0031,nzd0092-0032,nzd0092-0033
0,1999-08-26 22:04:44+00:00,,,,,,,,,,,,,,,,,,,134.28211579258252,125.96831848101093,117.31899269320468,135.40245279103982,160.40011611329086,169.0112140596596,174.3659265563513,169.86419642513607,168.70488147101202,166.17138572717013,155.45275187928834,146.46947084716328,139.90389032958635,136.77562306178763,150.95669696255092,144.68658061031346
1,1999-10-04 22:11:02+00:00,,,,,,,,,,142.34482939514334,141.7090457664606,142.87933576591058,132.76927291583337,133.66280019048162,127.76508579532526,88.73212868788919,,121.89793052871426,160.58150643498638,152.3855847098584,141.18980796427775,161.71846957335526,181.2554126823677,184.2521089150555,192.7891160722447,188.40120425412667,195.74282162989584,192.77611518602427,178.0107604118767,172.02088124085,167.01419341518084,157.2628498981125,176.83357806866186,171.66721019323828
2,1999-11-14 22:04:42+00:00,148.58424400030188,143.02860908036453,137.16659690848422,144.5559369825338,132.27924000816645,126.78315444654068,136.56346720745307,139.8539821403444,143.89516607380045,148.93426762382282,152.66683031229292,152.1364601159906,152.0992279585605,150.7789324923951,140.33592764231258,116.70860024624815,81.58238478746507,138.75792102390324,168.50408586026046,158.72908114218362,152.0185754446278,162.84622268858632,183.9760504061751,184.2938787824403,186.54317825894884,187.1360330563656,189.6924912226352,185.8979690019144,180.78716816596267,171.66685679404378,163.36063517093092,156.4290231695299,174.13310322123084,163.57532184773112
3,1999-12-07 22:10:53+00:00,128.35693860933463,125.46415619139913,125.11161376118604,122.95446497672567,123.60726307106005,120.63972666349127,116.799733863789,123.25112230752404,123.82270797233728,123.50075679270178,116.7626239228186,119.57864319670804,121.87494703710792,114.01230718957656,103.24492646727744,,,104.19101249090949,139.1063408999279,131.67925500283337,126.23347552483288,139.3637519279255,160.7181682471076,165.6631305079202,176.17361814959645,178.68809792918745,174.17228557663336,173.854828720809,161.03424365154652,150.97328236157296,141.9543192218768,135.17766557517024,146.04588916936416,141.4460540509457
4,2000-03-28 22:10:31+00:00,138.96660050932988,136.0114206251273,138.49567261647718,148.51780234690645,139.57665896948052,138.12304040477747,144.32088775461386,139.73228399918403,127.33135022900412,126.77473282078918,134.98521769358587,139.6642315652594,133.86945821465827,119.17504447183524,112.51053413342,102.64793939429543,83.60697624482015,122.44213683441004,151.47836267544687,147.62219612763374,144.93294168832398,167.6816895182602,178.16443485049135,184.44650826800677,186.65224535354068,188.3977147604901,192.50066043211697,189.75921919731184,185.5936073956687,178.00325660339007,174.3079766836663,172.7674370346346,178.80636322141672,178.9171134715599
5,2000-04-29 22:10:17+00:00,133.79581892764998,129.64044129967726,137.1871407938067,131.79943138393742,129.9255083191118,126.74555590264012,129.29999529317445,133.60682083592832,129.36546969263134,124.1312277776716,122.277949120854,121.59264491607404,121.58205212964492,122.73512677236872,126.60875903439602,120.04918090599452,,122.9715515342165,152.10484664749134,147.97736420563143,132.23817060892682,143.55930719055488,171.03735770818818,175.8986708847481,182.440726723562,182.66395092226864,189.64502784833056,189.0911510714015,186.5642210683701,182.62999972156865,170.35341549074732,161.7378838582542,171.9757343538589,175.79062159889585
6,2000-05-15 22:10:06+00:00,,,,,,,,,,,109.13410999500265,89.6763354584244,87.28010404382724,90.00368385946004,97.94550571214111,78.8017920575904,,103.0842165453484,136.54042893159226,139.44028050056485,133.06622026693626,140.9504296037471,158.8995479064052,168.29852662112066,174.87591408287255,174.18557217393723,180.7739273517527,189.00499981262772,181.9347158571404,178.4974221572606,167.52606993614083,163.0875541335826,169.63291143848673,175.96657844904848
7,2000-05-31 22:09:54+00:00,,123.70566902329416,116.33807114275976,96.21535985942204,99.22048282456684,113.56202164289878,110.15952329628897,110.91214304799168,103.13064371886183,115.74222047874996,104.43118391728184,92.23141245610908,,114.2321012020549,91.55366778669794,,,108.53441033894966,135.1942355630908,119.20342292540111,115.49528578995977,119.87653446522027,149.62431651267326,146.99418322998142,157.2875556198818,162.74364205193874,177.39810362858833,177.47493013486547,,157.7748716074806,153.16922943280005,138.69631419452654,,142.33266919995052
8,2000-06-09 22:03:40+00:00,148.29812669186583,153.39366003079306,144.45851197808022,124.96526216206594,132.91638882710544,135.99269006572018,134.74723737447312,137.42221372498673,146.20531788184027,138.33855443575283,120.3233398817192,124.86490552851669,139.8730977310982,143.5899130337043,150.3309635741849,144.18259251781157,145.88843259921583,137.2992153243055,159.3168872466622,162.58119337365997,165.1325008536077,183.1340413740587,204.9734636089493,200.43808394039385,201.192338606571,203.12431372370293,221.1377171023312,211.0530619514656,209.32727155827243,207.39365979248456,207.7668281066904,192.96376378669788,195.26443803335656,246.0314060765024
9,2000-07-11 22:03:17+00:00,,,,,,,,,,,,,102.277666529484,118.6309662246962,134.2629314180143,102.93727463709462,,,,,,,,,,,,,,,,,,
