dates,nzd0092-0000,nzd0092-0001,nzd0092-0002,nzd0092-0003,nzd0092-0004,nzd0092-0005,nzd0092-0006,nzd0092-0007,nzd0092-0008,nzd0092-0009,nzd0092-0010,nzd0092-0011,nzd0092-0012,nzd0092-0013,nzd0092-0014,nzd0092-0015,nzd0092-0016,nzd0092-0017,nzd0092-0018,nzd0092-0019,nzd0092-0020,nzd0092-0021,nzd0092-0022,nzd0092-0023,nzd0092-0024,nzd0092-0025,nzd0092-0026,nzd0092-0027,nzd0092-0028,nzd0092-0029,nzd0092-0030,nzd0092-0031,nzd0092-0032,nzd0092-0033,satname
1999-08-26 22:04:44+00:00,,,,,,,,,,,,,,,,269.30,,309.57,348.17,344.30,337.23,354.92,377.16,381.86,389.54,386.12,383.41,381.18,371.74,365.87,359.31,355.89,373.50,375.08,L7
1999-10-04 22:11:02+00:00,,,,,,,,,326.51,333.97,334.52,334.28,324.48,324.42,313.85,286.82,,306.91,353.85,344.04,334.96,353.98,373.59,379.35,386.22,381.58,387.10,385.64,371.02,363.33,359.60,348.45,365.56,357.09,L7
1999-11-14 22:04:42+00:00,349.60,345.31,338.43,346.68,338.02,329.65,339.05,343.14,346.20,351.42,353.92,354.76,356.15,356.72,342.48,323.03,293.51,350.52,375.97,361.48,359.78,366.62,384.89,385.96,389.67,388.27,391.24,387.66,380.73,374.69,365.44,359.61,368.33,371.53,L7
1999-12-07 22:10:53+00:00,349.02,345.31,347.09,340.36,341.49,339.69,338.01,344.96,345.17,345.47,337.07,342.03,343.51,337.59,329.58,302.06,,339.24,357.90,353.90,348.54,361.24,382.50,387.08,394.00,399.47,394.94,392.76,381.57,373.41,363.92,359.22,372.77,376.16,L7
2000-03-28 22:10:31+00:00,333.13,331.32,331.94,346.50,334.94,334.16,339.13,332.63,321.83,320.01,329.04,333.91,328.13,312.54,304.77,293.61,256.47,310.05,347.07,341.21,339.58,360.80,371.51,377.68,382.59,382.52,386.35,384.20,380.42,371.77,369.27,366.32,371.74,376.25,L7
2000-04-29 22:10:17+00:00,330.31,326.36,333.00,329.77,326.96,323.78,325.63,330.01,325.65,319.65,318.29,318.21,318.73,318.77,322.59,315.77,238.60,315.96,348.98,344.26,330.63,339.95,366.67,373.02,379.44,379.35,385.97,386.19,383.96,378.74,367.40,360.10,366.43,368.97,L7
2000-05-15 22:10:06+00:00,,,,,,,,,,,,,,,306.04,277.73,231.93,303.35,342.43,347.78,341.44,349.29,367.16,375.31,381.92,382.00,388.32,395.62,389.74,387.18,375.57,371.97,380.38,389.29,L7
2000-05-31 22:09:54+00:00,,,,,,323.08,,,,,,,,327.19,304.63,293.95,241.94,327.12,344.85,327.31,327.08,,,,366.87,370.39,387.70,388.33,,,,351.30,367.31,359.71,L7
2000-06-09 22:03:40+00:00,329.92,335.35,323.65,309.71,318.02,319.07,316.21,,,319.53,303.75,303.62,322.01,322.84,327.80,321.33,,309.72,343.07,341.39,342.92,359.04,386.19,380.69,385.90,384.74,403.03,396.19,391.97,387.77,385.18,370.84,371.09,416.36,L7
2000-07-11 22:03:17+00:00,,,,,,,,,,,,,309.84,328.99,339.79,348.22,,,,,,,,,,,,,,,,,,,L7
2000-08-03 22:09:08+00:00,,,,,,,339.38,341.46,339.63,336.84,328.08,329.78,335.62,335.13,335.30,305.28,256.77,321.44,356.57,356.07,343.33,361.59,375.68,385.51,390.67,389.35,388.21,390.12,383.76,,,373.09,381.14,385.47,L7
2000-10-06 22:08:23+00:00,334.77,339.68,339.09,337.89,337.24,334.15,316.35,301.50,316.49,330.95,326.93,321.86,316.36,301.02,289.42,272.42,237.48,309.51,347.09,338.89,328.42,342.83,360.12,374.63,385.53,383.45,382.32,378.10,377.99,375.51,355.36,355.34,365.30,355.72,L7
2000-11-23 22:08:18+00:00,323.10,324.02,325.45,314.62,317.31,316.26,320.38,317.59,328.65,326.99,316.48,317.72,315.88,306.02,295.23,243.56,,303.84,347.17,344.19,323.42,337.73,367.92,373.62,371.57,370.88,375.02,374.42,376.89,374.94,360.07,361.66,366.06,361.71,L7
2001-05-11 22:01:45+00:00,364.85,362.39,350.91,351.00,352.32,354.39,349.10,345.25,345.33,344.68,333.53,319.07,308.96,297.61,310.36,312.73,,326.03,349.18,348.61,355.68,363.94,377.14,394.51,385.96,383.72,384.95,384.02,380.29,376.60,373.41,362.97,374.99,396.24,L7
2001-06-03 22:07:40+00:00,355.13,348.14,,,330.57,329.15,329.92,,,,,318.71,308.45,297.92,295.10,288.79,253.75,322.62,352.62,346.77,341.03,,,,377.66,379.05,383.12,378.21,,,,,368.16,379.74,L7
2001-06-19 22:07:29+00:00,,,,,,,,,,,,,,,,,,,,,339.62,352.79,366.86,378.21,378.68,378.26,384.39,379.45,,,,370.02,372.50,386.40,L7
2001-08-31 22:00:29+00:00,,323.41,325.77,324.04,329.89,332.65,328.29,317.94,319.94,312.20,306.76,317.03,316.00,319.34,314.38,287.82,239.61,317.19,354.09,351.94,345.60,361.42,371.67,383.68,382.67,381.02,385.03,382.32,380.10,368.56,358.64,356.12,365.30,364.57,L7
2001-11-03 22:00:10+00:00,350.36,337.12,334.01,334.45,335.05,332.55,325.93,328.32,322.97,327.77,325.23,329.84,332.22,328.10,317.88,261.86,,324.41,354.64,356.84,335.08,361.85,383.52,385.97,385.17,386.70,392.53,389.01,389.33,384.20,366.60,354.30,362.96,366.17,L7
2001-12-05 22:00:18+00:00,358.94,343.22,347.10,361.46,359.10,360.14,340.01,324.93,325.38,336.04,344.61,349.58,351.44,333.99,,,221.19,336.33,363.06,358.80,349.57,367.64,388.41,395.31,395.69,396.04,402.29,404.68,400.43,388.32,373.08,366.14,371.53,379.83,L7
2001-12-12 22:06:38+00:00,347.86,334.31,335.94,334.42,336.98,332.78,320.89,308.80,310.61,319.15,319.88,324.34,320.00,314.51,297.41,,,318.86,348.82,341.11,326.06,349.43,365.97,374.62,380.47,388.12,389.21,385.44,379.88,368.28,353.76,349.28,362.52,360.06,L7
2002-01-22 22:00:40+00:00,346.27,350.07,355.92,360.92,355.57,337.54,323.70,330.00,339.64,339.98,340.51,342.91,341.34,332.61,317.71,274.52,220.43,326.16,373.65,371.98,366.41,375.12,384.32,392.49,400.88,400.01,399.74,393.44,391.75,383.30,378.38,367.73,368.30,394.47,L7
2002-02-14 22:06:53+00:00,356.08,351.39,353.89,344.81,340.91,333.02,336.06,339.62,346.25,341.02,330.06,334.45,332.79,323.39,310.79,285.24,279.89,321.08,363.67,370.42,379.17,391.69,397.91,395.22,394.60,402.13,401.06,392.29,387.34,384.54,380.90,383.72,385.03,393.39,L7
2002-02-23 22:00:43+00:00,355.88,345.04,343.23,341.72,339.02,329.01,327.13,338.75,341.48,336.33,327.21,321.19,321.02,313.16,297.34,278.88,265.55,321.72,356.52,358.68,377.11,388.30,386.62,387.45,393.34,392.26,390.78,385.08,382.52,378.22,380.53,376.59,373.20,376.91,L7
2002-03-18 22:06:46+00:00,338.20,345.27,349.90,341.10,341.09,334.31,330.74,338.32,335.67,337.22,329.95,331.18,324.95,318.01,295.41,272.52,255.30,317.11,338.39,355.42,,388.73,391.69,386.14,384.17,387.21,379.29,379.86,374.98,379.53,378.60,371.03,378.25,371.90,L7
2002-03-27 22:00:37+00:00,,,,,,,,,,,,,,,315.02,290.10,284.44,339.96,353.48,368.91,384.52,401.19,394.66,397.24,405.22,402.82,400.91,394.23,392.33,387.61,386.90,,,,L7
2002-04-12 22:00:37+00:00,,,,,,,,,343.31,340.91,325.83,329.50,326.43,319.61,314.16,291.29,315.99,342.06,,,,,,,,,,,,,,,,385.07,L7
2002-07-01 22:00:15+00:00,,,,,,,,,,,,,,,,215.00,226.79,301.28,344.78,335.95,333.45,326.83,,,,,,,,,,,,,L7
