dates,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027,satname
1999-09-27 22:04:48+00:00,,,,368.67,362.26,357.87,361.40,360.37,363.32,365.97,373.67,383.69,390.84,380.47,381.35,382.05,381.57,392.32,392.15,399.09,399.60,396.51,398.09,386.07,390.39,378.53,373.04,375.55,L7
1999-11-14 22:04:42+00:00,,,,368.67,362.26,357.87,361.40,360.37,358.88,359.59,368.69,379.06,386.25,380.22,378.05,379.11,378.95,387.49,389.93,394.86,397.97,396.79,397.31,385.61,389.19,377.00,370.76,375.07,L7
2001-03-24 22:01:59+00:00,311.47,331.77,350.17,340.95,337.01,339.92,339.92,339.17,338.80,346.56,353.24,361.24,373.44,368.61,362.75,361.46,363.09,370.99,371.39,376.23,373.02,374.04,375.67,369.72,364.69,360.10,358.18,356.80,L7
2001-06-12 22:01:24+00:00,320.93,336.51,346.76,334.96,334.17,339.25,339.46,339.74,338.95,340.73,350.00,359.64,369.22,363.80,361.37,365.01,365.61,371.94,372.36,380.34,378.30,379.12,380.69,374.83,371.88,365.57,363.78,365.62,L7
2001-06-28 22:01:09+00:00,320.93,336.51,346.76,334.96,335.74,340.22,339.81,340.16,339.93,343.70,352.16,361.88,369.22,363.80,361.37,364.45,366.43,371.67,374.02,384.23,382.46,381.28,380.92,374.84,376.00,364.46,362.89,369.00,L7
2001-12-21 22:00:29+00:00,330.11,345.47,343.04,343.72,340.00,341.69,341.12,340.48,342.07,346.52,354.01,362.63,368.98,364.08,363.70,362.80,365.12,368.85,373.96,385.62,384.83,380.52,379.82,373.05,379.39,362.85,360.67,371.94,L7
2002-01-22 22:00:40+00:00,330.11,345.47,343.04,361.32,359.07,361.67,357.84,351.24,352.92,354.50,364.35,371.44,381.50,376.43,375.56,374.45,375.00,377.95,382.68,391.27,391.53,388.69,391.00,384.41,389.44,370.32,372.61,380.35,L7
2002-03-27 22:00:37+00:00,318.31,336.59,332.20,347.12,349.72,355.38,353.16,349.39,351.26,353.40,362.22,369.23,378.38,373.51,372.07,370.33,372.02,375.38,382.04,389.39,389.41,387.02,388.67,382.91,385.60,368.66,368.35,377.42,L7
2002-07-17 22:00:08+00:00,306.51,327.70,321.36,348.82,355.16,361.06,355.82,348.59,351.76,353.99,362.83,369.41,378.83,374.04,372.94,371.04,372.89,376.53,384.41,388.96,390.37,388.42,388.49,385.09,389.94,369.38,369.26,379.64,L7
2002-08-18 21:59:57+00:00,306.51,327.70,321.36,337.20,354.73,351.74,350.00,346.52,346.02,346.39,358.49,363.41,376.62,366.57,369.94,365.06,366.40,367.39,379.26,383.89,383.92,382.08,380.05,376.54,382.75,368.36,367.17,377.29,L7
2003-02-10 22:00:29+00:00,,342.54,352.03,351.84,366.88,352.30,353.73,354.15,350.11,348.69,363.45,366.14,381.69,368.31,373.31,365.31,368.19,370.90,381.28,387.31,386.04,383.76,381.09,375.21,375.74,374.15,377.38,389.56,L7
2003-02-26 22:00:28+00:00,,369.00,379.70,347.99,358.06,350.42,350.96,351.95,353.84,354.60,362.78,366.31,375.99,370.27,368.16,361.93,368.01,366.46,383.23,386.49,387.25,384.61,383.78,378.48,375.74,374.15,376.02,393.61,L7
2003-08-05 22:00:11+00:00,,369.77,375.79,356.64,355.03,348.24,345.64,345.00,346.92,350.33,357.69,365.83,374.09,370.27,368.16,365.82,370.69,369.76,381.46,382.45,384.48,380.75,379.58,374.98,372.84,367.62,376.02,393.61,L7
2003-09-30 21:49:30+00:00,415.17,398.92,403.64,377.85,366.39,360.28,352.27,348.55,349.90,353.39,359.83,373.23,379.93,386.45,386.72,378.10,382.12,385.88,391.34,386.44,387.71,382.74,381.48,374.56,378.34,370.12,373.21,371.50,L5
2003-11-09 22:00:18+00:00,401.12,401.47,403.98,377.08,365.41,360.29,355.03,351.59,349.90,353.39,361.17,373.73,380.63,381.38,383.52,378.26,381.89,386.77,390.52,389.05,387.93,382.74,381.48,374.80,379.32,368.54,368.16,369.10,L7
2003-12-03 21:50:19+00:00,401.12,401.47,403.98,377.08,372.10,368.19,364.84,362.69,349.90,353.39,366.18,375.32,385.55,388.91,390.81,381.64,386.74,390.90,392.56,391.35,389.57,388.11,390.17,380.38,379.32,374.88,376.28,369.10,L5
2004-06-20 22:00:50+00:00,379.51,402.74,,,,,,,,,,,,,,,,381.50,,,385.82,381.92,381.76,373.55,378.29,366.71,362.12,361.06,L7
2004-07-06 22:00:48+00:00,386.71,412.91,421.01,363.99,,,,360.68,358.67,360.12,365.55,373.90,384.88,372.94,375.84,378.59,378.22,383.27,,,386.64,382.78,383.32,372.90,379.25,366.02,363.27,366.38,L7
2004-07-22 22:00:44+00:00,383.01,409.71,407.60,363.99,,362.40,363.77,359.23,357.68,358.36,363.59,373.84,384.19,375.15,377.32,377.58,379.22,383.27,,385.50,386.29,382.29,383.46,372.15,379.39,365.68,362.87,368.76,L7
2004-07-30 21:54:28+00:00,383.01,409.71,407.60,345.74,352.68,366.57,364.58,360.52,359.46,358.32,363.51,374.69,383.00,374.29,375.73,375.90,377.30,381.42,380.26,388.87,385.90,384.09,384.11,372.81,379.52,364.27,361.35,368.69,L5
2004-12-21 21:57:36+00:00,384.76,413.20,406.05,369.24,373.09,373.70,372.36,365.18,364.22,364.13,366.27,375.70,384.85,379.61,384.59,383.66,384.59,392.71,401.06,400.67,393.31,387.95,388.45,376.53,382.27,365.39,360.17,375.58,L5
2005-02-15 22:01:25+00:00,320.91,367.95,406.25,404.55,385.51,380.49,379.72,375.06,376.59,378.75,374.56,378.73,392.56,391.66,398.38,396.26,395.95,401.50,407.95,411.63,405.33,394.58,393.25,388.41,389.29,369.73,359.42,379.78,L7
2005-02-23 21:58:31+00:00,325.01,369.36,402.55,392.60,378.33,376.35,375.48,372.22,372.21,375.55,374.16,380.50,389.45,386.73,390.96,389.24,388.30,395.77,401.65,405.78,401.10,393.23,392.39,385.31,385.88,368.45,360.33,375.59,L5
2005-03-03 22:01:30+00:00,322.16,381.21,403.96,390.42,376.44,375.04,374.73,372.04,372.24,375.33,375.22,380.50,389.45,386.73,390.51,388.90,388.36,394.43,399.70,403.88,399.67,392.57,392.01,383.91,385.88,368.45,362.02,374.27,L7
2005-03-11 21:58:44+00:00,335.02,389.55,410.11,389.81,376.21,375.08,373.85,371.18,371.67,374.13,374.56,380.87,389.13,385.05,388.43,387.33,387.00,392.42,398.13,402.30,398.24,392.51,392.16,383.65,386.99,370.11,363.43,373.73,L5
2005-04-20 22:01:20+00:00,341.99,389.55,410.11,389.81,376.21,372.93,373.91,371.10,370.93,373.83,373.78,379.68,388.46,383.47,387.04,386.04,386.05,392.42,398.13,400.20,395.41,390.32,389.80,380.77,383.44,368.28,361.05,371.78,L7
2005-07-09 22:01:14+00:00,349.72,394.31,411.90,383.20,371.12,368.48,369.02,367.99,367.93,371.30,373.18,380.33,387.94,381.12,382.05,382.15,381.97,386.68,392.10,395.28,392.31,389.17,388.97,380.44,383.00,369.29,362.77,370.22,L7
2005-07-17 21:59:35+00:00,349.72,394.31,411.90,383.20,363.44,363.02,364.23,363.73,364.28,368.36,370.52,376.55,384.24,376.87,377.96,377.73,377.01,379.94,386.93,392.27,389.46,387.62,386.53,379.12,379.19,366.03,359.99,368.04,L5
2005-07-25 22:01:13+00:00,358.62,401.44,418.05,383.86,363.44,363.02,364.15,363.70,364.32,368.93,370.76,377.84,385.28,378.24,378.82,378.84,378.29,381.76,386.93,392.27,390.31,388.52,387.44,379.64,380.72,367.20,361.40,368.80,L7
2005-08-10 22:01:10+00:00,360.71,401.37,418.05,383.86,363.10,362.10,363.32,362.82,363.73,368.67,370.51,378.30,385.80,379.10,379.65,379.06,378.29,381.76,387.08,392.00,390.24,388.40,387.10,379.08,380.37,367.19,361.71,368.94,L7
2005-10-05 21:59:53+00:00,389.32,414.82,433.13,384.18,356.62,355.21,358.85,358.90,360.36,367.13,369.72,379.42,387.17,380.21,379.79,379.10,377.86,381.48,385.49,391.49,390.18,388.63,387.40,379.26,378.18,365.66,359.12,368.10,L5
2005-10-13 22:00:54+00:00,389.32,414.82,438.01,385.18,361.05,359.29,361.43,358.57,359.36,367.00,369.72,379.42,389.58,383.95,382.40,380.38,379.92,383.18,388.16,393.46,391.42,390.12,390.20,379.26,378.18,367.48,361.67,369.27,L7
2005-11-30 22:01:24+00:00,394.19,414.82,438.01,377.30,359.78,357.40,357.93,355.97,357.38,365.16,369.16,379.83,389.78,385.09,382.79,379.81,378.85,382.61,387.56,393.08,391.85,390.30,390.29,379.81,379.53,368.78,364.18,370.71,L7
2006-05-17 22:03:57+00:00,396.37,408.75,,361.50,360.44,356.49,357.89,357.21,357.91,361.25,368.27,380.06,389.55,383.81,388.46,380.75,379.71,384.86,387.15,390.13,389.10,385.79,384.18,376.65,386.35,373.98,365.78,371.25,L5
2006-06-10 22:01:49+00:00,396.37,408.75,,346.57,359.82,361.56,362.23,362.34,362.52,362.48,367.62,379.42,389.03,383.52,388.46,385.98,384.08,387.72,388.84,392.22,392.41,392.81,392.62,383.63,386.76,370.87,365.78,371.25,L7
2006-07-28 22:01:30+00:00,393.50,402.57,,346.57,359.52,359.83,360.68,361.36,361.32,361.39,366.06,376.12,386.19,379.81,382.17,385.98,384.08,387.73,389.70,393.06,391.72,391.10,389.24,382.17,385.37,368.87,364.91,369.11,L7
2006-11-25 22:06:19+00:00,390.63,378.41,,328.24,355.54,345.27,358.00,361.08,348.25,347.52,351.82,363.50,373.64,366.46,361.98,346.92,367.52,376.61,377.99,383.90,380.83,383.65,380.82,382.88,384.88,354.84,346.74,366.96,L5
2007-01-04 22:02:01+00:00,390.63,378.41,416.19,350.37,360.72,344.57,359.63,361.50,352.07,352.44,357.16,368.68,367.37,358.08,370.31,369.00,369.51,380.98,382.96,390.66,387.74,386.06,383.69,384.62,390.12,348.38,346.74,369.63,L7
2007-05-12 22:02:11+00:00,,360.42,414.49,367.64,369.32,347.71,357.05,363.58,348.65,353.01,358.25,371.49,375.88,368.43,376.99,377.90,378.13,387.47,389.61,398.27,386.44,385.25,393.09,393.78,403.79,350.82,342.84,373.12,L7
2007-05-28 22:02:04+00:00,,,413.78,387.26,369.88,361.78,353.81,363.23,368.56,368.81,374.31,385.84,400.01,397.03,391.45,393.39,393.13,402.29,407.32,413.63,409.50,413.09,410.72,397.46,411.12,377.80,365.03,373.12,L7
2007-08-16 22:01:50+00:00,395.54,,406.90,382.79,365.54,358.72,349.41,355.60,356.75,364.90,370.46,382.35,391.99,386.46,381.39,382.20,386.42,394.92,399.80,406.61,398.46,406.26,414.00,401.18,404.08,374.19,364.77,368.06,L7
2008-04-28 22:01:53+00:00,,,,349.04,351.29,346.67,344.87,348.03,356.93,363.30,371.62,379.10,384.86,377.62,,,375.06,382.05,385.58,390.61,393.07,392.52,387.52,385.21,388.94,379.49,,,L7
2008-05-14 22:01:48+00:00,,,429.24,374.83,368.56,361.63,344.87,348.03,360.45,365.51,371.06,376.19,384.61,377.53,377.84,374.29,373.27,381.39,387.37,390.61,393.07,394.88,388.30,382.85,388.94,370.62,371.57,381.79,L7
2008-08-18 22:00:56+00:00,381.13,396.95,418.86,375.06,368.55,362.26,349.80,350.85,360.17,365.51,371.06,377.59,386.22,380.05,378.40,377.38,375.58,383.74,390.26,395.11,396.53,394.50,388.30,382.85,392.88,373.73,373.03,378.14,L7
2008-09-19 22:00:40+00:00,381.13,396.95,418.86,378.81,371.02,364.08,354.77,354.43,361.93,365.99,373.34,380.59,387.75,381.45,379.46,377.38,375.58,384.47,389.88,395.24,396.14,394.55,391.02,385.28,394.53,375.31,374.73,378.14,L7
2009-01-25 22:01:34+00:00,375.66,396.95,408.47,376.90,370.66,363.39,357.42,355.55,359.35,366.95,377.89,379.00,384.66,379.25,375.47,372.68,373.00,380.82,386.92,391.95,392.20,389.57,396.45,390.15,388.80,373.61,370.34,367.38,L7
2009-06-02 22:02:15+00:00,370.20,,,365.13,382.32,370.53,355.63,349.68,353.03,350.73,360.37,367.57,377.92,369.27,365.86,364.90,363.44,367.10,375.07,381.48,380.39,378.53,374.35,370.12,371.75,359.48,359.99,360.25,L7
2009-06-18 22:02:13+00:00,370.20,,,365.13,388.29,377.11,365.10,350.12,349.88,350.73,360.37,367.57,377.92,369.27,365.86,364.90,363.44,367.10,375.07,382.92,382.12,379.77,377.06,371.75,378.71,359.67,359.91,360.25,L7
2009-07-20 22:02:06+00:00,378.97,,,364.07,382.80,372.65,365.10,350.12,349.57,350.56,359.77,366.99,376.04,367.08,368.87,367.67,365.88,369.26,377.48,382.92,382.12,379.77,375.98,370.85,379.90,359.93,358.40,365.93,L7
2009-08-05 22:02:01+00:00,387.73,,377.87,367.47,383.44,373.67,367.29,352.14,349.44,353.00,361.04,368.76,378.30,367.12,371.87,371.48,368.69,373.46,380.08,385.82,383.18,378.70,376.45,371.85,382.58,360.67,358.40,375.38,L7
2009-09-06 22:01:59+00:00,387.73,385.09,383.03,361.78,376.71,368.19,361.49,350.01,349.37,351.98,359.84,367.83,376.44,367.12,371.87,370.56,367.96,371.60,378.77,384.44,381.58,378.64,375.90,371.97,380.07,360.67,358.40,368.72,L7
2009-11-25 22:02:33+00:00,387.73,378.38,383.03,361.78,376.71,365.80,363.33,353.89,353.26,356.40,364.23,371.33,380.73,373.62,379.19,374.47,367.96,371.60,380.93,385.65,383.30,381.81,377.61,374.08,384.53,365.32,363.60,372.04,L7
2010-02-13 22:03:42+00:00,,378.38,388.20,350.41,349.80,350.06,357.40,358.41,360.92,361.51,371.91,380.34,386.97,387.50,385.84,379.12,374.31,376.02,385.07,386.28,384.92,386.48,379.93,380.05,387.53,378.88,373.06,369.58,L7
2010-02-21 22:02:44+00:00,356.05,383.55,382.41,350.92,355.19,360.67,364.42,362.58,363.87,365.53,376.09,385.18,389.05,386.42,385.56,379.19,376.49,378.78,386.36,389.02,387.54,388.20,384.80,381.93,388.94,378.88,373.06,369.58,L5
2010-03-17 22:03:57+00:00,371.53,388.63,391.25,357.33,360.71,365.42,370.25,366.25,367.40,369.08,382.70,391.89,391.03,383.31,381.69,379.50,376.51,381.63,387.33,389.27,388.21,387.04,385.41,385.09,394.41,374.68,369.57,372.23,L7
2010-07-23 22:04:02+00:00,371.53,397.10,391.25,352.54,354.97,369.43,366.79,362.89,364.72,366.56,378.18,386.69,385.96,379.62,379.22,375.63,374.61,378.40,382.25,383.32,382.80,383.33,385.02,383.03,392.00,369.65,365.15,373.36,L7
2010-09-25 22:04:05+00:00,,,,342.97,343.48,365.90,360.35,355.97,,336.59,368.24,369.72,391.94,383.63,388.62,383.02,381.33,383.74,387.51,387.12,388.73,400.30,,378.46,398.35,377.15,377.70,381.56,L7
2011-01-07 22:01:44+00:00,,,,342.97,361.96,373.19,368.99,367.72,383.93,361.73,380.98,385.14,395.93,388.24,392.79,388.30,385.34,387.37,391.73,391.87,392.02,399.11,400.89,385.44,398.51,380.00,379.81,382.76,L5
2011-02-16 22:05:15+00:00,,,342.34,321.78,369.93,370.21,361.03,362.40,366.34,359.68,393.71,400.57,394.81,386.76,387.64,385.23,382.16,384.21,391.89,393.31,392.42,389.45,385.13,392.41,400.20,385.59,386.74,381.44,L7
2011-03-12 22:01:43+00:00,,,342.34,321.78,369.93,370.21,361.03,358.21,363.09,360.83,383.09,392.91,393.90,387.88,386.81,384.69,381.87,382.47,388.81,389.22,388.76,386.07,382.66,383.94,393.85,379.46,379.88,378.42,L5
2011-05-23 22:05:23+00:00,,,355.85,341.55,366.58,370.21,361.03,357.66,363.03,368.48,381.37,389.63,389.70,384.71,380.65,379.57,376.71,377.02,383.15,383.12,381.89,381.59,383.20,381.99,386.22,374.51,373.82,377.57,L7
2011-08-11 22:05:13+00:00,425.67,428.94,355.85,341.55,353.86,351.44,344.05,351.33,356.21,362.22,370.06,377.28,381.25,376.91,371.37,373.14,371.16,367.77,370.71,371.61,374.90,375.54,375.34,373.94,377.44,365.19,362.36,370.59,L7
2011-08-27 22:05:11+00:00,425.67,428.94,369.36,341.64,355.99,345.89,353.60,353.57,361.30,369.23,370.53,376.96,382.76,379.58,374.76,378.93,375.49,374.61,372.45,375.52,378.44,379.71,378.54,374.97,382.71,368.41,362.36,370.59,L7
2011-09-12 22:05:05+00:00,425.67,428.94,369.36,341.64,355.99,345.89,353.60,354.82,362.87,371.90,371.49,375.05,380.09,375.76,367.22,361.44,372.74,373.73,373.06,376.58,375.78,378.42,379.49,377.61,386.34,367.96,360.45,369.70,L7
2012-01-18 22:05:49+00:00,425.67,428.94,363.94,321.96,361.19,354.65,359.11,357.58,364.17,372.81,370.87,376.68,383.43,374.59,362.83,348.05,369.99,371.66,373.60,380.20,375.62,379.25,378.99,376.70,389.98,365.34,351.79,364.21,L7
2012-05-18 22:00:20+00:00,,,363.94,,360.10,356.35,356.62,357.84,362.54,366.26,370.63,381.23,402.87,378.03,,,367.64,370.78,375.21,391.08,380.75,385.71,382.83,374.49,393.28,360.17,353.94,,L7
2012-06-26 22:06:18+00:00,,,353.84,,360.10,352.41,352.49,354.95,360.97,366.11,371.61,383.00,398.96,381.04,379.02,374.76,367.64,370.78,382.35,393.14,387.59,389.56,387.54,375.59,389.74,361.18,353.94,370.52,L7
2012-07-12 22:06:34+00:00,,,359.69,,365.61,355.05,354.50,355.95,361.38,363.31,370.12,380.71,395.42,381.04,375.25,371.94,368.88,370.53,380.63,387.18,384.40,386.56,383.52,375.12,393.89,361.18,353.94,373.28,L7
2013-01-04 22:07:58+00:00,320.57,,371.38,345.39,362.00,355.25,354.91,354.77,359.91,357.28,367.69,376.19,385.97,380.44,372.72,369.12,374.62,375.81,381.00,383.70,382.31,383.81,381.44,377.15,392.75,371.06,363.97,376.05,L7
2013-03-09 22:07:57+00:00,321.91,,,339.62,341.67,341.81,343.43,343.11,347.93,351.80,361.00,369.85,383.61,380.44,369.59,367.01,372.56,373.83,377.25,383.75,381.06,381.12,380.98,374.27,373.22,371.06,358.58,363.77,L7
2013-03-25 22:07:51+00:00,322.95,,333.75,345.54,345.03,343.97,344.10,344.02,347.52,351.80,361.00,368.02,378.31,374.69,368.84,366.76,370.68,373.22,376.71,382.23,381.64,380.31,380.98,374.27,372.43,367.66,357.02,365.43,L7
2013-05-12 22:07:41+00:00,330.02,,333.75,350.34,348.38,348.42,348.35,347.85,351.13,354.99,363.62,371.13,378.31,374.08,370.78,369.49,371.99,373.95,378.56,386.16,384.90,383.42,385.09,377.97,372.43,367.66,358.72,366.98,L7
2013-05-20 22:13:50+00:00,330.02,,339.22,349.01,350.58,350.56,350.66,351.03,353.52,357.60,364.02,370.83,379.85,375.98,374.46,374.47,374.38,375.34,380.10,387.58,386.76,385.19,385.63,377.06,378.02,366.73,360.18,368.77,L8
2013-05-28 22:07:35+00:00,340.93,406.30,339.22,354.15,353.45,351.91,351.15,350.86,353.40,357.14,362.91,370.83,379.85,375.94,375.05,374.89,374.62,375.65,380.72,388.11,386.48,384.52,385.66,376.81,378.02,367.78,361.68,370.72,L7
2013-06-05 22:13:51+00:00,354.20,414.83,339.22,350.33,351.36,349.59,349.13,349.32,351.34,354.97,361.26,368.69,376.98,374.10,373.46,373.06,373.24,374.19,379.44,386.41,385.52,382.84,383.27,374.85,375.55,364.89,360.53,369.71,L8
2013-06-21 22:13:43+00:00,366.39,414.83,339.22,350.33,351.82,350.74,350.67,351.51,353.73,356.80,361.71,368.86,378.50,374.74,374.93,375.02,374.03,375.22,379.76,387.19,386.21,383.61,383.31,374.98,375.55,365.50,362.08,371.52,L8
2013-07-07 22:13:48+00:00,374.03,414.83,338.21,350.22,353.00,351.89,351.67,352.34,354.00,357.24,361.26,368.52,378.45,374.49,375.49,375.27,373.78,375.21,380.20,387.21,387.11,383.60,383.60,375.02,375.43,364.69,362.07,371.44,L8
2013-07-15 22:07:11+00:00,374.03,414.83,341.27,350.29,352.93,351.91,351.68,352.53,354.27,357.75,361.95,369.61,378.45,374.49,375.82,375.05,373.91,375.58,381.03,387.71,387.70,383.85,384.21,375.54,376.01,364.69,361.77,371.86,L7
2013-08-16 22:07:07+00:00,378.22,414.83,341.27,350.29,353.45,352.22,351.97,353.03,354.57,357.79,362.41,369.91,379.19,375.03,376.09,375.05,373.91,376.43,382.38,388.79,388.59,385.03,385.38,377.04,379.36,366.26,362.25,371.86,L7
2013-09-17 22:07:29+00:00,385.74,412.88,341.27,347.98,352.40,351.33,353.57,354.96,354.58,358.05,362.45,369.58,377.81,373.83,375.45,374.09,373.13,375.96,382.12,390.28,390.04,384.29,384.54,376.45,379.33,364.68,361.58,371.27,L7
2013-10-03 22:07:40+00:00,395.86,413.10,343.78,345.11,351.68,351.02,353.63,355.39,355.46,358.05,363.44,371.08,379.80,375.17,376.51,375.23,374.46,377.02,383.15,391.52,390.68,384.91,384.54,376.43,382.01,366.07,362.45,371.53,L7
2013-10-19 22:07:51+00:00,395.86,413.10,348.16,345.70,351.73,350.91,353.31,355.04,355.11,358.31,363.84,371.50,380.45,375.58,376.51,375.23,374.65,377.87,383.51,391.56,390.31,385.00,384.87,376.84,382.40,366.37,362.45,371.53,L7
2013-10-27 22:13:31+00:00,395.86,413.10,348.16,347.07,352.43,351.60,353.84,355.60,356.28,359.76,365.29,373.00,382.51,377.37,378.05,376.81,376.35,379.23,384.84,392.47,391.06,386.19,386.06,378.59,385.68,368.25,363.91,371.67,L8
2013-11-12 22:13:32+00:00,404.79,413.10,348.16,345.10,351.26,350.12,353.83,355.82,356.37,360.46,365.92,373.63,383.64,378.48,378.88,377.06,376.45,379.39,384.76,391.72,389.96,384.94,384.52,377.41,385.92,367.73,363.31,371.60,L8
2013-12-14 22:13:21+00:00,406.28,411.37,349.32,342.50,349.35,349.75,355.09,357.62,358.34,363.83,369.74,377.14,387.65,382.01,381.46,379.32,379.21,382.68,387.70,394.23,392.21,387.19,385.68,379.27,389.42,369.47,363.28,371.04,L8
2014-01-31 22:12:52+00:00,378.90,399.12,366.11,338.89,344.70,345.66,352.05,354.84,355.24,361.46,369.95,377.04,387.34,380.98,380.42,377.81,378.47,382.31,387.01,393.43,391.00,385.94,383.73,378.38,390.36,368.42,362.37,365.77,L8
2014-03-20 22:12:13+00:00,357.41,394.19,366.11,344.79,345.67,347.18,351.16,353.83,357.97,364.14,372.23,380.52,389.48,383.81,383.60,381.44,380.55,384.76,387.94,392.67,389.32,387.51,384.19,378.90,391.80,369.41,364.87,367.09,L8
2014-04-05 22:11:58+00:00,358.17,370.71,366.45,345.21,343.61,345.52,349.43,352.95,356.88,362.71,371.19,379.67,388.54,381.84,382.00,380.38,379.93,383.33,386.57,391.34,388.27,385.16,383.32,377.06,389.61,366.56,364.15,364.34,L8
2014-04-29 22:09:01+00:00,354.18,370.71,369.02,336.47,337.64,341.13,346.84,350.67,354.70,359.78,368.34,377.98,385.52,378.76,377.78,378.25,377.88,380.31,383.89,389.19,386.48,382.45,379.49,372.12,386.04,362.39,361.28,362.61,L7
2014-05-15 22:09:08+00:00,354.95,370.18,370.53,336.47,335.95,340.78,344.60,349.16,353.62,358.42,366.90,376.43,383.82,377.75,376.65,377.44,378.06,380.78,384.49,388.77,387.72,384.30,382.09,375.18,385.85,364.50,363.32,363.16,L7
