dates,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027,satname
1999-09-27 22:04:48+00:00,,,,368.67,362.26,357.87,361.40,360.37,363.32,365.97,373.67,383.69,390.84,380.47,381.35,382.05,381.57,392.32,392.15,399.09,399.60,396.51,398.09,386.07,390.39,378.53,373.04,375.55,L7
1999-11-14 22:04:42+00:00,,,,,,,,,354.44,353.20,363.71,374.44,381.67,379.96,374.75,376.17,376.34,382.65,387.71,390.62,396.33,397.08,396.53,385.14,387.99,375.47,368.48,374.59,L7
2001-03-24 22:01:59+00:00,311.47,331.77,350.17,340.95,337.01,339.92,339.92,339.17,338.80,346.56,353.24,361.24,373.44,368.61,362.75,361.46,363.09,370.99,371.39,376.23,373.02,374.04,375.67,369.72,364.69,360.10,358.18,356.80,L7
2001-06-12 22:01:24+00:00,330.39,341.25,343.36,328.97,331.33,338.59,338.99,340.30,339.10,334.90,346.77,358.05,365.00,358.98,359.99,368.57,368.12,372.90,373.32,384.44,383.59,384.20,385.70,379.94,379.08,371.04,369.38,374.45,L7
2001-06-28 22:01:09+00:00,,,,,338.88,342.16,340.53,341.01,341.89,349.63,356.48,366.35,,,,363.33,368.07,371.13,377.35,392.02,390.77,385.61,381.39,374.86,384.22,362.25,361.11,375.76,L7
2001-12-21 22:00:29+00:00,330.11,345.47,343.04,343.72,341.13,341.21,341.71,339.94,342.26,343.42,351.55,358.91,368.98,364.08,363.70,362.28,362.17,366.56,370.57,379.22,378.90,375.43,378.26,371.24,374.57,363.44,360.22,368.13,L7
2002-01-22 22:00:40+00:00,,,,378.91,377.01,382.13,373.97,362.54,363.58,365.59,377.15,383.96,394.03,388.78,387.43,386.63,387.83,389.34,394.79,403.33,404.17,401.95,403.74,397.59,404.30,377.21,385.00,392.57,L7
2002-03-27 22:00:37+00:00,306.51,327.70,321.36,318.72,331.01,342.81,343.79,345.68,347.95,351.18,357.95,364.83,372.12,367.66,365.09,362.09,366.07,370.23,380.76,385.63,385.17,383.68,384.01,379.91,377.93,365.34,359.84,371.55,L7
2002-07-17 22:00:08+00:00,,,,,357.46,358.24,349.71,337.54,343.74,345.21,353.40,359.43,370.34,365.69,366.29,364.39,364.76,370.01,377.69,377.91,381.76,379.63,377.73,377.77,387.58,365.59,362.93,374.80,L7
2002-08-18 21:59:57+00:00,,,,355.68,375.71,354.18,356.49,356.35,346.37,342.77,364.13,365.97,387.39,366.36,378.45,368.70,368.36,361.94,379.33,388.14,384.83,382.92,378.40,371.93,,374.15,378.73,385.51,L7
2003-02-10 22:00:29+00:00,,342.54,352.03,347.99,358.06,350.42,350.96,351.95,353.84,354.60,362.78,366.31,375.99,370.27,368.16,361.93,368.01,379.86,383.23,386.49,387.25,384.61,383.78,378.48,375.74,374.15,376.02,393.61,L7
2003-02-26 22:00:28+00:00,,395.47,407.37,,,,,,,,,,,,,,,353.05,,,,,,,,,,,L7
2003-08-05 22:00:11+00:00,,371.29,367.97,365.29,352.01,346.06,340.33,338.04,340.00,346.06,352.60,365.35,372.19,,,369.71,373.36,376.38,379.68,378.41,381.70,376.88,375.38,371.48,369.93,361.09,,,L7
2003-09-30 21:49:30+00:00,415.17,426.55,439.31,390.40,380.78,374.50,364.22,359.05,359.81,360.73,367.06,381.10,387.66,386.45,386.72,386.49,390.87,395.37,402.99,394.46,393.72,388.60,387.57,377.63,386.74,379.15,373.21,371.50,L5
2003-11-09 22:00:18+00:00,387.06,406.56,404.67,375.55,363.43,360.30,360.53,357.67,,,363.85,374.74,382.04,376.30,380.33,378.57,381.44,388.57,388.89,394.28,388.38,,,375.30,381.30,365.39,363.12,366.69,L7
2003-12-03 21:50:19+00:00,,,,,392.19,391.89,394.28,395.98,,,381.21,380.10,400.30,403.97,405.38,391.78,401.29,403.28,398.68,398.26,394.48,398.85,407.56,397.10,,393.89,392.52,,L5
2004-06-20 22:00:50+00:00,379.51,402.74,,,,,,,,,,,,,,,,381.50,,,385.82,381.92,381.76,373.55,378.29,366.71,362.12,361.06,L7
2004-07-06 22:00:48+00:00,393.91,423.09,421.01,363.99,,,,360.68,358.67,360.12,365.55,373.90,384.88,372.94,375.84,378.59,378.22,385.04,,,387.46,383.65,384.89,372.26,380.22,365.34,364.42,371.69,L7
2004-07-22 22:00:44+00:00,375.62,403.30,394.18,,,362.40,363.77,357.77,356.68,356.60,361.63,373.78,383.50,377.37,378.81,376.57,380.21,,,385.50,385.58,381.30,383.72,370.65,379.67,365.00,362.07,373.54,L7
2004-07-30 21:54:28+00:00,,,,327.49,352.68,370.74,365.39,363.12,363.04,358.24,363.34,376.38,380.62,372.55,372.55,372.53,373.46,377.71,380.26,392.23,384.75,389.50,386.08,374.79,379.91,360.04,356.78,368.45,L5
2004-12-21 21:57:36+00:00,,,402.95,416.24,393.50,387.96,387.91,379.13,378.48,381.55,374.56,378.73,390.38,395.59,411.16,406.97,406.46,415.39,421.85,424.29,415.47,397.34,399.12,388.41,389.29,371.18,357.40,388.64,L5
2005-02-15 22:01:25+00:00,320.91,367.95,409.54,392.86,377.52,373.01,371.52,370.99,374.70,375.96,,,394.74,387.74,385.59,385.56,385.45,387.60,394.05,398.98,395.19,391.83,387.39,,,368.27,361.44,370.92,L7
2005-02-23 21:58:31+00:00,329.11,370.76,395.16,368.70,363.96,368.08,367.02,366.54,363.46,369.13,373.76,382.26,383.23,376.85,376.14,375.19,372.98,384.31,389.06,394.08,392.63,390.53,390.66,382.21,382.48,365.89,362.15,367.21,L5
2005-03-03 22:01:30+00:00,316.47,404.93,408.19,383.88,370.76,371.13,372.47,371.48,372.30,374.67,377.33,,,,389.16,387.90,388.55,390.41,393.84,398.17,395.37,390.60,390.89,381.11,,,367.11,370.31,L7
2005-03-11 21:58:44+00:00,373.59,414.56,434.70,387.38,375.29,375.24,370.35,367.75,369.41,369.33,372.57,381.62,388.16,380.02,380.10,381.04,381.55,384.40,391.86,395.99,392.54,392.23,392.72,382.87,389.21,375.08,369.07,371.57,L5
2005-04-20 22:01:20+00:00,369.85,,,,,362.16,374.18,370.70,367.21,372.36,370.66,376.11,385.81,377.16,380.07,379.55,381.31,,,389.67,381.23,379.40,378.03,369.24,372.77,360.99,349.10,362.05,L7
2005-07-09 22:01:14+00:00,388.37,413.35,,,368.07,361.28,358.55,360.51,360.47,366.32,371.57,381.34,387.75,383.84,381.23,383.66,,,391.69,394.76,396.91,390.42,394.12,386.75,387.53,376.22,367.76,379.28,L7
2005-07-17 21:59:35+00:00,,,,,325.04,330.27,335.54,338.12,342.42,350.75,357.20,361.44,365.76,355.61,353.46,351.22,352.21,352.99,361.10,374.22,372.35,378.32,371.89,372.51,363.95,349.73,343.32,354.91,L5
2005-07-25 22:01:13+00:00,412.06,437.09,442.64,386.48,,,363.55,363.55,364.60,372.93,372.25,384.25,391.48,386.44,384.85,386.58,385.96,390.87,,,396.26,394.87,393.86,382.80,388.41,374.24,371.28,374.18,L7
