dates,satname,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027
1999-09-27 22:04:48+00:00,L7,321.59,341.55,319.92,321.67,324.66,326.54,334.54,336.87,339.82,345.08,352.78,360.19,369.95,361.67,360.46,361.16,362.77,371.43,371.26,378.20,380.80,379.42,381.00,371.61,369.50,364.07,358.58,367.38
1999-11-14 22:04:42+00:00,L7,,,,,,,,,344.19,344.09,354.60,364.19,372.56,371.76,365.64,367.06,368.14,373.54,378.60,381.51,388.13,389.63,389.08,378.83,378.88,369.16,362.17,371.02
2001-03-24 22:01:59+00:00,L7,280.47,300.77,319.17,325.45,324.61,329.59,331.06,331.42,331.05,339.67,346.35,353.49,366.55,362.41,355.86,354.57,356.89,364.10,364.50,369.34,366.82,368.40,370.03,364.95,357.80,355.33,353.41,354.10
2001-06-12 22:01:24+00:00,L7,317.39,328.25,330.36,322.47,326.13,334.26,335.28,337.05,335.85,332.01,343.88,354.80,362.11,356.38,357.10,365.68,365.52,370.01,370.43,381.55,380.99,381.84,383.34,377.94,376.19,369.04,367.38,373.32
2001-06-28 22:01:09+00:00,L7,585.84,537.02,433.84,,354.08,354.83,351.39,350.51,351.39,358.07,364.92,375.85,,,,371.77,375.67,379.57,385.79,400.46,398.37,392.52,388.30,380.71,392.66,368.10,366.96,379.06
2001-12-21 22:00:29+00:00,L7,303.11,318.47,316.04,330.22,330.33,332.21,334.00,333.19,335.51,337.42,345.55,352.16,362.98,358.68,357.70,356.28,356.77,360.56,364.57,373.22,373.50,370.52,373.35,367.09,368.57,359.29,356.07,365.78
2002-01-22 22:00:40+00:00,L7,640.07,643.34,423.60,388.91,385.01,388.80,379.68,367.54,368.58,370.03,381.59,388.96,398.47,392.78,391.87,391.07,391.83,393.78,399.23,407.77,408.17,405.59,407.38,400.67,408.74,380.29,388.08,394.31
2002-03-27 22:00:37+00:00,L7,320.51,341.70,335.36,325.72,336.61,347.48,347.79,349.18,351.45,354.29,361.06,368.33,375.23,370.46,368.20,365.20,368.87,373.34,383.87,388.74,387.97,386.23,386.56,382.06,381.04,367.49,361.99,372.77
2002-07-17 22:00:08+00:00,L7,654.91,629.74,425.95,,370.26,368.91,358.85,345.54,351.74,352.32,360.51,367.43,377.45,372.09,373.40,371.50,371.16,377.12,384.80,385.02,388.16,385.45,383.55,382.69,394.69,370.51,367.85,377.58
2002-08-18 21:59:57+00:00,L7,638.25,651.46,520.12,397.18,408.91,381.85,380.20,377.10,367.12,361.21,382.57,386.72,405.83,382.96,396.89,387.14,384.96,380.38,397.77,406.58,401.43,398.01,393.49,384.70,,386.92,391.50,392.73
2003-02-10 22:00:29+00:00,L7,370.01,365.54,375.03,359.49,367.26,358.09,357.53,357.70,359.59,359.71,367.89,372.06,381.10,374.87,373.27,367.04,372.61,384.97,388.34,391.60,391.85,388.79,387.96,382.02,380.85,377.69,379.56,395.61
2003-02-26 22:00:28+00:00,L7,586.35,453.47,465.37,,461.23,,,,,,,,,,,,,365.94,,,,,,,,,,
2003-08-05 22:00:11+00:00,L7,,393.29,389.97,376.29,360.81,353.39,346.62,343.54,345.50,350.95,357.49,370.85,377.08,,,374.60,377.76,381.27,384.57,383.30,386.10,380.88,379.38,374.86,374.82,364.47,,
2003-09-30 21:49:30+00:00,L5,329.17,340.55,353.31,347.40,346.38,345.83,339.65,337.55,338.31,341.62,347.95,359.60,368.55,369.25,367.61,367.38,373.67,376.26,383.88,375.35,376.52,372.96,371.93,364.40,367.63,365.92,359.98,364.02
2003-11-09 22:00:18+00:00,L7,341.06,360.56,358.67,352.55,345.03,344.97,347.39,346.17,,,353.63,363.24,371.82,367.10,370.11,368.35,372.24,378.35,378.67,384.06,379.18,,,368.22,371.08,358.31,356.04,362.69
2003-12-03 21:50:19+00:00,L5,654.81,657.17,540.95,,416.19,411.89,411.42,410.98,417.69,415.66,394.54,395.10,413.63,415.97,418.71,405.11,413.29,416.61,412.01,411.59,406.48,409.76,418.47,406.33,,403.12,401.75,
2004-06-20 22:00:50+00:00,L7,324.51,347.74,,,,,,,,,,,,,,,,369.28,,,374.82,371.92,371.76,365.09,366.07,358.25,353.66,356.28
2004-07-06 22:00:48+00:00,L7,320.91,350.09,348.01,327.49,,,,342.43,340.42,343.90,349.33,355.65,368.66,358.34,359.62,362.37,363.62,368.82,,,372.86,370.38,371.62,361.03,364.00,354.11,353.19,365.34
2004-07-22 22:00:44+00:00,L7,322.62,350.30,341.18,,,344.73,348.63,344.52,343.43,344.82,349.85,360.53,371.72,366.77,367.03,364.79,369.61,,,373.72,374.98,371.66,374.08,362.50,367.89,356.85,353.92,368.93
2004-07-30 21:54:28+00:00,L5,343.43,362.43,359.28,348.49,369.48,384.74,377.39,373.62,373.54,367.57,372.67,386.88,389.95,380.95,381.88,381.86,381.86,387.04,389.59,401.56,393.15,397.14,393.72,381.25,389.24,366.50,363.24,372.10
2004-12-21 21:57:36+00:00,L5,590.04,581.88,461.95,445.74,417.10,407.63,404.77,393.88,393.23,394.66,387.67,393.48,403.49,407.39,424.27,420.08,418.26,428.50,434.96,437.40,427.27,408.07,409.85,397.49,402.40,380.26,366.48,393.77
2005-02-15 22:01:25+00:00,L7,309.91,356.95,398.54,387.36,373.12,369.34,368.38,368.24,371.95,373.52,,,392.30,385.54,383.15,383.12,383.25,385.16,391.61,396.54,392.99,389.83,385.39,,,366.58,359.75,369.96
2005-02-23 21:58:31+00:00,L5,295.11,336.76,361.16,351.70,350.36,356.75,357.31,358.04,354.96,361.57,366.20,373.76,375.67,370.05,368.58,367.63,366.18,376.75,381.50,386.52,385.83,384.35,384.48,376.98,374.92,360.66,356.92,364.25
2005-03-03 22:01:30+00:00,L7,309.47,397.93,401.19,380.38,367.96,368.80,370.47,369.73,370.55,373.11,375.77,,,,387.60,386.34,387.15,388.85,392.28,396.61,393.97,389.33,389.62,380.03,,,366.03,369.70
2005-03-11 21:58:44+00:00,L5,286.59,327.56,347.70,343.88,340.49,346.24,345.49,346.00,347.66,350.00,353.24,359.87,368.83,362.62,360.77,361.71,364.15,365.07,372.53,376.66,375.14,376.41,376.90,369.49,369.88,361.70,355.69,364.00
2005-04-20 22:01:20+00:00,L7,421.85,412.54,422.28,,,379.49,389.04,383.70,380.21,383.92,382.22,389.11,397.37,387.56,391.63,391.11,391.71,,,401.23,391.63,388.85,387.48,377.24,384.33,368.99,357.10,366.57
2005-07-09 22:01:14+00:00,L7,329.37,354.35,,,344.47,341.61,341.69,345.76,345.72,353.21,358.46,366.59,374.64,372.04,368.12,370.55,,,378.58,381.65,385.11,379.69,383.39,377.67,374.42,367.14,358.68,374.15
2005-07-17 21:59:35+00:00,L5,366.09,383.90,395.83,367.34,359.04,358.60,359.83,359.37,363.67,369.64,376.09,382.69,384.65,372.61,372.35,370.11,369.21,371.88,379.99,393.11,389.35,393.77,387.34,385.59,382.84,362.81,356.40,362.30
2005-07-25 22:01:13+00:00,L7,330.06,355.09,360.64,345.48,,,340.12,343.05,344.10,354.71,354.03,363.75,373.26,370.04,366.63,368.36,369.56,372.65,,,379.86,379.96,378.95,370.18,370.19,361.62,358.66,367.05
2005-08-10 22:01:10+00:00,L7,324.29,349.93,,,340.69,338.61,342.12,343.03,346.25,355.28,357.43,368.30,378.13,374.94,374.93,369.47,,,376.61,378.76,379.48,378.11,375.08,367.32,366.92,359.25,356.29,365.63
2005-10-05 21:59:53+00:00,L5,328.05,334.90,350.63,345.38,343.07,342.40,343.74,346.47,350.18,357.61,361.66,374.06,386.55,378.45,376.62,376.57,377.34,384.36,384.99,392.50,390.02,388.14,388.88,377.87,,,,
2005-10-13 22:00:54+00:00,L7,651.36,654.40,530.76,428.67,412.00,407.34,400.59,377.38,374.17,384.67,,,422.49,423.03,416.52,406.53,404.80,406.71,417.31,421.74,415.48,414.15,422.10,,,389.39,387.17,382.34
2005-11-30 22:01:24+00:00,L7,,341.43,360.60,356.66,355.78,352.84,351.43,353.99,354.79,360.77,368.62,380.09,388.55,,,376.85,377.14,381.66,385.91,388.73,385.46,381.74,379.75,373.47,,,,
2006-05-17 22:03:57+00:00,L5,331.37,343.75,341.27,336.83,341.49,340.47,347.49,345.68,346.28,348.63,354.81,365.29,377.43,370.81,374.02,371.54,370.48,374.94,375.28,378.42,380.94,379.11,377.87,370.76,371.91,363.98,355.78,365.60
2006-06-10 22:01:49+00:00,L7,,,350.43,338.82,364.15,370.97,366.96,370.25,370.02,368.55,372.66,384.80,392.86,389.23,,,390.67,392.72,394.63,398.25,396.89,400.14,401.01,391.13,393.85,372.37,,
2006-07-28 22:01:30+00:00,L7,323.63,329.40,,,332.13,334.06,338.46,342.66,342.17,344.34,348.04,352.78,365.61,358.99,361.00,,,372.86,376.52,379.86,376.94,375.49,370.29,368.93,367.69,354.57,353.73,361.13
2006-11-25 22:06:19+00:00,L5,206.79,274.42,293.20,289.66,277.36,289.78,289.54,294.91,301.81,302.34,307.43,322.18,335.13,326.56,328.95,327.81,333.18,336.93,335.49,346.25,344.05,352.94,348.80,325.16,321.04,318.66,316.21,317.67
2006-12-11 22:06:28+00:00,L5,206.44,227.68,231.43,231.60,237.67,243.73,245.18,248.64,255.65,266.30,252.61,259.53,266.88,259.73,260.04,261.10,265.36,273.54,282.91,281.98,283.56,281.37,280.71,268.79,261.10,240.46,237.53,238.25
2007-01-04 22:02:01+00:00,L7,,333.59,343.19,331.58,333.31,334.54,340.80,345.33,355.74,360.43,365.78,374.57,,,370.75,374.86,374.05,382.93,386.64,395.64,397.03,388.65,390.88,378.78,381.43,,,365.95
2007-05-12 22:02:11+00:00,L7,649.12,659.30,494.78,443.18,408.94,393.15,375.87,,,379.14,384.44,398.48,415.74,409.50,414.15,413.93,411.75,425.43,429.59,435.82,,,425.59,410.18,428.16,382.37,368.85,381.07
2007-05-28 22:02:04+00:00,L7,391.12,,473.36,422.03,395.40,380.98,364.76,378.12,378.37,382.43,388.26,401.97,416.07,413.16,,,407.59,414.07,421.28,425.00,419.57,435.34,428.42,414.18,439.34,395.23,383.21,
2007-08-16 22:01:50+00:00,L7,318.54,325.67,318.55,316.15,318.69,324.03,326.45,329.07,331.12,,,,358.83,349.91,349.75,351.58,353.13,359.94,363.21,373.68,374.14,374.27,,,359.42,355.12,352.40,355.49
2008-04-28 22:01:53+00:00,L7,,,354.07,355.54,356.49,351.00,348.58,351.28,360.18,366.19,374.51,382.35,387.75,380.22,,,377.66,384.94,388.47,393.50,395.67,394.88,389.88,387.21,391.83,381.49,,
2008-05-14 22:01:48+00:00,L7,635.37,657.38,500.24,436.12,414.22,400.27,,,381.72,383.50,386.28,391.02,400.13,391.64,393.62,390.07,385.68,396.51,404.94,,,410.14,401.99,391.41,,372.66,382.49,387.96
2008-08-18 22:00:56+00:00,L7,322.13,337.95,349.47,346.01,344.95,343.84,337.87,338.92,344.85,,,365.65,376.35,373.29,365.85,367.35,368.40,375.34,382.93,386.50,388.19,383.01,,,383.71,370.87,365.41,369.37
2008-09-19 22:00:40+00:00,L7,343.29,344.81,,342.57,340.43,337.86,337.58,337.83,343.48,345.84,356.78,365.83,371.21,366.67,360.47,,,365.53,367.65,374.39,376.36,377.42,379.18,375.53,376.73,365.46,363.51,
2009-01-25 22:01:34+00:00,L7,341.20,322.83,332.32,350.63,353.39,347.45,344.52,344.15,343.98,,,359.76,365.75,361.19,359.42,358.46,360.00,360.94,369.53,374.31,375.44,375.01,,,365.31,356.35,353.95,357.73
2009-06-02 22:02:15+00:00,L7,,,,468.71,431.65,410.62,381.32,367.96,374.83,368.51,378.15,388.13,401.43,387.55,,,377.08,384.59,391.94,399.98,395.54,391.33,388.90,382.43,,370.46,373.87,
2009-06-18 22:02:13+00:00,L7,581.28,,,451.76,432.24,416.92,406.88,371.01,363.58,,,,,,,,,,,403.59,401.58,396.81,394.31,385.70,403.45,372.37,372.06,
2009-07-20 22:02:06+00:00,L7,455.73,381.97,394.96,397.02,393.52,381.94,,,365.65,365.51,374.28,382.84,387.38,376.29,386.98,385.55,384.36,388.70,397.42,,,,386.19,379.50,397.39,371.15,364.34,377.51
2009-08-05 22:02:01+00:00,L7,,,376.87,371.42,367.13,360.89,359.09,357.19,350.43,357.64,363.35,372.05,378.76,,,372.29,374.04,379.75,383.54,389.24,384.22,376.88,377.70,374.68,379.58,363.63,,379.06
2009-09-06 22:01:59+00:00,L7,,322.09,325.20,318.91,324.60,325.26,326.09,327.90,333.34,334.91,342.24,349.30,356.87,,,354.73,353.17,352.04,360.86,366.28,364.18,367.03,362.23,362.76,358.52,,,349.94
2009-11-25 22:02:33+00:00,L7,469.98,387.68,,,,359.19,375.28,373.37,376.75,377.67,385.37,389.33,401.43,389.83,390.08,389.77,,,393.12,394.07,393.37,397.38,389.09,387.10,405.92,386.40,381.68,383.37
