dates,nzd0263-0000,nzd0263-0001,nzd0263-0002,nzd0263-0003,nzd0263-0004,nzd0263-0005,nzd0263-0006,nzd0263-0007,nzd0263-0008,nzd0263-0009,nzd0263-0010,nzd0263-0011,nzd0263-0012,nzd0263-0013,nzd0263-0014,nzd0263-0015,nzd0263-0016,nzd0263-0017,nzd0263-0018,nzd0263-0019,nzd0263-0020,nzd0263-0021,nzd0263-0022,nzd0263-0023,nzd0263-0024,nzd0263-0025,nzd0263-0026,nzd0263-0027,satname
1999-07-20 21:46:51+00:00,270.70,266.92,278.00,273.51,290.58,306.07,296.86,289.03,290.56,306.83,295.29,292.28,295.97,291.38,284.55,298.85,317.31,297.66,293.54,297.31,299.89,304.60,293.48,299.65,317.07,,,,L7
1999-08-21 21:46:56+00:00,274.85,278.38,279.92,281.22,287.50,306.72,298.57,294.92,279.40,296.00,295.78,294.46,303.12,289.66,286.45,293.22,307.45,293.07,287.03,288.07,286.60,288.64,280.73,285.92,311.18,341.08,345.92,347.19,L7
1999-09-06 21:46:59+00:00,281.92,272.36,276.15,282.83,292.75,302.04,292.02,282.96,284.83,301.46,299.02,295.77,293.91,285.33,280.06,288.75,310.77,290.25,281.93,279.43,286.04,284.16,280.77,301.90,315.35,341.57,355.66,367.28,L7
1999-09-22 21:47:00+00:00,285.24,276.12,283.73,295.36,304.65,310.44,305.10,279.69,301.77,299.20,307.60,306.31,298.50,288.57,276.58,300.59,309.23,296.42,286.22,292.65,303.92,301.14,300.05,309.16,324.89,356.10,371.98,376.15,L7
1999-10-24 21:46:56+00:00,266.95,271.71,271.93,281.62,292.15,302.45,284.98,288.24,289.58,297.01,292.67,297.54,295.26,281.35,279.60,293.03,305.06,284.57,284.67,283.93,289.39,297.44,299.38,302.69,320.54,341.63,352.61,359.51,L7
2000-01-12 21:46:54+00:00,282.51,283.77,284.75,283.70,294.51,307.10,300.07,285.78,304.53,292.62,294.06,294.87,294.31,289.49,292.80,300.15,319.49,301.96,299.53,296.90,301.89,303.25,299.08,307.81,329.09,354.77,369.42,372.15,L7
2000-02-13 21:46:48+00:00,262.69,260.28,260.31,265.90,267.75,280.40,274.06,267.18,277.13,266.95,274.30,271.88,262.31,265.25,267.64,278.43,294.33,280.07,276.26,276.18,281.49,281.67,282.80,292.50,309.58,342.33,353.60,354.83,L7
2000-04-01 21:46:34+00:00,280.16,273.66,275.04,282.61,297.60,311.54,297.64,290.59,292.74,300.50,296.33,286.81,290.43,289.31,287.89,296.77,316.27,288.80,282.69,284.79,290.21,282.80,280.74,288.92,309.90,336.19,344.21,348.61,L7
2000-05-19 21:46:07+00:00,276.34,282.18,277.11,284.40,296.72,311.55,301.03,301.99,301.93,301.41,295.66,301.51,296.69,293.31,288.88,300.32,312.03,295.20,289.27,288.91,296.56,295.13,293.29,300.24,315.01,343.92,357.66,360.50,L7
2000-08-07 21:45:08+00:00,281.30,281.90,280.40,288.20,299.34,313.13,308.30,297.03,299.12,308.89,304.09,295.79,295.54,293.03,294.50,304.34,313.39,288.28,295.35,282.07,294.86,295.42,293.42,298.35,307.51,322.06,342.62,336.97,L7
