dates,satname,nzd0263-0000,nzd0263-0001,nzd0263-0002,nzd0263-0003,nzd0263-0004,nzd0263-0005,nzd0263-0006,nzd0263-0007,nzd0263-0008,nzd0263-0009,nzd0263-0010,nzd0263-0011,nzd0263-0012,nzd0263-0013,nzd0263-0014,nzd0263-0015,nzd0263-0016,nzd0263-0017,nzd0263-0018,nzd0263-0019,nzd0263-0020,nzd0263-0021,nzd0263-0022,nzd0263-0023,nzd0263-0024,nzd0263-0025,nzd0263-0026,nzd0263-0027
1999-07-20 21:46:51+00:00,L7,268.26,264.48,275.56,271.07,288.38,303.63,294.42,286.83,288.36,304.63,293.29,290.28,294.14,289.38,282.72,297.02,315.31,295.83,291.71,295.48,297.69,302.60,291.48,297.45,314.63,,,
1999-08-21 21:46:56+00:00,L7,281.52,285.05,286.59,287.89,293.50,313.39,305.24,300.92,285.40,302.00,301.23,299.91,308.12,295.11,291.45,298.22,312.90,298.07,292.03,293.07,292.60,294.09,286.18,291.92,317.85,347.08,353.42,354.69
1999-09-06 21:46:59+00:00,L7,296.36,286.80,290.59,297.27,305.75,316.48,306.46,295.96,297.83,314.46,310.84,307.59,304.74,297.15,290.89,299.58,322.59,301.08,292.76,290.26,299.04,295.98,292.59,314.90,329.79,354.57,371.91,383.53
1999-09-22 21:47:00+00:00,L7,297.02,287.90,295.51,307.14,315.25,322.22,316.88,290.29,312.37,309.80,317.24,315.95,307.33,298.21,285.41,309.42,318.87,305.25,295.05,301.48,314.52,310.78,309.69,319.76,336.67,366.70,385.23,389.40
1999-10-24 21:46:56+00:00,L7,276.28,281.04,281.26,290.95,300.55,311.78,294.31,296.64,297.98,305.41,300.31,305.18,302.26,288.99,286.60,300.03,312.70,291.57,291.67,290.93,297.79,305.08,307.02,311.09,329.87,350.03,363.11,370.01
2000-01-12 21:46:54+00:00,L7,268.07,269.33,270.31,269.26,281.51,292.66,285.63,272.78,291.53,279.62,282.24,283.05,283.48,277.67,281.97,289.32,307.67,291.13,288.70,286.07,288.89,291.43,287.26,294.81,314.65,341.77,353.17,355.90
2000-02-13 21:46:48+00:00,L7,259.80,257.39,257.42,263.01,265.15,277.51,271.17,264.58,274.53,264.35,271.94,269.52,260.14,262.89,265.47,276.26,291.97,277.90,274.09,274.01,278.89,279.31,280.44,289.90,306.69,339.73,350.35,351.58
2000-04-01 21:46:34+00:00,L7,291.72,285.22,286.60,294.17,308.00,323.10,309.20,300.99,303.14,310.90,305.78,296.26,299.10,298.76,296.56,305.44,325.72,297.47,291.36,293.46,300.61,292.25,290.19,299.32,321.46,346.59,357.21,361.61
2000-05-19 21:46:07+00:00,L7,273.90,279.74,274.67,281.96,294.52,309.11,298.59,299.79,299.73,299.21,293.66,299.51,294.86,291.31,287.05,298.49,310.03,293.37,287.44,287.08,294.36,293.13,291.29,298.04,312.57,341.72,354.91,357.75
2000-08-07 21:45:08+00:00,L7,279.30,279.90,278.40,286.20,297.54,311.13,306.30,295.23,297.32,307.09,302.45,294.15,294.04,291.39,293.00,302.84,311.75,286.78,293.85,280.57,293.06,293.78,291.78,296.55,305.51,320.26,340.37,334.72
2000-12-13 21:44:28+00:00,L7,270.49,266.60,272.51,276.98,283.06,303.80,288.07,279.82,284.70,290.81,290.06,,,,,,,,,,,,,,,,,
2001-04-04 21:44:06+00:00,L7,295.10,294.59,302.79,304.74,318.27,335.67,317.79,314.76,314.01,318.45,310.06,313.53,308.85,314.78,308.38,316.50,332.99,310.45,306.96,303.93,316.60,314.34,305.11,320.06,337.24,352.41,362.05,362.74
2001-04-20 21:44:10+00:00,L7,299.43,297.05,303.73,306.33,311.95,327.98,315.97,304.19,304.80,313.91,312.09,301.11,310.03,307.12,304.04,314.08,335.26,314.52,300.65,303.87,311.75,312.18,296.06,314.48,329.81,349.86,356.48,360.54
2001-05-22 21:43:54+00:00,L7,284.96,284.57,286.88,294.13,307.45,323.40,308.22,299.65,303.95,303.73,299.27,298.10,295.41,301.11,300.34,301.81,320.42,300.04,300.35,298.52,300.48,302.54,298.05,308.27,314.02,342.84,345.91,341.99
2001-07-25 21:43:18+00:00,L7,259.61,261.94,260.62,264.11,278.53,297.52,287.64,274.56,278.78,278.40,277.53,273.43,275.87,273.71,279.09,290.22,300.05,285.65,272.73,271.62,286.78,286.80,285.56,294.81,305.94,333.85,332.39,334.60
2001-08-10 21:43:00+00:00,L7,282.71,275.27,273.07,280.41,293.63,321.33,301.76,289.67,287.97,293.95,288.68,283.94,283.24,278.58,291.07,295.54,307.70,289.21,277.84,277.80,289.62,286.52,285.93,291.23,307.32,331.19,336.49,336.22
2001-09-11 21:42:38+00:00,L7,296.22,287.89,279.88,294.64,307.79,325.51,318.11,295.38,284.80,300.26,301.87,299.39,302.91,292.80,296.46,303.08,321.09,301.38,295.89,292.20,301.29,292.54,292.99,295.93,310.85,344.34,354.00,351.38
2001-09-27 21:42:29+00:00,L7,300.80,293.15,293.00,295.27,308.76,325.22,316.08,292.87,292.08,301.19,308.60,303.56,305.74,298.83,301.52,310.57,324.42,302.09,295.47,296.29,304.25,296.28,303.39,307.92,319.36,349.35,359.56,363.30
2001-10-13 21:42:15+00:00,L7,312.55,304.84,308.82,305.35,316.72,335.54,318.45,299.49,305.81,310.79,315.92,312.62,308.48,305.07,308.75,312.18,327.60,315.30,302.90,306.08,306.53,307.22,305.47,314.52,331.78,357.16,363.21,365.40
2001-10-29 21:42:21+00:00,L7,290.78,285.27,279.65,282.91,300.64,313.38,300.13,292.05,289.21,308.02,294.95,286.74,283.76,287.01,297.24,292.34,309.97,298.10,296.12,289.92,293.10,295.88,295.31,296.61,314.65,340.33,345.98,365.83
2002-01-17 21:42:52+00:00,L7,271.41,278.40,276.85,287.29,299.48,311.29,299.47,290.33,289.26,293.11,291.54,283.14,280.63,282.70,286.95,300.04,312.57,299.49,288.53,286.30,289.39,284.49,283.32,289.52,302.08,325.98,336.59,334.10
2002-02-18 21:42:54+00:00,L7,270.03,262.33,267.37,271.42,283.14,294.48,279.76,274.69,273.10,277.48,281.75,273.81,269.86,272.70,271.94,278.14,298.22,274.42,264.10,262.45,267.67,276.11,275.30,275.67,296.45,316.66,332.14,332.69
2002-03-22 21:42:52+00:00,L7,290.81,283.37,288.50,285.22,293.87,310.54,297.07,287.20,285.35,296.93,296.35,288.52,283.70,283.04,278.77,292.23,310.20,287.93,280.93,284.80,291.43,287.73,280.17,293.03,314.90,338.66,343.40,342.68
2002-09-14 21:41:55+00:00,L7,286.87,286.86,286.76,288.81,299.51,311.11,299.89,288.64,289.95,290.67,290.05,280.49,291.18,281.74,276.22,298.03,311.54,287.50,289.18,290.37,289.33,292.55,293.67,301.42,320.52,340.92,344.06,355.47
2002-09-30 21:41:47+00:00,L7,289.67,283.80,286.63,279.45,295.84,305.47,304.50,280.93,286.76,282.09,286.36,275.39,289.64,278.16,279.94,289.97,307.88,288.83,288.97,290.27,292.33,293.01,297.65,297.88,314.51,340.62,348.58,348.13
2003-01-20 21:42:33+00:00,L7,291.75,285.34,288.88,288.82,295.12,312.02,291.32,291.39,286.47,291.22,286.05,281.75,274.38,283.03,280.85,291.61,311.49,295.68,287.22,286.68,291.65,289.05,289.71,294.67,313.80,341.95,350.05,337.92
2003-02-05 21:42:41+00:00,L7,282.76,281.48,279.02,288.53,292.47,312.10,292.92,289.22,283.99,291.44,280.17,280.81,272.81,278.60,272.71,286.76,311.35,289.30,284.24,288.87,290.34,294.32,290.65,293.37,310.01,338.19,338.35,333.85
2003-02-21 21:42:44+00:00,L7,263.30,261.04,267.33,266.02,274.45,291.70,279.91,273.97,274.15,279.85,273.64,267.71,267.88,262.54,268.81,277.87,300.52,281.49,278.56,279.34,283.72,282.58,281.76,291.30,304.11,325.09,329.41,329.44
2003-03-09 21:42:49+00:00,L7,287.62,283.55,280.74,287.26,296.13,313.10,299.18,290.89,294.83,298.82,284.35,263.56,274.33,284.85,281.00,286.89,308.96,289.49,295.77,285.99,281.03,303.65,286.84,293.24,302.33,324.06,323.82,331.00
2003-05-12 21:42:48+00:00,L7,295.18,291.77,292.54,303.70,302.25,330.48,306.18,309.62,290.68,308.60,302.98,297.83,309.39,305.71,295.38,305.65,322.97,311.63,305.77,307.74,318.21,308.03,313.07,328.02,336.31,354.96,362.57,363.42
2003-05-28 21:42:46+00:00,L7,290.60,286.63,287.19,292.64,295.13,317.67,297.47,302.33,284.24,298.95,293.80,298.68,300.26,298.86,289.42,301.56,318.13,307.50,305.67,301.48,318.61,307.34,310.48,321.17,332.82,357.09,364.17,367.90
2003-07-15 21:42:38+00:00,L7,277.17,285.35,277.37,282.43,287.89,305.00,294.49,283.59,283.58,291.51,286.44,,283.69,282.95,285.20,298.89,312.95,297.50,291.42,288.63,296.09,300.58,296.97,302.89,,,361.00,361.80
2003-08-16 21:42:28+00:00,L7,249.88,259.17,266.65,272.27,278.05,293.45,280.45,271.54,270.77,275.36,269.09,266.05,,,261.75,279.30,288.51,268.37,263.74,254.69,263.98,272.69,274.51,269.75,286.27,,,325.70
