dates,satname,sar0815-0000,sar0815-0001,sar0815-0002,sar0815-0003,sar0815-0004,sar0815-0005,sar0815-0006,sar0815-0007
1984-06-07 09:34:42+00:00,L5,208.17,216.42,241.72,209.76,258.37,413.00,432.96,454.86
1984-08-26 09:36:33+00:00,L5,212.10,223.86,239.89,214.58,262.61,413.29,431.16,448.28
1984-09-27 09:36:39+00:00,L5,219.51,211.20,244.11,205.68,255.79,412.69,435.31,443.45
1984-10-29 09:36:32+00:00,L5,217.99,225.01,246.44,205.22,264.65,421.48,437.59,451.87
1985-07-28 09:36:22+00:00,L5,215.05,223.69,245.89,200.16,324.67,420.96,437.06,454.51
1985-08-13 09:36:12+00:00,L5,229.89,224.27,241.67,196.58,316.68,420.39,432.91,448.60
1985-08-29 09:36:02+00:00,L5,218.66,226.26,248.60,213.22,326.28,424.61,439.72,451.04
1985-12-03 09:34:43+00:00,L5,215.38,221.61,235.53,205.25,340.63,421.74,426.87,445.73
1986-03-25 09:32:25+00:00,L5,,221.04,246.08,197.25,,409.20,437.25,447.94
1986-04-10 09:32:04+00:00,L5,219.01,223.18,251.66,336.60,356.48,422.44,442.73,454.79
1986-06-29 09:29:50+00:00,L5,213.80,217.88,236.57,347.77,365.13,415.41,427.90,441.43
1986-09-17 09:27:01+00:00,L5,,210.72,235.51,193.43,,415.76,426.78,440.00
1986-11-04 09:25:25+00:00,L5,186.60,188.29,334.82,139.15,127.16,621.95,617.02,529.81
1987-07-18 09:31:44+00:00,L5,218.68,224.86,243.48,375.03,384.43,418.58,434.68,439.29
1987-09-04 09:33:07+00:00,L5,208.60,209.31,239.86,372.76,380.64,397.60,431.13,438.19
1987-10-06 09:33:50+00:00,L5,216.57,205.59,235.53,372.22,383.64,415.74,426.66,442.78
1987-12-25 09:35:13+00:00,L5,208.99,212.61,228.52,392.76,403.84,408.44,419.98,437.21
1988-01-10 09:35:29+00:00,L5,213.05,221.43,219.45,401.16,412.18,458.54,421.42,469.72
1988-02-11 09:36:05+00:00,L5,222.47,239.51,237.34,395.61,407.48,477.89,450.94,475.40
1988-09-06 09:37:19+00:00,L5,206.36,209.66,211.38,398.63,409.54,408.57,418.31,432.94
1988-09-22 09:37:13+00:00,L5,221.52,224.51,244.28,403.27,406.71,422.42,435.47,449.01
1988-10-24 09:37:05+00:00,L5,216.12,214.19,233.61,407.60,410.29,414.66,426.51,442.41
1988-12-11 09:36:57+00:00,L5,230.51,208.62,237.36,401.92,407.56,412.64,428.68,448.87
1988-12-27 09:36:51+00:00,L5,213.82,218.82,248.36,404.46,408.92,431.16,439.49,456.70
1989-01-12 09:36:44+00:00,L5,208.30,213.63,239.26,412.66,422.61,406.70,430.54,447.87
1989-01-28 09:36:31+00:00,L5,212.35,224.74,219.07,429.42,439.97,422.23,422.87,447.84
1989-10-11 09:31:53+00:00,L5,213.36,218.24,227.36,437.10,443.97,412.60,418.84,440.84
1989-10-27 09:31:15+00:00,L5,212.00,213.74,235.51,428.75,438.52,409.11,426.78,433.66
1989-11-12 09:30:54+00:00,L5,213.76,221.10,243.42,424.08,431.48,418.22,434.63,443.41
1989-12-14 09:30:02+00:00,L5,213.19,195.37,219.01,420.88,430.39,397.94,411.63,423.27
1990-01-15 09:28:57+00:00,L5,213.49,223.41,222.23,425.85,426.18,419.86,426.89,444.99
1990-01-31 09:28:30+00:00,L5,215.31,215.74,237.78,428.15,427.20,414.67,429.09,441.00
1990-02-16 09:27:59+00:00,L5,220.96,221.60,241.70,421.73,425.07,414.62,432.94,446.73
1990-04-21 09:26:46+00:00,L5,230.51,229.70,255.54,416.18,419.26,427.98,442.69,453.75
1990-05-23 09:26:44+00:00,L5,216.00,199.46,226.39,400.73,406.98,397.75,417.89,430.44
1990-06-08 09:26:43+00:00,L5,205.77,206.42,237.91,415.22,422.83,391.35,429.21,435.48
1990-06-24 09:26:42+00:00,L5,214.63,211.98,230.78,404.50,407.83,408.26,422.20,436.44
1990-08-27 09:26:25+00:00,L5,209.23,214.20,209.77,118.76,108.69,395.07,414.30,424.17
1990-10-14 09:26:08+00:00,L5,219.77,220.14,238.03,416.44,409.94,416.35,429.34,439.78
1990-10-30 09:25:59+00:00,L5,216.31,208.92,231.35,411.74,408.58,409.92,422.77,429.73
1991-04-08 09:28:18+00:00,L5,221.02,242.01,246.50,413.46,408.89,477.70,450.57,474.15
1991-05-26 09:29:10+00:00,L5,208.07,218.62,233.09,430.27,441.61,409.44,426.33,434.44
1991-06-27 09:29:37+00:00,L5,216.67,222.54,243.67,413.57,409.96,420.00,434.88,445.24
1991-10-17 09:30:42+00:00,L5,217.98,219.82,239.64,410.41,409.14,417.13,430.91,443.91
1991-11-02 09:30:40+00:00,L5,215.30,223.39,235.93,419.00,420.92,417.48,427.26,437.95
1992-01-21 09:30:48+00:00,L5,208.37,199.69,224.68,414.31,411.71,408.93,416.21,438.03
1992-02-22 09:30:41+00:00,L5,216.21,226.70,243.89,423.92,429.53,425.36,435.09,453.33
1992-03-09 09:30:43+00:00,L5,202.77,214.52,224.57,419.82,431.76,397.48,416.10,428.87
1992-05-28 09:30:06+00:00,L5,211.61,211.38,229.25,420.89,426.41,397.54,420.70,434.43
1992-06-13 09:29:55+00:00,L5,218.17,219.64,240.90,408.84,407.75,417.37,432.15,445.29
1992-11-04 09:27:46+00:00,L5,207.21,209.16,225.40,420.24,426.49,397.71,416.92,434.24
1992-12-06 09:27:46+00:00,L5,262.65,253.54,241.43,399.43,407.14,451.82,435.29,447.64
1993-01-07 09:28:04+00:00,L5,199.03,208.30,204.86,443.50,455.70,401.08,406.22,431.70
1993-03-12 09:28:42+00:00,L5,222.18,221.32,245.75,420.14,422.56,423.29,436.92,456.67
1993-03-28 09:28:44+00:00,L5,219.74,218.40,233.23,421.16,423.41,416.61,426.43,443.76
1993-07-18 09:28:56+00:00,L5,212.33,212.55,232.22,433.70,437.25,406.13,426.36,442.95
1993-08-19 09:28:55+00:00,L5,216.61,215.06,238.72,424.06,428.40,412.45,430.01,445.35
1993-11-07 09:28:34+00:00,L5,213.33,216.86,235.54,420.49,424.55,412.19,426.61,437.33
1994-02-27 09:27:23+00:00,L5,216.39,210.12,233.02,432.16,438.82,411.45,426.34,433.27
1994-08-22 09:23:41+00:00,L5,218.89,204.73,230.25,422.69,429.61,397.81,421.69,437.87
1994-09-07 09:23:17+00:00,L5,209.90,200.68,227.19,424.41,430.91,397.64,418.68,432.21
1994-10-25 09:21:52+00:00,L5,209.37,203.86,224.51,419.23,423.44,397.74,416.04,426.35
1994-12-12 09:20:16+00:00,L5,215.94,216.85,229.06,423.74,437.28,408.66,420.52,434.56
1995-01-13 09:19:10+00:00,L5,220.73,225.73,250.54,423.57,423.62,423.92,440.42,452.86
1995-01-29 09:18:34+00:00,L5,218.94,220.01,235.53,433.38,439.81,411.37,426.67,443.00
1995-04-19 09:15:18+00:00,L5,225.69,220.66,241.77,432.54,440.20,422.59,433.01,446.94
1995-07-08 09:11:41+00:00,L5,210.99,209.93,235.54,437.79,443.30,397.72,426.59,435.26
1995-07-24 09:10:56+00:00,L5,215.09,215.52,236.12,436.83,441.72,408.65,427.45,436.50
1995-09-10 09:08:43+00:00,L5,,,223.14,116.70,,419.77,428.62,446.69
1996-03-04 09:13:10+00:00,L5,211.08,209.65,231.46,440.18,445.10,408.98,422.87,434.48
1996-05-07 09:17:10+00:00,L5,217.52,212.46,233.17,436.84,440.01,409.46,426.42,444.10
1996-07-26 09:21:31+00:00,L5,215.92,219.09,242.91,433.50,435.63,415.23,434.13,440.30
1996-08-11 09:22:21+00:00,L5,213.85,219.43,236.37,435.90,438.93,409.12,427.70,436.94
1996-09-12 09:24:05+00:00,L5,211.82,198.94,206.29,396.46,404.61,382.82,398.14,197.89
1996-10-30 09:26:35+00:00,L5,210.88,209.63,229.67,430.82,431.87,397.61,421.11,431.14
1996-12-17 09:28:51+00:00,L5,216.93,214.48,229.01,432.30,438.11,409.78,420.46,431.78
1997-02-19 09:31:45+00:00,L5,222.17,220.92,224.44,436.67,441.14,421.53,432.46,440.95
1997-05-10 09:34:43+00:00,L5,222.90,212.73,242.53,435.12,437.24,410.40,433.75,442.81
1997-08-14 09:37:59+00:00,L5,,,238.79,118.56,,394.47,430.08,436.76
1997-08-30 09:38:29+00:00,L5,220.45,221.57,237.20,431.16,423.80,414.45,428.51,436.72
1997-10-17 09:39:49+00:00,L5,220.33,202.46,227.63,424.70,424.48,397.79,419.11,435.29
1997-11-18 09:40:37+00:00,L5,215.53,203.86,235.97,426.02,424.01,409.61,427.31,435.56
1997-12-20 09:41:24+00:00,L5,481.45,352.34,230.00,157.10,182.12,451.02,443.22,315.54
1998-02-06 09:42:29+00:00,L5,216.63,218.79,9.81,421.41,425.18,322.75,246.13,241.95
1998-03-26 09:43:17+00:00,L5,218.44,222.92,,105.66,93.04,396.48,,
1998-06-30 09:44:36+00:00,L5,213.12,211.88,232.92,432.67,439.22,397.55,426.39,433.14
1998-08-01 09:44:52+00:00,L5,,200.67,228.03,192.73,,397.72,419.50,432.24
1998-08-17 09:45:00+00:00,L5,210.97,211.05,239.69,426.00,422.64,412.61,430.96,441.85
1998-09-02 09:45:12+00:00,L5,208.39,195.03,216.59,417.87,420.43,382.53,408.26,416.39
1998-10-20 09:45:22+00:00,L5,217.67,211.96,235.99,421.95,421.55,410.18,427.32,438.24
1998-11-21 09:45:34+00:00,L5,213.15,210.53,243.04,426.78,434.91,420.54,434.26,448.29
1998-12-07 09:45:29+00:00,L5,217.49,170.06,14.05,390.36,403.14,306.41,202.01,185.77
1998-12-23 09:45:35+00:00,L5,214.03,214.01,243.46,437.39,443.21,410.02,434.67,442.94
1999-01-24 09:45:35+00:00,L5,190.19,196.28,213.18,444.19,455.87,385.40,404.91,415.45
1999-02-25 09:45:46+00:00,L5,215.39,218.57,249.22,438.78,440.95,424.00,440.33,448.42
1999-08-12 09:59:25+00:00,L7,206.25,206.70,228.02,425.96,429.39,395.97,419.36,438.58
1999-08-28 09:59:28+00:00,L7,214.18,206.69,227.97,425.73,430.11,397.18,419.68,442.24
1999-09-05 09:43:34+00:00,L5,210.29,211.30,231.69,435.88,439.38,407.02,423.10,433.99
1999-09-13 09:59:23+00:00,L7,211.42,201.63,227.96,429.60,435.68,394.91,419.69,434.71
1999-09-29 09:59:32+00:00,L7,352.64,322.04,242.95,426.70,434.91,405.78,434.47,442.64
1999-10-31 09:59:25+00:00,L7,213.61,213.01,227.90,427.08,434.09,405.40,420.02,437.05
1999-11-08 09:42:30+00:00,L5,215.81,212.94,235.53,433.10,433.56,418.13,426.67,446.50
1999-11-16 09:59:25+00:00,L7,213.40,207.08,227.76,430.30,439.76,405.34,420.83,439.62
1999-12-02 09:59:20+00:00,L7,225.23,235.39,228.32,435.46,449.17,486.95,434.07,455.09
1999-12-18 09:59:28+00:00,L7,217.40,215.19,242.96,439.95,449.02,405.25,434.39,448.53
2000-01-03 09:59:21+00:00,L7,216.26,222.62,243.01,445.11,449.50,416.92,434.13,446.00
2000-01-11 09:41:31+00:00,L5,208.84,216.21,230.15,449.38,457.63,410.40,421.59,434.19
