,dates,chi0484-0000,chi0484-0001,chi0484-0002,chi0484-0003,chi0484-0004,chi0484-0005,chi0484-0006,chi0484-0007,chi0484-0008,chi0484-0009,chi0484-0010,chi0484-0011,chi0484-0012,chi0484-0013,chi0484-0014,chi0484-0015,chi0484-0016,chi0484-0017,chi0484-0018,chi0484-0019,chi0484-0020,chi0484-0021,chi0484-0022,chi0484-0023,chi0484-0024,chi0484-0025
0,1984-07-08 14:10:01+00:00,209.9043636636417,208.4458545924742,211.43485571321017,187.44691747756252,,,,,,,,,,,,189.1859223230364,188.701626863738,203.27535530487484,,,,,,,,181.73809985370343
1,1985-01-25 14:05:39+00:00,194.50893345453568,191.31613521460025,216.88558354749435,207.71355316863423,212.24245100489057,,182.54487728198524,177.72724780564437,185.0416174322246,204.62097864162214,197.51045779714266,169.6581565413995,170.0633041102198,185.52146003584755,204.24179112487124,209.09770911003986,216.73647399879727,211.29622445005958,196.34121159953477,184.9319772846751,191.12321254973475,202.67353143117967,205.89973922189202,216.9179102545348,218.03728322363833,204.51157051668167
2,1986-02-04 14:08:23+00:00,196.36492595471984,192.52573667261285,216.9409163399942,213.5387450208132,221.0034892257349,,,177.7222944120329,165.33529865513086,174.69067582475225,189.937804122733,189.72714087687478,196.28753925321797,197.9790290270631,174.9641643683499,161.2067873500494,179.6691885516868,212.50325987547717,239.79662722416035,221.58664391168102,206.0256251250644,198.26290822894458,198.1106683461936,218.51231520335182,219.13924556538853,216.22025700051265
3,1986-08-15 14:03:05+00:00,204.1744634644411,204.17298978851366,219.76962678540573,206.54259049805432,152.07398247210824,169.5086635240883,166.95130269367687,166.0783218395545,157.8685003601087,173.37804973027224,173.08207852522253,180.12251760195798,184.24122154390668,184.31207394025108,187.75894244973927,178.97804071209495,196.9585866735897,201.36317264135002,190.25942691458252,202.27863446534192,211.00099596834082,217.01491337508682,,188.24846787220085,195.16314781105916,200.73820605581253
4,1986-09-16 14:01:57+00:00,198.8121793128775,195.8365298158395,221.23811757231172,210.0001795081945,145.94127802777194,176.1103055559672,174.780588220311,161.06207946970608,160.95488043700257,172.58088766755418,184.6677856122278,179.15430304151803,176.91025718313213,179.45446149225958,189.88266792879432,185.9763633369161,194.8712580550701,196.17253713098205,195.3582872920857,211.04355627544876,220.91297968916928,220.140414445597,211.68826830816315,207.15430716632173,201.93467422205973,201.2962010298248
5,1986-09-25 13:55:54+00:00,206.58428645891448,196.32158189306367,215.51331178593048,208.27742821310594,144.62221486406236,188.60307234137338,171.56576826934446,165.29888613631476,170.06553996995396,182.30812172957533,198.92219964465883,195.91796247800215,187.1340523414217,181.57047380318883,200.3122044920697,205.5827351489827,207.63629128338323,202.20919932324756,205.22591321981233,219.57669761038144,212.41268348555636,214.91052916723078,208.18709846066884,212.7347399354422,223.06121731584662,211.47065986345575
6,1986-10-02 14:01:27+00:00,172.51171756056627,165.83228960066225,195.5136694517918,,,,,,,,,,151.9289814284563,,,,,,,178.08681499611535,,,,,,
7,1986-10-18 14:00:56+00:00,194.18854149421983,194.7310124455589,212.02428071211406,205.86833592091193,133.69421215928676,179.2338726250632,171.1743460362972,157.54218992044082,165.7626526154168,178.83316519213184,189.19918822910688,183.14162510554922,185.9578820231182,166.51202330305867,186.6915373421449,195.7193764258482,202.12125138986562,196.88824466941466,208.59409000563122,207.0660354799043,208.3599496786723,206.89634919431583,207.8446022932328,215.69600138500607,204.66853841696147,200.04677041539153
8,1986-11-12 13:54:14+00:00,182.30693498319255,186.05421207528192,204.4894571960286,189.25039324147284,113.82565003922187,156.36589316104678,151.6211488278051,147.863315569168,145.9241583372999,161.31428727424606,173.26226180345023,169.75811848231567,170.25476723724975,164.7256497885927,168.33478717866967,173.50646263525275,198.82719365836374,192.3135323192561,192.54154228327974,205.80281550474163,205.1016902589798,204.46583575944052,206.03682538311355,205.308163375033,190.32100635415395,186.84622878467133
9,1986-12-21 14:00:25+00:00,194.81012338407254,204.08461640832036,212.91971485341617,204.5467975239281,192.44125036093575,172.68128988749237,179.9009807248058,181.0367941007151,176.35509200303565,179.28249957427215,191.11780384999773,194.05991522939163,188.78866771673188,185.74614764400422,187.22720963531336,202.32092912775985,228.62878014420417,222.78785738607712,218.01229011573446,206.95387058606346,211.83317295266542,235.38356217510946,245.48296330251816,229.9234248978179,212.9182262386503,194.84885382444574
