,dates,mex0412-0000,mex0412-0001,mex0412-0002,mex0412-0003,mex0412-0004,mex0412-0005,mex0412-0006,mex0412-0007,mex0412-0008,mex0412-0009,mex0412-0010,mex0412-0011,mex0412-0012,mex0412-0013,mex0412-0014,mex0412-0015,mex0412-0016,mex0412-0017,mex0412-0018,mex0412-0019,mex0412-0020,mex0412-0021,mex0412-0022,mex0412-0023,mex0412-0024,mex0412-0025,mex0412-0026,mex0412-0027,mex0412-0028,mex0412-0029,mex0412-0030,mex0412-0031,mex0412-0032,mex0412-0033,mex0412-0034,mex0412-0035,mex0412-0036,mex0412-0037,mex0412-0038,mex0412-0039,mex0412-0040
0,1986-03-15 17:14:19+00:00,172.32331060273253,168.41991553341632,160.89823429695753,155.1213084207159,157.1573593395315,160.90053977897554,168.15056629761116,179.72450216469616,191.95349232042759,197.8857886071591,200.50529003903318,207.00243794484737,203.50491414889103,196.19464407147228,192.16602828685285,193.70297055372885,189.30809864867575,179.3000490689193,171.3021275412372,165.27815264981945,158.5110067469211,161.05517048932296,159.87547231951768,154.14241712743473,161.6052908226471,187.17254359013265,189.9389357447751,179.65130839763623,164.15546764945088,150.64089401138602,137.0276959282648,146.9566505275684,162.9880613514597,174.1592730896877,188.6253417230002,191.48323908285016,202.36743647708087,217.0502164765633,211.53910440608865,203.84695748778915,209.13154212764528
1,1986-03-31 17:14:00+00:00,188.20355508866135,187.85964984017755,187.59020022596334,191.7627538600439,181.19885100769568,186.08946946846962,195.0615793015407,201.71458071947058,203.8405101841305,209.96649070685754,219.09109379415514,215.99366456827212,215.7065210306635,211.16331305241835,213.5645774196504,207.0135473317736,198.88001048096592,188.9823229548072,187.08539543563904,176.76513118428807,172.38701753496167,171.8682289956398,164.36962373783967,159.40052604842697,169.85217318381794,187.51310082282885,191.37178959311538,183.65211903238156,161.20865558466454,149.88861642913787,136.58629938441968,151.74310498219526,174.57289947690754,189.76258732522146,194.12297364211318,206.3928977225764,218.10465200205357,221.01031136459625,215.56520182403995,207.01144655684618,216.67677647656996
2,1990-04-11 17:08:26+00:00,166.2904767610238,157.16013633561624,161.81147085814302,149.27037816656633,159.93502194403902,153.68481682116203,171.8003265855706,189.43938204797385,202.96881037048018,210.26448893637797,203.4643382270525,212.83895487956732,208.61033686403178,206.53053052358158,203.07833710904418,197.53197138287965,200.11623635446034,192.5487659902704,198.34371375386348,193.05394373199204,199.12101186134163,193.96478512635986,192.00925358772398,191.2610175550344,206.1889868668066,199.61933363782475,197.64043491839288,193.67990052648756,188.3004826560241,180.83683268915138,185.10847881988863,217.23158033593637,234.06727122110408,221.62329753633793,208.83752429773466,202.69855671115008,207.39249627419946,216.9890280034152,210.64734892864146,208.72579471002103,220.36174167265312
3,1990-04-27 17:08:25+00:00,170.12130610797414,157.52226118822873,159.49051752379654,161.34108084260046,160.0597170633278,167.73367652703,171.44242850131943,190.03962540684705,200.40134019041236,207.0771484796045,207.77513787816085,204.4102698106982,209.86836806610222,209.4496868939746,196.67512514238408,200.54057442248313,199.10727572324703,199.0841904461107,192.05593622441705,197.93816989725963,195.4971327418194,195.83758905923096,183.87662486315554,184.2104383513751,196.74172233528196,191.53962560684903,189.65138627914683,192.79004003432357,186.28337878863948,182.67324767256,183.73320160119263,202.59624176645912,216.85970398307978,210.4675833870874,205.76500561789834,209.2372571274811,210.1457355801715,221.1157072954025,213.01581434524925,202.90099494153296,213.5550558454704
4,1990-05-13 17:08:31+00:00,177.2377009414144,173.4771650295946,168.7000111625144,162.1091766125491,160.65255820875882,170.2097941682103,174.8596977277275,189.25696646705822,203.414925394533,211.37079474884717,210.40975755029132,219.68505209274255,213.28553026823624,219.82256022758202,207.16144164090446,212.20847265839086,206.80023750696043,199.78523115179058,199.77303905675276,190.9247211158163,199.759123652143,199.76215174014357,195.1346187707898,202.13236837968824,207.5504370442079,201.99970779151053,207.1451861104754,199.323620000289,191.25634062828965,192.5517906077913,185.1717053668807,204.05279743883466,225.32388206105688,219.9635424211582,210.4505637847682,210.31419021464333,218.79895690849352,223.14993595694145,214.9570118216993,204.87853364166597,210.09604001885123
5,1992-09-07 17:10:28+00:00,128.83729841486934,127.56692216953842,113.64744252515489,118.4302173920935,128.50514768554666,138.9027423527543,152.5828680714935,166.819545505574,183.68634883255064,187.9206121167572,188.61805737770547,196.42240123000883,193.4434599706672,188.76825507755234,187.6831425951218,176.59003962270975,185.59221807423293,193.61653351462013,188.37781900261595,189.43075163072416,189.907016590818,193.71347907029875,195.98988939985946,196.82030335997268,203.59427079633417,202.70130385914948,199.70103816503178,193.97096803772754,187.83533843218189,184.8010678962441,178.70228604909332,200.98629857134944,219.25281491545047,213.6925345193635,198.5135249127037,191.16916254855332,201.03103318138926,210.3354005506047,204.57256312405423,195.57715098174583,200.821413969905
6,1993-01-13 17:09:51+00:00,135.66674773480895,139.16825643525831,142.5743177172633,134.62590848562652,129.82606474265052,139.8259086559292,149.37358220655503,168.0615285372049,174.75848000406026,184.01389834366051,193.6591163656439,197.200219505179,189.54338453642572,195.11031889829013,199.28945780383972,198.1203591983003,198.77159749116174,188.11392473693525,181.61786957068153,188.91093416083473,189.9557510736704,191.48865046352108,198.6506242920688,199.99361749501355,197.51983802549037,212.52723858433404,209.07647648162543,202.40619779513392,192.40855121780527,194.89021942430045,195.4470775511944,219.11486667575033,234.566178257819,222.06598454259642,207.44561085968792,201.11445418462998,206.50621234371954,211.42306090666543,207.83676641990917,194.91815962690237,202.75534505868012
7,1993-01-29 17:10:02+00:00,148.93982085354742,149.2169804194357,149.62040673346888,145.46933531714583,147.31716891849783,147.9377817227303,162.1605568808606,180.8386528102157,197.27254523172624,197.3623213860425,205.76131273746762,210.63201230825237,205.51868537129792,203.53464586060892,197.34178225891094,192.47349270966512,197.20723799958557,189.0373086198392,188.90354478696264,190.1867752779899,196.81546929344856,195.060787847111,193.00890562045217,200.06934298231488,201.3323265113247,213.37729346474924,208.40000461327475,201.7963158582939,199.18322091724696,207.7215384989121,203.41877606144737,219.26887457772767,235.86988523979423,224.93061568681463,210.93229067084457,206.45057120300754,204.9736848269646,216.16853205535875,212.62154134261363,206.1518736943676,209.38963048695194
8,1993-03-02 17:10:19+00:00,169.80452050113422,160.55120295089972,157.79621961840235,157.01118890015096,158.71185924083488,161.25912304251622,166.0277620337093,176.26964103969212,190.75678278140416,194.4922578917341,200.41978428863007,203.6084927151847,208.22902890419317,203.929484118003,200.14087224727507,198.6709762939193,201.99686224855515,199.06862256535794,190.59569485894218,189.9906408780048,184.93533414051882,189.07505428009182,183.39752116121772,180.84452476717018,188.81467354416316,191.80637003120717,200.53708589473115,197.78356134471647,187.55474866002263,185.90688940896712,189.42037465331072,205.8182242688345,212.57945822075473,205.65012431900522,201.11169153090097,209.80864587755923,220.70574578031304,220.9434764465845,212.1358820065496,205.05578130410294,212.47589230580087
9,1993-03-18 17:10:26+00:00,164.1344094731944,165.5138492169261,158.2697699584233,155.66672278270852,161.72395182823115,165.79465385689713,174.68743987379526,184.6137312973214,202.36268108765614,208.6395065624006,210.19626866120905,210.78711370370144,211.3081796393355,208.04233248514657,199.97955371572561,197.64492526662121,204.56885007517405,203.76982748581693,192.59318975840227,189.17060266917616,190.21222344161606,193.43980848683415,188.12313707133373,189.18358297217904,190.3554136463484,202.05805120541635,190.30795232513339,186.34260667453972,185.7548097308025,184.04828978784082,181.48984380908962,201.23017170714985,211.302887472649,205.0968211687145,199.871779259601,201.03821677726066,219.22846191375675,223.23068923508924,219.51068282238987,208.77615978536798,212.47264447320822
