,dates,mex0412-0000,mex0412-0001,mex0412-0002,mex0412-0003,mex0412-0004,mex0412-0005,mex0412-0006,mex0412-0007,mex0412-0008,mex0412-0009,mex0412-0010,mex0412-0011,mex0412-0012,mex0412-0013,mex0412-0014,mex0412-0015,mex0412-0016,mex0412-0017,mex0412-0018,mex0412-0019,mex0412-0020,mex0412-0021,mex0412-0022,mex0412-0023,mex0412-0024,mex0412-0025,mex0412-0026,mex0412-0027,mex0412-0028,mex0412-0029,mex0412-0030,mex0412-0031,mex0412-0032,mex0412-0033,mex0412-0034,mex0412-0035,mex0412-0036,mex0412-0037,mex0412-0038,mex0412-0039,mex0412-0040
0,1986-03-15 17:14:19+00:00,174.44875605728802,170.8489960529083,162.89865354830386,157.12172767206224,158.70313785193548,162.7898246274693,169.24757040318818,180.8580730737924,193.21301555275676,199.50517562015375,202.12467705202783,208.70279430849175,205.05069266129502,197.89500043511666,194.0553131353466,195.3223575667235,190.9274856616704,180.91943608191394,172.51666780098319,166.49269290956542,159.77052997925028,162.31469372165213,161.3540430705128,155.62098787842984,163.49457567114086,189.0618284386264,191.7287845486113,181.1970869100402,165.5724312858212,152.11946476238114,138.3879810191803,149.38573104706037,165.6039942186049,176.99320036242833,191.71689874780816,195.26180877983768,205.76814920436965,219.88414374930392,213.96818492558063,206.93851451259712,210.92139093148145
1,1986-03-31 17:14:00+00:00,185.3228501808885,184.56741565986573,184.8789485480595,189.05150218214004,179.1037928929518,183.52884288378266,193.57476386527082,200.1782047686584,202.1334257943392,207.771667919983,216.8962710072806,213.68910064205386,213.61146291591962,208.85874912620008,211.00395083496343,204.81872454489906,196.68518769409138,186.78750016793265,185.43927834548313,175.11901409413215,170.67993314517037,170.1611446058485,162.3656551063455,157.3965574169328,167.29154659913098,184.9524742381419,188.9459328286751,181.55706091763767,159.28818564614932,147.8846477976437,134.74264824344505,148.45087080188344,171.0274165134948,185.921647448191,189.93285741262542,201.27164455320246,213.495524149617,217.1693714875658,212.27296764372812,202.82133032735842,214.25091971212967
2,1990-04-11 17:08:26+00:00,170.4005245929298,161.85733385779454,165.67975117052515,153.13865847894846,162.92414763997067,157.33819267174513,173.92164159558658,191.63140755832373,205.40439427086892,213.3959539511635,206.59580324183804,216.12699314509211,211.59946255996343,209.81856878910637,206.7317129596273,200.66343639766518,203.24770136924587,195.68023100505593,200.69231251495262,195.40254249308117,201.55659576173036,196.4003690267486,194.86841729687598,194.1201812641864,209.8423627173897,203.27270948840786,201.10152782947162,196.6690262224192,191.04051454396142,183.69599639830338,187.73890943230847,221.92877785811467,239.12579162960378,227.1033613122126,214.81577568959793,210.0053084123163,213.96857280524907,222.46909177928987,215.34454645081976,214.7040461018843,223.82283458373186
3,1990-04-27 17:08:25+00:00,173.55811587487554,161.4500437789732,162.72516201029197,164.5757253290959,162.55921507561973,170.78861854205348,173.2162658003653,191.87259061586113,202.437968200428,209.69567020676746,210.39365960532382,207.15971762421933,212.36786607839414,212.19913470749572,199.73006715740755,203.1590961496461,201.72579745041,201.70271217327368,194.0198275197893,199.90206119263186,197.53376075183505,197.8742170692466,186.26744904882608,186.60126253704564,199.79666435030543,194.5945676218725,192.54554187232696,195.2895380466155,188.57458529990708,185.06407185823053,185.93275985200953,206.5240243572036,221.0896236961892,215.0499964096226,210.76400164248219,215.34714115752803,215.64463120721373,225.6981203179377,216.94359693599372,207.8999909661168,216.44921143865054
4,1990-05-13 17:08:31+00:00,178.27504821523718,174.66270477110635,169.67633800846525,163.08550345849997,161.40699258972083,171.13188063383055,175.3951027722812,189.81021834643036,204.02964970494648,212.16115457652168,211.20011737796582,220.51492991180078,214.03996464919825,220.65243804664024,208.0835281065247,212.99883248606537,207.59059733463494,200.5755909794651,200.36580892750865,191.5174909865722,200.37384796255648,200.37687605055706,195.8562516569274,202.85400126582584,208.47252350982816,202.92179425713078,208.01874170948406,200.078054381251,191.94790547750483,193.2734234939289,185.83560762212727,205.2383371803464,226.6006171673003,221.34667211958856,211.95943254669226,212.15836314588384,220.45871254660997,224.53306565537181,216.14255156321104,206.38740240359002,210.96959561785988
5,1992-09-07 17:10:28+00:00,128.8066833571534,127.53193353214877,113.61862835318695,118.40140322012556,128.482882189026,138.87552896811792,152.56706675138204,166.80321747479218,183.66820657612638,187.89728635849744,188.5947316194457,196.39790918383608,193.42119447414652,188.7437630313796,187.65592921048543,176.56671386444998,185.56889231597316,193.59320775636036,188.36032468392114,189.41325731202934,189.88887433439373,193.6953368138745,195.9685919684049,196.7990059285181,203.5670574116978,202.6740904745131,199.6752570637973,193.94870254120687,187.8149283937046,184.77977046478952,178.68269241215512,200.9513099339598,219.21513484441547,213.65171444240892,198.46899391966232,191.11473577928055,200.98204908904376,210.29458047365011,204.5375744866646,195.53261998870445,200.7956328686705
6,1993-01-13 17:09:51+00:00,138.73391092970024,142.67358580084837,145.46105954774924,137.51265031611246,132.05672888438966,142.552275940277,150.95663417811184,169.6973489078136,176.57605819362547,186.3507845873872,195.9960026093706,199.65395006109205,191.77404867816486,197.56404945420317,202.01582508818754,200.457245442027,201.10848373488844,190.45081098066194,183.37053425347656,190.66359884362976,191.7733292632356,193.3062286530863,200.78430303634102,202.12729623928576,200.2462053098382,215.25360586868186,211.6593507510076,204.63686193687306,194.45332668106613,197.02389816857266,197.41006199592485,222.6201960413404,238.34114834383905,226.15553546911815,211.90693914316617,206.56718875332564,211.41367345554562,215.51261183318715,211.34209578549923,199.37948791038062,205.33821932806228
7,1993-01-29 17:10:02+00:00,149.85783434317054,150.2661386932907,150.48441942958476,146.3333480132617,147.9848150927692,148.7537937135064,162.63437029485965,181.32826000468137,197.816553225577,198.0617602352792,206.4607515867043,211.36642309995088,206.1863315455693,204.26905665230743,198.15779424968704,193.1729315589018,197.90667684882226,189.73674746907588,189.42812392389015,190.71135441491742,197.3594772872993,195.60479584096174,193.64752370019,200.7079610620527,202.1483385021008,214.19330545552535,209.17306860453633,202.46396203256526,199.79522991032906,208.36015657864993,204.00630469480618,220.31803285158267,236.99974799625346,226.1546336729788,212.2675830193873,208.08259518455978,206.4425064103616,217.39255004152292,213.67069961646862,207.48716604291033,210.16269447821352
8,1993-03-02 17:10:19+00:00,165.07383414210352,155.14470425486462,153.34380892754993,152.55877820929854,155.27136007063075,157.0540685011556,163.58611746130637,173.74660831487574,187.95341308716374,190.8879254277107,196.81545182460667,199.82394362796012,204.78852973398904,200.1449350307784,195.93581770591445,195.0666438298959,198.39252978453175,195.46429010133454,187.89244551092463,187.28739152998725,182.1319644462784,186.2716845858514,180.10660891145724,177.5536125174097,184.60961900280253,187.60131548984654,196.55335001344213,194.34306217451234,184.40095775400215,182.61597715920664,186.39273538353106,200.4117255727994,206.75707500964,199.34254250696426,194.23069319049267,201.39853679483798,213.1366476058639,214.63589463454355,206.7293833105145,198.17478296369464,208.49215642451185
9,1993-03-18 17:10:26+00:00,161.19638074941471,162.15610210403503,155.50456645368945,152.90151927797467,159.58720366548226,163.18307276909295,173.17103795184445,183.0467826446389,200.62162702912002,206.40100848713988,207.9577705859483,208.43669072467767,209.1714314765866,205.6919095061228,197.36797262792143,195.40642719136048,202.33035199991332,201.5313294105562,190.91431620195672,187.4917291127306,188.47116938307994,191.69875442829803,186.07929100261742,187.13973690346273,187.74383255854423,199.44647011761217,187.8338228735294,184.20585851179084,183.79612391494936,182.0044437191245,179.60950542587062,197.87242459425877,207.68685212030474,201.17944953700825,195.59828293410325,195.8150546016523,214.52761595570922,219.31331760338298,216.1529357094988,204.50266345987023,209.99851502160425
