,dates,per0195-0000,per0195-0001,per0195-0002,per0195-0003,per0195-0004,per0195-0005,per0195-0006,per0195-0007,per0195-0008,per0195-0009,per0195-0010,per0195-0011,per0195-0012,per0195-0013,per0195-0014,per0195-0015,per0195-0016,per0195-0017,per0195-0018,per0195-0019,per0195-0020,per0195-0021,per0195-0022,per0195-0023,per0195-0024,per0195-0025,per0195-0026,per0195-0027,per0195-0028,per0195-0029,per0195-0030,per0195-0031,per0195-0032,per0195-0033,per0195-0034,per0195-0035,per0195-0036,per0195-0037,per0195-0038,per0195-0039,per0195-0040,per0195-0041,per0195-0042,per0195-0043,per0195-0044,per0195-0045,per0195-0046,per0195-0047,per0195-0048,per0195-0049
0,1984-05-08 14:32:57+00:00,175.3940547448431,180.10186306618436,180.73006748924783,181.53733981787502,187.20248511892711,196.57246827316874,198.8151516799707,202.22778106164378,199.61203486712324,203.99566407113713,210.87646959120457,215.71931305365496,218.3486767821367,218.49130101398868,213.72122039548822,208.21454201926198,202.43585017380678,201.80697600901212,205.3201250076277,217.154902805093,221.8690980124922,231.5438931708052,228.96061975041857,225.36335787171214,231.54289456467308,231.0887575033374,224.89131500713356,227.28817423106838,217.31171535533323,205.76592831158862,207.06831527017147,208.01016146229293,,208.5544007530402,215.66887361019656,210.11605210374688,,195.12261747542956,197.8094469725201,190.56255374245725,205.02701176763458,212.44416130635693,217.61726098158755,195.90345707845947,,,183.85195148356908,199.7291993672034,195.07933410924227,176.13821813129795
1,1984-12-02 14:35:30+00:00,173.96276078836448,176.75127589951762,184.62856985021944,191.8458283818601,194.67362204712956,201.17391626924214,214.72354748659419,219.0715611383579,218.97759676386548,205.22187446768848,207.3804408380242,203.18342049719988,207.14807426173869,205.23502517397392,213.94233723034176,201.60898921020512,196.67555587261663,201.960444423031,208.29294065496904,225.57934652443095,234.93876025000958,243.7536957320186,240.95112345164864,234.75875988784293,234.5710731144072,238.74443038551672,243.58313643733482,240.0263329056466,225.28629000929027,226.59238216505636,227.96593460017058,236.91374105654185,240.98674703604803,234.5751573219588,229.70177885411698,234.82177996339405,234.86665959495613,211.04905187265823,210.21957285399355,215.27482494786716,218.0343907793279,212.2086476831118,209.25008506794234,193.4384648945106,212.5628327334016,217.54625627962605,213.37136139546053,219.58782295914173,199.73563437552542,191.2820323205681
2,1985-01-03 14:35:49+00:00,193.13592649984722,191.55107956215738,205.24512306406473,210.8282273069564,225.92530039476918,223.79575219988996,228.31308595687355,245.78007193982683,244.08992778110866,224.42623482010066,223.3477614381511,222.40375844299274,217.86466905244401,226.12499276074442,251.39201525214548,234.69482298732495,217.72110564998184,214.6423438398495,219.0935256936996,245.25304279207015,253.8282167977361,248.73362736900498,237.4868289522184,226.1478694570378,247.62464332678758,267.0083046465995,255.93113125922224,244.93278014033612,233.84336415360323,236.62106862764733,257.11076111677767,261.9275432664401,252.2938060895507,239.72173683394539,225.36191186738225,249.32534483929535,229.15167597888325,233.13430201274969,230.3709476065516,224.93529539078733,232.04951238680198,212.39075848201662,212.99049156406906,230.41704026979343,223.3305024784784,222.56630723012753,231.91459841610015,229.48516410483975,227.00067414569514,196.45270418674144
3,1985-01-26 14:42:08+00:00,,,,213.08937606115916,226.8878035165114,220.76136634217056,226.4471924099066,252.56232074778123,249.88263203790763,229.30116380321377,229.29328891109284,245.02293799669263,233.1715638457988,239.11154544820488,265.9076326397762,250.9449703550832,227.9885522143961,217.21697233988243,241.13036019275336,263.3378411550193,259.89157460834025,248.21566164405056,241.59724787379398,258.2397893177385,277.1404189845711,268.379537982779,236.17837277492757,235.57015562257968,267.827645231737,270.10197876331944,254.66180570332799,258.6245464413234,244.0234863916279,247.23628233180943,243.72789048725016,235.00687822613645,252.9802399557673,237.4485274700669,237.35188531065288,239.38888462727428,221.43964820147514,229.8257346394071,230.71827449172486,230.90885598121503,237.8533803476656,239.12951301368332,239.5620607468873,236.08140076141075,227.77605087947566,200.60218876277384
4,1985-03-24 14:35:57+00:00,175.43745937678756,191.7639358549947,194.57869099969844,195.34406687595214,201.79628565610165,205.22038447988663,217.6578710844487,213.88202889157893,215.174490914936,211.7298724947935,202.4008753783312,210.1077905995847,214.47422398573605,223.56967557060315,216.95913938587913,,197.75415968551678,208.55724220694356,220.72365125224167,232.93147956377595,235.60122819257015,240.0867999170237,241.27012706715368,232.06188655540734,237.11681902576765,223.97542374541274,226.2085425042613,232.61351462227648,232.70745726825606,,,225.49248130624056,239.12510652130243,241.30111556854592,214.0750440317999,216.62951610833886,229.3292392939398,215.40135719742986,184.19198555798224,195.13077365627834,222.06771670709355,217.41287599716162,207.93312801324652,206.35105512940663,206.35435245809376,212.69345158077743,199.82882518832423,209.33103726666883,197.47904478253247,182.6243848248613
5,1987-10-31 14:39:29+00:00,,,,,,,,,,,207.28541008823134,220.34086714057,218.8994162282321,215.1298420062353,227.14279048328024,234.3247939787459,230.34306554297217,229.41096481366895,235.78763579954722,238.42199394240572,241.66058918802594,240.24962317444118,252.58830733375007,255.06797294111985,249.72059945059425,234.14144623188196,235.8914761770327,246.15103766083237,253.45290041327357,244.24648479847616,241.01803341670586,235.63539401882332,238.6446951282063,237.81071060978377,230.9441347519841,234.60356851021982,220.74979507756865,214.83261838815378,204.87249385053005,194.00077799003685,214.78749193528452,195.29508684287129,180.6389508010373,193.8394532752102,221.0921073156047,199.28462051072742,188.05007293166517,195.4293928274227,205.5054393122863,179.73827670612857
6,1987-11-09 14:33:31+00:00,188.16675525630572,203.44849807083426,205.5451877647303,202.63134287402923,210.63435698666274,209.2527737899965,215.22697811420392,220.92573742879654,218.53573329917356,218.80449637936425,218.6557154217262,226.08147663286235,218.0250537661958,224.643360360631,232.88482579052578,235.8302315054077,228.40610546369763,231.91518556602094,231.4083494481791,232.33409315699112,237.58722487639264,238.95827870295395,254.4242807275967,248.75043920074992,252.9655212920887,253.8727529094959,258.67196454166475,253.67332033548044,240.88751413613912,234.96183874055293,241.89350490852078,250.57093541197622,241.71401798753436,239.64711196367728,248.2433133118977,241.42539188207294,224.57951199081094,209.89423292783863,204.4698629378262,216.97518264086628,220.20632382232154,202.77994419706303,201.18233003019958,212.92592517548707,200.7264382416007,192.99533682083947,199.8045054262333,202.45735582916544,191.05753021140106,183.78208953453034
7,1987-11-16 14:39:51+00:00,,,,202.76755305146736,204.7308852656912,205.12410726020968,204.86388284085876,212.12891938067096,207.06096100112808,199.19832134512853,213.48735345432212,213.62190375706967,205.56975522977345,208.6907428686123,221.7246380750506,228.27274462694575,227.97503094695142,228.21404752833558,226.4637746466933,225.55034828401165,225.94041488746853,237.04905209971213,238.41028366754318,241.53883018332726,241.86756762096354,245.59003635987153,243.7980873965322,220.53536320943377,225.9826002460766,242.32751015894735,248.9151723542353,245.63831858844895,224.15109330917988,226.9605481438722,241.36036956038143,228.64867166355862,195.98763314755683,192.57163049723425,199.30301200959627,210.9345402086753,190.1591176197459,191.45529191623763,206.01734747521564,186.76069911816558,194.0105476932285,191.58527695894873,187.3195215734834,,,
8,1987-12-11 14:34:02+00:00,190.2965471730222,213.86341066644857,220.4446317522917,222.48045538945937,224.0524350344158,223.76574483585833,211.2929460776163,214.9550197336514,216.4119893601168,213.43046902748543,224.5235711519287,220.83065200819033,217.64209542253568,228.62387153382693,248.02010796926777,239.07722518905007,229.2917260763412,234.34828942177128,255.1622571072884,246.82975847952216,229.46081822789273,237.1179359378978,255.86389885570256,265.10607387801167,257.11007191141516,248.60473563545594,238.18508797817915,222.15319092020903,234.69614616339933,252.8296480941088,257.4555887743179,260.70708189083285,224.03830720956122,208.26135773937946,237.41104407253522,258.8074636623152,232.02444215227146,198.51866555812612,196.92149386893232,232.07988533851656,219.39109265383772,189.18754537439017,207.28509484760073,199.1350307577066,187.1125772694997,196.05949103440645,215.3876524077511,206.7023613928389,216.71288933147554,187.5974175213143
9,1987-12-18 14:40:20+00:00,182.21464126314245,203.99001979724804,221.9249302771291,212.81051619402768,215.81135393872822,217.2082301807255,210.40582125390188,203.94570742912728,204.10353094884798,199.7926897816752,206.53537034911923,212.795071291808,204.55072695958634,213.27841984596034,237.2883578618012,231.5735166586934,217.84400716962986,221.18511925268103,250.37379040371917,247.95823915631655,232.6719260973454,231.06476704533924,244.70751050289476,259.4994549056433,251.07766841640463,243.3867250516662,231.6855266331413,223.80561786816762,224.70383434982358,244.0746149363747,247.91699164766314,255.39603586481846,227.37897412521892,197.47041142987683,220.47082869449935,247.71778070650694,222.8850049449964,191.50381881704504,197.84592012305407,228.45446352809634,209.7045589740866,181.78265711708275,206.74501137248257,185.41076669271692,185.39867219154743,203.4259987182637,206.91900666267182,199.28374657344295,205.20635496048365,182.31119488932345
