,dates,usa_HI_0021-0000,usa_HI_0021-0001,usa_HI_0021-0002,usa_HI_0021-0003,usa_HI_0021-0004,usa_HI_0021-0005,usa_HI_0021-0006,usa_HI_0021-0007,usa_HI_0021-0008,usa_HI_0021-0009,usa_HI_0021-0010
0,1990-09-11 20:20:05+00:00,175.30615881952747,,154.5632431650831,179.16842829936806,181.0995063939048,190.69251764580883,158.17296864801432,165.9507975301114,198.22115200391391,215.6116025427375,227.51514482698528
1,1991-10-09 20:18:07+00:00,177.63894915199225,180.52716990112435,166.94837584339186,170.92334648543468,163.64462836634365,174.2142371569841,169.00244292232202,185.70350152811375,191.2565505371266,190.0776781631671,208.32831114111264
2,1991-12-12 20:18:31+00:00,161.25867975920764,170.65077053899088,164.6995806480919,161.27286885996799,159.65316898982343,170.10145064210212,167.936235841445,182.8488350573124,194.84794915414716,190.13434359723223,210.88156609863628
3,1999-07-03 20:46:48+00:00,,,,,,,,,,,
4,1999-07-26 20:53:05+00:00,202.7899128137674,196.62757038000512,188.3152668143238,183.69966698494716,186.85752660032574,197.14389502744154,187.33886380433103,187.1886380037273,203.2796849558177,201.11934521305886,243.3334947649738
5,1999-08-20 20:46:55+00:00,,,,,,,,,,,
6,1999-09-05 20:46:59+00:00,195.64779132887938,203.06443973256063,190.61238979771733,189.53769633624162,189.37853234783785,198.44899386948993,191.92585111825412,197.83371523032034,206.60682827075416,202.44279824466895,244.19378477795124
7,1999-09-12 20:53:05+00:00,196.86429484217547,194.9320400256242,187.25117704880137,188.34544577956126,188.96738133615074,196.84244223751327,192.35390517602758,201.62542673367253,212.63686600762674,205.3100150906552,251.79006486921082
8,1999-09-21 20:46:59+00:00,199.17790675232357,200.02626956952352,191.2315291826911,188.30171644284587,183.77255758635096,196.4248393450969,191.7822532681555,197.83747102613438,206.77713310171782,202.47739590669562,243.12647705607262
9,1999-10-14 20:53:13+00:00,173.9161049549029,179.55634319516668,170.01043352514588,174.57407825498922,173.70735116582793,182.3891203840422,168.79697129548504,190.79234408992795,202.49357117049883,204.27893800713704,230.79956781468348
10,1999-12-17 20:53:11+00:00,187.5763071262702,196.03073256951407,187.9418755922143,184.07789649732374,175.74416758311872,187.23589803330972,179.78431523019967,198.28880361189087,201.98771598865088,203.20491509630907,242.34449050841116
11,1999-12-26 20:46:52+00:00,,,,,,,,,,,
12,2000-02-12 20:46:47+00:00,,,182.24589540254823,184.32417173283685,178.12860346266484,187.79568084812362,177.90067091558112,192.8260213313475,197.95528768474588,192.48653493590308,229.07484979301046
13,2000-02-19 20:52:54+00:00,188.36615526634895,198.12970995631363,186.2086189047983,183.21764000438395,181.13883802112713,193.54485917343672,188.90779215222815,199.17998883835466,202.81685640300344,202.2224263145569,201.13123863070456
14,2000-02-28 20:46:42+00:00,,,,,,188.4056032908962,183.41361311820881,190.99371210612136,200.07276316638362,194.44149490032854,239.03492213656725
15,2000-03-15 20:46:37+00:00,,,182.25156125158236,182.01666119784997,180.9210467053545,183.70553250734645,177.64117742571648,186.5508773250804,198.28663468258932,194.34887149841293,227.33097793619825
16,2000-04-07 20:52:39+00:00,,,,,,,,,,,
17,2000-04-23 20:52:33+00:00,189.50826254485747,199.1597106983641,194.02469522072434,191.16377092513324,185.80964340459303,193.4330320361173,189.79787520356552,194.5030007946226,200.7385395481528,201.24996071130352,237.8633235019982
18,2000-06-03 20:45:56+00:00,194.53888500312573,199.45963521580302,195.95865034574922,184.48151383925833,189.423945758867,206.9749501282167,196.5038078127803,204.57197053131014,214.55655302751953,199.66616955066766,239.31211478630175
19,2000-06-26 20:51:56+00:00,188.90652829431798,195.93327872696514,186.22773556578244,188.77131235782304,178.30442943435958,193.65115030998453,187.0018714152875,197.35419662039385,206.15501179195974,202.45997831265035,227.53580698305774
20,2000-07-05 20:45:39+00:00,192.67849763517077,197.86340612766634,194.32434598565533,188.7260926512007,186.75859722910604,200.99899193247117,193.92864693201219,199.39746976012128,204.33296545712818,199.32447966226502,236.20652817171626
21,2000-07-21 20:45:23+00:00,187.32041717052113,188.44021623082364,186.3281098947351,194.82832131342016,182.49410349240492,193.41675173835722,184.43386734015334,195.07694715650814,207.17892478377743,205.59127399066338,228.42897201599928
22,2000-08-06 20:45:09+00:00,,,,,,,,,,,
23,2000-09-30 20:50:41+00:00,187.80392156883534,199.39407150127647,189.28444180728255,185.1682733594471,181.2399825182779,190.77557918414453,178.32401617868518,193.9781184950122,199.8495159976875,197.68809323258597,229.030442766509
24,2000-10-25 20:44:20+00:00,,189.00328473101766,185.601020234593,185.71149535580994,179.76464821964697,187.6266566176977,174.94283311489187,195.1737801479097,206.05457545946967,199.74338403620808,229.25650078863205
25,2000-11-10 20:44:23+00:00,,,,,179.33049278839894,184.26443733113226,170.48285479271826,184.04619757366228,189.5158995794208,188.73092272566888,243.89728257932902
26,2000-11-17 20:50:34+00:00,183.5274265030661,194.36371776398747,183.29419723699704,183.4212798113518,174.06024693080766,190.33794354523602,176.1712813698035,192.86430373777225,203.30736821017928,199.82686089208016,221.78245780247653
27,2000-11-26 20:44:25+00:00,,,,,,,170.98379179188447,192.76876244916997,202.84484521640192,198.40004189249635,214.12634146448036
28,2000-12-12 20:44:27+00:00,,,,,,177.7703878963206,171.338071015039,188.37546172027825,189.84600608025104,187.67844886408062,198.8543550088219
29,2000-12-19 20:50:39+00:00,181.80025124594022,188.70193877505116,186.3787128614356,183.24740693822733,181.07271257471436,186.85793215849364,177.7970572671741,195.64631960493458,203.63687623674136,200.06114176132832,
30,2000-12-28 20:44:30+00:00,152.4989094603985,157.9402317759868,161.02906428751524,174.74965155446972,173.89913017882157,180.70020356400107,175.81690489740228,195.42482193302146,203.94578314587102,,
31,2001-01-13 20:44:32+00:00,187.39406868744203,193.66575821543435,186.50595434565872,183.13020596009352,176.52145153733457,189.2340175658712,161.605424991297,180.85436463391815,196.6190311345083,186.60550922876345,
32,2001-02-05 20:50:39+00:00,179.73077339073322,190.62831367093892,182.0946852680365,184.41721874704507,180.27164914518687,190.4015758623743,176.50150057601977,191.70593625844666,201.04260538466784,194.3538387687148,238.03980756457196
33,2001-02-21 20:50:38+00:00,183.16434013262037,193.0202636451604,190.29561299751822,185.8030898524129,184.08196188215456,191.99810991229586,184.49733363469764,194.89653914621488,204.40223265410665,198.81476904720668,239.09079400929264
34,2001-03-09 20:50:34+00:00,192.25636235664828,183.5903490409512,169.03569067684413,175.07063807837758,157.43491296086026,177.7877336597144,,175.85264534750974,191.69579951235283,189.10268730630332,237.62701484438128
35,2001-03-18 20:44:17+00:00,188.54349910542177,195.82805714537602,189.4838994397203,184.40160583649367,185.79027670686162,200.42314307571766,183.27492096393738,195.1617716223104,202.56624276749363,199.078021662066,241.64009206561897
36,2001-03-25 20:50:25+00:00,188.85755373470627,196.27477813755584,189.12146539421983,188.01270506553206,187.493510163864,196.20106666206203,183.95294327320545,193.91358177093952,204.44395488192447,196.06564055644012,222.19852494379825
