,dates,nzd0453-0000,nzd0453-0001,nzd0453-0002,nzd0453-0003,nzd0453-0004,nzd0453-0005,nzd0453-0006,nzd0453-0007,nzd0453-0008,nzd0453-0009,nzd0453-0010,nzd0453-0011,nzd0453-0012,nzd0453-0013,nzd0453-0014,nzd0453-0015,nzd0453-0016,nzd0453-0017,nzd0453-0018,nzd0453-0019,nzd0453-0020,nzd0453-0021,nzd0453-0022,nzd0453-0023,nzd0453-0024,nzd0453-0025,nzd0453-0026,nzd0453-0027
0,1999-08-08 22:19:28+00:00,183.61437865085503,170.4164304293861,166.21031194396323,166.7172313197348,153.65923753646598,148.77112247314005,143.69288943023747,140.93616713009393,145.8453232902103,157.31215706938264,150.68506960358405,118.47084558017762,111.61907385357955,125.41778104908649,142.2822608390745,157.19218151355216,146.01899054106613,142.43747230689897,150.73122129000663,163.5058607091092,145.23594019971867,142.88076075936024,136.17732520120825,119.81236677906968,,,41.84352055816694,66.4043276997461
1,1999-09-25 22:19:33+00:00,195.32436062079296,188.8460466161392,184.42443928196198,180.87142004778335,177.97858622175295,167.6272210108076,156.39087976656504,157.28414632220793,152.834000210397,142.12273284311348,128.4334193839737,121.3572615071433,139.31491115001364,148.13671082698554,144.4922542352065,140.56826123899384,150.75582316055585,156.1099748333217,158.1349417291695,159.21550248490576,154.44623925818217,151.48361058984597,119.30425921549097,98.68553621140532,89.85914822864326,,62.66089824254142,83.31398986864949
2,1999-11-12 22:19:27+00:00,191.9617735097095,168.14024109455906,158.73861106078277,152.92139723001554,157.65705346698942,167.5268823326892,169.98877800212358,151.2461743780854,119.62941895453042,116.50254849997827,129.20080738782949,150.3256380138735,147.98686375324115,128.28167488172025,138.60702806361508,154.1643386116518,163.02263780968627,160.0040846215408,145.40622676847045,129.89385453577862,140.4725672592796,163.43844332330727,139.82652468820984,92.62303530355673,85.20271729283166,89.95484463300603,104.42783169629875,86.44737296362534
3,1999-11-28 22:19:20+00:00,204.28124835783893,175.32268432653458,163.42921396386896,161.4323395096183,158.28519076246565,162.82431868146446,163.99402024086908,144.1471918569005,116.71478495320756,122.51674105933179,149.2556837083851,151.1921539071154,144.2390403218337,137.83061618662853,164.84336988444514,172.52053436487347,165.9725136433599,158.2352916908205,141.77815978878235,135.46780273147718,147.0465406335783,144.7864839658574,120.0065209222774,105.78456588361185,95.94912450662244,120.62643620065813,128.2028104037596,
4,2000-01-31 22:19:21+00:00,184.7242406904196,176.83407115550534,172.91451425743844,166.08289898617895,156.88315841088135,158.21010048836058,151.84884533899736,141.1743650064177,124.56121990890433,124.76587581789646,125.19533887153503,138.0180790946725,138.63334257654947,142.33749279448116,133.71616307787318,133.5013892620443,148.0856013252924,149.21502137360025,146.91308913254008,141.8518533466473,136.14358904130557,118.72191695305999,121.84263796304198,130.30498804644077,137.32681544661824,142.08579321186372,132.99733217730878,82.36076256932071
5,2000-04-04 22:19:00+00:00,172.21565650683468,163.8354703473909,152.4705520228447,142.3578255687103,139.27974452657853,143.32908192333423,134.85636043049422,117.80928349932408,112.20759217340725,116.02030002594161,118.04016954247773,118.10253165344677,132.75814865116396,141.480014545017,137.9925831129672,127.48054862572845,116.70358420690853,127.30037511848862,139.66855750675654,150.45930579442808,140.568453390312,131.7340739183034,119.8050017338886,111.48417943968495,111.58969323526331,,,68.81531273417531
6,2000-04-20 22:18:51+00:00,154.7833032501071,,147.20711696718755,145.2350573769832,147.57512198588006,146.6730579558429,144.03328708914452,134.77986379416362,121.60202648065386,105.79507931991851,101.90612639549211,122.48215796184942,138.51294883659892,143.2556416772716,150.99496432014465,144.64151328060424,117.68057039587944,128.40982171582183,150.60471311106693,171.72372988300003,166.3308662603569,153.61687742676256,139.59868385514213,114.29112717474301,,,,57.502424115506216
7,2000-05-22 22:18:33+00:00,160.8535451929533,151.33382192414274,146.04898326554726,140.4311687987997,136.7751968058396,124.83785598303116,127.50317844883786,130.20762026906556,124.03608749394503,127.71910505944498,108.8300577805321,121.93146694003839,129.92496173040408,132.3763221821182,135.9968509245082,137.32713718232142,138.0771654842451,139.6375323779382,151.56752406355557,153.33773196919972,156.3376211606719,142.70907302643434,119.01854529257817,,,,,26.923743898770823
8,2000-06-07 22:18:24+00:00,189.99201896078063,167.59305469901872,153.28567731748058,142.54425915927507,135.89340609148832,141.98709109483917,145.1527665561318,141.14033443683786,138.0032140658314,122.97792892540437,117.3702292565657,112.84704760450735,127.48564969033798,131.25920982845454,138.92318103963404,143.2475441165788,139.4912529295688,153.69676063047595,157.811756911661,164.38656775433375,168.262833389724,166.0618074735132,143.00319469213633,,,,,
9,2000-09-27 22:17:00+00:00,233.55325155888514,215.8885313144753,199.40103418933455,192.62916109948932,176.38879886051808,169.44324920081402,157.42195061810077,148.9463574005954,139.60558085852668,148.22293916227554,153.33117142350005,141.57905093149319,137.26409599291094,129.2573327032486,123.8758346740062,128.76600208697133,138.08204193909114,147.601032490326,137.44293458119927,119.74105203769629,105.290040173031,103.48956486822024,102.28725789849642,118.29702696305684,121.27992752967248,,75.85964344206707,100.67089992014367
10,2000-11-14 22:16:54+00:00,222.16132296805975,202.96378201393946,184.5764989933143,173.70102196848634,161.71072977139687,159.29830313888846,165.9976802471707,166.3538908067221,157.83479521471853,154.78712828680528,152.39482837809598,140.72015076277506,116.69778858099951,112.8037086210634,120.64644319090436,138.30075683379457,142.79777504799645,137.85070697933585,136.51452618106816,126.87848216673069,125.12626423663013,121.18954171703669,104.62044420901258,109.23710947692503,120.11375837252169,114.76161642730624,91.59176867718183,85.63883996880377
