,dates,mex0634-0000,mex0634-0001,mex0634-0002,mex0634-0003,mex0634-0004,mex0634-0005,mex0634-0006,mex0634-0007,mex0634-0008,mex0634-0009,mex0634-0010,mex0634-0011,mex0634-0012,mex0634-0013,mex0634-0014,mex0634-0015,mex0634-0016,mex0634-0017,mex0634-0018,mex0634-0019,mex0634-0020,mex0634-0021,mex0634-0022,mex0634-0023,mex0634-0024,mex0634-0025,mex0634-0026
0,1984-03-23 17:50:37+00:00,220.19719553351044,225.41874538032064,231.081796455075,230.2988957324416,220.89887303862392,223.93888515788294,207.97953420613743,199.7358223052645,203.15572111137146,205.23147721945736,188.68157847983082,176.97480269731926,182.63506383007578,185.37609611970055,184.27186070743963,200.28347777825738,210.45877193366374,210.22448553230015,215.45394511146736,219.95771333804248,227.5920897767563,229.48989294653268,230.4453197062799,226.50460870059905,221.46630007746452,218.66945212861236,227.163025030011
1,1984-05-06 17:50:16+00:00,220.93814350483237,206.98851266238967,215.0883805593878,218.72778971773687,219.11719121346331,219.99766867264782,202.89910443723332,195.13452185081144,203.4318881655368,201.1891681326625,180.380314570278,172.76032941469902,175.24056716901734,180.26754623541882,180.10824580549968,188.30788405273947,197.93570684440675,195.13303503111493,197.5272440659734,210.13698767003288,215.3020935114094,223.97063795732288,237.1521210872078,234.056123767513,219.81068481467716,218.8537345461896,218.87974642525262
2,1984-06-07 17:50:43+00:00,232.9976150425322,227.8039197443487,217.3323549465239,218.956137081908,220.48315126205776,222.34935942327925,203.4623526949997,176.9871026938396,190.28339871787767,197.3020987424881,184.8348267553147,175.32798082634125,167.60349178715924,204.49375812150336,189.09125472577554,186.64194441126986,199.79413423542326,219.20378039638254,195.69770344345756,224.84416890170866,234.26583130972978,223.07729772403394,218.92802363564624,211.4638749387771,217.79690436257326,216.24313682267677,212.91463002122083
3,1984-06-23 17:50:58+00:00,229.40193659701978,230.86057022641364,225.63450921254784,222.1769355013172,231.06190841486344,232.18280557539342,213.81262637005767,194.50100987594672,201.52352735728124,210.2319805538336,192.0565218995251,184.65399974188665,197.0013189878529,206.62627922896874,201.17178868254118,207.55157447905023,219.69835517953814,225.32943220847605,221.5257487980414,232.3566585638927,237.5998763468626,235.1646817861683,232.74265705206437,223.34748903245386,222.32191611249723,224.31319608831674,223.07438741280376
4,1984-08-26 17:52:34+00:00,226.73055581679986,221.6463613216208,218.8951758381506,210.03820634771725,200.51232230613923,202.47278198647214,197.289445347419,197.30080086628584,206.08887272323614,208.38649167451598,190.1851444984007,184.90992247919533,191.1439075905001,185.10723738595888,181.86650166430456,190.3024952890557,205.5390275730552,205.03025942641588,205.23489346828063,202.33632423858379,206.21176505781094,199.338616521553,198.9968309223025,201.4962794125978,199.58467872211693,200.2370822923486,205.18848509994527
5,1984-10-13 17:52:38+00:00,244.7256048183217,244.25406305934024,242.86464557242576,241.3806234327262,231.23376085092875,228.2716548686413,222.74989159931988,217.35160427801415,218.06249327944633,223.65111156318557,213.17302186340544,208.76817164560438,199.37187140724032,208.15297229084223,207.14954326604038,199.00914370995073,205.23530298174663,211.56813049524894,212.0481432722974,211.63832730312393,212.211628391801,211.23670632966227,223.19396815650455,214.80468797683778,213.8715241182127,215.68309172960616,220.66927936835432
6,1984-12-16 17:52:39+00:00,210.56113422853394,195.566985892748,203.18108934406695,185.88850036615906,186.69461884436427,190.57564742508487,184.52620818541402,173.7666090248049,180.5988231820075,187.73066436771018,181.91859702443082,170.06620607297333,171.3412325089278,167.28208555018568,,151.85983601344785,,,157.60253469666947,,179.96070158055593,182.6929789375447,193.47190623480415,197.25567837100147,198.72097954923206,197.327027140506,208.9514239062661
7,1985-04-23 17:52:47+00:00,240.253509403545,252.35218968625097,245.15213487602156,231.84588563176894,227.73577537766099,228.75490273952707,208.57616958466545,197.52616571291117,208.1321853411253,216.72256091596944,203.88737504607482,199.61882095496182,205.40922455940867,197.29098832107908,193.57478140583882,191.79110398351364,205.83981416627353,228.65483533398276,230.99772873733795,233.65683215610747,235.96544418169827,253.52580109062447,245.0194790749882,238.16427715110754,230.1409759986683,225.57344122411854,226.7034352921017
8,1985-08-13 17:52:13+00:00,266.0674632002817,263.11461104330357,261.5325235569443,247.70795895861198,236.1073120788894,232.35589747732814,214.21211590216393,219.06656784983934,239.09299589199355,245.66116946561934,226.739691321174,227.46575477984734,225.57005493355015,229.79758314034058,223.80424885451393,221.21619602707742,230.61879153993144,227.973681521879,225.51262686399454,218.89663180109412,223.31349676074316,219.55659266312253,218.70226326217372,215.96668150431776,216.05800603269563,210.02386383901944,225.78043907770933
9,1985-09-14 17:52:13+00:00,268.0365156852757,268.4286818129783,258.3674195348568,246.22602531935962,241.37758018093862,238.59635579178723,223.32125245909413,226.40658955228892,232.078907985111,239.47201132449382,235.24205364619482,235.1187978877412,235.2343875160741,229.5387641944132,216.18216681960763,212.01709546015178,218.2269908553798,215.25794610596503,219.30886027004613,219.53867085823254,217.2441729660183,212.80784552261363,214.4754882162966,208.13380597385202,210.61666299742396,213.58036029665075,218.42302944566345
