,dates,chi0393-0000,chi0393-0001,chi0393-0002,chi0393-0003,chi0393-0004,chi0393-0005,chi0393-0006,chi0393-0007,chi0393-0008,chi0393-0009,chi0393-0010,chi0393-0011,chi0393-0012,chi0393-0013,chi0393-0014,chi0393-0015,chi0393-0016,chi0393-0017,chi0393-0018,chi0393-0019,chi0393-0020,chi0393-0021,chi0393-0022,chi0393-0023,chi0393-0024,chi0393-0025,chi0393-0026,chi0393-0027,chi0393-0028
0,1986-02-04 14:07:35+00:00,171.31085082486624,185.2734161361496,201.0773689973022,187.99991425554387,178.62964286936466,181.97253140569788,188.5708527567461,186.1498129260782,206.5174058265897,214.61542192278168,209.37199225155558,201.29515515237222,209.9529139564429,210.35669402942594,218.7976623332998,217.8337197221632,211.934759804872,223.0072064265015,220.94544207191566,220.1037173161653,206.04113350653424,199.1670268238514,206.35783707363214,204.0943890810589,197.9457457296499,204.21680957409288,193.95806676304528,224.60386939672753,220.4078057049769
1,1986-08-15 14:02:17+00:00,172.69521114853598,165.81221775657954,181.0025593537103,179.72204335235222,166.91501925430381,183.00468449394182,182.68010558401303,183.2388741608723,198.84172764129156,,,,198.15050207060617,190.42179774079088,191.51809757025018,183.6793911919215,182.04329740092786,201.6459954318715,190.60678850818948,209.1322681642321,194.6642096624108,197.7711909375448,201.27777989214837,195.9049415059626,,,203.57863419087684,235.8143376134473,214.38614224825548
2,1986-12-14 13:53:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-12-21 13:59:37+00:00,162.26029224008698,161.2084285653653,188.09490684798632,170.73086906769856,155.0772114310682,174.3768103692705,172.93731956128474,160.9835057479433,192.22739863526778,204.61310600027286,197.46287022231934,192.74569461931802,193.2877026617975,206.0640756317794,196.89624114693743,187.72186007734524,183.17788410147548,192.57032785771761,190.6490568696282,188.47550174718197,184.678291260409,177.93618477077138,194.7141516735887,191.90340528825072,183.52139950048183,189.34533267057316,183.1516309130946,215.07149571585907,197.07940668924243
4,1987-01-06 14:00:06+00:00,155.31301899933254,156.62241856134796,175.2017193869306,169.7827130900138,163.07249519013024,171.6734831446739,174.42204111838862,161.47288959733322,196.19348565185578,202.18321223656412,202.33414560545108,200.03190292233725,193.87981337941483,206.6085891415552,209.75103766879013,196.29763029224767,189.1071969023954,196.27381538104,210.84017803328234,204.46651857109572,188.05973773785152,192.77704036323564,192.91086858339503,194.09138782799104,186.4561804908619,191.95714314346,182.75398570753705,209.54189411973664,195.48813755223722
5,1987-01-22 14:00:34+00:00,158.91477732797898,168.02431286641198,180.04015940287576,172.06089775621788,158.21140702646554,171.71116579047202,173.59196146319752,157.62654472740087,195.66471008610299,205.6408879827945,199.1164339057277,198.89283976247705,194.287242728257,200.24630011515274,199.47189837952104,197.69522583179923,183.72074542131975,197.09244079190336,207.6205403852463,199.4879370205829,187.7914213028627,183.76966804990596,188.36910595854593,183.29058275221286,171.2767621996181,187.36624318487463,181.76009190836655,214.82005351152668,201.80303428344743
6,1987-02-07 14:01:09+00:00,164.6289459455367,173.3942331915315,188.6177540345143,175.97440326274207,169.30053401755913,176.90770238388504,182.51847493124774,166.4126965546979,194.80271676874224,201.94846618819506,201.09878960671867,198.93139779558345,204.30665549095377,208.96642513756194,207.18808928857075,194.19155342923557,198.34210424749563,207.6360724700136,210.23299352935362,209.07543037231656,193.87410458572728,196.53562551249252,197.52229489177395,198.9185773404148,196.83045706854554,203.85473145172227,195.84367310778956,222.51692065384125,208.59501230510355
7,1998-02-21 14:16:53+00:00,158.3239238920709,192.30494564415662,202.21558316146863,196.26649179555554,174.70883530063801,164.20086722479897,181.7638577607464,,243.8332172671798,260.8591422040945,239.1147587813599,228.56021085884146,216.35805131806185,217.2565301561167,205.38906570550554,197.69441033205152,204.19476810426767,203.04921736623075,208.40537881228755,204.80072673193695,176.200169169742,182.55349615271214,189.07450836402026,204.88006534025286,179.96295204149752,188.43747842398227,191.95198505991263,242.29860680098503,230.84800012704835
8,1998-03-09 14:17:09+00:00,165.2887210865439,201.1702890441481,220.50105951868252,214.84636776383618,193.18053692480626,190.65635553866392,196.708312084985,218.04570059059535,256.2822945846124,270.0329945329506,255.43941286791318,247.8135462575114,237.45664578682076,236.65524158045665,231.56651774030067,219.60491484827358,211.6406172464299,210.3237559591962,210.39451373670633,221.900481849042,205.00392371207025,196.05493603004618,212.31776265045906,214.0183155153352,212.0236011651742,207.65824486426283,203.15423541957693,250.95972074061132,240.78194945353968
9,1998-03-25 14:17:23+00:00,183.1978864893412,204.85540706988658,213.07701814703785,208.36377117861375,190.9449631907877,184.1051635447617,190.45026653394984,204.58140480714457,251.09678787239892,255.5790960271791,248.76430958369392,232.45790480111387,232.18781760829023,230.43854792687614,235.80407429078824,225.52876349774306,217.7873065314126,215.74954083572982,218.77004712065062,217.24798233227807,205.38738751037852,200.858871287148,215.91897090380868,210.8942288166636,206.46356546332453,199.6043193373247,196.4815778614892,238.8192102121429,223.91015342812352
10,1998-09-17 14:19:26+00:00,177.59476862608577,182.3248155825247,193.79545993297978,181.28630018498487,176.84357025406456,185.59856085293893,190.7842451376846,187.71352572780376,209.9549310452886,219.57866550459335,208.4265811973718,202.91778537563584,213.5399124566336,215.20723288430375,222.891083864001,213.38814627453866,219.2560797437072,219.1585593982695,207.9669415974679,209.18517505649586,197.66395555645283,198.81053616779934,196.40293617784843,202.5552074046417,173.46513663785078,194.61142958145308,198.00315384403456,224.32246804630722,206.0547936237645
11,1998-10-03 14:19:29+00:00,168.44298917781217,177.33131056663,180.25522988371014,178.42669225358193,169.71854695166087,176.90544949027068,180.85379496379392,184.76965286392732,208.86619376090542,217.9119469075507,216.293698900871,204.8022886373651,203.3380705007783,196.02296782213185,202.94686746516237,201.3905290244543,209.23817815871806,216.60048054019455,211.01805230419816,206.87103492935685,191.49465960700817,184.0791800474181,193.45210938764063,193.99556437854807,171.30655965229155,193.35022018874068,192.017790391936,222.17443878666316,212.6389007948239
12,1998-12-06 14:19:37+00:00,159.16767695222813,194.3158723457235,208.11244362951027,198.29298643194969,184.78994424067966,189.40831100196925,193.08961357997111,189.90216580357978,205.52467276390405,221.45397412670823,214.53725560247608,209.82606131636595,214.22377310335995,221.2892911968238,232.5267881763711,225.8059003770253,229.78514476075804,219.10576216146492,218.44942973132223,216.63604394394554,206.73884559248032,203.0059190428944,210.44580532197438,209.62956315967622,204.81214787265193,212.9929616750312,202.8152649022012,230.8433005957087,221.0636999067378
13,1998-12-22 14:19:42+00:00,161.85525883192722,188.99547554805963,198.09979829957894,194.90014915735844,177.69150074202219,182.2683079513338,181.85318528853898,187.47992656932286,214.14923329036012,221.70062504358074,209.05208574064608,211.76829388178095,206.27747520326056,208.29713189431556,212.774058017263,204.7025622951623,215.46609546589767,212.6639097194586,202.20822543057315,204.4665433269664,197.72539389592168,193.66157379453804,196.76674827335268,201.79614632295787,191.7405076092559,196.04769836524207,187.57668631559653,213.5758031017358,205.88344733532995
14,1999-01-07 14:19:42+00:00,175.3285967610826,213.4083696494499,210.4388442455741,200.84874449381803,187.06145310455528,182.67558867674686,191.66468692883694,186.1737429310395,216.29556144692987,221.4452903031213,218.01244180082915,214.61419560816762,219.9629924921181,223.79955738354897,223.37120572267918,217.302376328571,210.03639864160456,215.53150739758652,226.03740393073002,218.42692318542328,206.93520802637346,200.713199581664,205.0470719246111,212.83669677179196,184.90666683825847,195.3651645267701,187.90141022965489,222.29716962704518,204.2355704578651
15,1999-02-08 14:19:49+00:00,166.00456794697428,179.59082980770037,196.0344713382129,178.75592339946138,166.46716932152685,176.10955879591904,177.34389151251548,182.00928710254638,196.7213682453983,209.73777976932564,202.23502457134103,193.9833677140976,191.62679017631194,195.4320643890853,205.84818407013378,204.66565362846313,202.1077977614794,203.85805151909378,205.53470106843656,200.86211884707845,198.93187784186253,187.94137409180388,194.83880176246683,191.38717545519023,177.78749117733568,183.14843945134942,178.73486559698637,207.12866896979045,193.84247276360279
