dates,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047,satname
1999-08-26 22:07:32+00:00,356.65,334.79,330.55,324.41,315.06,310.09,320.37,313.83,315.21,313.89,316.41,319.16,315.49,315.11,315.29,323.91,324.11,321.58,320.70,332.64,332.52,330.94,330.46,343.33,343.57,340.82,341.06,342.43,340.51,338.78,338.67,335.17,342.28,332.70,320.94,319.79,324.53,333.19,330.47,327.26,321.15,319.58,322.62,331.91,329.71,320.36,320.41,321.73,L7
1999-09-18 22:13:39+00:00,363.96,323.03,320.60,318.29,311.69,305.15,315.68,311.10,312.62,305.79,308.87,311.21,305.84,309.48,309.84,315.23,316.13,313.98,313.32,320.64,326.37,326.72,328.13,336.11,334.50,330.37,331.31,336.34,327.73,327.36,329.25,324.82,328.51,323.30,318.99,318.30,319.00,325.94,326.45,324.24,319.51,316.44,324.07,321.43,320.02,314.15,315.75,313.40,L7
1999-09-27 22:07:36+00:00,363.96,316.27,314.30,308.44,304.31,296.87,305.86,302.39,303.78,297.44,299.86,301.57,299.22,304.13,305.39,308.30,308.36,307.05,309.38,315.81,317.60,318.02,320.64,329.65,330.61,326.18,326.08,327.23,325.29,323.29,324.72,319.34,322.09,319.55,315.11,314.98,316.33,321.02,322.05,318.95,315.20,308.72,313.69,320.16,322.64,313.44,312.35,310.42,L7
1999-12-07 22:13:41+00:00,365.95,318.19,317.61,311.03,306.84,300.46,306.23,305.35,307.24,299.06,301.78,303.96,303.64,306.55,306.08,310.35,308.50,309.24,312.16,315.81,319.56,320.65,323.45,331.20,330.87,328.94,329.39,325.16,326.80,325.64,323.37,320.24,322.59,321.54,318.61,317.65,318.82,323.05,324.25,320.88,317.56,313.04,316.43,320.31,321.03,313.79,312.61,311.54,L7
2000-02-18 22:07:16+00:00,366.43,319.87,319.00,313.05,308.53,302.92,309.32,307.97,309.43,302.73,306.19,305.47,305.35,307.67,310.97,313.10,310.65,310.84,313.67,318.19,321.25,322.50,323.96,331.75,333.30,331.10,332.01,327.64,329.36,327.42,325.16,321.80,323.98,322.32,318.70,319.68,321.30,325.90,325.73,323.60,321.17,319.90,318.78,321.33,322.65,314.83,313.56,313.69,L7
2000-02-25 22:13:25+00:00,352.26,312.79,311.98,307.87,304.22,298.25,303.28,300.81,306.64,299.85,302.77,299.37,298.49,302.67,309.40,307.55,307.28,308.15,311.91,314.58,315.09,317.15,318.73,322.98,330.73,328.67,329.74,323.94,326.58,324.58,321.78,314.36,316.82,315.55,313.19,315.88,314.98,317.22,318.18,317.00,315.57,319.98,310.80,313.19,315.88,310.75,310.87,310.67,L7
2000-03-28 22:13:18+00:00,341.31,313.90,313.42,313.18,308.75,305.63,307.18,305.52,312.51,308.67,310.50,303.56,301.75,306.66,312.86,310.27,310.42,310.50,310.10,313.10,315.77,317.79,320.63,325.19,335.74,335.46,330.99,324.50,330.68,328.45,321.33,314.90,317.32,314.84,312.07,314.97,312.78,315.89,314.80,314.59,311.61,316.67,304.52,303.57,306.38,306.90,308.59,307.58,L7
2000-05-08 22:06:44+00:00,343.52,312.03,314.52,315.54,311.92,309.01,308.98,306.60,311.68,308.94,312.12,303.35,304.02,308.52,312.48,309.01,310.68,309.92,308.89,311.17,314.69,317.07,319.47,326.23,333.04,332.19,332.21,326.62,327.71,326.18,319.61,315.32,316.13,316.90,314.45,316.99,316.14,318.06,316.97,314.81,313.44,315.14,299.60,299.34,303.42,304.42,306.68,307.44,L7
2000-05-15 22:12:54+00:00,345.36,315.73,318.32,318.59,315.90,314.41,312.19,308.17,312.90,310.96,313.22,305.09,306.51,311.82,313.08,310.88,312.54,311.05,308.92,311.20,316.20,317.97,321.11,325.98,330.78,333.38,334.52,327.40,327.05,326.13,322.16,316.53,316.14,319.06,316.52,319.62,318.96,320.50,319.38,317.73,316.59,317.20,294.62,298.00,302.69,302.41,306.89,306.50,L7
2000-06-25 22:06:19+00:00,340.45,310.78,314.76,318.55,316.19,315.04,313.16,306.95,311.96,312.37,314.35,303.88,302.88,309.40,312.34,309.25,311.40,310.53,307.12,310.05,314.36,314.97,317.18,321.20,324.41,326.68,329.81,324.74,319.64,324.50,322.88,311.61,310.82,313.05,312.19,314.69,312.39,311.64,312.38,315.95,314.98,303.67,285.15,289.21,297.88,298.39,305.34,302.96,L7
