dates,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047,satname
1999-08-26 22:07:32+00:00,357.85,327.38729729729727,325.6014634146341,325.03999999999996,313.01173913043476,303.02,321.96086956521737,317.03263157894736,317.40999999999997,315.46142857142854,314.0161538461539,313.44,308.6361538461539,309.45142857142855,310.89,320.7322222222222,320.06,322.21,317.92387096774195,330.39,333.55529411764707,326.27,327.26,344.66,341.66615384615386,340.82,339.59,341.8014285714286,339.69529411764705,336.03,341.42,336.5,342.28,333.16,317.19,321.6630769230769,321.8452941176471,331.3566666666667,324.76,327.60999999999996,318.5266666666667,310.9133333333333,316.8817391304348,327.19142857142856,327.82,318.4,316.56,318.0852941176471,L7
1999-09-18 22:13:39+00:00,370.1972727272728,317.88756756756754,315.0741463414634,311.5966666666667,310.1408695652174,306.53,309.5504347826087,305.5005263157895,308.07666666666665,296.28857142857146,303.4569230769231,308.3633333333333,302.3169230769231,308.8985714285715,308.31666666666666,309.39074074074074,311.7833333333333,305.8066666666667,308.42290322580646,310.655,319.29117647058825,326.66727272727275,328.66727272727275,327.69363636363636,327.1169230769231,319.9136363636364,322.8666666666667,330.80857142857144,315.68117647058824,318.3833333333333,317.3666666666667,313.2736363636364,314.75363636363636,313.49,320.3872727272728,315.1284615384615,315.86117647058825,320.31555555555553,327.52727272727276,320.90999999999997,320.21555555555557,321.0611111111111,330.65086956521736,315.15857142857146,312.03,309.705,314.545,308.3211764705882,L7
1999-09-27 22:07:36+00:00,,292.6654054054054,294.9592682926829,289.6,286.7678260869565,270.68,288.3939130434783,289.3363157894737,289.1,282.8828571428572,278.59384615384613,274.49,276.63384615384615,285.71285714285716,290.51,290.1166666666667,287.27,294.05,297.70709677419353,303.08,301.48176470588237,294.25636363636363,301.29636363636365,318.53818181818184,320.2338461538461,317.8081818181818,313.63,308.16285714285715,319.2817647058824,311.41,319.42,310.1981818181818,309.22818181818184,312.68,302.23636363636365,310.8869230769231,307.3417647058824,308.68,305.4763636363636,308.85,303.01,281.46,285.1178260869565,311.20285714285717,325.3,309.32,300.3,299.49176470588236,L7
1999-12-07 22:13:41+00:00,371.0836363636364,316.7516216216216,322.73414634146343,319.40666666666664,312.4395652173913,304.37,308.90478260869565,317.3531578947368,319.7466666666666,305.4371428571428,305.2338461538461,305.5733333333333,310.26384615384615,308.33714285714285,303.87666666666667,313.4185185185185,305.0233333333333,316.43666666666667,317.82193548387096,313.61,326.41058823529414,324.00363636363636,328.75363636363636,337.1518181818182,329.8038461538461,337.2318181818182,337.88666666666666,318.32714285714286,330.55058823529413,330.0233333333333,321.9666666666667,324.2418181818182,324.1118181818182,327.98,325.4736363636364,327.4869230769231,323.67058823529413,327.36888888888893,325.31363636363636,326.99,322.10888888888894,317.5877777777778,319.0695652173913,316.16714285714284,314.37,312.95,309.63,311.3705882352941,L7
2000-02-18 22:07:16+00:00,369.22545454545457,318.29,319.0207317073171,321.8233333333333,312.97043478260866,304.81,323.4752173913044,322.0305263157895,320.6633333333333,319.1985714285714,321.12538461538463,305.12666666666667,304.48538461538465,305.81857142857143,325.5833333333333,320.5170370370371,314.68666666666667,317.9133333333333,316.5916129032258,325.22,329.17411764705884,324.6554545454546,322.4054545454546,335.46272727272725,340.87538461538463,339.73272727272723,340.8233333333333,336.84857142857146,338.70411764705887,331.4666666666667,335.4133333333333,329.51272727272726,329.53272727272724,325.90999999999997,314.87545454545455,329.8776923076923,328.1941176470588,335.22777777777776,325.22545454545457,334.88,332.65777777777777,337.6355555555555,321.7604347826087,320.16857142857145,327.02000000000004,316.81,313.04,318.22411764705885,L7
2000-02-25 22:13:25+00:00,299.3518181818182,303.2035135135135,298.0156097560976,298.1933333333334,294.5830434782609,290.41,289.30652173913046,276.38894736842104,300.12333333333333,298.65714285714284,300.58076923076925,291.5966666666667,284.71076923076924,293.02714285714285,309.71333333333337,297.82703703703703,,,,,301.19,306.6018181818182,306.0018181818182,298.79090909090905,,,,,,,,297.30090909090904,306.48090909090905,298.62,295.2818181818182,299.83538461538467,294.32,290.7477777777778,295.6818181818182,294.09,294.48777777777775,,285.6630434782609,293.6271428571428,296.81,300.96,308.94,308.47,L7
2000-03-28 22:13:18+00:00,326.6536363636364,310.85945945945946,309.57170731707316,313.8433333333333,313.22,316.73,308.44,309.1121052631579,311.4433333333333,312.74142857142857,312.9469230769231,306.9266666666667,301.5069230769231,314.50142857142856,308.3833333333333,306.5148148148148,305.9166666666667,298.0333333333333,292.0154838709677,297.35,307.2217647058824,311.7836363636364,322.5536363636364,330.52181818181816,333.8869230769231,329.4318181818182,312.2133333333333,317.45142857142855,321.6417647058824,320.0166666666667,310.4433333333333,309.71181818181816,309.1518181818182,307.26,309.3436363636364,304.34846153846155,302.55176470588236,308.63111111111107,307.9636363636364,302.71000000000004,294.88111111111107,282.72222222222223,286.56,280.1714285714286,285.67,295.16,299.37,289.0417647058824,L7
2000-05-08 22:06:44+00:00,352.3018181818182,304.6421621621622,318.99634146341464,324.98333333333335,324.63391304347823,322.64,316.1469565217391,310.8852631578947,308.3333333333333,310.0028571428572,318.6638461538461,302.56666666666666,313.2338461538461,316.03285714285715,311.05333333333334,304.03814814814814,311.49666666666667,308.1533333333333,305.3090322580645,305.415,310.33764705882356,314.2818181818182,314.8818181818182,330.3909090909091,324.95384615384614,322.37090909090904,335.87333333333333,333.0128571428572,318.8276470588235,319.4066666666667,314.4033333333333,317.0009090909091,311.36090909090905,325.12,324.0518181818182,325.0369230769231,329.61764705882354,326.7411111111111,325.7318181818182,315.70000000000005,320.7911111111111,310.6822222222222,279.99391304347824,282.4928571428572,291.62,294.505,299.075,306.92764705882354,L7
2000-05-15 22:12:54+00:00,354.9818181818182,331.87459459459456,335.7168292682927,334.05,335.1278260869565,339.11,328.7739130434783,317.00947368421055,319.69,321.58,317.9392307692308,311.99,316.77923076923076,326.53,314.65999999999997,319.17888888888893,318.7,315.8,308.1603225806452,310.575,324.1294117647059,320.9818181818182,328.2818181818182,325.12090909090904,321.1192307692308,338.1309090909091,343.3,330.29,324.11941176470583,325.09,333.25,322.98090909090905,316.22090909090906,330.02,325.64181818181817,333.34461538461534,332.22941176470584,332.12666666666667,329.6318181818182,332.41999999999996,331.5166666666667,322.6633333333333,267.8678260869565,289.79,298.40999999999997,291.765,306.705,300.65941176470585,L7
2000-06-25 22:06:19+00:00,,301.09189189189186,310.7768292682927,,,,,,,,,,301.4246153846154,304.4942857142857,307.7733333333333,309.657037037037,306.9766666666667,312.62333333333333,314.08096774193547,,,314.84090909090907,311.23090909090905,305.9554545454546,301.57461538461536,303.72545454545457,317.1333333333333,306.2242857142857,295.0664705882353,,,292.17545454545456,292.19545454545454,291.01,306.6309090909091,294.3623076923077,289.33647058823533,277.67777777777775,294.1309090909091,,,266.37555555555554,273.1186956521739,272.39428571428573,289.09000000000003,292.515,307.605,297.0164705882353,L7
