dates,satname,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047
1999-08-26 22:07:32+00:00,L7,369.85,338.09,335.26,333.84,324.49,319.52,327.70,323.98,326.21,324.89,324.17,324.44,318.79,318.88,319.69,330.51,331.06,331.01,326.44,338.64,341.32,338.27,339.26,350.66,351.82,346.82,348.39,351.23,347.46,347.03,346.92,342.50,348.28,338.44,329.19,326.74,329.61,338.69,336.76,334.21,325.86,325.58,328.36,336.62,334.42,326.65,324.81,325.85
1999-09-18 22:13:39+00:00,L7,359.47,308.32,306.44,303.73,299.88,291.78,304.42,299.29,300.21,287.86,294.38,298.53,293.24,300.47,300.45,300.65,301.95,297.94,300.81,303.28,312.35,315.94,317.94,322.33,318.04,314.55,315.00,322.38,308.74,308.55,312.45,307.91,309.39,308.77,309.66,310.59,308.92,313.76,316.80,315.01,313.66,307.95,320.39,306.73,306.13,302.33,307.17,301.38
1999-09-27 22:07:36+00:00,L7,326.13,307.26,308.13,301.60,302.42,293.18,296.22,298.81,301.10,295.74,292.44,289.49,290.48,298.57,302.51,303.45,302.27,306.05,309.32,314.33,312.07,310.62,317.66,326.72,334.08,325.99,325.63,321.02,329.87,326.41,326.92,318.38,317.41,319.88,318.60,317.81,317.93,318.68,321.84,317.85,313.01,301.46,300.77,324.06,334.30,320.57,311.55,310.08
1999-12-07 22:13:41+00:00,L7,382.72,327.13,332.10,327.94,323.57,320.37,314.47,324.09,328.28,314.58,315.08,316.24,320.11,317.48,312.41,322.90,315.69,324.97,326.08,321.61,333.94,335.64,340.39,342.97,339.65,343.05,346.42,327.47,338.08,340.69,327.30,330.06,329.93,333.10,337.11,332.41,331.20,334.48,336.95,333.39,329.22,331.81,330.20,325.31,320.77,320.95,317.63,318.90
2000-02-18 22:07:16+00:00,L7,382.68,330.29,329.85,331.69,325.84,323.31,329.91,329.82,330.53,329.77,332.51,317.46,315.87,316.39,335.45,331.48,327.02,327.78,326.14,334.47,337.88,338.11,335.86,342.19,352.26,346.46,350.69,347.42,347.41,343.80,341.58,336.24,336.26,331.83,328.33,335.57,336.90,343.45,338.68,342.28,340.88,354.08,334.63,330.74,334.42,326.06,322.29,326.93
2000-02-25 22:13:25+00:00,L7,293.17,297.69,293.04,293.66,288.67,281.91,286.35,272.81,295.59,293.80,295.35,285.93,279.48,288.17,305.18,292.79,,,180.55,,297.19,300.42,299.82,295.70,,,,,,,,294.21,303.39,295.90,289.10,297.22,290.32,286.97,289.50,290.69,290.71,,279.75,288.77,293.41,296.71,304.69,304.47
2000-03-28 22:13:18+00:00,L7,318.29,303.40,302.84,307.71,305.22,305.23,304.44,304.27,305.31,306.17,305.87,299.26,294.43,307.93,302.25,299.70,298.25,291.90,286.08,291.60,301.81,303.42,314.19,326.34,326.81,325.25,306.08,310.88,316.23,312.35,306.61,305.53,304.97,303.58,300.98,300.81,297.14,303.52,299.60,298.11,289.77,272.50,278.56,273.60,281.07,289.41,293.62,283.63
2000-05-08 22:06:44+00:00,L7,352.12,304.48,318.85,324.85,324.46,322.39,316.06,310.78,308.20,309.86,318.51,302.40,313.08,315.89,310.92,303.89,311.33,308.02,305.18,305.29,310.22,314.10,314.70,330.30,324.80,322.28,335.74,332.87,318.71,319.24,314.32,316.91,311.27,325.04,323.87,324.96,329.50,326.63,325.55,315.60,320.68,310.46,279.82,282.35,291.52,294.38,298.95,306.81
2000-05-15 22:12:54+00:00,L7,358.80,335.28,338.79,336.85,338.78,344.36,330.60,319.22,322.49,324.58,321.17,315.49,320.01,329.53,317.46,322.29,322.20,318.60,310.87,313.20,326.60,324.80,332.10,327.03,324.35,340.04,346.10,333.29,326.59,328.59,335.00,324.89,318.13,331.70,329.46,334.96,334.70,334.46,333.45,334.52,333.85,327.33,271.52,292.79,300.51,294.39,309.33,303.13
2000-06-25 22:06:19+00:00,L7,256.85,291.20,301.85,,,,,,,,,,292.04,295.78,299.64,300.62,296.81,304.49,306.21,,,303.75,300.14,300.41,292.19,298.18,309.00,297.51,287.89,,,286.63,286.65,286.13,295.54,289.67,282.16,270.90,283.04,261.60,255.52,252.82,262.51,263.68,282.99,284.89,299.98,289.84
2000-07-11 22:06:05+00:00,L7,352.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.66,,271.52,281.90,289.12,292.21,293.00,299.98,298.74
2000-07-27 22:05:48+00:00,L7,321.95,289.56,310.99,310.84,301.87,316.53,355.26,,307.61,310.53,306.91,287.13,276.63,267.45,273.88,292.36,305.64,299.54,307.24,311.23,305.96,305.28,304.90,296.76,298.44,294.66,302.63,298.91,301.70,294.39,,,,,,,,,,,,,,,308.64,305.07,315.89,317.56
2000-08-03 22:11:55+00:00,L7,353.57,311.97,314.56,314.03,321.41,320.56,315.55,317.84,314.09,311.69,311.44,297.13,302.97,308.35,324.30,323.83,310.99,314.97,302.00,310.53,317.42,314.23,322.53,326.79,336.75,325.75,327.50,311.54,317.31,324.35,325.77,317.56,316.28,325.13,321.56,312.97,312.15,317.62,328.25,329.15,,,,,305.79,299.47,304.77,311.83
2000-08-19 22:11:49+00:00,L7,274.15,303.59,292.12,295.12,305.19,316.97,,,303.44,293.48,303.69,297.44,301.42,311.45,322.99,326.23,461.78,,309.77,310.64,313.24,311.54,319.56,326.81,333.23,336.34,334.78,345.83,,,,304.54,305.74,309.42,313.57,313.84,321.74,329.85,338.90,328.65,325.37,317.33,323.18,327.00,308.24,302.83,306.87,313.24
2000-09-20 22:11:14+00:00,L7,299.75,290.28,288.08,280.91,281.63,281.77,284.25,276.79,274.25,281.08,286.05,290.78,289.95,297.00,303.40,302.48,291.75,287.58,287.55,290.68,301.30,306.46,309.97,320.74,321.88,322.66,327.78,310.82,316.16,319.91,325.15,320.01,312.28,306.86,304.02,308.60,314.44,323.49,327.42,329.35,324.35,325.25,320.71,310.90,312.65,310.07,311.34,305.91
2000-10-22 22:11:02+00:00,L7,295.57,281.54,271.49,267.41,278.25,279.90,278.05,271.53,263.26,262.91,275.52,278.67,283.42,282.51,282.03,270.02,268.57,272.67,276.94,281.63,275.67,297.01,297.09,297.94,307.64,306.85,304.21,302.10,301.17,304.27,303.32,296.28,297.02,296.09,294.49,297.59,295.40,303.43,306.04,305.49,300.73,305.24,300.25,307.63,309.09,308.19,302.66,296.47
2001-01-03 22:05:00+00:00,L7,367.49,313.73,304.98,300.11,305.81,308.81,305.80,307.87,305.32,301.11,302.48,293.12,298.34,296.04,305.54,305.92,306.11,305.72,311.22,312.51,312.48,318.44,317.27,327.36,324.84,324.38,327.72,327.88,330.77,324.87,326.90,324.78,317.99,319.94,322.28,318.36,326.34,328.00,331.89,334.59,333.52,336.14,330.46,333.55,326.15,323.81,320.99,315.48
2001-04-09 22:04:41+00:00,L7,,,,,,,,,,,,,,,,,,315.29,317.34,315.12,314.70,319.82,323.31,329.42,333.12,324.66,321.92,331.39,343.39,335.26,324.61,308.42,312.92,327.54,331.55,329.13,331.67,330.82,330.00,320.80,326.54,322.55,319.19,318.64,320.08,323.56,326.51,325.96
2001-04-16 22:10:54+00:00,L7,340.13,306.89,305.91,302.66,309.22,315.85,312.11,305.32,301.03,295.79,299.32,301.23,299.74,302.04,300.68,301.62,300.47,303.86,302.73,306.98,308.72,305.78,308.54,322.11,318.35,308.91,309.94,320.89,328.41,317.56,304.58,296.93,301.80,319.11,316.20,315.35,328.73,303.03,320.13,313.45,317.09,308.43,304.35,299.09,298.68,297.52,300.73,303.58
2001-05-02 22:10:51+00:00,L7,320.53,320.11,317.31,309.28,317.74,316.72,311.82,305.18,303.00,311.59,305.69,309.22,301.04,307.54,308.97,303.16,309.41,300.42,310.64,304.36,306.29,305.39,305.15,312.05,297.11,305.04,320.13,313.43,320.92,,,,315.75,319.74,319.70,322.97,328.00,328.21,328.55,331.93,326.81,312.14,310.06,301.90,298.78,288.31,302.28,304.10
2001-06-28 22:03:56+00:00,L7,255.14,257.88,241.42,,217.71,,,245.57,,265.09,243.61,226.70,264.98,264.73,279.75,283.80,268.67,264.82,271.53,267.63,,281.19,289.41,292.09,,,,288.63,,,,,293.88,297.49,300.11,293.64,299.08,304.19,299.09,,271.63,261.38,269.72,281.61,291.65,295.17,295.36,302.30
2001-08-15 22:03:26+00:00,L7,352.56,314.86,317.47,305.95,294.55,296.59,307.01,294.11,300.12,300.28,296.98,286.58,281.30,294.54,274.95,270.24,278.97,293.54,299.17,308.19,309.63,312.83,319.09,318.84,311.55,306.02,305.89,305.11,311.37,301.94,296.26,310.16,312.72,305.28,305.41,292.85,295.52,321.51,325.48,311.27,303.75,302.24,318.40,324.52,310.71,312.45,301.89,304.88
2001-11-19 22:03:08+00:00,L7,353.08,306.16,294.84,297.04,299.90,296.77,301.03,293.94,299.77,297.46,295.70,291.31,285.81,293.29,300.59,300.52,301.24,308.30,302.85,308.23,310.69,311.14,315.87,323.03,322.52,320.59,313.93,310.64,320.58,324.79,328.52,321.69,318.68,309.44,301.85,316.73,,,,,,,,,,,,
2001-12-12 22:09:26+00:00,L7,352.96,306.94,302.92,295.98,304.08,299.72,306.37,303.95,306.15,315.23,301.43,289.37,299.92,301.66,305.72,305.50,305.89,310.44,317.97,324.01,315.49,320.52,333.17,335.45,329.05,312.01,315.97,321.16,336.78,327.47,324.31,322.77,317.91,307.02,314.47,332.41,343.27,330.58,330.65,328.40,327.48,330.05,329.14,319.81,322.56,322.85,321.58,322.12
2002-01-29 22:09:33+00:00,L7,390.91,319.22,316.65,319.30,321.63,321.21,314.29,315.82,319.17,321.59,321.43,316.84,315.78,315.72,312.54,321.09,318.53,324.79,323.43,327.08,328.10,336.17,335.71,338.53,350.20,350.98,343.48,344.88,346.29,351.83,345.14,339.01,339.83,342.85,330.55,343.06,342.91,351.16,354.27,348.74,348.81,357.58,369.05,360.44,351.25,355.48,356.86,355.25
2002-04-12 22:03:25+00:00,L7,333.00,312.86,305.99,310.76,294.77,297.15,305.49,303.98,285.35,296.88,297.22,289.38,283.02,295.19,297.32,300.75,300.89,303.56,317.89,305.63,310.43,315.01,319.15,327.20,322.58,310.35,328.95,339.48,322.53,319.47,319.73,325.33,326.54,335.05,335.50,323.89,342.07,352.12,351.91,343.63,334.00,351.20,364.74,368.32,359.63,348.38,344.92,346.02
2002-05-05 22:09:37+00:00,L7,313.87,273.05,287.60,276.89,258.64,240.44,254.34,,239.46,220.90,242.39,262.06,267.40,241.76,266.20,268.05,268.64,260.97,271.18,263.97,265.84,274.99,282.83,286.89,283.83,290.83,296.42,292.85,294.99,292.18,,292.45,289.11,293.24,302.26,305.68,304.56,311.19,316.98,315.85,313.65,314.71,311.36,333.51,321.55,310.97,319.90,320.92
2002-05-14 22:03:19+00:00,L7,325.16,312.69,313.73,309.66,309.96,300.17,309.87,298.07,297.61,297.54,297.46,308.80,302.11,303.18,308.48,285.67,284.82,312.85,302.68,287.53,316.52,320.45,316.22,325.27,319.83,328.85,330.71,331.39,332.39,336.34,329.34,320.51,297.69,302.04,303.74,309.63,329.89,333.23,340.62,341.17,335.79,344.07,351.61,349.65,343.17,311.52,317.07,321.20
2002-06-15 22:03:07+00:00,L7,254.61,245.12,228.03,223.78,231.46,227.31,233.66,213.04,224.70,217.88,230.27,227.29,224.19,225.53,220.36,220.23,218.39,232.49,249.27,244.34,246.47,245.01,270.75,263.13,276.01,281.67,291.82,290.45,290.29,,,287.68,273.64,288.18,293.11,285.74,277.03,268.90,279.75,262.75,255.16,249.10,251.33,259.16,279.95,283.99,297.67,298.04
2002-06-22 22:09:15+00:00,L7,279.64,259.40,251.22,242.25,238.22,,291.67,254.83,253.34,250.73,246.09,257.31,270.17,264.00,244.37,261.74,251.14,262.20,258.62,261.21,257.75,263.49,272.08,291.00,289.58,292.60,298.75,295.34,300.45,296.43,291.11,290.87,288.23,292.86,294.76,289.60,285.07,277.03,283.93,263.95,263.77,255.29,269.51,275.72,302.35,292.73,313.86,300.45
2002-09-10 22:08:43+00:00,L7,352.85,294.54,300.49,299.06,294.03,289.03,291.94,294.75,285.49,295.75,293.11,284.29,294.08,293.91,293.22,288.93,296.37,286.39,290.36,305.98,303.58,306.39,318.19,309.90,301.34,304.50,308.37,317.62,323.35,320.91,322.01,317.09,311.84,315.62,311.36,313.97,323.01,322.91,327.80,329.22,326.95,336.57,333.96,341.16,343.36,331.09,333.72,337.46
2002-12-24 22:02:57+00:00,L7,323.07,305.37,298.32,291.86,292.18,291.92,286.24,289.50,289.49,294.33,292.98,291.36,289.87,294.25,300.62,299.56,293.86,294.85,299.01,298.11,311.04,310.39,317.32,320.69,324.45,326.72,323.51,319.91,317.81,323.10,316.38,313.36,312.18,309.46,315.62,313.44,318.08,319.66,327.41,326.21,328.84,333.68,335.26,345.40,345.86,340.64,340.34,341.21
2003-02-01 22:09:21+00:00,L7,382.89,320.39,311.87,326.52,318.39,310.46,310.84,308.14,310.94,321.08,316.17,298.00,305.80,318.22,317.71,305.28,301.86,321.41,322.76,323.16,323.83,324.23,329.95,335.93,354.03,350.43,343.65,348.02,336.30,331.36,322.78,327.03,347.00,355.58,349.39,347.45,342.33,346.61,340.83,351.04,360.24,361.15,363.02,368.82,363.85,355.18,352.80,352.36
