dates,nzd0509-0000,nzd0509-0001,nzd0509-0002,nzd0509-0003,nzd0509-0004,nzd0509-0005,nzd0509-0006,nzd0509-0007,nzd0509-0008,nzd0509-0009,nzd0509-0010,nzd0509-0011,nzd0509-0012,nzd0509-0013,nzd0509-0014,satname
1999-08-26 22:07:32+00:00,382.70,,,,,,,349.38,,,,357.34,353.72,349.13,341.04,L7
2000-02-25 22:13:25+00:00,,,,313.06,312.24,316.25,313.24,,315.29,,,,,,,L7
2000-05-08 22:06:44+00:00,369.61,339.11,326.42,339.03,340.97,329.75,328.76,321.52,328.10,292.01,315.35,330.33,321.55,319.46,329.76,L7
2000-05-15 22:12:54+00:00,,,,,,,,,,,,,336.23,340.19,333.42,L7
2000-05-31 22:12:42+00:00,,346.99,348.25,342.63,320.73,331.32,335.59,328.55,326.64,301.46,298.89,334.59,345.52,349.18,339.71,L7
2000-08-03 22:11:55+00:00,377.81,339.85,327.07,335.89,340.11,332.77,327.88,318.33,321.50,321.36,327.33,331.19,333.01,337.36,326.35,L7
2000-09-20 22:11:14+00:00,372.94,316.09,315.55,329.19,321.76,318.42,319.31,325.87,326.02,322.04,325.72,321.02,,301.65,324.57,L7
2001-01-03 22:05:00+00:00,412.83,337.80,337.24,346.78,346.84,337.99,347.87,352.23,357.49,349.37,352.52,342.88,337.12,,357.80,L7
2001-06-28 22:03:56+00:00,377.02,313.86,328.56,345.25,,,,325.25,320.42,304.26,315.39,311.69,314.06,299.24,317.83,L7
2001-07-14 22:03:57+00:00,,,,,325.18,325.91,316.85,296.62,302.70,292.94,302.01,320.63,317.90,296.69,304.34,L7
2001-08-15 22:03:26+00:00,383.97,342.62,351.12,355.59,343.60,330.04,329.87,318.76,307.47,316.07,332.10,338.28,327.12,349.77,356.21,L7
2001-11-03 22:02:58+00:00,373.80,354.63,352.11,356.70,360.77,351.98,348.13,345.60,,343.48,345.07,348.03,350.68,359.35,353.10,L7
2002-04-12 22:03:25+00:00,374.66,360.73,361.08,367.38,368.48,365.13,357.69,360.02,,352.96,354.19,355.17,360.40,360.51,347.37,L7
2002-06-15 22:03:07+00:00,348.93,305.80,301.39,321.29,315.14,322.49,304.81,,288.09,,,303.74,316.66,310.62,313.29,L7
2002-08-18 22:02:45+00:00,373.96,321.39,313.14,326.75,327.82,329.64,328.66,,316.61,322.00,335.57,329.88,303.30,310.45,315.80,L7
2003-03-14 22:03:20+00:00,370.31,334.67,333.92,335.08,327.59,312.84,307.74,320.17,329.22,328.23,322.64,332.86,335.12,325.65,318.51,L7
2003-08-05 22:02:59+00:00,425.01,,,,,281.42,,,,,,,,,,L7
2003-08-13 21:51:32+00:00,,327.95,292.76,,,,271.11,,,340.73,339.21,339.55,342.85,359.94,342.02,L5
2003-08-29 21:51:49+00:00,,,,305.70,333.52,333.87,322.46,328.50,339.99,342.53,334.23,340.35,351.52,347.12,332.90,L5
2003-10-24 22:02:58+00:00,388.42,325.27,325.80,339.43,343.27,342.97,332.89,345.89,354.13,346.05,328.00,330.86,345.57,333.35,,L7
2003-11-09 22:03:06+00:00,422.46,327.51,325.88,341.17,353.40,346.90,338.90,349.97,357.90,357.55,342.36,340.77,359.80,375.76,357.35,L7
2003-11-17 21:52:57+00:00,,323.26,327.62,336.56,341.02,328.68,322.75,331.69,332.40,334.70,333.95,344.75,340.37,340.38,343.70,L5
2004-04-25 21:54:35+00:00,,,,348.42,321.05,,287.44,293.24,336.62,355.38,348.86,354.44,346.81,356.82,357.97,L5
2004-06-12 21:55:59+00:00,,355.28,330.18,333.03,314.00,319.23,312.59,296.64,289.96,,296.57,344.56,349.69,352.36,368.53,L5
2004-07-22 22:03:32+00:00,,,,,,,323.13,305.36,325.22,326.94,321.92,326.47,,,,L7
2004-08-15 21:57:37+00:00,369.57,334.11,335.41,335.32,335.06,318.37,319.32,303.81,331.02,332.60,338.69,337.56,340.48,328.96,323.65,L5
2004-09-08 22:03:17+00:00,389.32,344.46,342.08,333.47,,,,,,,,,,,,L7
2004-09-24 22:03:12+00:00,390.64,345.36,340.96,334.42,331.99,330.19,328.12,324.63,332.02,333.84,344.88,350.65,342.51,332.69,351.34,L7
2004-10-10 22:03:07+00:00,388.12,343.06,333.92,340.30,336.72,329.41,327.25,325.83,330.87,339.25,333.52,339.32,341.69,329.88,341.04,L7
2004-10-18 21:59:11+00:00,415.77,346.43,341.92,348.83,343.83,338.81,330.48,326.74,335.56,348.07,345.25,350.37,348.17,340.80,339.99,L5
2004-11-03 21:59:30+00:00,417.04,347.37,342.67,349.29,342.19,335.44,,,,,,,,,,L5
2004-11-19 21:59:42+00:00,,312.06,313.00,332.26,323.27,334.84,370.35,373.60,,,,,,,,L5
2005-01-13 22:06:52+00:00,416.14,339.89,344.90,346.62,340.94,336.31,340.73,339.60,335.01,337.07,335.05,339.98,338.65,338.06,333.91,L5
2005-02-14 22:07:21+00:00,416.89,345.34,354.22,352.35,,,,,,,,,,,,L5
2005-04-04 22:04:14+00:00,,,,,,322.60,328.32,327.15,336.19,322.52,319.35,,,,,L7
2005-04-19 22:07:55+00:00,,,,,294.68,300.11,293.72,279.54,,271.43,270.67,284.32,303.33,,296.51,L5
2005-04-20 22:04:08+00:00,,,,311.74,307.10,300.91,307.19,300.72,308.52,304.03,308.00,300.65,313.12,,,L7
2005-05-05 22:08:01+00:00,382.86,341.98,335.11,338.37,344.59,341.52,336.32,303.78,310.55,300.60,332.20,334.82,345.85,339.60,337.36,L5
2005-06-07 22:04:06+00:00,345.60,338.67,332.44,319.18,318.58,321.27,325.38,320.81,293.39,279.93,279.76,341.72,329.90,329.00,321.19,L7
2005-06-15 22:02:10+00:00,382.63,345.77,,327.95,311.01,300.56,330.04,286.45,280.61,271.49,266.42,334.93,316.28,322.43,,L5
