dates,satname,nzd0080-0000,nzd0080-0001,nzd0080-0002,nzd0080-0003
1999-08-26 22:04:44+00:00,L7,315.93,319.05,324.96,343.51
1999-09-27 22:04:48+00:00,L7,319.26,314.62,320.08,339.24
1999-11-14 22:04:42+00:00,L7,327.52,319.74,319.88,340.54
2000-01-01 22:04:37+00:00,L7,332.55,327.19,330.48,342.99
2000-05-24 22:03:46+00:00,L7,328.95,329.14,330.85,344.81
2000-08-12 22:02:54+00:00,L7,330.82,332.63,331.52,353.97
2000-09-13 22:02:26+00:00,L7,314.06,315.28,318.95,339.60
2000-10-15 22:01:56+00:00,L7,314.20,310.73,311.03,299.60
2001-01-03 22:02:12+00:00,L7,323.12,318.84,326.72,346.85
2001-05-11 22:01:45+00:00,L7,302.45,294.71,304.06,319.99
2001-06-12 22:01:24+00:00,L7,321.39,315.92,324.03,341.96
2001-08-15 22:00:38+00:00,L7,332.99,331.86,338.51,351.73
2001-11-19 22:00:20+00:00,L7,312.04,307.73,315.49,339.10
2001-12-05 22:00:18+00:00,L7,307.14,300.14,307.80,320.20
2001-12-21 22:00:29+00:00,L7,309.93,311.72,315.08,342.90
2002-01-06 22:00:31+00:00,L7,316.77,325.35,333.13,348.29
2002-01-22 22:00:40+00:00,L7,325.50,327.75,331.60,357.84
2002-03-27 22:00:37+00:00,L7,314.52,312.24,324.32,340.13
2002-04-28 22:00:38+00:00,L7,310.05,320.21,320.05,334.93
2002-06-15 22:00:19+00:00,L7,325.28,325.86,331.92,348.63
2002-07-01 22:00:15+00:00,L7,323.99,324.08,327.87,349.36
2002-07-17 22:00:08+00:00,L7,334.00,329.95,334.93,348.27
2002-08-18 21:59:57+00:00,L7,324.08,323.79,331.81,358.33
2002-09-19 21:59:35+00:00,L7,316.94,316.72,323.66,344.13
2003-02-10 22:00:29+00:00,L7,329.66,324.36,334.10,352.05
2003-02-26 22:00:28+00:00,L7,322.35,313.72,329.83,381.02
2003-07-28 21:48:28+00:00,L5,316.25,311.48,315.09,331.77
2003-08-05 22:00:11+00:00,L7,332.08,323.08,327.93,343.16
2003-08-29 21:49:02+00:00,L5,312.97,311.76,319.40,332.85
2003-09-14 21:49:18+00:00,L5,324.29,322.81,326.07,348.22
2003-11-09 22:00:18+00:00,L7,315.31,316.92,324.67,340.12
2003-11-25 22:00:29+00:00,L7,301.01,296.75,296.03,309.11
2003-12-19 21:50:27+00:00,L5,338.26,335.97,341.25,362.65
2004-02-21 21:50:47+00:00,L5,324.21,318.69,324.54,339.43
2004-05-03 22:00:59+00:00,L7,324.64,318.72,328.23,341.42
2004-06-12 21:53:11+00:00,L5,346.41,349.86,,559.88
2004-06-20 22:00:50+00:00,L7,316.69,325.16,323.14,
2004-07-06 22:00:48+00:00,L7,316.30,316.93,,
2004-07-30 21:54:28+00:00,L5,326.80,327.03,327.20,347.93
2004-11-11 22:00:45+00:00,L7,325.57,318.48,325.52,341.11
2004-11-19 21:56:55+00:00,L5,328.55,327.20,335.27,351.28
2005-01-14 22:01:13+00:00,L7,313.18,,317.67,332.34
2005-02-23 21:58:31+00:00,L5,320.38,311.88,321.11,335.39
2005-03-03 22:01:30+00:00,L7,323.89,318.86,328.12,343.03
2005-03-11 21:58:44+00:00,L5,316.42,314.04,319.29,331.50
2005-04-12 21:58:55+00:00,L5,317.97,308.42,327.53,333.22
2005-05-30 21:59:15+00:00,L5,,321.34,327.34,342.97
2005-06-07 22:01:19+00:00,L7,319.21,313.84,325.23,342.40
2005-07-09 22:01:14+00:00,L7,,311.19,317.11,339.70
2005-07-17 21:59:35+00:00,L5,326.55,323.60,327.70,351.34
2005-07-25 22:01:13+00:00,L7,321.83,317.29,,352.37
2005-08-10 22:01:10+00:00,L7,,324.45,321.07,339.91
2005-10-05 21:59:53+00:00,L5,322.31,318.75,323.41,340.26
2005-10-13 22:00:54+00:00,L7,332.57,334.64,344.12,358.46
2005-11-22 22:00:23+00:00,L5,335.60,317.30,322.83,
2005-11-30 22:01:24+00:00,L7,318.74,312.42,315.20,338.87
2006-01-17 22:01:43+00:00,L7,318.26,315.34,320.90,338.63
2006-02-18 22:01:53+00:00,L7,304.33,303.69,306.28,321.47
2006-03-14 22:02:55+00:00,L5,311.77,308.70,313.28,324.82
2006-04-15 22:03:30+00:00,L5,323.92,323.57,327.87,346.42
2006-05-17 22:03:57+00:00,L5,329.56,326.23,329.47,348.33
2006-06-10 22:01:49+00:00,L7,332.87,329.63,329.63,348.45
2006-06-26 22:01:44+00:00,L7,320.54,,317.93,338.51
2006-07-04 22:04:41+00:00,L5,344.33,342.35,344.08,357.86
2006-07-28 22:01:30+00:00,L7,309.99,314.09,322.39,340.12
2006-09-14 22:01:21+00:00,L7,325.40,325.25,332.92,353.57
2006-10-16 22:01:19+00:00,L7,,,315.93,324.81
2006-11-25 22:06:19+00:00,L5,281.59,281.59,295.74,325.96
2006-12-11 22:06:28+00:00,L5,218.19,227.61,243.99,262.04
2006-12-19 22:02:00+00:00,L7,321.39,321.14,327.85,347.58
