dates,nzd0080-0000,nzd0080-0001,nzd0080-0002,nzd0080-0003,satname
1999-08-26 22:04:44+00:00,316.26,319.40,325.29,343.86,L7
1999-09-27 22:04:48+00:00,322.98,322.54,327.90,347.08,L7
1999-11-14 22:04:42+00:00,325.94,323.14,326.67,346.43,L7
2000-01-01 22:04:37+00:00,326.09,322.56,326.12,343.98,L7
2000-05-24 22:03:46+00:00,328.97,326.28,328.88,342.02,L7
2000-08-12 22:02:54+00:00,328.44,329.36,329.74,347.86,L7
2000-09-13 22:02:26+00:00,324.20,325.25,326.70,345.69,L7
2000-10-15 22:01:56+00:00,324.15,324.21,325.23,336.76,L7
2001-01-03 22:02:12+00:00,321.55,320.43,323.06,336.06,L7
2001-05-11 22:01:45+00:00,315.62,309.77,318.23,336.42,L7
2001-06-12 22:01:24+00:00,317.95,312.25,320.57,338.70,L7
2001-08-15 22:00:38+00:00,318.68,313.89,321.94,337.62,L7
2001-11-19 22:00:20+00:00,322.47,318.86,326.34,344.62,L7
2001-12-05 22:00:18+00:00,320.92,316.59,323.99,340.93,L7
2001-12-21 22:00:29+00:00,318.44,315.95,322.14,341.57,L7
2002-01-06 22:00:31+00:00,317.64,317.34,323.87,342.42,L7
2002-01-22 22:00:40+00:00,318.58,318.68,324.79,344.60,L7
2002-03-27 22:00:37+00:00,316.95,316.94,323.87,344.19,L7
2002-04-28 22:00:38+00:00,317.28,318.80,324.64,344.27,L7
2002-06-15 22:00:19+00:00,319.18,322.81,328.19,347.75,L7
2002-07-01 22:00:15+00:00,321.11,324.44,329.91,348.39,L7
2002-07-17 22:00:08+00:00,323.74,324.95,329.97,348.13,L7
2002-08-18 21:59:57+00:00,322.36,323.08,328.85,347.00,L7
2002-09-19 21:59:35+00:00,321.06,321.62,327.59,346.03,L7
2003-02-10 22:00:29+00:00,318.45,316.21,324.74,346.09,L7
2003-02-26 22:00:28+00:00,318.87,313.91,325.08,354.71,L7
2003-07-28 21:48:28+00:00,319.75,313.34,323.34,351.77,L5
2003-08-05 22:00:11+00:00,322.17,315.07,323.82,348.91,L7
2003-08-29 21:49:02+00:00,322.40,317.52,322.77,338.01,L5
2003-09-14 21:49:18+00:00,325.01,321.11,325.74,342.82,L5
2003-11-09 22:00:18+00:00,324.11,321.38,326.57,343.39,L7
2003-11-25 22:00:29+00:00,322.10,319.21,323.31,339.62,L7
2003-12-19 21:50:27+00:00,323.26,320.40,324.73,341.70,L5
2004-02-21 21:50:47+00:00,325.32,323.48,327.97,345.06,L5
2004-05-03 22:00:59+00:00,323.77,320.68,326.03,341.82,L7
2004-06-12 21:53:11+00:00,331.10,328.40,331.08,347.56,L5
2004-06-20 22:00:50+00:00,329.24,329.43,329.75,344.24,L7
2004-07-06 22:00:48+00:00,328.23,328.60,329.75,344.24,L7
2004-07-30 21:54:28+00:00,327.27,327.57,328.03,343.94,L5
2004-11-11 22:00:45+00:00,326.31,327.44,325.36,341.40,L7
2004-11-19 21:56:55+00:00,326.37,327.07,327.37,344.03,L5
2005-01-14 22:01:13+00:00,324.30,321.49,327.19,343.99,L7
2005-02-23 21:58:31+00:00,324.78,319.38,327.75,343.06,L5
2005-03-03 22:01:30+00:00,324.74,319.43,327.96,343.20,L7
2005-03-11 21:58:44+00:00,324.98,320.42,328.14,342.97,L5
2005-04-12 21:58:55+00:00,325.23,319.97,329.31,342.91,L5
2005-05-30 21:59:15+00:00,325.19,319.24,328.73,341.94,L5
2005-06-07 22:01:19+00:00,324.73,318.91,328.69,342.49,L7
2005-07-09 22:01:14+00:00,324.73,318.80,328.06,343.01,L7
2005-07-17 21:59:35+00:00,323.59,318.16,326.79,342.71,L5
2005-07-25 22:01:13+00:00,324.59,319.10,326.79,344.81,L7
2005-08-10 22:01:10+00:00,324.59,320.21,326.76,344.90,L7
2005-10-05 21:59:53+00:00,325.49,321.17,327.06,346.58,L5
2005-10-13 22:00:54+00:00,324.81,322.06,326.85,347.35,L7
2005-11-22 22:00:23+00:00,327.12,321.90,326.74,347.35,L5
2005-11-30 22:01:24+00:00,325.88,321.20,325.53,347.16,L7
2006-01-17 22:01:43+00:00,328.29,323.94,327.44,348.77,L7
2006-02-18 22:01:53+00:00,325.08,320.32,325.23,342.83,L7
2006-03-14 22:02:55+00:00,323.77,319.28,324.11,340.56,L5
2006-04-15 22:03:30+00:00,323.94,318.97,322.89,339.95,L5
2006-05-17 22:03:57+00:00,325.76,321.09,324.85,342.60,L5
2006-06-10 22:01:49+00:00,325.51,323.56,326.63,343.72,L7
2006-06-26 22:01:44+00:00,325.32,323.56,325.91,343.53,L7
2006-07-04 22:04:41+00:00,327.13,325.56,327.61,344.72,L5
2006-07-28 22:01:30+00:00,325.76,324.98,327.46,344.56,L7
2006-09-14 22:01:21+00:00,329.05,329.17,331.58,350.15,L7
2006-10-16 22:01:19+00:00,328.73,328.78,327.94,345.01,L7
2006-11-25 22:06:19+00:00,321.08,320.30,323.42,342.13,L5
2006-12-19 22:02:00+00:00,319.87,319.49,323.77,342.65,L7
2007-01-04 22:02:01+00:00,318.43,318.35,323.71,342.25,L7
2007-01-20 22:02:03+00:00,320.49,319.63,324.63,342.37,L7
2007-03-25 22:02:21+00:00,320.27,317.91,323.58,339.50,L7
2007-05-12 22:02:11+00:00,321.03,318.65,328.25,343.99,L7
2007-05-28 22:02:04+00:00,330.45,326.24,334.49,346.71,L7
2007-09-09 22:04:57+00:00,326.83,321.23,333.75,345.52,L5
2007-11-20 22:01:58+00:00,325.71,320.41,329.54,343.79,L7
2008-02-24 22:02:02+00:00,315.41,312.12,316.79,337.47,L7
2008-04-28 22:01:53+00:00,314.99,312.08,313.03,334.11,L7
2008-07-01 22:01:22+00:00,319.35,314.30,316.39,333.12,L7
2008-08-18 22:00:56+00:00,316.09,316.56,323.56,344.14,L7
2008-10-21 22:00:36+00:00,319.12,321.79,331.49,350.05,L7
2009-01-01 21:56:31+00:00,319.96,325.91,334.18,349.77,L5
2009-01-25 22:01:34+00:00,319.57,324.10,331.89,348.04,L7
2009-02-02 21:57:22+00:00,321.55,323.63,331.22,348.57,L5
2009-03-30 22:02:04+00:00,324.76,320.75,327.05,344.31,L7
2009-06-02 22:02:15+00:00,323.41,320.06,326.82,344.15,L7
2009-06-18 22:02:13+00:00,324.60,321.53,327.45,344.15,L7
2009-07-04 22:02:11+00:00,323.29,320.48,325.59,341.71,L7
2009-07-20 22:02:06+00:00,323.61,320.92,325.87,343.08,L7
2009-08-05 22:02:01+00:00,323.30,320.96,325.96,340.62,L7
2009-09-06 22:01:59+00:00,322.56,321.34,326.09,340.75,L7
2009-11-25 22:02:33+00:00,323.57,323.72,328.26,344.62,L7
2009-12-27 22:03:02+00:00,324.16,324.21,329.98,346.32,L7
2010-01-20 22:02:37+00:00,325.01,326.01,331.26,348.46,L5
2010-03-17 22:03:57+00:00,326.32,325.91,330.80,346.23,L7
2010-05-04 22:03:59+00:00,325.60,324.82,330.02,345.96,L7
2010-06-21 22:03:58+00:00,325.61,323.93,328.82,346.25,L7
2010-07-07 22:04:01+00:00,325.66,322.49,325.20,343.71,L7
2010-07-23 22:04:02+00:00,324.54,320.23,323.61,341.79,L7
2010-09-25 22:04:05+00:00,326.38,321.80,325.30,345.00,L7
2011-01-07 22:01:44+00:00,328.68,324.89,329.30,345.66,L5
2011-01-15 22:05:06+00:00,328.70,325.06,329.36,344.75,L7
2011-03-12 22:01:43+00:00,331.64,328.35,333.24,346.84,L5
2011-04-05 22:05:26+00:00,330.96,328.30,332.16,346.28,L7
2011-05-07 22:05:25+00:00,326.01,324.57,329.60,340.88,L7
2011-07-10 22:05:20+00:00,325.30,324.08,328.76,339.81,L7
2011-08-11 22:05:13+00:00,321.42,321.16,325.97,337.69,L7
2011-08-27 22:05:11+00:00,321.97,321.34,325.95,340.68,L7
2011-09-12 22:05:05+00:00,319.29,319.24,324.08,339.96,L7
2011-10-14 22:05:04+00:00,318.23,317.50,322.31,337.15,L7
2012-01-18 22:05:49+00:00,315.64,312.10,321.03,340.22,L7
2012-04-07 22:05:52+00:00,310.24,305.00,312.64,324.01,L7
2012-04-23 22:06:04+00:00,312.28,300.44,309.97,318.79,L7
2012-06-26 22:06:18+00:00,315.18,307.86,319.00,331.57,L7
2012-07-12 22:06:34+00:00,317.59,307.86,324.60,335.86,L7
2013-03-09 22:07:57+00:00,321.79,320.30,321.73,337.30,L7
2013-04-26 22:07:43+00:00,327.81,324.80,328.15,343.98,L7
2013-05-12 22:07:41+00:00,324.55,322.79,327.15,345.24,L7
2013-05-20 22:13:50+00:00,325.30,323.53,328.83,343.63,L8
2013-05-28 22:07:35+00:00,328.52,326.04,331.54,346.73,L7
2013-06-21 22:13:43+00:00,327.95,326.03,331.75,345.54,L8
2013-07-07 22:13:48+00:00,327.37,325.76,331.48,345.02,L8
2013-07-15 22:07:11+00:00,327.03,325.26,330.85,345.02,L7
2013-08-16 22:07:07+00:00,326.31,324.56,329.65,343.45,L7
2013-09-09 22:13:25+00:00,326.66,325.46,330.59,344.33,L8
2013-09-17 22:07:29+00:00,324.74,323.61,328.86,341.86,L7
2013-10-19 22:07:51+00:00,324.27,323.08,328.86,341.86,L7
2013-10-27 22:13:31+00:00,321.23,320.88,327.23,342.71,L8
2013-11-28 22:13:25+00:00,319.70,319.62,324.94,339.99,L8
2013-12-14 22:13:21+00:00,319.30,319.37,324.63,340.29,L8
2014-01-31 22:12:28+00:00,317.28,317.01,322.66,340.09,L8
2014-02-08 22:08:40+00:00,317.28,316.22,320.31,336.09,L7
2014-02-24 22:08:31+00:00,316.65,315.99,320.51,337.09,L7
2014-03-04 22:11:59+00:00,317.15,315.73,320.30,337.85,L8
2014-03-28 22:08:46+00:00,318.43,315.42,320.00,339.74,L7
2014-04-05 22:11:34+00:00,318.76,315.63,319.24,338.79,L8
2014-04-21 22:11:42+00:00,319.55,316.25,319.66,338.79,L8
2014-04-29 22:09:01+00:00,322.76,318.39,320.41,339.37,L7
2014-05-15 22:09:08+00:00,323.96,319.44,321.35,340.12,L7
2014-05-23 22:11:18+00:00,324.24,319.55,322.08,340.47,L8
2014-05-31 22:09:12+00:00,323.67,319.11,321.66,340.03,L7
2014-06-16 22:09:12+00:00,325.09,319.96,322.36,339.98,L7
2014-07-02 22:09:19+00:00,325.42,320.82,323.51,341.25,L7
2014-08-03 22:09:27+00:00,325.81,320.93,323.40,341.40,L7
2014-08-11 22:11:28+00:00,325.61,321.90,325.51,344.56,L8
2014-09-20 22:09:32+00:00,326.12,322.28,325.83,345.28,L7
2014-10-06 22:09:44+00:00,325.47,322.12,326.62,344.46,L7
2014-10-14 22:11:38+00:00,324.70,321.73,326.22,344.27,L8
2014-12-01 22:11:36+00:00,321.41,319.34,326.24,343.06,L8
2014-12-09 22:10:12+00:00,321.74,319.54,326.56,343.42,L7
2015-02-27 22:10:40+00:00,321.20,317.80,323.47,341.74,L7
2015-03-07 22:11:06+00:00,322.11,318.02,324.83,342.97,L8
2015-03-15 22:10:46+00:00,319.74,315.22,321.67,339.54,L7
2015-05-02 22:11:08+00:00,322.46,316.98,322.72,341.52,L7
2015-05-10 22:10:52+00:00,322.00,317.29,322.70,341.72,L8
2015-05-18 22:11:16+00:00,322.06,317.99,323.28,342.24,L7
2015-06-03 22:11:21+00:00,321.73,317.57,322.08,340.39,L7
2015-06-11 22:10:40+00:00,321.84,318.87,322.58,340.39,L8
2015-06-27 22:10:46+00:00,322.77,320.51,323.88,342.34,L8
2015-07-21 22:11:34+00:00,323.21,320.62,324.24,342.73,L7
2015-07-29 22:11:25+00:00,323.55,321.31,325.53,343.34,L8
2015-08-06 22:11:37+00:00,322.74,320.36,325.23,342.83,L7
2015-08-14 22:11:31+00:00,322.01,319.90,324.65,342.62,L8
2015-08-22 22:11:39+00:00,322.23,320.33,324.80,342.55,L7
2015-09-23 22:11:46+00:00,322.10,322.25,326.29,343.84,L7
2015-11-02 22:11:55+00:00,322.50,322.78,327.58,344.26,L8
2015-12-20 22:11:57+00:00,326.15,323.82,329.34,345.01,L8
2015-12-28 22:13:09+00:00,325.64,321.38,327.07,341.63,L7
2016-02-22 22:11:18+00:00,328.38,321.72,326.73,338.39,L8
2016-03-09 22:11:40+00:00,326.93,322.55,327.05,338.52,L8
2016-04-02 22:13:58+00:00,327.33,322.07,327.05,338.52,L7
2016-04-26 22:10:57+00:00,327.47,323.47,328.41,341.84,L8
2016-05-04 22:14:11+00:00,323.94,321.03,325.68,339.83,L7
2016-05-12 22:11:20+00:00,323.57,321.98,326.75,341.01,L8
2016-05-20 22:14:14+00:00,322.49,321.47,326.07,340.60,L7
2016-06-13 22:11:30+00:00,323.29,322.11,326.82,342.01,L8
2016-07-07 22:14:22+00:00,320.05,322.27,326.25,341.94,L7
2016-07-15 22:11:22+00:00,321.23,323.29,326.73,343.00,L8
2016-08-16 22:11:53+00:00,320.85,323.05,326.51,342.54,L8
2016-09-09 22:14:31+00:00,321.77,323.65,326.55,343.01,L7
2016-10-19 22:11:45+00:00,322.02,325.04,327.62,344.25,L8
2016-11-20 22:12:09+00:00,324.48,326.84,328.87,346.22,L8
2016-12-14 22:14:15+00:00,323.30,325.68,327.13,343.98,L7
2016-12-30 22:14:08+00:00,322.38,323.80,326.12,342.39,L7
2017-02-16 22:13:47+00:00,323.69,324.32,328.24,345.16,L7
2017-04-29 22:11:06+00:00,323.76,320.75,326.86,342.91,L8
2017-06-08 22:14:24+00:00,325.14,321.80,325.56,341.48,L7
2017-06-24 22:14:27+00:00,326.98,322.92,326.53,340.57,L7
2017-07-02 22:11:35+00:00,330.54,327.50,329.32,341.84,L8
2017-07-10 22:14:28+00:00,330.90,327.50,329.32,342.56,L7
2017-07-26 22:14:27+00:00,332.53,328.57,330.33,344.01,L7
2017-08-19 22:11:53+00:00,330.95,326.67,329.33,340.99,L8
2017-09-20 22:11:58+00:00,330.96,326.76,329.95,342.25,L8
2018-01-10 22:11:54+00:00,326.82,323.01,328.87,345.21,L8
2018-01-26 22:11:45+00:00,322.13,320.01,326.77,342.43,L8
2018-04-16 22:10:42+00:00,324.34,320.59,324.62,344.52,L8
