dates,nzd0080-0000,nzd0080-0001,nzd0080-0002,nzd0080-0003,satname
1999-08-26 22:04:44+00:00,316.26,319.40,325.29,343.86,L7
1999-09-27 22:04:48+00:00,329.70,325.68,330.52,350.30,L7
1999-11-14 22:04:42+00:00,331.85,324.33,324.21,345.13,L7
2000-01-01 22:04:37+00:00,326.55,320.84,324.48,336.64,L7
2000-05-24 22:03:46+00:00,331.39,331.73,333.29,347.40,L7
2000-08-12 22:02:54+00:00,325.49,326.98,326.19,348.32,L7
2000-09-13 22:02:26+00:00,315.73,317.04,320.62,341.36,L7
2000-10-15 22:01:56+00:00,323.98,321.08,320.81,309.95,L7
2001-01-03 22:02:12+00:00,321.01,316.60,324.61,344.61,L7
2001-05-11 22:01:45+00:00,310.23,302.95,311.84,328.23,L7
2001-06-12 22:01:24+00:00,322.61,317.21,325.25,343.25,L7
2001-08-15 22:00:38+00:00,323.21,321.51,328.73,341.38,L7
2001-11-19 22:00:20+00:00,321.60,317.85,325.05,349.22,L7
2001-12-05 22:00:18+00:00,316.25,309.79,316.91,329.85,L7
2001-12-21 22:00:29+00:00,312.71,314.66,317.86,345.84,L7
2002-01-06 22:00:31+00:00,314.44,322.88,330.80,345.82,L7
2002-01-22 22:00:40+00:00,323.28,325.40,329.38,355.49,L7
2002-03-27 22:00:37+00:00,313.41,311.06,323.21,338.95,L7
2002-04-28 22:00:38+00:00,319.27,329.97,329.27,344.69,L7
2002-06-15 22:00:19+00:00,331.95,332.92,338.59,355.69,L7
2002-07-01 22:00:15+00:00,324.32,324.43,328.20,349.71,L7
2002-07-17 22:00:08+00:00,330.22,325.95,331.15,344.27,L7
2002-08-18 21:59:57+00:00,314.97,314.14,322.70,348.68,L7
2002-09-19 21:59:35+00:00,313.27,312.84,319.99,340.25,L7
2003-02-10 22:00:29+00:00,327.10,321.65,331.54,349.34,L7
2003-02-26 22:00:28+00:00,316.24,307.25,323.72,374.55,L7
2003-07-28 21:48:28+00:00,315.92,311.13,314.76,331.42,L5
2003-08-05 22:00:11+00:00,329.41,320.26,325.26,340.34,L7
2003-08-29 21:49:02+00:00,321.86,321.17,328.29,342.26,L5
2003-09-14 21:49:18+00:00,332.85,331.87,334.63,357.28,L5
2003-11-09 22:00:18+00:00,320.53,322.45,329.89,345.65,L7
2003-11-25 22:00:29+00:00,312.01,308.40,307.03,320.76,L7
2003-12-19 21:50:27+00:00,330.26,327.50,333.25,354.18,L5
2004-02-21 21:50:47+00:00,334.43,329.51,334.76,350.25,L5
2004-05-03 22:00:59+00:00,321.64,315.54,325.23,338.24,L7
2004-06-12 21:53:11+00:00,338.08,341.04,,,L5
2004-06-20 22:00:50+00:00,322.80,331.63,329.25,,L7
2004-07-06 22:00:48+00:00,324.19,325.28,,,L7
2004-07-30 21:54:28+00:00,322.47,322.44,322.87,343.34,L5
2004-11-11 22:00:45+00:00,324.01,316.83,323.96,339.46,L7
2004-11-19 21:56:55+00:00,326.66,325.20,333.38,349.28,L5
2005-01-14 22:01:13+00:00,324.07,,328.56,343.87,L7
2005-02-23 21:58:31+00:00,324.38,316.12,325.11,339.63,L5
2005-03-03 22:01:30+00:00,324.56,319.57,328.79,343.74,L7
2005-03-11 21:58:44+00:00,326.20,324.39,329.07,341.85,L5
2005-04-12 21:58:55+00:00,326.75,317.71,336.31,342.51,L5
2005-05-30 21:59:15+00:00,,318.40,324.56,340.03,L5
2005-06-07 22:01:19+00:00,322.43,317.25,328.45,345.81,L7
2005-07-09 22:01:14+00:00,,318.13,323.67,346.64,L7
2005-07-17 21:59:35+00:00,317.22,313.72,318.37,341.46,L5
2005-07-25 22:01:13+00:00,330.61,326.58,,361.66,L7
2005-08-10 22:01:10+00:00,,330.21,326.51,345.67,L7
2005-10-05 21:59:53+00:00,330.42,327.34,331.52,348.85,L5
2005-10-13 22:00:54+00:00,323.35,324.88,334.90,348.70,L7
2005-11-22 22:00:23+00:00,338.71,320.59,325.94,,L5
2005-11-30 22:01:24+00:00,318.41,312.07,314.87,338.52,L7
2006-01-17 22:01:43+00:00,328.26,325.93,330.90,349.22,L7
2006-02-18 22:01:53+00:00,311.33,311.10,313.28,328.88,L7
2006-03-14 22:02:55+00:00,315.88,313.05,317.39,329.17,L5
2006-04-15 22:03:30+00:00,331.03,331.10,334.98,353.95,L5
2006-05-17 22:03:57+00:00,336.67,333.76,336.58,355.86,L5
2006-06-10 22:01:49+00:00,329.87,326.45,326.63,345.27,L7
2006-06-26 22:01:44+00:00,324.21,,321.60,342.39,L7
2006-07-04 22:04:41+00:00,339.77,337.53,339.52,353.04,L5
2006-07-28 22:01:30+00:00,317.32,321.85,329.72,347.88,L7
2006-09-14 22:01:21+00:00,324.51,324.31,332.03,352.63,L7
2006-10-16 22:01:19+00:00,,,309.49,317.99,L7
2006-11-25 22:06:19+00:00,290.81,291.35,304.96,335.72,L5
