,dates,per0011-0000,per0011-0001,per0011-0002,per0011-0003,per0011-0004,per0011-0005,per0011-0006,per0011-0007,per0011-0008,per0011-0009,per0011-0010,per0011-0011,per0011-0012,per0011-0013,per0011-0014,per0011-0015,per0011-0016,per0011-0017,per0011-0018,per0011-0019,per0011-0020,per0011-0021,per0011-0022,per0011-0023,per0011-0024,per0011-0025,per0011-0026,per0011-0027,per0011-0028,per0011-0029,per0011-0030,per0011-0031,per0011-0032,per0011-0033,per0011-0034,per0011-0035,per0011-0036,per0011-0037,per0011-0038,per0011-0039,per0011-0040,per0011-0041,per0011-0042,per0011-0043,per0011-0044,per0011-0045,per0011-0046,per0011-0047,per0011-0048,per0011-0049,per0011-0050,per0011-0051,per0011-0052,per0011-0053,per0011-0054,per0011-0055,per0011-0056,per0011-0057,per0011-0058,per0011-0059
0,1985-03-27 15:04:03+00:00,203.86337012592855,165.26860407680994,146.09573425124222,142.4147751325114,152.97366074811572,159.55076973519775,176.96465582776264,183.3266795388946,189.8791838309746,195.12806731845947,197.28188401449836,183.8175578466311,180.52224654142367,186.6265834954269,198.51141310177485,199.84331163126097,194.2295259485105,186.1986387993649,184.99122920824283,186.98015826965903,203.60717244899467,211.16819744158673,201.17808190301096,191.8565696965578,188.91132963828122,,,,,,,,,201.19295359717663,213.6217560808161,218.0603616037798,192.681248466105,188.7512919641743,184.89112474114827,202.04854716493998,203.23077469893448,197.47503072935993,188.33625836063993,184.36097602997006,182.116159680778,186.77845940781194,191.1600934231539,199.25498842226114,206.69788531604965,203.2840594990385,201.55746772232303,199.39660730890554,195.7269126259912,188.24777098909976,189.03429116492887,183.7850362063123,183.5588696803983,183.34102263161284,189.23636776259448,190.27339590986372
1,1985-09-03 15:03:06+00:00,210.76402290924258,163.08700441899205,143.67627336679533,131.62023975977746,132.1576422327339,143.98003330005832,163.0348734939548,163.95406518206636,165.58490879920384,171.63689700236606,174.91087318281762,177.71248884498485,177.34028504715417,181.09933174504383,190.35357025986008,191.88579329363185,194.0436694888637,193.0872081268869,185.01429150009315,182.02988567165974,186.71746300958807,193.224263008869,199.99498564337074,213.94179116212635,222.85459754521585,230.01996985562698,243.52196728675696,240.5063631701879,242.3688570310167,243.07020072942038,242.04097115840563,245.89508725939376,245.76773931193276,229.04978977311396,220.7778128723229,217.75198427897485,199.99279211305105,188.35675720439116,181.84807029960058,193.45532613621162,196.883948421982,185.73927093110504,182.90935468879277,180.18953516187253,174.39642751875937,173.58459256659003,177.61443043967213,187.87830432737755,206.9096239719455,224.38016796145592,226.55266404982436,221.65982999558838,213.8322961308104,207.19625879111447,199.4737004188075,193.95495982677951,194.98519180323484,189.70488238910218,199.26673048546164,205.55114100734295
2,1985-12-08 15:01:45+00:00,,,,,,,,,,,,,,,,,,178.08475159733402,162.61466662770184,166.93590036048116,183.2675454683558,185.33893960263865,185.0406718411439,198.53172068152293,207.7839056251739,217.94690591408667,226.3944005392214,230.48692117179644,224.60092384763502,237.7455240485724,232.3802789025344,244.55811641304123,247.55348247143556,245.54022806128322,248.32260660225126,228.75508351943418,204.24713180275222,185.97452228534402,184.0651139229207,199.07995213440833,195.2657393609823,186.6996769742958,174.69284067587256,170.1901539516712,171.09026656203662,172.5109683910126,177.98952497536,185.9930836052009,193.9692240000204,207.94092933404906,210.36425324414995,201.06814406197142,196.73727921800776,186.50674673679433,183.10826532401526,178.02491937022032,179.69518882464612,186.967728215128,186.90937902326382,187.85564152874164
3,1986-01-09 15:01:10+00:00,,,183.88151370174114,,,,,,,,,,,,,,189.66852131378204,193.39368852241495,,,,229.19701205765102,225.8415863564945,207.96435643113756,210.86781222769523,210.77740333827282,211.83642968730115,206.83841620643688,206.04004172538845,206.3272350319727,222.160403939008,243.54925905256033,238.80805260260976,230.53918742161267,257.2384343202508,251.06162203184613,,,195.15093287646968,196.47215840621567,200.7983687732977,187.61173441115804,187.57225531592982,190.17381448158977,189.3142285902746,194.0602590203533,194.18927134115035,200.6939286753792,208.0976528197706,218.79757859529926,221.10746466038657,210.93971095101674,206.0280296289745,199.2180856641506,191.84485789027167,184.31612749872434,186.42350336357018,190.7304535744428,193.32255973627488,195.3483829513734
4,1986-03-14 14:59:46+00:00,194.42027701203872,164.48584851917062,149.50428654933532,153.01911282690773,157.8690921613991,163.4652871463552,179.70668627511,185.46314799758474,187.323136707032,188.89291577461103,185.20809658240898,179.22270835917263,171.08201586734012,179.13280192046633,192.03502792718538,198.1115774837192,199.3566781192874,194.22750161856027,190.1296175112872,200.27208299904248,215.92639827256977,219.19831775550384,202.6860566649139,195.36730029530023,188.11839042503556,180.3925114053466,169.01247120852403,160.04187101073506,,,,199.09780680206953,218.77549432587406,203.69135951304037,204.97758381216377,207.30995942445614,194.22371910758,187.55936012067747,184.4474652625587,198.32083718710092,204.7792235262259,192.825122464569,185.03887744231545,180.12987315583572,181.9117153304235,186.08465247874332,191.43801171117613,196.73126121163534,204.8875218685596,210.70248388390783,202.5743428209382,195.85893460090193,187.97836668152053,183.70222209827097,184.9781261781027,175.47256441317728,175.04517112975552,176.83440813596735,178.51712343466718,183.61793540257062
5,1986-05-17 14:58:17+00:00,193.26021891920408,170.63053328196884,154.29619146675512,151.834270425319,151.71115106067862,159.7965814663303,181.6631559913612,190.7806624120736,197.35535262947562,203.11840653554793,197.3090884579014,196.7218664032588,187.09810978077257,194.4873619448329,207.9969959535954,197.05775266267023,198.79399070064093,195.25082357811473,193.17099467185938,194.49972194105754,202.8149983709973,206.39110036955256,199.1572188645225,196.3500744991278,189.35118582115157,180.50403197186577,186.54563163643363,171.1176273618952,,,,202.1762289774134,223.8265154264629,187.76346399574282,201.071171918251,200.6447855265622,187.7635295184288,184.70856004073056,187.3449797016645,207.84590566550852,209.65479831524772,199.47634088618275,190.83454458750177,188.09547985153011,196.2980147358067,188.82281328429767,191.54880793057944,194.43626892242403,202.43157520634927,212.98118033763902,213.00815641589054,213.82024480253693,208.60159974514585,201.32935638365407,189.05037591602206,174.3235434755668,172.95728280552902,180.15979488078182,191.7547823158746,200.09556911308584
6,1986-07-04 14:56:48+00:00,188.2372720171548,171.32251727526142,156.992378049228,155.9825382045109,151.9485655130514,162.31956601620593,183.9422096778134,191.6015709584705,192.9530825547501,194.88258270717176,194.43069944341985,191.72122086653098,191.44741797604172,186.4252246495239,200.4762591639006,195.38763711721492,196.581737526353,198.20260949674466,194.25461156602867,191.7983062900567,199.37498490409354,203.2214765694247,203.00242380793264,196.30497259600722,205.93457594022158,194.98194255429303,200.53044819087904,194.47482964962572,206.33985253964764,211.0357648689725,220.1422714267667,219.31515579995198,224.0773747182133,188.3903501945114,193.46758656470044,205.4979255424829,187.7409642474308,183.92276522931977,189.62166656971092,202.666837504593,209.27903542479575,197.87041927117224,187.8297851699605,186.57269315445777,188.03904738069343,189.39385820339461,189.23735526597966,196.33516103950652,203.90453465816358,213.96164612069094,220.1937264234913,216.81951319787746,214.45853593226582,205.50359978518404,195.76105465561636,180.63428414732283,179.2304633336338,189.3115061767428,201.69647076507377,210.6322998331326
7,1986-07-20 14:56:15+00:00,182.39090136571164,159.02454324241583,149.52883119194416,151.37911911097692,158.09335586939218,163.35662683480123,183.34701176960425,192.04818239830246,194.5828816738634,195.94762612838065,193.20968479603624,196.4718895100218,189.08177873848564,193.8254234195498,200.32609553605187,201.63016016076466,196.6532595506115,197.22515221505986,195.25165984494214,193.58845071736678,190.99734871666692,193.37551786683784,194.50704702778748,193.35473980970758,196.88431989373322,198.8051427466398,211.04001865510952,207.36811032622333,212.97932950777954,229.00173710077928,230.33837369279894,244.55427996129757,238.47380423723462,203.73627062576196,199.5487768220955,208.04790182453596,181.12049944032623,181.05584047148983,180.25710718779243,197.76642369427074,207.18429933961608,204.19507283396698,194.8800801751782,193.75202701957306,190.49935173241565,187.9895617444003,187.61346714126512,194.35600773102135,204.1936554889689,220.6406919502534,225.70237049794554,219.84971624058815,213.01799092393037,203.88003086943095,198.73717194490337,189.75206995994887,186.7613692000605,192.20807562886367,206.23779267489027,207.75122876829784
8,1986-09-06 14:54:29+00:00,183.67120236672352,158.16395500188474,148.34549785820354,145.5946148016835,148.7078262299691,165.2512072837922,181.02394951156037,184.76235470925113,187.38087182970702,183.88948546000015,184.53055646056865,184.94464761754296,184.20649057406746,186.3827185277412,193.44810010062395,193.1130668319033,194.4516218274742,196.39552034228421,182.7790081976603,179.9333106521291,183.0647104985983,184.4584110931776,185.3060964129428,200.11593347071718,205.21889374792062,206.16671146546926,220.5296113372609,218.20253584825178,221.70707394613663,224.99849697711707,230.11615008177967,238.51812530503523,232.93501259497606,208.9355000394901,207.87044076294126,212.34059799000931,190.24324256153938,181.3710727896329,183.60681964119883,192.61604804618491,198.32653612060054,189.85366256134515,190.5830764583038,186.46443024550493,185.02270929029206,179.571716887929,184.20082419905728,193.87285449032453,212.69398297731308,222.85777253537344,228.18319369734465,223.6763694997156,215.8237193051494,207.20164258066563,201.56646686627988,192.36260616160146,191.19284737104655,198.36987330483169,206.04456132943534,209.48924055777113
9,1986-11-25 14:51:54+00:00,224.22195060427967,187.7003431938288,158.9165460667921,154.85899834949225,156.52565470928772,162.60289392468883,178.3484611279062,183.91531209355193,185.05924517311473,185.36965611738106,186.6330501117839,178.06673404221004,177.81990349750882,182.45781010407708,196.66044928368453,192.70775428648804,191.60533135331698,184.43621300042102,187.8004351749142,195.52888238614494,208.70054837039729,219.0379567309136,210.82560652765784,206.13417667828745,206.15246246693982,203.54623986809867,212.8028432141358,207.90427563312977,213.37711100095927,224.97121246590265,233.2703038270456,244.91917507067444,253.24916138798613,223.2936896659329,232.759174158221,234.33382431003892,206.001081731511,192.11680050764673,183.23825411672533,201.61495213393923,200.58623115701647,187.2564932049804,181.8364849667789,183.63243418691573,184.27499523547257,188.04272286548147,190.44662119866456,200.313508593317,210.4363287990035,218.92309573852376,213.0197859594745,210.46709790290436,208.2688442486389,204.6537137674172,201.14557375154806,194.30893336943683,194.58750601911737,197.94019667325298,209.27976709074878,214.6170366663781
10,1986-12-27 14:52:50+00:00,208.26818612558566,163.55828451327062,148.31649410058847,140.5228864139276,149.06078178558184,153.61085559016593,164.2605166270985,172.35213317433175,174.10123569070825,175.62364185976557,161.75634711680829,151.43938179691247,150.9767807098399,158.01837185826358,176.09140897915245,184.8344371821279,187.25934190467325,179.92768878276905,178.15651216865558,179.4889749580041,197.6295766380793,200.05134047130994,195.24872630141192,187.61609880017593,185.98858257127117,184.77219087000316,189.54052100132122,185.9087874002501,180.67552957831222,183.3140497232188,195.70431592564137,211.1434285509692,218.6799431796813,218.38061153090666,223.1904295595095,221.28787838989675,193.87959289528567,181.63715518503201,178.18476539104662,189.07946897611544,191.45945924931556,183.23652581851744,168.684205658266,162.62788842948999,165.423434802694,170.7033403095694,178.86580500219162,182.00298974171892,184.5881792379372,190.84490768894617,190.21212677600215,186.05755190714953,183.08589877483138,177.11317487195507,178.06601949068084,172.71672146887198,175.33581395395356,179.2754915088871,185.53839377655015,193.28320215659053
