,dates,per0063-0000,per0063-0001,per0063-0002,per0063-0003,per0063-0004,per0063-0005,per0063-0006,per0063-0007,per0063-0008,per0063-0009,per0063-0010,per0063-0011,per0063-0012,per0063-0013,per0063-0014,per0063-0015,per0063-0016,per0063-0017,per0063-0018,per0063-0019,per0063-0020,per0063-0021,per0063-0022,per0063-0023
0,1985-09-28 14:57:26+00:00,215.19476016089317,202.84631499602605,209.53759110544087,207.95422676703566,208.64590264072922,207.36878906855333,228.26807131927472,243.1437748703944,250.4678453984227,257.7253317183317,,224.92241279442524,232.25555105998257,241.1987194539152,229.87744715409056,233.45985907810046,224.3898959909793,222.89030508690723,220.26658634873053,220.22954131501507,216.91833380537437,218.76448539577447,219.57929922267382,217.10621110690198
1,1986-02-19 14:54:53+00:00,215.39020045138653,214.07908782006882,205.3934743273233,204.88507252235866,204.33251799738872,205.01811988964448,227.06827156624382,244.74546080715274,256.0673688147855,264.2283750703019,243.97139445620658,228.27835769692246,233.15845847861064,242.65654413475875,232.4928313342756,234.2118119757201,239.79281323534045,227.34165799102416,227.84977484187445,224.05029736491207,233.5396606042542,242.65746041037522,234.23169206633793,224.27490707276044
2,1986-04-24 14:53:30+00:00,217.8938511822642,215.80980503696887,214.74923519439332,211.69308243177048,207.55143896893128,,236.25816684730427,250.51298117511948,253.9139336036438,261.2127720086851,250.96530687938167,234.93127598398593,233.58535699702173,246.0579707839696,239.85038922901094,242.1348947575867,243.44853536288588,244.0453410485449,237.87250309363603,243.999460623738,260.9754058694271,261.73464572800015,239.63432604951888,232.29717708851183
3,1986-09-15 14:48:50+00:00,213.9203818620532,206.06277113694938,202.62475232110336,200.69804416026489,208.93281023929814,204.6551592600798,228.12431753709717,240.53362800252523,247.53748739191332,256.7156059612763,252.35310830956809,236.1326218949782,240.41722446417143,240.713993605408,232.62014180803487,237.5162996936278,237.1409656921974,232.4250375864406,228.6697482192138,234.43321060321585,225.6826424918957,227.82128562942566,226.26186973107855,227.73554186088458
4,1987-02-06 14:48:45+00:00,207.94555787342009,200.3040404570815,201.07172419312596,204.9264622062626,191.85033784639978,189.36088505562262,203.80116484796483,222.8745825353627,230.29936600584588,246.2013920917787,225.19915991501728,207.9677961985654,,204.65355770688907,198.3028181514124,,,,202.03287246957785,201.53211215057584,203.8215660262071,225.97438616741306,212.6918635116541,205.6074006223842
5,1987-03-26 14:50:34+00:00,225.87197672906169,222.63855377652217,215.2075368358444,211.9672570618421,210.49114427881145,,242.6116796965017,259.16529547507037,265.3953995834955,266.2473964195287,250.56906684383478,247.96843460574067,244.5337431928832,240.79627672469832,240.22847163167523,244.64072739982603,253.40348411682075,250.3319461651671,235.3662448645831,229.67540679941666,,252.32358582449464,239.31741093967958,230.03071392406724
6,1990-03-02 14:49:16+00:00,,,199.16237853944165,199.99378526752758,187.19336859447696,187.72430151170488,208.47723950696178,,,,,,,,,,,,,,,,,
7,1991-04-22 14:50:18+00:00,220.25929567105828,218.9305532633918,213.78498026154452,207.12962823106756,202.09320115015242,206.85362323516412,230.99014062116254,244.92050179843253,254.38652542630817,254.01950278238823,260.36251156665423,251.24098754982896,243.06286720018198,234.80683074317602,224.26364345822512,234.090025329602,242.61113362311505,254.44586656562925,269.18582398982926,290.37749540920424,,308.69001317333596,283.1282386418368,253.87237480300635
8,1991-07-11 14:51:29+00:00,210.64864120987903,205.10209273824842,209.3451269727632,211.63196814435713,202.51083651485192,202.0467486716546,226.83103434767224,238.50796047803158,237.13764612991793,251.983691952824,244.65369545921513,247.20429949081796,243.24153380860236,243.83006410375023,254.06523662434213,248.68953430587962,228.1623959827597,230.0754350166015,241.04694207649194,256.2852100542742,254.8914975914807,269.5969417022574,267.2141206330695,242.72628064752968
9,1991-11-16 14:52:30+00:00,211.13042616325555,212.64049730358437,209.6374739211882,206.0966485491226,200.9557668187174,197.79943392917176,214.18518981034825,230.7836369905034,240.16471746936435,250.8155417754988,242.30074198092646,225.03280751324704,232.122590172407,241.63319600810638,231.2724226857759,232.54416880580226,242.11593449941176,235.2867646601544,240.42557135180851,252.72810810637017,282.08340644796044,269.34744309505857,251.10336590499602,256.23827758514665
