,dates,chi0475-0000,chi0475-0001,chi0475-0002,chi0475-0003,chi0475-0004,chi0475-0005,chi0475-0006,chi0475-0007,chi0475-0008,chi0475-0009,chi0475-0010,chi0475-0011,chi0475-0012,chi0475-0013,chi0475-0014,chi0475-0015,chi0475-0016,chi0475-0017,chi0475-0018,chi0475-0019,chi0475-0020
0,1985-01-25 14:05:39+00:00,,,,,,,,,,,,,155.4374068450939,153.61177566498822,180.74222472943512,179.9104968489591,165.53697346784674,156.14548644732275,155.47225434028036,,
1,1986-08-15 14:03:05+00:00,,206.16724089365016,189.76487037053164,153.29416025488754,,187.42854574209935,172.5174623236967,187.23076647290998,166.91046135264475,176.2125086764134,196.15231662176276,,193.13687781108592,189.55081525140093,200.12418477532958,201.6650656828935,179.99989844477832,163.51662166644525,166.9804885798591,177.40284659599013,211.64736275519903
2,1986-09-25 13:55:30+00:00,,192.3724358579618,167.11102913636734,,123.76772125640818,147.43359436964678,,,145.02466738192206,161.50215487533853,160.01437833013546,,185.05261127446076,176.62486059364613,182.1341447025226,198.6634052265107,176.158450390479,164.5903054706169,160.34081401521487,,219.34897726766536
3,1986-10-18 14:00:56+00:00,,168.82311106988357,166.20352207123375,142.92802822261172,139.1033289573694,156.3682773988333,160.6696075746699,149.83278735867367,149.14625850360807,165.85056810227206,170.51619624058299,,170.8877046130448,169.72130235011826,169.29532515390173,184.60869013918935,172.30105940325015,166.57088862040484,175.75386606279065,165.8847668226072,210.01134747610234
4,1986-10-27 13:54:26+00:00,185.0367797279098,189.9589912659457,176.7520160879871,145.4013674227062,155.64991525742528,171.0657268978828,185.10685658613224,181.21006225970567,162.46190774094322,193.57465040831033,210.49516741368274,203.00359319796323,192.37595032828776,178.96021673402657,186.9220070544753,199.26250024707315,181.73360303684484,172.0115659017247,174.2073323913837,179.4117477749543,218.9088963646477
5,1986-11-03 14:00:21+00:00,216.84080371300095,207.0413330956451,181.5793977233336,152.44631150691535,164.38860203040667,183.47480106921586,186.83590149005875,184.44017882679327,171.97340761912702,181.89509396883898,209.26465521863724,216.09646133001962,198.6028831006493,177.43149797191666,182.2707629128907,192.2861922793116,187.6928507640672,181.44194515979376,185.99133471836404,187.08925544289843,213.46234183564664
6,1986-11-12 13:53:50+00:00,,188.13104190291386,169.3746806548205,140.4850240194078,124.09070811924718,170.00003796392298,169.24253981267302,166.3201676132856,154.34484247945454,159.1861697395086,190.19869016541338,200.04961391365242,201.78142954760227,172.41290290743947,174.4751369330281,185.78338745251096,169.1786076448394,171.24880591512877,168.0958523372399,174.13898750216526,210.0208610849096
7,1986-12-30 13:54:30+00:00,,203.01983871994025,189.4871815324517,,157.12420057361734,162.81480652390877,175.74505521166452,196.92940739557847,177.07394722103274,177.64442347384397,185.71215531638563,195.6582147610106,211.67681681356885,200.12034653445414,201.24914789154968,210.86962792213137,,181.57298982198523,175.75106466603162,193.14947817013442,213.64819511669677
8,1987-01-06 14:00:54+00:00,,182.9690590717057,185.55927769855285,,,131.10855425139164,,,152.54205771273718,164.60516916989155,167.63255885178003,171.8545636542422,198.10456133449907,196.91505924708707,201.2787155464829,209.01803894006167,182.64597286495507,174.4226766697815,187.56091953158773,184.31592276562657,224.2008532890215
9,1987-01-15 13:54:59+00:00,,,,,,,,,,141.52141986606543,138.03961802924397,124.87099418518916,199.6217886642914,189.4481652695869,205.95842877495872,194.63483550030784,164.67532247104407,142.19648909870466,160.57654560094312,153.9867954115818,200.29560577328692
