,dates,per0156-0000,per0156-0001,per0156-0002,per0156-0003,per0156-0004,per0156-0005,per0156-0006,per0156-0007,per0156-0008,per0156-0009,per0156-0010,per0156-0011,per0156-0012,per0156-0013,per0156-0014,per0156-0015,per0156-0016,per0156-0017,per0156-0018,per0156-0019,per0156-0020,per0156-0021,per0156-0022,per0156-0023,per0156-0024,per0156-0025,per0156-0026,per0156-0027,per0156-0028,per0156-0029,per0156-0030,per0156-0031,per0156-0032,per0156-0033,per0156-0034,per0156-0035,per0156-0036,per0156-0037,per0156-0038,per0156-0039,per0156-0040,per0156-0041,per0156-0042,per0156-0043,per0156-0044,per0156-0045,per0156-0046,per0156-0047,per0156-0048,per0156-0049,per0156-0050,per0156-0051,per0156-0052,per0156-0053,per0156-0054,per0156-0055,per0156-0056,per0156-0057,per0156-0058,per0156-0059,per0156-0060,per0156-0061,per0156-0062,per0156-0063,per0156-0064,per0156-0065,per0156-0066,per0156-0067,per0156-0068,per0156-0069,per0156-0070,per0156-0071,per0156-0072,per0156-0073,per0156-0074,per0156-0075,per0156-0076,per0156-0077,per0156-0078,per0156-0079,per0156-0080,per0156-0081,per0156-0082,per0156-0083,per0156-0084,per0156-0085,per0156-0086,per0156-0087,per0156-0088,per0156-0089,per0156-0090,per0156-0091,per0156-0092,per0156-0093,per0156-0094,per0156-0095,per0156-0096,per0156-0097,per0156-0098,per0156-0099,per0156-0100,per0156-0101,per0156-0102,per0156-0103,per0156-0104,per0156-0105,per0156-0106,per0156-0107,per0156-0108,per0156-0109
0,1984-12-25 14:41:08+00:00,,,,,,,,,,,,,,159.96668531883992,,,196.58424702550266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.74167226910635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-01-26 14:41:44+00:00,86.52210398828764,80.09545497827119,74.33959599645841,104.95867063193528,103.99240871062518,109.39648215025778,100.00672343840871,122.21389327630233,127.42877063384891,130.8067507606404,141.29207322274647,150.21103414951676,135.67778086164816,152.38404156087958,144.73759097096848,158.98459959413168,162.08814269244567,159.10315385655196,168.21588432504385,169.67694461025036,170.30583601458227,158.18169487739314,169.9370864339251,168.7053403723973,163.37898875766183,151.10594215116828,153.54800709860655,149.85996695207734,146.88086122361437,138.81569729903666,142.7141068170488,140.04975417811187,127.37042614717481,136.7036518828509,139.11573826691023,138.60449941841108,135.331270326219,138.2807658650038,141.08177648379,138.94231456212336,143.6394711347475,139.34638309014463,144.68654967848437,152.67429619650315,150.59326197843066,161.1276893890065,163.0065528601333,165.33627403561087,169.18455079700192,170.13326914328337,166.03738841297124,166.94179526007434,173.88748250155368,179.326627309128,174.0490500204932,179.84255671788358,170.1642696635318,174.99335332895023,172.51290613981124,177.23623995401277,174.87313273331844,171.2169180511435,178.79731521317385,166.55706798914403,177.8880119922705,169.84922787058989,173.32600930546312,169.62329719852926,174.5912986768431,175.69129139376497,179.77586004296612,184.31024610096685,181.8831175485381,185.35173595057861,183.80180119430867,185.14494700254264,183.7048060130672,189.82971802849912,190.7151244440961,184.88369454713396,190.30720996605976,188.066730084938,191.52185801437514,184.32949754368298,192.2773621476337,194.7834131059781,198.7987457991257,193.7375485367769,194.13977258062133,197.3585640919957,201.47443823311727,200.41527780809392,199.48442386600695,201.84092105618873,201.11849511379734,203.82613856280415,201.9672668043513,206.3303942048267,203.0485173654338,204.89660464748286,207.45788992853588,203.853471579669,209.32834028493366,201.700871690969,200.87303949621287,194.967870166821,197.00928592535814,183.91001981669274,181.87475332175893,176.37607255743893
2,1986-04-03 14:36:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-05-05 14:36:17+00:00,71.94881398515562,70.80555689016953,75.506460693687,76.76152671425255,83.30292466565291,91.03541193088613,93.11514999684682,102.80373318473987,110.2260510448108,115.10000251196816,126.82403311187284,130.6750306401066,135.36262593220948,136.8960690596553,139.73440243956944,137.00381934879977,138.13483562948628,139.1363947954712,139.8410806987749,143.1831369442276,149.24463558660526,156.4317674487434,152.08966021660578,153.1949649338499,143.43568946095755,139.30189813105827,141.8046466186876,141.79732923693382,138.77562586291384,135.75251923146618,132.32470995806275,132.21444539195497,125.29108217277522,122.2187963153131,116.06737361901038,115.67215335653498,115.09511847226004,114.29742393520723,125.00409377481759,127.42095734568426,130.8304243448721,138.76419508402878,140.35772471366585,144.1634012764185,152.71025505303322,150.12819641433194,156.44866216274102,152.18102947102795,154.18688216336608,160.2445170223884,159.6156495521789,157.06580098202215,153.43046524586507,153.2117933998652,159.70391006260994,162.8209551143681,163.26073174757116,158.50928155675717,163.07978399727563,160.09988795436732,160.6402585681392,160.4567934528226,153.88462428157902,167.2747787430494,168.1838429600001,165.37777899309046,169.33128294454153,169.70064960739495,171.71298294709345,171.95971280664642,166.89413847891174,170.65983685300586,167.77688663684256,168.34720962548323,166.78313408889025,169.58755989274215,171.4557326803965,169.8528067985751,177.05464454148108,175.02502399465993,174.35456040431424,180.4398027014875,188.55031491225918,188.7028198317179,187.3319694981158,184.27966637578223,183.77421108975557,189.19678273369567,189.24217646444285,186.6344664473163,187.86349696330032,184.0818442575342,182.26953228743778,184.74976190775016,186.25872055200483,181.24069626593652,181.92204975496338,180.4948317485016,184.77092910317984,182.5817069493781,188.7919061139569,192.28673754862814,189.82861770656316,181.97558277559438,181.17459988424582,176.37665938437925,174.5944490301873,167.15588287650453,156.8052967206559,149.7774887766316
4,1986-08-09 14:32:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-08-25 14:32:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-09-10 14:31:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-09-26 14:31:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-10-12 14:30:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-10-28 14:30:05+00:00,34.28487898159324,62.02337648433344,64.50388604020998,75.69683430838315,89.26404435658684,73.81872576835227,78.2769792279454,95.92232009101889,90.86369133015623,108.16559091426606,103.41136967050726,115.99075730438145,115.29456855658454,120.12686991692402,134.2373839670403,109.08246878621387,121.1962958270384,143.5476341217719,126.65211748394346,126.86350094900423,143.85279015153932,139.82857958375862,161.67412607378282,141.2943027526699,128.5605744321233,120.48649480644917,141.4943898640512,127.88591498406896,117.45855517335966,111.81544109381662,98.884403465731,119.17676431643568,123.35465786102174,101.23342811176545,119.62958702079611,120.70170215319881,98.26009134878116,116.63495120118519,104.41146764902402,122.40895401271582,119.90422405762956,123.10428641610885,129.55948474020556,131.2655539911695,126.22518406126049,134.2294850548821,151.37898490709722,144.7935335615756,150.71212089540222,134.39537135361445,129.88454032667929,144.16116382135553,150.6272640444009,150.7187711509943,148.36762509531644,138.1608944645205,145.78600005622184,161.90879406568544,138.4799548162504,157.39774848136582,146.68463687803305,155.7363654192557,131.09238146264013,148.4676900117283,153.88311825751552,143.9780038699779,145.16908508917595,146.4857022883394,157.816166301393,152.71199005417319,163.90408252526012,163.6476985072998,165.02374358331056,161.01457092917056,168.09453359730162,163.84130949789883,161.41366845236743,165.31273818907061,167.53237935421075,163.2609827007714,162.17053378472522,166.1440490027831,173.37560328079798,168.48736235737547,166.65844596161216,171.72759878056365,177.2653486690823,173.98614061436132,174.0065176943061,178.8357942492037,170.76644954556232,168.598557942321,170.76166501765533,172.08116802347817,176.80924698396643,172.60436806854625,177.20138503014584,177.8746110377454,181.54887072979412,172.45114424444398,173.2638952443571,173.86285412511637,173.12384860504454,168.6096770977516,162.51171966506925,,,,,
