,dates,per0156-0000,per0156-0001,per0156-0002,per0156-0003,per0156-0004,per0156-0005,per0156-0006,per0156-0007,per0156-0008,per0156-0009,per0156-0010,per0156-0011,per0156-0012,per0156-0013,per0156-0014,per0156-0015,per0156-0016,per0156-0017,per0156-0018,per0156-0019,per0156-0020,per0156-0021,per0156-0022,per0156-0023,per0156-0024,per0156-0025,per0156-0026,per0156-0027,per0156-0028,per0156-0029,per0156-0030,per0156-0031,per0156-0032,per0156-0033,per0156-0034,per0156-0035,per0156-0036,per0156-0037,per0156-0038,per0156-0039,per0156-0040,per0156-0041,per0156-0042,per0156-0043,per0156-0044,per0156-0045,per0156-0046,per0156-0047,per0156-0048,per0156-0049,per0156-0050,per0156-0051,per0156-0052,per0156-0053,per0156-0054,per0156-0055,per0156-0056,per0156-0057,per0156-0058,per0156-0059,per0156-0060,per0156-0061,per0156-0062,per0156-0063,per0156-0064,per0156-0065,per0156-0066,per0156-0067,per0156-0068,per0156-0069,per0156-0070,per0156-0071,per0156-0072,per0156-0073,per0156-0074,per0156-0075,per0156-0076,per0156-0077,per0156-0078,per0156-0079,per0156-0080,per0156-0081,per0156-0082,per0156-0083,per0156-0084,per0156-0085,per0156-0086,per0156-0087,per0156-0088,per0156-0089,per0156-0090,per0156-0091,per0156-0092,per0156-0093,per0156-0094,per0156-0095,per0156-0096,per0156-0097,per0156-0098,per0156-0099,per0156-0100,per0156-0101,per0156-0102,per0156-0103,per0156-0104,per0156-0105,per0156-0106,per0156-0107,per0156-0108,per0156-0109
150,2000-08-07 15:02:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.64783152088663,212.58814626383042,197.62606635155254,257.58483082646495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.85045980291744,,,,,,,,,,,,,,,,,133.93804250926604
151,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2000-10-10 15:01:17+00:00,,,,,,179.41815416984156,170.27986666130113,135.4419131266205,,,,,,,207.75622248092336,218.06749326064482,,,,206.8733692210328,,,189.1601196672532,,189.13210241455243,,200.84852585762292,,,,,,,,,,,,,,,,,,,,,,,,181.861335276018,194.05928137547176,202.45230470542919,217.04398596136502,218.62084980139417,202.78171745523719,208.13713777226909,189.3116138321982,192.0462745770459,188.20531852243502,165.46405961229036,,,,159.53963174842818,167.20441631686433,150.96363288497008,182.03693466802952,173.20542100112056,162.49135566769988,160.0832176133001,,167.33650843796565,159.54316010473323,177.23649958166797,179.13966124408336,192.07291654025653,192.15047382089296,180.78383831846833,183.81172218614242,194.8860389884471,196.93193319380202,201.57513896071316,190.23740655165778,186.01774865860673,184.92336826787852,184.70534144023162,,,,,,,,,,,,,,,,,,,,,,,
153,2000-10-26 15:01:15+00:00,146.39714026190035,152.91498567516243,154.8745178060456,164.96629366265424,,159.81172685894916,167.43393675651265,174.73146966180383,183.50460012857587,187.63335255141914,180.76552153468157,193.51770570603998,197.7268198192108,193.49433668434622,194.8847658268486,192.63181787715914,197.85100808064973,205.64356590233695,208.61401647305084,209.74891703875352,213.0605096355839,220.30183006083482,219.14949884035036,203.66195496657485,204.86424366854223,207.7196115386989,208.78714770114897,202.35051864523786,200.68676869949232,194.87908024695093,192.5767795817056,184.38995307730656,182.71633699547607,181.88650193011193,175.87387551284758,171.2702851979762,176.9650702626949,180.417278457686,180.54634261275203,184.07841750219706,187.5242669568571,188.99409462096668,195.22650201585986,199.11957241501284,201.3235760657317,209.24593937398228,212.66221197169196,211.3834040894293,213.22690459738726,205.0575313348989,207.45781187950396,207.68236650561704,207.99761375667651,206.93780986811387,203.6228725676375,204.05384651670974,203.2501773818644,204.27341857958453,198.48908255168615,194.49313719922634,197.35216463189977,197.69420632483477,197.494252549627,197.87239579782494,198.25291603471658,200.28222999980278,196.43584572142004,198.3405108333505,199.0088946062462,195.00564823580405,194.46670305266832,195.25681462715596,191.60088147707836,188.02828046020863,195.41034344331035,186.77918868761884,191.35657075384597,193.53293306691168,194.63519765303377,193.18009254050685,196.2208318255536,190.94765115284284,191.99511656016813,191.33961402967222,190.35213642051662,189.48251207047255,187.29437822900258,192.33466840684775,191.77423564089338,191.71416743651244,191.22386897026576,190.1740898260002,187.62905725121158,189.35142360006358,186.19627296590306,186.96120961346148,184.0750830587569,182.64262566704642,184.8081486033728,184.71584498277434,185.67092307311518,187.73696295334156,186.8302861470758,180.22409282279887,179.4570103747099,175.36849569107562,175.1343695512365,162.13623839034776,154.99070039015254,144.6312782316245
154,2000-11-19 14:50:24+00:00,149.00535553500407,146.62423134417622,156.29519003284543,154.75915067323754,156.3120956613234,169.29363058501895,170.67190094798448,171.40967121617854,180.53008444838588,186.11351028156756,192.3472478521994,196.75744079587017,198.60612183348732,197.8274467549456,198.15327146598594,202.74276718952416,202.81679443618657,208.25894207408624,207.82727053889903,210.68082998218188,217.20114927560383,226.21568569788306,223.8105719782095,219.07170004400703,213.19690088596911,211.500592968252,207.46763011081117,202.05178419095148,199.40252712389653,191.79180835111933,192.36234772587915,184.97636971931968,184.17875404564413,177.18226820454814,175.69888555858012,170.31800284142813,167.60879457781022,171.93645893467237,180.26153419044255,185.24455058074525,190.54188722152128,195.1431890988875,197.87650315615502,198.3453093673211,204.20905688766805,207.14511223863357,204.10440910120715,206.0369069062287,202.26594654530635,202.86492632695052,202.6383765486297,201.45447172974107,200.47962896974667,199.59474723037974,193.0668822502532,196.71242209081313,202.91652163328035,199.07156901329478,198.5713374815225,200.57420563994688,198.17055548185635,196.47647577555557,192.87373925516908,189.65564399561185,192.9970894251782,193.2792427323711,190.21768662640386,190.58501859589524,190.37560812714523,188.70801442789832,191.0501381202866,185.56641407665757,184.36139015934228,180.37240216477537,185.4417226632744,189.14779923269168,188.22023208228765,183.64166603286967,184.79263852441966,183.44106839488018,184.64153219747695,182.43025676871173,182.18827513640787,182.66742943395465,183.61261401012018,179.54921342892152,176.70261897938485,178.67130165192748,178.75612260941585,174.53324917881403,171.11928038077144,170.59470660444447,171.10454843543235,179.0963924663061,179.01587532080657,178.9085101412576,175.7329586939815,177.9448858347891,175.15146775190325,176.55694377052444,175.61976878947453,174.2322742824134,173.00226663808206,168.95262402017775,164.2197831119501,159.17381542813473,163.69486636591782,151.26683345532808,142.41714196576797,129.0852008875633
155,2000-12-05 14:50:35+00:00,,,,,,,223.22568343598783,222.07323397627337,,,,,246.3078694750702,,,,,,,,267.43879098403534,,,,,,,,,,,,,,,,,,,,,234.79348150256814,,,,,251.19326576904294,,,,,,,,,250.73360004143908,,,,,,,,,,,,,,226.61470064431165,,,,,,,,,,,236.53440837507512,,231.6638154650284,232.4458515320355,230.1986592137575,,,,,,,,,,222.31002879394,,225.53946213339896,,225.33470553619395,,,,226.31517755581655,219.20025014321132,218.22224097428432,216.08874307297611,213.21482440289725,,,
156,2000-12-13 15:01:20+00:00,,,,,,,,,,218.7657772881001,212.81848254352246,,,,,,,,,177.43484343573175,252.25398586884836,,178.65027517277736,,174.08812046646725,173.4344315489303,,,,,,,,,145.4375047541014,142.1824291181854,176.67610744373386,138.53748142942524,,,,268.4845439647736,,,,,242.4868256107162,182.51068918687986,,,240.7337238043184,171.75367124742345,,,,223.6458352314619,186.6007295376158,,,,166.526030625874,,,,182.2858562269701,,156.0720898447983,,,,157.38574031116306,,,142.53819182992618,162.84817336891155,,,,,,236.18297125261782,,227.43334312293717,229.5051332565901,198.0500686734168,155.57507421037434,,164.75169462992991,168.0696207238071,,,,,,226.89430559471288,,211.35590201104282,143.00213822441185,206.98277183698957,187.9632715433885,,,206.4708216336104,,,223.33708458714636,209.94460526855704,,160.66691125431066,144.78978386413917
157,2000-12-21 14:50:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.04215968044753,217.39721310488272,222.3314483556344,233.69484593678663,230.33375857568896,,228.17798799083963,220.08739107412038,220.6911279519946,223.00880459365607,216.6440719617999,207.6740544220906,212.84470825661057,210.9217679084541,207.52463589648863,,204.92351373858514,201.65242748009513,,200.3635481844592,198.16484934830288,203.79024457291763,203.90387246411942,204.7445227167245,202.69959751077027,196.9297285216899,200.8337582351838,199.97056131560618,199.09051027046863,195.6224769148647,,201.65860110004294,201.46670082621003,194.29213279635593,197.89793666194376,201.21858284139697,199.03212213647893,196.09577334294806,195.25896105054255,193.3885443859121,196.69079614554562,196.48710971138888,198.67390782238158,197.0436243254527,195.6039680509915,193.99952928186605,193.78317575111836,188.79740198873122,184.87879120445862,189.58298077285315,189.76739115486288,191.91535133180292,183.2329913918612,167.65692135778312,154.5539215882744
158,2001-01-22 14:51:14+00:00,,,,,,161.78643319385293,199.91601990117795,188.38968225735312,,,,,208.66991390335517,,,,,,,,,,,,,,,,,,,204.59330772696492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2001-01-30 15:01:27+00:00,,,,,,,,,,,,,229.060916047945,,,,,,,,,,,,,,,,,,,,,,139.13593313592915,134.96302227753318,,102.68595712708319,216.64367451232775,,,,,,,,245.22192772091591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.43864899402706,157.7710470158246,,,,,,,,,,,,,192.89652530049642,,,,,,,,,,,,,,
160,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2001-02-23 14:51:26+00:00,149.62300009973154,147.73915484036056,145.26669920056776,158.43453760256048,164.5515340097454,167.42594927666985,169.8463272745567,166.92184070904378,173.1262904388563,171.9579835446283,188.28808484398286,189.83718059951983,193.78770669923063,192.53155149590128,194.47316508427292,196.11715211692402,193.8990497052662,197.9558432531235,211.14528016828825,208.20142162459837,216.01544053176826,222.19411046472572,218.38977121724366,217.94020720915358,210.27374744195242,211.45981262454947,202.97675485767553,201.02366949332261,200.6678224539091,195.1430544810197,193.20004752038002,184.569096851003,183.44603590197647,177.51062364519197,170.60828186768225,174.96334848258124,173.74131228813533,175.38122334586023,180.84100208579167,182.9888289371877,185.86624483649996,188.26840302527248,191.70733394746725,192.66096060325458,199.5008845520648,200.12705492396822,204.22308232620463,202.56214126157613,199.1641583242635,201.6009743825152,207.80683841546139,207.00241333205125,204.55873545942183,201.40974138469733,201.77102655200787,202.85192689023796,204.7330073112215,206.0642942998133,200.38709108352344,204.7810669541054,198.45808777035552,201.57064722159427,199.78124255424456,194.23453786692093,195.7570988927367,196.0143022294307,191.57907786746873,188.32321464517125,189.7842005710216,184.00414459352444,184.13996969594973,185.79955764171348,189.0756963481652,187.43592944315827,187.51470625262053,184.78412039392225,189.15317269157237,186.76925502878868,185.7947568532678,186.2212072768963,190.21896794947452,186.9830078946939,188.45723244347414,186.50537263183398,179.40226262869925,179.19791673969564,176.35339371229702,181.05634460395106,175.55511638199238,177.76758557206207,178.46753691718553,177.24536671900884,173.15824474257596,177.90890633879914,180.65881778453155,184.65285571738255,180.90024761215957,183.33414209013108,183.1858376977906,178.02687741116546,181.3210001398704,182.80927781803035,181.70538823170904,173.70785434235864,173.36122747552972,172.86459622450928,174.13874273592666,162.8009369719964,147.9791910346305,141.6553777968935
162,2001-03-03 15:01:17+00:00,,,,,162.85381575216633,165.1746252953435,155.94049606451023,154.25398856824415,170.18102507870336,168.7003679775032,178.1905362100311,185.77106122402506,180.3889007579378,181.42333925400362,187.9307518014479,189.38257607899592,192.9227982214036,198.96696162974717,204.12273553533947,200.60185066354828,209.65903970807307,213.17926849618993,213.61358759766148,201.3761578371549,200.8285744687155,196.73246234064615,208.5716704438865,200.5923605549802,200.6007893783579,193.30686616834925,190.01380503125546,185.03290110473625,180.20102300812448,177.33956338854017,170.50452987280403,175.97586974186973,167.3555135379863,169.18756632717572,176.07184868427822,176.24637124022757,174.0809798736663,181.85288007177255,192.43485448733404,202.33749136391003,203.79626944599124,206.94720591018108,204.86700172444478,207.36364423328956,205.62722598530223,206.77160264495143,204.95445046696452,204.4937322840268,206.70691867997544,201.20310866215647,204.62730612670393,195.14839023319828,188.2937870650527,197.65845846913484,191.97729465955126,196.6598889624118,195.96741819340423,196.66736753608066,194.70062451082043,191.8562930286626,195.79333482642215,191.0011473515131,193.46470418932628,190.84718623212115,188.82230093361713,187.93790800829316,189.3977967395534,189.66196929556253,188.09267424170883,184.50769590497956,182.60242574287037,174.95130116629832,188.40486270541226,183.9606721381516,188.33172229429937,187.9283038168652,186.04921477623117,186.984557080525,180.8898267978636,178.37461504048787,180.60310933936506,181.59242511726956,180.6753764619844,183.00082860039396,185.2138540617524,180.9140619583837,176.56806984038656,180.36621644452035,179.10845557751583,177.9090007308594,170.19378358154785,178.58318189301156,182.76861732462754,184.71583211659703,183.6646823857007,177.4471855042275,181.30944279360398,178.2772144805282,175.89027918944134,173.20930577180104,170.51721662662322,170.70769246033666,172.73335487149222,161.76372486966957,153.16550380260998,143.77575933108113
163,2001-03-11 14:51:03+00:00,,,,,,,139.7010256540921,143.54914902276778,157.351554809183,156.993948904883,153.77340705436663,159.31756894621049,148.01361078081212,178.72311717805292,175.38347991193905,161.78650955359825,163.0315628833222,181.59686060822662,180.65822262625483,186.7392564233399,187.68860751403923,186.1074509823107,185.43307833022996,188.48054875315913,173.3414540578525,169.30176084128254,,,,,150.62265091774992,161.1569151463466,150.3029693248331,157.1097816467473,141.81899567950296,139.6105826806033,134.5287528885408,135.68355617571524,144.41613546082056,152.7270762958891,164.31938951347593,160.37947874784726,156.8747885568705,167.83204669637712,182.66200040590377,180.3825056216773,173.04246295681514,,,,,,,,,169.17658452848093,166.8949494459738,160.24431481235266,175.4677212734104,161.62813520749242,,,,,,,,,,,,,,,,,,,,155.51737011688647,,,140.993281095589,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2001-04-04 15:01:23+00:00,163.27770695685953,167.8893910391442,161.04997800273807,172.59304704180914,170.2806701648451,181.93242618510425,177.10841217937758,181.67750720442422,192.0737288835913,186.81784830723493,201.92417065838103,197.22335687433306,208.14562546583215,203.51689402547038,198.22645109204493,200.55157705057357,212.4886068271868,212.99423882638604,220.170108282033,214.44303376781357,221.92342458624523,231.87533948623792,224.42076837500656,224.1780107627754,216.29785938345788,217.32663275293947,218.8463146428966,214.62716690293485,207.101271949345,206.1711866781985,204.55540260241793,202.51304551246463,203.15150080366783,197.46670023121794,196.84294262516946,189.02723605870102,186.2547798378947,187.73459122410048,192.25109851519494,191.86182809494235,197.67162854265598,199.65495539562457,205.4713825361098,208.06077480748706,213.80084786875116,215.96391252233326,219.13158385153025,223.25392304073142,219.00266704574182,222.32231406859228,217.5086201296922,217.27085202271556,220.39072907491817,218.09997258647246,215.987722408048,216.22740902367462,218.3673817379189,216.16584011097444,213.85140748406937,216.60484700213217,216.00574057472667,210.08115152315227,207.62758923436405,207.9390836767596,209.4477733386078,211.0772545730216,210.21519477161235,207.57329240865218,207.48801977304856,207.01348060487518,204.30701394083724,205.65950694551543,204.6214690981472,203.76281023490662,206.13186699814355,203.74889965902054,201.1785660838127,203.73666781750438,203.71825669880369,204.1648253065481,202.53868260429385,202.52477657277703,198.9924486237303,201.20906341450484,203.5948418939733,202.44001118236918,204.38526373273527,200.31421718754729,201.63510351711636,199.55404186046576,196.85105255169952,196.70210631822033,197.94134465216194,197.88556462771498,191.86750572474494,193.01847793479592,198.90898215862524,195.92481645027078,195.0604071610225,192.83360002538484,193.80723443735425,192.67223454675462,192.6165770766961,190.0666269448937,184.37131214034332,179.84937197061544,184.97883339982616,170.9637025267883,159.49456724056716,152.16685261739784
165,2001-04-12 14:51:13+00:00,128.41062836540215,136.05716161007513,139.56362815090495,148.1789201068341,145.99536570170997,150.4877021545597,147.88905961208252,148.3319117352266,158.7511794899992,173.4714068925573,169.76801374259387,177.3922827096784,180.4599198413869,180.57101282102332,175.30738059185848,183.6357820518228,187.57059423965705,193.3899483048816,197.49701776827968,189.3147977279356,195.03717057014848,200.5955039666523,204.61856988532082,194.0733958880357,201.10806977332416,195.5757742406476,200.81448210271685,196.58985481166133,189.62788844490763,185.99926344026204,183.5913671543837,185.40144124349717,181.20490548310812,171.9601383568077,170.29858274950158,169.9204429513484,168.64202470850256,166.2537511710168,172.43313233227826,178.33354015895935,184.49942106143598,186.89233545727527,189.17745238458292,199.04352303688947,199.5663447111866,199.07813777664458,205.034721464052,206.10359640973113,207.74521717685843,203.55996840788296,200.4968014702939,203.24481510516722,203.11206474014787,202.91997280580358,200.82762006496876,203.32504187753327,197.97887991992852,197.03919648216433,195.72644341168845,190.5866260955647,189.34081268222482,192.59839030065058,201.60427685254243,195.08720927199926,194.69684298335932,195.43147618481362,191.48526751267485,196.58396670080654,190.35721387704658,187.00466590478453,191.23567249408092,191.87946491949316,185.27002821448164,183.93057405190507,185.25474733310887,189.61107307733175,189.3270218034835,183.6998643296431,184.33398991434845,188.2627091871119,187.868679502347,186.8229970360556,190.81254246812483,192.11128730150696,188.0558369239123,187.3955293557854,179.63563818957522,185.02390325796824,185.0904879929626,183.54791838157672,183.85803688708933,181.19631034798255,181.8371812705684,180.22846454885374,178.63871608695493,177.26998774905198,174.28329938379912,174.34508423594355,179.05027291415814,178.75681394918394,182.74415251501028,181.99933630442695,176.6011095922127,175.22506559817413,173.19309314005827,173.58378939464745,168.5570740027158,162.19288212701332,145.05532043288235,134.12194274400053
166,2001-04-20 15:01:03+00:00,153.95326653316118,151.21358757691897,158.68686497751216,163.47342171013602,168.65157613512946,172.85872704460076,170.4521440704885,174.581459203332,182.88534772503388,182.5701776647965,184.80333469279026,188.98238313302772,195.0042900082392,203.20828413004185,198.99106038235163,200.11175479344234,206.549220964724,209.83922717875976,214.31302523172113,209.08624457644765,223.91175195507446,226.71908922049568,225.9687540661354,213.47695613358263,216.67745967442502,211.69101228290552,215.208667983106,209.13229177269446,203.0223487544895,197.34857505215203,195.06834043080536,192.01443788214732,187.6168274664507,186.56242983602863,180.37641934600595,177.87843235048447,175.42086826014196,180.92862862081938,185.05216428214683,188.01473512561975,191.50117266718095,194.3472313343788,198.64383537861727,198.52726090246404,202.39709248706265,205.4378058188077,210.6649028560847,209.69475880069714,212.1838473243791,209.92424793760742,207.49961347527886,212.8665515339688,213.75877087642365,210.3041936979247,207.75140226148775,208.84371231750623,207.1229803922351,205.5982484218978,202.88103025892465,204.63029702027558,200.22055951632373,200.30592105549718,203.01144254627977,195.6301650014977,193.43591634531754,195.67780822593556,196.0885532365422,196.1780927188026,191.68625109936585,190.73718857164937,195.14184742678384,189.07810397212577,190.89165389059974,188.35771258595506,188.7505266809466,191.3285728368244,193.67627731959783,193.72228582872847,189.97909319817154,192.83542690182657,193.54067909875167,190.63779205265925,189.87142046726026,190.82420444334045,192.71360066176294,191.6376412856785,190.91940076280426,193.09195285768195,192.4684153489522,192.27892880059198,188.17658474428146,188.21425967784785,188.15688748870718,187.12621217787947,185.42049858209765,184.9503290415543,187.1954666521624,187.03350742349818,187.63996113101692,187.04613116475895,188.85751220526075,192.83046037761392,189.69492975598402,182.98367452937723,182.60104683589097,183.0849313424652,181.8810989976925,175.02764705947266,162.14017225772687,161.93738292152764
167,2001-04-28 14:51:30+00:00,122.17606651847049,125.84988583890343,131.6865891073498,138.88238889111864,131.03832075362342,,141.98833078985734,145.930359011505,151.31967791074706,160.2405339309834,158.2869947283381,166.29844723507745,174.20744207394466,165.09815577159054,167.04517504239445,171.40948371508864,172.55365574605736,179.97618002777716,180.44246878686226,179.2370330908459,189.1016763740293,201.07845420926313,204.53036907707184,200.4212686450851,196.97744232064582,193.47180392116283,188.2749011185383,181.73106186764392,180.65767403855273,181.09312617987086,173.66111649101856,171.82684215840808,167.12028963676406,164.9468754171927,163.38772594906055,156.32682673299854,153.66183971482926,154.93936099534199,161.6156370190933,167.7907339194519,174.02864413359777,174.72802632222906,181.23809194207212,186.35729253590415,188.82276185207476,194.43740619967116,199.1865888025153,190.92123302945427,192.1013226951105,190.305275955543,190.56162130145177,189.53823523367697,189.25200390119406,192.93592262287737,183.56603693813156,182.6526898300752,185.14640903455378,187.06869557746984,185.99375784764868,184.60273150727846,180.83933348481327,183.3320400193536,184.0535178560255,181.01902940085543,173.27291726928954,174.86535709633762,178.0697766599575,173.25455019689502,179.45317525914083,181.08675687972408,180.65744757010816,175.46033626908326,176.27950111616656,175.04961539568637,173.7883484976988,171.4996432960571,176.50773790598606,175.01053267064975,178.12514588477674,176.7146764187713,167.73224113954035,172.0258708411401,174.63780731931064,172.05700821301843,173.42105381486294,172.32628196210993,171.3977666293771,175.71221626493667,169.2965067554681,168.20645980416188,169.56539472487384,166.27709007061176,166.72896662287206,169.6028972347208,167.26592904235028,168.36380706243818,168.74507842402548,173.5684086041992,175.00007707741406,172.2931842492202,175.97530772003583,169.67258723170224,173.96790693751603,169.16587782970436,165.48990535902357,165.44404565825963,166.79886089944213,156.40775861807163,144.0223739278228,131.91354261098587
168,2001-05-06 15:00:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.62503836035336,,,,,,,168.1608374453983,,,,,,,,,,,,,,,,,,,,,,163.70851135985646,171.77604583848313,160.54901786308866,134.0555744161749,,,,,,,,,,,,,,324.9043372741945,,,,179.8661455845196,,,359.9514658233328,385.8562657799996,,,,,,,,,,130.51417723634358,,
169,2001-05-22 15:00:47+00:00,,,,,,,,,,,,,,,,151.10311828907834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.6489652037836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2001-05-30 14:51:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2001-06-23 15:00:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,218.17192808314599,,,,,,,,,,,,,,,,,,,,313.85473700985426,,,,,,,,,,194.37214302932273,,,,223.34388906338796,,,189.4308668582219,189.1077950422791,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0720626405605,,171.24009736746567,,,,,370.3150975111454,404.72501572034105,,,,,,,,,,,,
173,2001-07-09 15:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,194.73829484348548,,,,,,,,,,,,,,,,,,,290.22119267182376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6362754516656,,,,,,,352.1472865761596,404.4948824108386,,,,,,,,,127.9706956401333,,,
174,2001-07-25 15:00:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.29731376003838,,,,,,,,,,,,,317.1642761557402,,,244.26928047889103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.23000407623175,198.81467144179476,,,,350.59173707820514,,,,,167.45221418300565,147.87380504109618,355.76521009060633,347.03452998368385,,,,,,,,,96.1499371859925,,,
175,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2001-09-03 14:51:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2001-10-29 14:59:14+00:00,151.908849160483,148.91303808826814,171.52690057573426,,,189.47052005524796,,,,,,,,,,219.43300402776708,,,,,,,225.61490400360188,233.7336828943683,,,,,,202.71575114007496,186.31632660249497,186.48525606608916,185.58766046518068,177.5346774194084,166.53009460786092,170.22233832261074,169.24654407083668,160.7879877020324,156.35112609550754,163.2523277549965,184.4286926392553,182.85579896090417,174.63389022961567,185.6636335427716,186.24913107607568,193.40756977204296,229.99269573730817,223.96670647340883,225.81526039585154,,,,,,,,,262.8023384019922,200.59888901406023,192.0672769772063,192.4325251017846,193.71969541588578,190.7126224011148,194.76913918156072,210.4306937836405,,,,,,,,,,,,,,,,,,,,,,,,,234.13823217310875,,,,,,,,,,,,,,,,,,,,
178,2001-11-22 14:50:29+00:00,125.91186355223898,138.39857397576787,138.3663896871962,140.34192369860392,138.69666138120533,,139.562610832372,113.54817785851981,150.56588808814357,158.48737841088663,169.921936722925,166.10729003527703,172.62380260714397,172.52937118248155,168.2734925291458,180.99886473133932,184.2364876823254,191.01882206282542,191.62466494132698,190.97594124649032,197.48504278414478,198.623862712118,201.69796756588835,197.24422836335282,192.06090952314597,191.5286384665332,183.84218826441045,184.64221862596094,183.6239184571999,176.98007206125448,178.2367812721332,175.85109967429256,176.30443523063815,173.38707063692135,172.22621992730762,170.8096183980707,150.51704489621878,153.0920549443726,161.82405996536858,160.86294017424825,168.726689466026,170.99229284957602,179.05608661345616,183.0901717597347,188.51927475732774,187.9207924026717,190.18526431650656,192.3217945485702,187.7510196746167,183.46380002722844,185.7249055193639,193.17429927058788,196.03002376709574,193.88653940010946,189.04426559126034,189.75447534288696,182.80119999193556,182.19669633838447,177.80094973651265,184.2803295758715,181.41148647909938,184.9360263690093,185.55795016532454,180.14404730765878,181.6443904966715,178.20519179740486,179.19229440233283,175.93275808290628,172.82050788699692,176.15552642652543,181.5779918760066,179.8552348983188,179.70836859794605,171.96486488317345,177.1582833545205,166.9145108769067,180.39019918781833,178.1034293076762,180.9394137735494,176.05570364877298,174.95216053924045,173.91316742819183,171.86699458186052,173.6191726710793,176.42879793645966,178.83535478951515,177.92558813387254,177.3553415417609,181.6307730669186,185.1976530924568,177.77909323557373,175.98538681348128,174.4488010841018,179.84767577418722,169.11457168654002,174.5134448501091,177.706234674638,181.42820766455588,183.38705103198163,180.99560594431227,186.99603647614242,184.75212827723567,184.14602438776797,177.46408484753616,177.4056343375682,174.3321412280552,172.99929280914853,162.43358051395344,156.11446498851683,151.63523809794196
