dates,satname,nzd0177-0000,nzd0177-0001,nzd0177-0002,nzd0177-0003,nzd0177-0004,nzd0177-0005,nzd0177-0006,nzd0177-0007
1999-07-18 21:58:49+00:00,L7,362.16,360.71,366.49,370.65,,434.53,393.26,374.03
1999-09-20 21:58:32+00:00,L7,367.44,361.40,360.98,366.18,369.11,365.92,357.82,370.17
1999-10-22 21:58:52+00:00,L7,367.22,363.76,368.66,372.85,369.30,369.28,363.09,362.32
1999-12-09 21:58:57+00:00,L7,356.57,354.82,357.20,369.94,364.41,365.77,358.10,357.48
2000-01-10 21:58:52+00:00,L7,355.74,357.06,361.24,365.65,364.98,366.06,351.87,355.14
2000-03-14 21:58:11+00:00,L7,365.94,360.18,366.71,369.93,365.89,369.91,366.11,368.39
2000-03-30 21:58:33+00:00,L7,366.51,362.99,367.25,371.14,372.28,373.63,369.97,363.92
2000-05-01 21:58:18+00:00,L7,376.99,369.98,368.23,373.60,377.59,373.95,370.24,372.64
2000-08-05 21:57:08+00:00,L7,353.77,348.84,351.53,360.82,364.04,367.82,362.16,360.89
2001-01-12 21:56:06+00:00,L7,359.14,354.86,350.25,358.28,357.39,366.78,356.10,358.33
2001-03-01 21:56:21+00:00,L7,362.90,360.69,359.83,360.97,366.33,368.05,354.26,361.43
2001-06-05 21:55:40+00:00,L7,379.95,369.93,375.58,377.99,383.57,382.95,376.43,376.75
2001-06-21 21:55:05+00:00,L7,385.02,372.51,375.39,377.99,379.51,382.32,378.57,386.69
2001-08-08 21:54:37+00:00,L7,365.83,361.90,364.13,369.02,368.73,379.14,,
2001-09-09 21:54:36+00:00,L7,365.08,356.31,353.66,363.58,368.25,367.90,361.91,351.76
2001-09-25 21:54:04+00:00,L7,379.32,372.21,367.80,372.90,378.08,376.15,367.71,374.85
2001-10-11 21:53:46+00:00,L7,370.25,369.23,373.50,375.53,375.75,378.77,365.02,370.85
2002-01-15 21:54:47+00:00,L7,,,352.44,355.36,356.84,354.67,346.93,349.59
2002-01-31 21:54:26+00:00,L7,351.27,350.33,350.73,352.00,353.89,355.47,350.38,359.36
2002-03-20 21:54:48+00:00,L7,366.30,362.53,367.09,367.30,367.57,366.43,358.08,360.30
2002-04-05 21:54:49+00:00,L7,629.27,,,,,365.31,354.89,360.78
2002-08-27 21:53:36+00:00,L7,366.93,356.51,357.87,367.01,365.84,369.08,372.14,369.21
2002-10-14 21:53:43+00:00,L7,367.25,356.32,361.95,372.28,372.89,373.57,369.38,362.40
2002-10-30 21:53:49+00:00,L7,241.27,261.89,,369.37,373.65,381.17,371.15,382.85
2003-01-18 21:54:06+00:00,L7,370.53,363.81,367.98,372.18,369.38,377.45,368.26,367.79
2003-03-23 21:54:16+00:00,L7,353.18,351.25,353.04,364.19,362.57,362.92,358.37,354.65
2003-07-21 21:42:09+00:00,L5,371.77,370.86,369.91,381.72,378.37,388.57,384.72,387.82
2003-08-06 21:42:27+00:00,L5,375.36,361.74,364.60,371.75,379.64,383.82,377.66,387.37
2003-08-22 21:42:44+00:00,L5,332.80,,,,,,,
2003-08-30 21:53:59+00:00,L7,345.36,344.98,,,364.36,365.22,362.30,360.72
2003-09-07 21:43:00+00:00,L5,370.44,367.92,369.46,374.85,379.15,379.34,370.39,381.48
2003-09-23 21:43:39+00:00,L5,378.60,372.75,375.28,382.71,384.69,385.22,380.04,382.73
2003-10-17 21:53:51+00:00,L7,,369.04,360.27,368.67,368.91,373.04,364.10,370.97
2003-10-25 21:44:04+00:00,L5,364.73,356.66,361.05,367.28,368.89,369.14,371.69,369.49
2003-11-02 21:54:02+00:00,L7,362.29,355.73,354.65,364.60,366.11,368.90,365.23,363.91
2003-12-04 21:54:43+00:00,L7,381.65,355.09,358.89,365.85,,,,
2004-02-06 21:55:08+00:00,L7,355.52,358.32,,,,375.26,369.73,370.02
