dates,nzd0177-0000,nzd0177-0001,nzd0177-0002,nzd0177-0003,nzd0177-0004,nzd0177-0005,nzd0177-0006,nzd0177-0007,satname
1999-07-18 21:58:49+00:00,367.42,364.88,369.82,373.51,,,,378.20,L7
1999-09-20 21:58:32+00:00,364.85,361.10,363.76,368.44,366.66,362.65,354.85,372.14,L7
1999-10-22 21:58:52+00:00,363.32,360.15,363.93,368.66,366.33,363.76,356.97,367.04,L7
1999-12-09 21:58:57+00:00,363.06,359.94,363.15,369.75,366.59,365.63,358.44,365.77,L7
2000-01-10 21:58:52+00:00,363.28,360.70,363.83,369.84,367.19,367.07,358.01,364.98,L7
2000-03-14 21:58:11+00:00,362.26,359.20,362.76,368.74,366.59,367.19,359.22,362.45,L7
2000-03-30 21:58:33+00:00,362.16,359.58,364.06,369.78,367.26,368.78,361.69,361.27,L7
2000-05-01 21:58:18+00:00,364.16,360.86,364.00,369.95,368.94,369.74,363.15,363.37,L7
2000-08-05 21:57:08+00:00,363.41,358.60,361.91,367.57,368.81,369.81,365.74,364.56,L7
2001-01-12 21:56:06+00:00,364.93,358.56,356.26,364.15,364.74,372.67,364.01,366.32,L7
2001-03-01 21:56:21+00:00,369.60,364.56,360.48,364.28,365.93,372.85,360.12,366.67,L7
2001-06-05 21:55:40+00:00,372.34,365.80,365.07,368.47,371.48,375.77,365.15,369.47,L7
2001-06-21 21:55:05+00:00,375.25,367.27,367.48,370.71,373.36,377.24,368.36,373.57,L7
2001-08-08 21:54:37+00:00,375.58,367.96,370.10,372.67,375.56,379.48,370.24,375.62,L7
2001-09-09 21:54:36+00:00,375.71,366.54,368.29,373.09,375.84,379.18,372.46,371.96,L7
2001-09-25 21:54:04+00:00,375.84,367.21,367.82,372.73,376.01,378.20,370.85,372.10,L7
2001-10-11 21:53:46+00:00,374.26,367.03,368.35,372.85,375.66,377.88,369.24,371.23,L7
2002-01-15 21:54:47+00:00,370.94,365.56,363.69,368.47,370.57,372.71,361.09,362.72,L7
