,dates,usa_CA_0017-0000,usa_CA_0017-0001,usa_CA_0017-0002,usa_CA_0017-0003,usa_CA_0017-0004,usa_CA_0017-0005,usa_CA_0017-0006,usa_CA_0017-0007,usa_CA_0017-0008,usa_CA_0017-0009,usa_CA_0017-0010,usa_CA_0017-0011,usa_CA_0017-0012,usa_CA_0017-0013,usa_CA_0017-0014,usa_CA_0017-0015,usa_CA_0017-0016,usa_CA_0017-0017,usa_CA_0017-0018,usa_CA_0017-0019,usa_CA_0017-0020,usa_CA_0017-0021,usa_CA_0017-0022,usa_CA_0017-0023,usa_CA_0017-0024,usa_CA_0017-0025,usa_CA_0017-0026,usa_CA_0017-0027,usa_CA_0017-0028,usa_CA_0017-0029,usa_CA_0017-0030,usa_CA_0017-0031,usa_CA_0017-0032,usa_CA_0017-0033,usa_CA_0017-0034,usa_CA_0017-0035,usa_CA_0017-0036,usa_CA_0017-0037,usa_CA_0017-0038,usa_CA_0017-0039,usa_CA_0017-0040,usa_CA_0017-0041,usa_CA_0017-0042,usa_CA_0017-0043,usa_CA_0017-0044,usa_CA_0017-0045,usa_CA_0017-0046,usa_CA_0017-0047,usa_CA_0017-0048,usa_CA_0017-0049,usa_CA_0017-0050,usa_CA_0017-0051,usa_CA_0017-0052,usa_CA_0017-0053,usa_CA_0017-0054,usa_CA_0017-0055,usa_CA_0017-0056,usa_CA_0017-0057,usa_CA_0017-0058,usa_CA_0017-0059,usa_CA_0017-0060,usa_CA_0017-0061,usa_CA_0017-0062,usa_CA_0017-0063,usa_CA_0017-0064,usa_CA_0017-0065,usa_CA_0017-0066
0,1984-03-23 17:50:13+00:00,203.40304452225473,187.29517579141827,187.18713607486535,190.2289877401397,196.89088461940597,192.52782435241193,201.61307639468558,200.56569465379536,198.10495305822303,200.8399707419298,202.4598951623842,200.66625459301304,197.4454373424476,198.62958622954645,198.94672080210077,195.76751683856935,179.80233338011772,175.18018679253078,176.64839436574056,174.9405243404097,174.3496762748881,170.8010299583268,178.34266103927058,189.41713959323027,194.61723189925416,194.76573424555815,203.67847870252484,207.92817621906175,208.8265322820861,208.2084707596132,207.18963591462398,210.92871626868867,209.90015228400364,204.87530845089708,194.85913297328293,192.16766886530723,201.75812255037067,195.96618377211348,193.26591854453133,199.5010008829001,209.34370775746316,220.949414413285,219.78992858556035,220.44048308470448,213.47909399820924,220.2618211722719,223.75439828538867,215.98696173321525,222.4423443988194,230.09842396435428,233.54079347436095,238.0209853420213,238.1250488992573,247.55073698585068,244.10389750501966,247.02119499414164,247.70161664129796,254.9365120450875,258.939209181966,263.0727623863871,262.7663122636427,260.87616402385333,256.87650993355027,243.6956431529274,240.92676543244403,242.40087085403889,239.96539134126232
1,1984-05-06 17:49:52+00:00,199.6912082326742,187.85203380631705,176.935751229977,180.19930966614444,195.4613406507999,190.59844720128126,195.24481615475753,197.46671480927404,189.31098407184953,186.66911597625688,188.50678408449346,196.26015974351606,185.01766949862338,184.8283632928026,187.87285881906558,178.1956266418096,171.76233396797147,170.23404030475137,177.57719464852403,183.3531141403815,174.64453714422706,168.4046302613574,179.69390821761974,188.93335878644808,185.8802501660639,181.63397470815977,185.7840429142758,188.74085586318841,187.55995623852422,188.06977417450946,194.86628928807318,203.68402417779095,204.1447973934124,195.18310920719557,190.0811332479165,190.48402510647608,187.57370087548597,181.13061749507494,177.9765684428652,185.63707657157332,194.55272407355972,204.76157420184012,209.93487396433773,203.69681686189233,201.75824858736001,211.685966773218,211.9366889172005,211.20484444313962,206.68433114471787,213.38128163058656,216.16817559653495,214.07728977490723,217.61166497998235,215.68547644817545,217.5810306425077,221.2109541403607,230.8945485435093,237.888097956639,237.53971144602747,245.17705802683776,239.8231730370726,233.38620842439775,232.30900670521584,228.03337494519334,235.68171595127234,236.5946650033721,225.98598244220204
2,1984-06-23 17:50:58+00:00,214.49527423410285,193.70308332183586,194.41918550921844,198.64571834148882,211.53228992387042,,202.18383484009263,196.07821796391482,190.30948793389135,195.24470006148567,189.2765087308157,196.5840083654734,184.56074766277317,185.47954736844773,188.1867480370066,187.49149906394263,189.96193503491452,190.67490772273248,190.90164821594425,187.12757148861806,185.916067234343,176.15422515342317,182.46117856133833,186.367891647828,190.2331837170236,190.7096955545371,191.0985318560902,193.32356267760048,187.10096701413,195.09322479563488,199.92802977108758,205.80839919444838,203.7966914186145,187.3721283756887,189.6985811188775,187.40231128299163,186.194991888409,182.71713284128884,178.63603761359587,182.71778943902717,192.71741632831055,210.34401178857212,204.7756097953507,201.26655550514892,209.26079227094212,215.09010963809743,220.94486474760777,217.93114924685952,217.8516523791552,223.87300972223716,225.62694482081895,229.78585672169305,231.2903327964324,232.67766147186174,230.07843877189862,228.7683937963776,229.65190855130368,230.5420227925681,236.76535512969906,241.5543763828291,239.95468123174751,239.00628827312403,235.23104812762736,229.01122008359965,229.42946692604238,227.66355085587526,223.23541154565214
3,1984-10-13 17:52:38+00:00,178.6377221696559,166.975879753254,162.690038567457,167.99940005615213,176.79481199176007,170.59951430315292,177.0945159920633,186.3928642804453,177.0017822440552,175.40499542124678,173.5291832827044,184.45345571592867,178.20710040226146,183.40825410883997,184.38616066288765,180.38386343859193,175.3224049283392,172.9299863996239,171.06600495068753,173.4186696760379,174.78898035127304,161.13826669592845,162.39749277909266,166.8072275339313,167.708614153749,174.66337448115547,177.13963101301485,177.8573456240873,175.7611643834008,184.26201033380323,188.28235803498524,190.39074313825728,184.65460382559755,177.25342988033566,178.51245933855725,177.8527632533909,175.26671075253068,173.06799362000498,167.51437273092563,178.13631481195023,183.19029093902327,188.40411902059526,186.19849335286582,188.6364684803361,183.09569330755292,186.38860074969514,188.45210005020755,191.64850780096975,199.22857431725657,205.53751195548705,202.5537319594509,207.72991943641532,205.96495747194348,205.7636185024062,204.4147374101057,205.70977089878897,202.56933070228388,204.9394863382904,211.4284883795253,217.99201873574,216.20427402537888,215.43786040065044,221.0001031832983,220.91463144344058,216.90492849884373,212.2389442157755,208.47922165212793
4,1985-04-23 17:52:47+00:00,197.0289744753027,188.9485415488719,180.80996022283716,182.09746378060075,192.64817283421087,188.28669743219703,195.6559085832829,200.8332415554055,194.11594091886116,198.1267056689602,194.09347772918815,199.86904246678208,188.4334789085242,190.53711326160527,192.03327548030742,191.81846256364923,183.72069025763835,184.0073756693766,181.2743280918296,177.8762981123022,167.17465897371477,160.5880654791543,173.8741746305388,177.53290925927914,181.4357880038429,180.60538264076234,186.85525647222013,188.58208300127893,191.63754691457277,192.66520443350845,194.3565254911417,194.98208247548462,189.52075210356367,180.3735024448618,182.42410458701488,186.80708308601228,183.09636713034928,178.6791934753478,177.18505848977247,183.72898449847233,194.5960021100618,205.9249970131614,203.4658528967492,203.0808052599029,202.25437714397557,205.350317960395,205.32105859694292,204.31028144158137,209.1485438002293,211.17847879571715,218.11996624520782,218.21006278661807,219.07664752003075,221.00348706246984,216.3995833715402,216.72631219731358,214.36649891142363,217.78329047383681,227.54809297841578,225.4192725291714,225.8745102512667,224.90664676503064,217.38026219336984,214.98265247189045,217.17989659139252,219.74160139811784,211.41451315237674
5,1985-08-13 17:52:13+00:00,,,183.397667098461,191.30459812740796,205.83660387730737,196.90201812351486,206.41054754091843,197.48054880534528,195.17300745270666,194.1107334260351,192.906512751676,204.04220927863747,199.62847978027187,200.15256705187923,201.4065202721555,200.12921665137645,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.74125678798407,205.27732924479565,211.708678287955,212.03929421031108,208.84092247735532,211.92167746932523,,,,,,,,,,229.13661636939054,225.79810687243685,229.04558225184894,222.141706598985,211.30880684386452,214.88187224230086,209.25432178247732,203.51634431710406,203.71745016195933
6,1985-09-14 17:51:50+00:00,178.8777806648639,161.93395498805648,172.2301996292027,179.48561335904176,186.69851562320758,183.1211589586806,187.1207886920966,187.5125248806927,184.5277705022417,182.04969723395237,185.27875274394412,196.09210525594085,194.60351741957842,198.7130763193619,201.44230642569778,197.36612984994952,188.03170650470935,182.18762458806629,174.3782457928143,176.28902743398243,174.93836407169698,160.74942353142214,169.00236525487085,177.0839728154813,184.46816178839674,187.14227429745216,186.19985414941362,180.5606003899997,183.21164580064138,187.78079722238346,195.0250250530382,201.35345872219148,194.596869580849,191.32041682244807,189.41720700053185,189.5385705984399,181.92384061096496,183.7608571024153,183.35117761112662,189.59643363205467,192.97789448588367,196.83029629244348,197.18925250572858,194.23979140342274,195.50038231924967,198.3034847050914,200.73948707038983,202.4294307098137,197.7532411473586,198.32972342080342,204.27575969541908,217.30862014759384,222.5314918829074,221.20905250567677,217.5766866438218,210.79824106513527,210.31524902612054,215.90695731357144,215.8896537566303,220.68953744748688,218.82781237005543,216.31828364782194,217.69352720437237,205.3582760127846,202.97528884731395,198.7581595938016,196.63489996148954
7,1985-11-01 17:51:17+00:00,181.75241759334398,155.40066430778626,156.79344483033304,165.13269785002575,176.05789266879881,172.41626419387813,175.25047240097274,179.68916345317396,172.21923386903603,169.47647131664405,171.93264548541632,181.80396504048394,174.58687582430295,175.01722832442084,179.21210575020686,178.83386144881462,170.42326518453163,166.77219173983303,164.36924163206874,167.28215911487405,166.10498196416899,153.12641306665182,156.856986280973,159.96246144389752,165.8765164527661,177.08431691018805,174.7769882615809,173.41346012666716,176.222074467226,180.16270866596548,182.19195298542087,187.4773691023248,187.28968462505952,178.30186400531073,179.41355976090233,179.16389997217698,175.8236545446236,171.49780411555787,170.33093754890305,185.15302286805155,192.71424131583717,197.48001810665528,192.748093253994,193.2484234932536,186.27645397467933,194.3432768317882,187.44631188551762,186.98276958009976,191.02381454586515,193.11160294046965,200.3970768248857,200.45465391471788,205.01330187184777,204.2272132025708,202.65089706697552,200.68086946700942,201.2253735099395,203.20365107687735,211.2960625885595,215.4794259172505,215.95635784708423,212.2188321841342,209.219814985458,202.15076579785693,200.37196482377982,191.08207609866326,185.0600399438854
8,1986-01-04 17:50:08+00:00,175.93234310917578,154.276558846567,170.54531560068372,174.99943791000135,182.26258183670927,185.03874352155333,194.94598298614676,191.39273401384258,182.3481199458737,188.0784262705937,179.08955349832144,189.4371788073065,189.74673475036306,187.70867018474104,184.67277826099425,179.32025317106272,173.46929500418926,174.60305079577088,172.19189870533614,176.54622717098792,168.34228498793817,162.64938553323083,177.18351491153535,179.57148296662538,181.19384941575095,188.60260397771316,192.0491610028763,191.33802884280732,189.2283492230406,192.43155609439236,193.1977855597782,199.48586366691453,206.41911571767199,196.16782965444403,193.31963395976476,192.25118691957744,188.94725807289632,186.2836446654369,186.0548948328671,185.92672506822532,194.42292475741772,200.55081240755464,202.84671126346507,203.24527671442132,197.99637547273065,198.02217506961995,201.48223062363462,205.57720245478498,213.11921005046312,211.81890063032301,214.86167747892026,214.08796969518556,222.48322939636222,225.5581260348795,224.78331157892347,223.23172185150793,220.27861831608666,226.09729167523727,226.32101214256596,229.9780227354924,231.24280665757118,227.23227889831026,228.09029058684615,221.75739421113929,216.23495950679987,214.40392868349664,206.15975218134287
9,1986-02-05 17:49:27+00:00,186.46006638037588,170.83834910517936,176.87722633830137,181.7010305927569,187.43301937997356,185.83966014626517,189.0948083638452,190.47693399478447,185.84798204345586,182.70817611542196,179.44420121183916,185.28711344054315,177.96056470555567,177.46290324072413,179.1472781496608,173.90345425308868,167.53086333899898,163.8764772021399,159.54646093962333,163.08777787675746,160.97127337926815,156.01365901466465,164.49975913319884,168.2701465322969,171.43745429347388,169.86639237345713,182.52818294169992,180.80513048158593,176.34828482049397,181.68714114073256,186.01766910336946,190.8864880567783,187.19634273022984,181.26783523440835,183.23029021802498,179.71731780794244,177.00219727667175,175.85967723059994,172.20211798046859,182.31490626756988,186.3223616548182,200.47993327496937,195.82264533676806,200.05767384790437,193.5873753380646,194.51369869167792,197.70300896515857,197.31227299648043,199.86016410635747,210.9760688191562,208.29573576581987,211.83281993593565,208.54348374915114,209.6852815190091,210.04705610474963,208.86069852512443,205.20046863630122,209.36578278789057,209.40177468525837,218.5573270507141,216.73579132906895,215.01011228702237,213.55070237289488,203.0037024058938,203.21433036398,201.84593042138712,198.5755004879471
