dates,satname,nzd0164-0000,nzd0164-0001,nzd0164-0002
1999-07-18 21:58:49+00:00,L7,509.58,496.99,494.09
1999-09-20 21:58:32+00:00,L7,343.55,345.06,344.61
1999-10-22 21:58:52+00:00,L7,354.36,346.68,353.15
1999-12-09 21:58:33+00:00,L7,343.14,338.58,344.89
2000-03-14 21:58:35+00:00,L7,350.56,347.10,350.32
2000-03-30 21:58:09+00:00,L7,351.86,346.66,341.35
2000-05-01 21:58:18+00:00,L7,355.32,353.35,355.59
2000-08-05 21:57:08+00:00,L7,322.50,316.47,301.60
2000-09-22 21:56:05+00:00,L7,334.66,319.34,299.58
2000-10-24 21:56:17+00:00,L7,358.62,337.79,331.90
2001-01-12 21:56:30+00:00,L7,320.12,309.97,311.26
2001-06-05 21:55:40+00:00,L7,348.53,343.98,345.97
2001-06-21 21:55:29+00:00,L7,349.21,344.05,351.31
2001-10-11 21:54:09+00:00,L7,350.26,342.78,340.87
2002-01-15 21:54:47+00:00,L7,340.97,333.50,342.25
2002-01-31 21:54:50+00:00,L7,332.88,317.06,325.93
2002-02-16 21:54:54+00:00,L7,,,
2002-04-05 21:54:49+00:00,L7,525.25,567.22,633.47
2002-08-27 21:54:00+00:00,L7,326.75,322.64,293.75
2002-10-14 21:53:43+00:00,L7,357.66,340.08,331.13
2002-11-15 21:53:36+00:00,L7,352.09,340.27,331.83
2003-01-18 21:54:30+00:00,L7,341.50,335.86,322.28
2003-03-23 21:54:16+00:00,L7,331.53,323.75,314.67
2003-05-26 21:54:19+00:00,L7,345.65,342.03,346.08
2003-07-21 21:42:09+00:00,L5,341.55,341.55,341.16
2003-08-06 21:42:51+00:00,L5,347.88,344.35,338.98
2003-10-17 21:53:51+00:00,L7,349.15,336.23,
2003-10-25 21:44:04+00:00,L5,331.42,330.72,321.83
2003-11-02 21:54:02+00:00,L7,349.01,341.43,339.19
2003-12-04 21:54:19+00:00,L7,350.21,339.91,341.45
2004-01-05 21:54:33+00:00,L7,349.28,343.42,340.22
2004-02-06 21:54:44+00:00,L7,330.65,334.80,334.81
2004-02-14 21:44:33+00:00,L5,355.77,341.85,322.80
2004-03-09 21:54:51+00:00,L7,322.75,323.03,324.90
2004-03-17 21:44:44+00:00,L5,343.81,337.32,340.55
2004-03-25 21:54:54+00:00,L7,331.56,335.61,338.07
2004-04-02 21:45:18+00:00,L5,351.67,350.17,347.31
2004-04-18 21:45:49+00:00,L5,330.55,330.56,329.58
2004-05-12 21:55:13+00:00,L7,345.75,344.91,339.85
2004-05-20 21:46:20+00:00,L5,324.80,330.03,330.96
2004-05-28 21:55:11+00:00,L7,333.29,337.76,346.60
2004-06-21 21:47:40+00:00,L5,608.10,603.20,527.83
2004-06-29 21:55:03+00:00,L7,342.91,341.41,350.05
2004-07-23 21:48:09+00:00,L5,335.88,334.51,336.87
2004-08-16 21:54:26+00:00,L7,336.91,338.22,339.13
