dates,nzd0164-0000,nzd0164-0001,nzd0164-0002,satname
1999-09-20 21:58:32+00:00,337.43,339.90,340.98,L7
1999-10-22 21:58:52+00:00,341.77,339.81,344.62,L7
1999-12-09 21:58:33+00:00,344.48,341.30,346.04,L7
2000-03-14 21:58:35+00:00,344.94,341.85,346.48,L7
2000-03-30 21:58:09+00:00,347.17,342.38,345.76,L7
2000-05-01 21:58:18+00:00,347.47,344.10,346.41,L7
2000-08-05 21:57:08+00:00,342.25,338.52,335.55,L7
2000-09-22 21:56:05+00:00,338.15,331.48,322.79,L7
2000-10-24 21:56:17+00:00,338.93,328.50,319.89,L7
2001-01-12 21:56:30+00:00,335.51,322.18,311.99,L7
2001-06-05 21:55:40+00:00,339.82,331.61,331.88,L7
2001-06-21 21:55:29+00:00,342.54,335.40,338.11,L7
2001-10-11 21:54:09+00:00,346.54,341.25,344.40,L7
2002-01-15 21:54:47+00:00,347.87,340.03,342.89,L7
2002-01-31 21:54:50+00:00,347.37,336.17,339.91,L7
2002-08-27 21:54:00+00:00,334.38,329.06,298.27,L7
2002-10-14 21:53:43+00:00,344.09,332.94,313.55,L7
2002-11-15 21:53:36+00:00,344.54,333.52,318.33,L7
2003-01-18 21:54:30+00:00,344.69,334.87,319.86,L7
2003-03-23 21:54:16+00:00,345.85,335.12,325.07,L7
2003-05-26 21:54:19+00:00,340.60,334.76,328.29,L7
2003-07-21 21:42:09+00:00,338.54,334.90,333.35,L5
2003-08-06 21:42:51+00:00,339.40,336.02,333.89,L5
2003-10-17 21:53:51+00:00,342.75,338.25,338.81,L7
2003-10-25 21:44:04+00:00,340.71,336.93,334.74,L5
2003-11-02 21:54:02+00:00,341.38,337.09,335.12,L7
2003-12-04 21:54:19+00:00,342.39,336.94,334.37,L7
2004-01-05 21:54:33+00:00,343.05,337.60,335.13,L7
2004-02-06 21:54:44+00:00,342.56,337.14,334.60,L7
2004-02-14 21:44:33+00:00,343.95,337.39,332.29,L5
2004-03-09 21:54:51+00:00,342.67,336.75,332.16,L7
2004-03-17 21:44:44+00:00,342.01,336.15,332.68,L5
2004-03-25 21:54:54+00:00,341.80,336.80,333.83,L7
2004-04-02 21:45:18+00:00,342.14,337.55,334.82,L5
2004-04-18 21:45:49+00:00,340.03,336.68,334.27,L5
2004-05-12 21:55:13+00:00,340.41,337.50,335.49,L7
2004-05-20 21:46:20+00:00,339.40,337.16,335.32,L5
2004-05-28 21:55:11+00:00,338.54,336.91,336.05,L7
2004-06-29 21:55:03+00:00,337.55,336.71,336.54,L7
2004-07-23 21:48:09+00:00,337.03,336.48,336.62,L5
2004-08-16 21:54:26+00:00,336.00,336.39,338.33,L7
2004-09-25 21:50:07+00:00,336.65,336.88,338.70,L5
2004-10-11 21:50:03+00:00,336.46,336.76,339.42,L5
2004-10-27 21:50:47+00:00,338.86,338.55,341.96,L5
2005-01-15 21:51:45+00:00,344.32,341.49,343.20,L5
2005-02-08 21:55:35+00:00,345.01,342.05,341.30,L7
2005-02-16 21:52:37+00:00,347.74,341.67,341.30,L5
2005-03-12 21:55:20+00:00,346.92,341.43,340.47,L7
2005-04-13 21:55:36+00:00,343.74,337.38,336.69,L7
2005-04-21 21:53:10+00:00,345.27,339.63,337.41,L5
2005-05-23 21:53:00+00:00,344.69,339.41,335.20,L5
2005-06-08 21:53:33+00:00,345.23,340.54,337.80,L5
2005-06-24 21:53:38+00:00,341.73,340.54,342.36,L5
2005-08-03 21:55:25+00:00,341.22,339.95,343.27,L7
2005-08-19 21:54:56+00:00,340.22,340.00,344.89,L7
2005-09-20 21:55:06+00:00,341.19,339.96,346.23,L7
2005-10-30 21:54:03+00:00,342.60,343.00,351.54,L5
2006-01-10 21:55:52+00:00,346.21,339.11,341.91,L7
2006-02-11 21:55:41+00:00,346.56,337.52,339.06,L7
2006-02-19 21:56:39+00:00,347.00,336.34,335.20,L5
2006-04-08 21:57:36+00:00,345.68,336.49,336.16,L5
2006-05-02 21:56:05+00:00,344.26,335.63,333.95,L7
2006-06-27 21:58:24+00:00,342.86,334.66,332.88,L5
2006-07-05 21:55:54+00:00,343.24,335.37,333.61,L7
2006-07-13 21:58:38+00:00,341.20,336.78,335.99,L5
2006-07-21 21:55:21+00:00,341.81,337.08,336.40,L7
2006-08-22 21:55:17+00:00,341.04,338.42,339.45,L7
2006-09-23 21:55:06+00:00,342.26,338.55,339.10,L7
2007-01-29 21:55:57+00:00,346.86,340.02,343.28,L7
2007-03-02 21:56:07+00:00,348.28,340.52,343.15,L7
2007-04-19 21:56:31+00:00,347.04,341.05,343.67,L7
2007-05-05 21:56:27+00:00,348.01,343.42,343.67,L7
2007-09-10 21:55:27+00:00,348.25,339.10,330.25,L7
2007-09-26 21:55:47+00:00,346.91,336.95,330.25,L7
2007-10-12 21:55:47+00:00,347.69,336.28,332.68,L7
2008-02-01 21:55:57+00:00,347.31,334.53,332.93,L7
2008-03-04 21:55:48+00:00,345.56,333.53,332.65,L7
2008-04-21 21:56:08+00:00,341.45,333.99,335.76,L7
2008-05-07 21:55:40+00:00,338.74,335.62,335.29,L7
2008-09-28 21:54:48+00:00,334.00,335.01,330.51,L7
2008-12-09 21:49:42+00:00,335.35,332.62,333.11,L5
2008-12-25 21:50:34+00:00,341.22,334.31,334.83,L5
2009-01-02 21:55:15+00:00,342.35,336.52,335.73,L7
2009-02-03 21:55:49+00:00,343.66,337.43,336.51,L7
2009-04-08 21:56:20+00:00,343.19,338.20,340.09,L7
2009-07-13 21:56:21+00:00,335.59,326.55,321.32,L7
2009-07-29 21:55:52+00:00,336.93,327.11,319.69,L7
2009-11-26 21:56:28+00:00,336.27,323.82,312.61,L5
2009-12-20 21:57:07+00:00,337.92,325.64,308.03,L7
2010-01-05 21:57:00+00:00,338.95,328.90,307.71,L7
2010-01-13 21:56:49+00:00,343.74,334.93,313.78,L5
2010-02-06 21:57:51+00:00,344.37,335.53,316.22,L7
2010-03-10 21:57:44+00:00,344.23,335.19,319.67,L7
2010-03-26 21:57:49+00:00,344.38,335.84,321.98,L7
2010-04-11 21:57:51+00:00,343.82,335.82,323.82,L7
2010-04-27 21:57:49+00:00,343.82,335.82,324.41,L7
2010-05-13 21:58:09+00:00,343.82,334.17,324.41,L7
2010-05-29 21:57:45+00:00,341.79,334.24,323.48,L7
2010-06-30 21:57:49+00:00,341.29,334.72,327.07,L7
2010-10-28 21:55:27+00:00,342.33,334.69,329.06,L5
2010-11-05 21:58:37+00:00,342.95,334.23,329.46,L7
2010-12-07 21:58:36+00:00,341.88,331.92,326.65,L7
2010-12-31 21:55:56+00:00,343.96,331.00,328.49,L5
2011-01-16 21:55:34+00:00,344.98,332.24,330.52,L5
2011-02-01 21:55:35+00:00,345.76,333.34,334.14,L5
2012-01-27 22:00:03+00:00,348.41,345.81,340.32,L7
2012-03-15 22:00:09+00:00,349.42,344.63,345.30,L7
2012-04-16 21:59:41+00:00,352.30,345.19,341.75,L7
2012-05-02 22:00:31+00:00,352.02,343.75,339.71,L7
2012-05-11 21:54:32+00:00,348.44,341.72,336.89,L7
2012-05-18 22:00:44+00:00,347.07,340.31,336.89,L7
2012-08-22 22:00:50+00:00,348.18,341.17,336.36,L7
2012-10-25 22:01:27+00:00,350.21,342.95,336.10,L7
